year,coef
2012,39.394514848950195
2013,32.988190177504634
2014,22.534426736644377
2015,26.149576079535564
2016,0.0
2017,7.245647721454077
2018,15.154147465437717
2019,14.620003413551672
2020,0.7241508789895192
2021,8.030713432326223
2022,1.6275388291515753
2023,-9.04608294930884
