threshold,coef,se,pval,n_above
0.2,7.949048794257752,23.793935064396454,0.7398062415541306,45
0.25,37.53150041845439,20.524556378782727,0.07380705673020489,33
0.3,64.51903218354072,22.826606572915555,0.006890529305189367,27
0.35,14.38041144382727,24.14584273341589,0.5543232495960478,20
0.4,-12.962656453543289,31.173056320050566,0.6794278199694255,7
0.45,-35.148272086971474,33.14030253197455,0.2942962095330707,6
