FID,OBJECTID,UNIT_COUNT,CNTY_FIPS,MSSA_ID,DEFINITION,AREA_SQMI,MSSA_COUNT,MSSA_NAME,Total_Popu,EST_Physic,EST_FNPPA,EST_Provid,Provider_R,Score_Prov,Pop_100FPL,PCT_100FPL,Score_Pove,Score_Tota,PCSA,Effective,Shape__Area,Shape__Length
125,125,25,071,151h,Urban,0.50057342,San Bernardino,Fontana Central/Rialto Central,137445,54,24.2,72.2,1903.7,2,29571,0.215,4,6,Yes,2020/01/30 00:00:00+00,70074726.7226562,56041.3538866431
126,126,19,071,151i,Urban,1.3636069,San Bernardino,Colton Southeast/Grand Terrace/Loma Linda/Redlands North,104276,380.5,125.3,474.5,219.8,0,17481,0.168,3,3,No,2020/01/30 00:00:00+00,184000009.019531,101796.940800127
127,127,17,071,151j,Urban,7.27220899,San Bernardino,Mentone/Redlands South/Yucaipa,100394,111,33.9,136.4,736,0,11878,0.118,2,2,No,2020/01/30 00:00:00+00,280613329.945312,88694.8696175451
128,128,23,071,151k,Urban,0.50097747,San Bernardino,Highland/San Bernardino East,119130,87.5,33.3,112.5,1058.9,1,36041,0.303,5,6,Yes,2020/01/30 00:00:00+00,107655516.535156,61052.7187979741
129,129,24,071,151l,Urban,0.77698571,San Bernardino,Chino Northeast/Fontana Southwest/Ontario South,138525,35,17.2,47.9,2892,4,14492,0.105,2,6,Yes,2020/01/30 00:00:00+00,237927707.296875,128921.744010245
130,130,4,073,152,Frontier,1065.34101825,San Diego,Borrego Springs/Cuyamaca/Julian/Kentwood in the Pines/Laguna/Ocotillo Wells/Palomar/Pine Valley/Warner Springs,9652,7.5,1.3,8.5,1135.5,1,1305,0.135,2,3,No,2020/01/30 00:00:00+00,6622574705.0625,526449.002481318
131,131,1,073,153.1,Rural,112.97438274,San Diego,Pala/Pauma Valley,7361,0,0.3,0.2,36805,5,1069,0.145,2,7,Yes,2020/01/30 00:00:00+00,420323316.117188,155610.696594711
132,132,3,073,153.2,Rural,39.74210523,San Diego,Rincon/San Pasqual/Valley Center,16566,7,4.7,10.5,1577.7,2,1971,0.119,2,4,No,2020/01/30 00:00:00+00,351848205.839844,131109.18804615
133,133,1,073,154,Rural,48.05424153,San Diego,Barona/Moreno,2626,0,0,0,0,5,353,0.134,2,7,Yes,2020/01/30 00:00:00+00,177139825.957031,74766.179190093
134,134,7,073,155,Rural,16.54417597,San Diego,Alpine/Blossom Valley/Crest/Descanso/Glen Oaks/Harbison Canyon/Japatul/Palo Verde,34064,6,6,10.5,3244.2,5,3100,0.091,1,6,Yes,2020/01/30 00:00:00+00,525265257.1875,160844.783739533
135,135,23,073,156a,Urban,2.02836107,San Diego,Encinitas Central/Leucadia/Oceanside North and West/San Luis Rey/South Oceanside,114604,102.5,42.8,134.6,851.4,0,15074,0.132,2,2,No,2020/01/30 00:00:00+00,80797303.9609375,95602.2314626772
136,136,19,073,156b,Urban,7.20499041,San Diego,Carlsbad East/Encinitas East/Oceanside East,115730,51.5,47.4,87,1330.2,1,10313,0.089,1,2,No,2020/01/30 00:00:00+00,132410772.425781,75146.2619443483
137,137,25,073,156c,Urban,0.84754589,San Diego,Cardiff by the Sea/Eden Gardens/Harmony Grove/La Costa/Ocean Hills/Lomas Santa Fe/Olivehain/Rancho Santa Fe/San Marcos South/Solana Beach/Vista South,164809,157,59.4,201.6,817.5,0,12064,0.073,1,1,No,2020/01/30 00:00:00+00,302303751.132812,118982.312143642
138,138,25,073,156d,Urban,1.8845691,San Diego,Oceanside East/San Marcos West/Vista,132304,158,68.3,209.2,632.4,0,20487,0.155,3,3,No,2020/01/30 00:00:00+00,201828497.53125,104572.786881988
139,139,26,073,156e,Urban,0.17644635,San Diego,Escondido Central and South/San Marcos Central and East,138440,174,54.2,214.7,644.8,0,25417,0.184,3,3,No,2020/01/30 00:00:00+00,94847310.4960938,97476.3350676081
140,140,18,073,156f,Urban,3.07967826,San Diego,Escondido East/Hidden Meadows/Poway North,105001,15.5,9,22.2,4729.8,5,8568,0.082,1,6,Yes,2020/01/30 00:00:00+00,500555039.851562,162512.79748902
141,141,3,073,157,Rural,147.49360245,San Diego,Dulzura/Engineer Springs/Indian Springs/Jamacha/Jamul,16218,3,4.7,6.5,2495.1,3,1149,0.071,1,4,No,2020/01/30 00:00:00+00,763434872.996094,137905.460973956
142,142,5,073,158.1,Rural,52.23707487,San Diego,Ramona/Rock Haven/Rosemont,25754,13,3.3,15.5,1661.5,2,2311,0.09,1,3,No,2020/01/30 00:00:00+00,378040947.246094,126004.194178658
143,143,2,073,158.2,Urban,15.08324507,San Diego,Ballena/Four Corners/San Diego Country Estates,11385,0,0,0,0,5,338,0.03,0,5,Yes,2020/01/30 00:00:00+00,124536980.273438,63365.4896884845
144,144,1,073,159,Rural,452.14455247,San Diego,Buckman Springs/Canyon City/Jacumba/Morena Village/Tecate,7072,0,2.7,2,3536,5,1359,0.192,3,8,Yes,2020/01/30 00:00:00+00,1658510313.625,236529.721784518
145,145,1,011,16.1,Rural,367.92880585,Colusa,Williams,6024,0,0.3,0.2,30120,5,791,0.131,2,7,Yes,2020/01/30 00:00:00+00,1584787574.29297,210302.397617621
146,146,1,011,16.2,Frontier,418.26442493,Colusa,Loduga/Maxwell/Princeton/Stonyford,2379,0,0,0,0,5,412,0.173,3,8,Yes,2020/01/30 00:00:00+00,1811912355.20703,283278.724931831
147,147,1,011,16.3,Rural,219.06775327,Colusa,Arbuckle/Grimes,5345,1.5,1,2.3,2323.9,3,733,0.137,2,5,Yes,2020/01/30 00:00:00+00,940814864.203125,170304.51134702
148,148,10,073,160,Urban,63.67722968,San Diego,Bonsall/Camp Pendleton/Fallbrook/Live Oak Park/Rainbow/San Luis Rey Heights/Winterwarm,72487,36,21.5,52.1,1391.3,1,8408,0.116,2,3,No,2020/01/30 00:00:00+00,1254902673.58203,190125.02374493
149,149,28,073,161a,Urban,0.88262928,San Diego,Clairemont/Fiesta Shores/Linda Vista/Mission Beach/Sorrento/University City,153333,111.5,75.3,168,912.7,0,24898,0.162,3,3,No,2020/01/30 00:00:00+00,103838123.300781,170063.358364226
150,150,25,073,161b,Urban,0.65211843,San Diego,Bay Park/Five Points/Hillcrest Northwest/Mission Hills/Mission Valley/Morena/Normal Heights/Old Town/Serra Mesa,102204,663.8,199,813,125.7,0,11614,0.114,2,2,No,2020/01/30 00:00:00+00,69502121.859375,61287.638376833
151,151,21,073,161c,Urban,0.45757989,San Diego,Downtown/Golden Hill/Logan Heights,82416,151.5,74.1,207.1,398,0,23565,0.286,5,5,Yes,2020/01/30 00:00:00+00,34105500.9335938,36939.9881902804
152,152,20,073,161d,Urban,0.28815975,San Diego,Chollas Creek/City Heights/East San Diego/North Park/Oak Park/South Park,101704,49,20.6,64.4,1579.3,2,25180,0.248,4,6,Yes,2020/01/30 00:00:00+00,27832033.8671875,23145.7329464572
153,153,21,073,161e,Urban,0.34700989,San Diego,College Heights/Hillcrest Southeast/Kensington/Rolando North/University Heights,94234,145,49,181.7,518.6,0,19137,0.203,4,4,No,2020/01/30 00:00:00+00,30686381.640625,43805.5960860714
154,154,17,073,161f,Urban,0.61676646,San Diego,La Mesa/Rolando South,85180,136.5,44.6,170,501.1,0,12693,0.149,2,2,No,2020/01/30 00:00:00+00,41924311.1953125,40441.6546441645
155,155,22,073,161g,Urban,0.58943711,San Diego,Encanto/Lemon Grove Northwest/Lincoln Acres/National City East/Paradise Hills Southwest,100797,61.5,26.9,81.7,1233.7,1,22440,0.223,4,5,Yes,2020/01/30 00:00:00+00,43627673.046875,48930.2333103682
156,156,18,073,161h,Urban,0.62666637,San Diego,El Cajon Central and South/Fletcher Hills,89935,45.5,23.6,63.2,1423,1,20564,0.229,4,5,Yes,2020/01/30 00:00:00+00,41164324.1171875,39382.3396631966
157,157,19,073,161i,Urban,1.06609575,San Diego,Calavo Gardens/Casa de Oro/Cottonwood/Grossmont/Homelands/Lemon Grove Central and North/Mount Helix/Rancho San Diego/Spring Valley,86139,33,10.6,40.9,2106.1,3,11128,0.129,2,5,Yes,2020/01/30 00:00:00+00,76377930.1953125,51385.1093494976
158,158,35,073,161j,Urban,15.60301862,San Diego,Castle Park/Chula Vista Southwest/Imperial Beach West/Nestor East/Palm City/San Ysidro/South San Diego,156401,59,31.5,82.6,1893.5,2,28672,0.183,3,5,Yes,2020/01/30 00:00:00+00,170359394.097656,211463.348516371
159,159,18,073,161k,Urban,0.28329004,San Diego,Chula Vista Central and Northwest/National City West,76722,85,43.1,117.4,653.5,0,18133,0.236,4,4,No,2020/01/30 00:00:00+00,37832341.8046875,40647.1189761675
160,160,17,073,161l,Urban,0.50876566,San Diego,Lemon Grove South/Paradise Hills,83744,5,1,5.8,14438.6,5,10647,0.127,2,7,Yes,2020/01/30 00:00:00+00,32992614.7890625,31147.7128990298
161,161,18,073,161m,Urban,0.76437264,San Diego,Carlton Hills/El Cajon North/Eucalyptus Hills/Lake Murray/Loma Portal/San Carlos/Santee,88373,28,11.6,36.7,2408,3,5908,0.067,1,4,No,2020/01/30 00:00:00+00,139102725.308594,81042.7042589268
162,162,17,073,161n,Urban,1.29498494,San Diego,Civic Center/Coronado/Harbor Island/Imperial Beach East/Nestor West/Ocean Beach/Point Loma/Silver Strand,57933,40,19.5,54.7,1059.1,1,5791,0.1,1,2,No,2020/01/30 00:00:00+00,44198429.4140625,59204.9187298656
163,163,19,073,161o,Urban,0.73848747,San Diego,Allied Gardens/Del Cerro/Grantville/Miramar/Tierrasanta,88526,405,57.6,448.2,197.5,0,7779,0.088,1,1,No,2020/01/30 00:00:00+00,279926043.609375,91160.5208525361
164,164,24,073,161p,Urban,0.36842281,San Diego,Carmel Valley/Del Dios/Escondido South/Fairbanks Ranch/Poway Southeast/Rancho Bernardo Southeast/Rancho Penasquitos,162226,131,26.5,150.9,1075.1,1,9008,0.056,1,2,No,2020/01/30 00:00:00+00,250237273.828125,84950.1528969174
165,165,18,073,161q,Urban,1.92021894,San Diego,Poway Central/Poway Grove/Rancho Bernardo Southwest/Sabre Springs,81106,109,33.2,133.9,605.7,0,5063,0.062,1,1,No,2020/01/30 00:00:00+00,156119539.316406,67782.3970702143
166,166,22,073,161r,Urban,1.70242345,San Diego,Crown Point/Del Mar/La Jolla/Pacific Beach,79727,342,112.6,426.4,187,0,7960,0.1,1,1,No,2020/01/30 00:00:00+00,66404162.7382812,63413.1514550589
167,167,18,073,161s,Urban,0.50510412,San Diego,Cockatoo Grove/Eastlake Greens/Otay Mesa,154686,82.5,34.9,108.7,1423.1,1,15980,0.103,2,3,No,2020/01/30 00:00:00+00,135549521.851562,57022.3175093381
168,168,20,073,161t,Urban,0.89073239,San Diego,Bonita/Chula Vista East/Eastlake/La Presa/Lynwood Hills/Rancho del Rey/Sunnyside/Sunny Vista,97007,32.5,12.3,41.7,2326.3,3,8527,0.088,1,4,No,2020/01/30 00:00:00+00,104592068.558594,55877.026160179
169,169,15,073,161u,Urban,0.90597595,San Diego,Bostonia/Glenview/Granite Hills/Hillsdale/Johnstown/Lakeside/Riverview/Winter Gardens,88175,21,4,24,3674,5,11593,0.131,2,7,Yes,2020/01/30 00:00:00+00,88830261.1679688,59822.0190800134
170,170,22,073,161v,Urban,0.77154741,San Diego,Mira Mesa/Scripps Miramar Ranch,118493,87,23.9,104.9,1129.6,1,7465,0.063,1,2,No,2020/01/30 00:00:00+00,100772277.953125,50258.1368312745
171,171,28,075,162a,Urban,0.03577165,San Francisco,Chinatown/Civic Center/Inner Mission/North Beach/South of Market/Tenderloin/Western Addition,115537,190,103.7,267.8,431.4,0,25628,0.222,4,4,No,2020/01/30 00:00:00+00,19617628.8984375,67008.2836354121
172,172,27,075,162b,Urban,0.03592818,San Francisco,Cow Hollow/Financial District/Marina/Nob Hill/Pacific Heights/Russian Hill/Seacliff,94756,382,105.5,461.1,205.5,0,7203,0.076,1,1,No,2020/01/30 00:00:00+00,24202325.1835938,50405.9204775461
173,173,24,075,162c,Urban,0.21027477,San Francisco,Bernal Heights/Mission District/Potrero Hill,116403,362,79.8,421.8,276,0,11350,0.098,1,1,No,2020/01/30 00:00:00+00,20176386.9296875,46325.5083199072
