FID,OBJECTID,UNIT_COUNT,CNTY_FIPS,MSSA_ID,DEFINITION,AREA_SQMI,MSSA_COUNT,MSSA_NAME,Total_Popu,EST_Physic,EST_FNPPA,EST_Provid,Provider_R,Score_Prov,Pop_100FPL,PCT_100FPL,Score_Pove,Score_Tota,PCSA,Effective,Shape__Area,Shape__Length
414,414,28,037,76.1b,Urban,1.14303857,Los Angeles,Newhall/Santa Clarita East/Valencia,120793,35,17.3,48,2516.5,4,13144,0.109,2,6,Yes,2020/01/30 00:00:00+00,246851842.605469,80713.5009296556
415,415,7,037,76.2,Rural,18.06323689,Los Angeles,Castaic/Val Verde,25644,0,2.7,2,12822,5,1825,0.071,1,6,Yes,2020/01/30 00:00:00+00,1496705230.03516,251736.817434065
416,416,21,037,77.1a,Urban,0.48490606,Los Angeles,Palmdale Central,101863,21,17.6,34.2,2978.5,4,19573,0.192,3,7,Yes,2020/01/30 00:00:00+00,219495298.363281,83741.729899751
417,417,20,037,77.1b,Urban,5.05589467,Los Angeles,Desert View Highlands/Lancaster West/Palmdale Northwest/Quartz Hill,99440,97.8,43.4,130.3,763.2,0,12856,0.129,2,2,No,2020/01/30 00:00:00+00,165610383.96875,55082.4007403334
418,418,23,037,77.1c,Urban,0.66148876,Los Angeles,Lancaster Central/Palmdale North Central,107541,24.1,26.6,44,2444.1,3,33209,0.309,5,8,Yes,2020/01/30 00:00:00+00,245688684.40625,87957.095700731
419,419,6,037,77.2,Rural,22.7501481,Los Angeles,Lake Los Angeles,17436,0.3,0.3,0.5,34872,5,4785,0.274,5,10,Yes,2020/01/30 00:00:00+00,1469476134.11328,177990.064329904
420,420,3,037,77.3,Rural,144.45097136,Los Angeles,Juniper Hills/Littlerock/Longview/Pearblossom/Valyermo,18367,0.3,0,0.3,61223.3,5,4145,0.226,4,9,Yes,2020/01/30 00:00:00+00,768429193.824219,150490.878384554
421,421,4,037,77.4,Rural,31.86506764,Los Angeles,Acton/Ravenna,11825,0,2,1.5,7883.3,5,1100,0.093,1,6,Yes,2020/01/30 00:00:00+00,857669982.351562,214590.960916493
422,422,7,037,77.5,Rural,82.41721283,Los Angeles,Elizabeth Lake/Gorman/Green Valley/Lake Hughes/Leona Valley/Neenach,27084,1.5,3.7,4.2,6448.6,5,3061,0.113,2,7,Yes,2020/01/30 00:00:00+00,1583657181.05078,315383.889176779
423,423,2,037,78.1,Frontier,131.24837953,Los Angeles,Avalon,3894,0,2,1.5,2596,4,565,0.145,2,6,Yes,2020/01/30 00:00:00+00,491013561.851562,232903.160622868
424,424,23,037,78.2a,Urban,0.22407487,Los Angeles,Echo Park/Hollywood North Central/Silverlake South,83754,39,11.6,47.7,1755.8,2,15044,0.18,3,5,Yes,2020/01/30 00:00:00+00,22083530.4296875,43040.9716944439
425,425,27,037,78.2aa,Urban,6.21880354,Los Angeles,Bel Air/Beverly Glen/Beverly Hills/Brentwood/Malibu/Pacific Palisades/Santa Monica Northwest/Topanga,97199,99,8.3,105.2,923.9,0,5542,0.057,1,1,No,2020/01/30 00:00:00+00,496872039.308594,201362.733986199
426,426,25,037,78.2aaaa,Urban,0.13029728,Los Angeles,Harbor Gateway South/Lomita/Torrance East Central,115735,431.5,90.5,499.4,231.7,0,14716,0.127,2,2,No,2020/01/30 00:00:00+00,68943525.6835938,46081.519134858
427,427,45,037,78.2b,Urban,0.12932226,Los Angeles,Pico-Union,149479,66,20.9,81.7,1829.6,2,54189,0.363,5,7,Yes,2020/01/30 00:00:00+00,18247378.6015625,24908.4030297313
428,428,27,037,78.2bb,Urban,0.30181314,Los Angeles,North Hollywood Central and North,98953,21.5,18.2,35.2,2811.2,4,23661,0.239,4,8,Yes,2020/01/30 00:00:00+00,28974436.7539062,28684.6512544755
429,429,20,037,78.2bbb,Urban,0.53450373,Los Angeles,Compton East,93240,15.5,8.3,21.7,4296.8,5,23142,0.248,4,9,Yes,2020/01/30 00:00:00+00,29222926.1953125,32161.1979860093
430,430,16,037,78.2bbbb,Urban,0.2517209,Los Angeles,Gardena West/Hawthorne,78910,8,9.6,15.2,5191.4,5,12987,0.165,3,8,Yes,2020/01/30 00:00:00+00,20682797.7460938,26977.7751830634
431,431,26,037,78.2c,Urban,0.39440702,Los Angeles,Bell Northeast/Bell Gardens/Commerce/Maywood/Montebello South,117928,25.5,33.2,50.4,2339.8,3,26769,0.227,4,7,Yes,2020/01/30 00:00:00+00,58218168.3242188,44524.3847127367
432,432,27,037,78.2cc,Urban,0.26597548,Los Angeles,Van Nuys Central,107344,41.8,14.2,52.5,2044.6,3,25429,0.237,4,7,Yes,2020/01/30 00:00:00+00,27201914.4140625,36490.8337623233
433,433,28,037,78.2ccc,Urban,0.1006866,Los Angeles,Huntington Park/South Gate West/Walnut Park,106158,51.5,22.8,68.6,1547.5,2,25250,0.238,4,6,Yes,2020/01/30 00:00:00+00,19706150.8125,33602.8580724576
434,434,27,037,78.2cccc,Urban,0.79761633,Los Angeles,Chatsworth,110769,30,15.9,41.9,2643.7,4,9839,0.089,1,5,Yes,2020/01/30 00:00:00+00,101691434.34375,63954.8734475986
435,435,22,037,78.2d,Urban,0.17271134,Los Angeles,City Terrace East/East Los Angeles,92590,90.5,19.5,105.1,881,0,21085,0.228,4,4,No,2020/01/30 00:00:00+00,21972581.96875,26271.0265027214
436,436,25,037,78.2dd,Urban,1.5975192,Los Angeles,Burbank South/Eagle Rock/Glendale Northwest,107354,68,29.2,89.9,1194.1,1,12092,0.113,2,3,No,2020/01/30 00:00:00+00,98181674.1835938,83857.5243718386
437,437,21,037,78.2ddd,Urban,4.99593221,Los Angeles,Bell Southwest/Cudahy/Vernon,82817,23,9.9,30.4,2724.2,4,22170,0.268,5,9,Yes,2020/01/30 00:00:00+00,34216087.84375,37217.3895920002
438,438,22,037,78.2dddd,Urban,0.5914365,Los Angeles,Arcadia Southeast/San Gabriel North,106503,69,13,78.7,1353.3,1,11270,0.106,2,3,No,2020/01/30 00:00:00+00,53034924.7070312,44905.2851966713
439,439,37,037,78.2e,Urban,0.26405531,Los Angeles,Country Club Park/Koreatown/Mid-City East,132478,75.5,22.9,92.7,1429.1,1,27041,0.204,4,5,Yes,2020/01/30 00:00:00+00,18951200.2226562,26521.528912271
440,440,23,037,78.2ee,Urban,0.5192441,Los Angeles,Atwater Village/Glendale Central/Glendale Southwest/Griffith Park,99906,165,56.3,207.2,482.2,0,16294,0.163,3,3,No,2020/01/30 00:00:00+00,58867549.0820312,48522.0980929122
441,441,15,037,78.2eee,Urban,0.28257907,Los Angeles,Downey Northeast,82646,126.5,49.1,163.3,506.1,0,8317,0.101,2,2,No,2020/01/30 00:00:00+00,36197914.2226562,30171.7515428953
442,442,24,037,78.2eeee,Urban,0.74951471,Los Angeles,Alhambra/El Sereno South/San Gabriel Central,110429,118,35.4,144.5,764.2,0,17358,0.157,3,3,No,2020/01/30 00:00:00+00,39513418.578125,39388.5645153534
443,443,26,037,78.2f,Urban,0.26461111,Los Angeles,Hollywood Hills/Hollywood West/Mount Olympus/West Hollywood,93929,271,24.2,289.1,324.9,0,12635,0.135,2,2,No,2020/01/30 00:00:00+00,34467927.78125,32507.3911361289
444,444,26,037,78.2ff,Urban,0.55547584,Los Angeles,Glassell Park/Glendale Southeast/Silverlake North,98073,92.5,20.2,107.7,910.6,0,19784,0.202,4,4,No,2020/01/30 00:00:00+00,37631796.0039062,48784.8688328766
445,445,29,037,78.2fff,Urban,0.18309431,Los Angeles,Firestone/Florence South/Watts,136403,44,15.9,55.9,2440.1,3,47328,0.347,5,8,Yes,2020/01/30 00:00:00+00,26315447.5859375,29393.3391831929
446,446,32,037,78.2ffff,Urban,0.33727432,Los Angeles,Boyle Heights Northwest/Chinatown/Downtown Northwest/Little Tokyo/Westlake,103572,877.5,219,1041.8,99.4,0,33435,0.323,5,5,Yes,2020/01/30 00:00:00+00,24450067.1289062,40428.6381547528
447,447,33,037,78.2g,Urban,0.13156428,Los Angeles,Hollywood South Central/Inner Sunset,111965,745.5,65.1,794.3,141,0,26983,0.241,4,4,No,2020/01/30 00:00:00+00,19452655.9921875,24658.5865494556
448,448,24,037,78.2gg,Urban,1.24657255,Los Angeles,Angeles National Forest West/Kagel Canyon/Lake View Terrace/San Fernando East/Sylmar,105102,54,17.3,67,1568.7,2,15900,0.151,3,5,Yes,2020/01/30 00:00:00+00,533955211.1875,189087.769030037
449,449,30,037,78.2ggg,Urban,0.13024249,Los Angeles,South Central Northeast,133713,26.8,68.3,78.1,1712.1,2,43436,0.325,5,7,Yes,2020/01/30 00:00:00+00,27327257.1367188,35369.5457592049
450,450,23,037,78.2gggg,Rural,0.81584719,Los Angeles,Altadena East/Angeles National Forest East/Azusa North/Duarte North/Glendora/Pasadena East,90805,45,19.2,59.4,1528.7,2,8046,0.089,1,3,No,2020/01/30 00:00:00+00,1884923282.21484,313801.104126529
451,451,25,037,78.2h,Urban,0.35134342,Los Angeles,Boyle Heights Central/City Terrace West,96023,26.5,13.9,36.9,2602.2,4,27753,0.289,5,9,Yes,2020/01/30 00:00:00+00,21186846.8398438,25774.0904083204
452,452,23,037,78.2hh,Urban,0.43841521,Los Angeles,Granada Hills/Mission Hills/Porter Ranch,87288,131,30.5,153.9,567.2,0,6135,0.07,1,1,No,2020/01/30 00:00:00+00,90715160.3632812,48967.213010203
453,453,21,037,78.2hhh,Urban,0.94728537,Los Angeles,Altadena West/Pasadena Northwest,94517,69,30.2,91.6,1031.8,1,18037,0.191,3,4,No,2020/01/30 00:00:00+00,47335869.1757812,55168.3587083706
454,454,20,037,78.2hhhh,Urban,0.23931193,Los Angeles,Canoga Park Northeast/Winnetka,100771,34.3,9.9,41.8,2410.8,3,21471,0.213,4,7,Yes,2020/01/30 00:00:00+00,27797957.4882812,40323.1018643299
455,455,34,037,78.2i,Urban,0.33697908,Los Angeles,El Sereno North/Highland Park/Montecito Heights/Monterey Hills,120535,55,22.9,72.1,1671.8,2,27846,0.231,4,6,Yes,2020/01/30 00:00:00+00,38076906.34375,44804.0155310715
456,456,23,037,78.2ii,Urban,0.44480187,Los Angeles,Reseda South/Van Nuys Southwest,99008,28,33.6,53.2,1861.1,2,13438,0.136,2,4,No,2020/01/30 00:00:00+00,49202883.3789062,50018.6919709802
457,457,19,037,78.2iii,Urban,0.22067074,Los Angeles,North Long Beach,93251,10,7.6,15.7,5939.6,5,20546,0.22,4,9,Yes,2020/01/30 00:00:00+00,27827300.0195312,26396.7106185318
458,458,26,037,78.2iiii,Urban,1.00751715,Los Angeles,Gardena Southeast/Harbor Gateway Central/Lawndale South/Moneta/Redondo Beach North/Torrance North,113145,61.5,18.6,75.5,1498.6,1,13400,0.118,2,3,No,2020/01/30 00:00:00+00,46146163.1835938,46329.2720419263
459,459,26,037,78.2j,Urban,0.51756879,Los Angeles,Baldwin Hills/Culver City South/Fox Hills/Ladera Heights/Marina del Rey/View Park/Windsor Hills,128321,78,32.1,102.1,1256.8,1,10865,0.085,1,2,No,2020/01/30 00:00:00+00,69643696.4375,71860.6487556758
460,460,33,037,78.2jj,Urban,0.36953663,Los Angeles,Sherman Oaks/Studio City/Valley Village,134833,94,32.1,118,1142.7,1,10798,0.08,1,2,No,2020/01/30 00:00:00+00,71569833.1484375,53871.2024836814
461,461,25,037,78.2jjj,Urban,0.25059677,Los Angeles,Long Beach West Central,113913,27,21.9,43.4,2624.7,4,34702,0.305,5,9,Yes,2020/01/30 00:00:00+00,19395366.1914062,28375.5075864163
462,462,21,037,78.2jjjj,Urban,0.53105961,Los Angeles,Norwalk/Studebaker,105912,48.5,15.2,59.9,1768.1,2,14967,0.141,2,4,No,2020/01/30 00:00:00+00,36859795.7890625,34088.8222923296
463,463,19,037,78.2k,Urban,0.17286542,Los Angeles,South Central Northwest,78614,4,6,8.5,9248.7,5,17789,0.226,4,9,Yes,2020/01/30 00:00:00+00,24040431.40625,32144.5105292773
464,464,27,037,78.2kk,Urban,0.1917458,Los Angeles,North Hills/Northridge North,116589,59.5,19.2,73.9,1577.7,2,21014,0.18,3,5,Yes,2020/01/30 00:00:00+00,50081444.984375,39087.3345773156
465,465,33,037,78.2kkk,Urban,0.55849889,Los Angeles,Belmont Shore/Long Beach East/Long Beach Shoreline/Los Altos/Naples,126838,229,109,310.8,408.1,0,12357,0.097,1,1,No,2020/01/30 00:00:00+00,70905467.4023438,67497.4368996132
466,466,20,037,78.2kkkk,Urban,0.10982509,Los Angeles,Santa Monica Central/Sawtelle/West Los Angeles,87942,308.5,49.3,345.4,254.6,0,10060,0.114,2,2,No,2020/01/30 00:00:00+00,24181071.65625,27527.4492775795
467,467,22,037,78.2l,Urban,0.24276602,Los Angeles,Exposition Park/Leimert Park,91891,48.5,71.6,102.2,899.1,0,30118,0.328,5,5,Yes,2020/01/30 00:00:00+00,21493919.0390625,27693.4835250735
468,468,31,037,78.2ll,Urban,0.04716217,Los Angeles,Arleta/Pacoima West/Panorama City/San Fernando West,127853,27,23.5,44.6,2866.7,4,27226,0.213,4,8,Yes,2020/01/30 00:00:00+00,34638659.1523438,45656.5772504938
469,469,27,037,78.2lll,Urban,0.35096251,Los Angeles,Bixby Knolls/Long Beach Central,108723,258.5,76.6,315.9,344.2,0,15890,0.146,2,2,No,2020/01/30 00:00:00+00,54893674.5,49838.7755365572
470,470,22,037,78.2m,Urban,0.40802208,Los Angeles,Bellflower/Paramount South,100356,77.5,33,102.3,981,0,16414,0.164,3,3,No,2020/01/30 00:00:00+00,31114695.953125,30723.5656926729
471,471,24,037,78.2mm,Urban,0.38290652,Los Angeles,Pasadena South/San Marino/South Pasadena,104431,231.5,55.7,273.3,382.1,0,9991,0.096,1,1,No,2020/01/30 00:00:00+00,74552248.9492188,58487.16317432
472,472,25,037,78.2mmm,Urban,0.67105829,Los Angeles,Downtown Southeast/Florence North,105359,11.5,26.9,31.7,3323.6,5,36132,0.343,5,10,Yes,2020/01/30 00:00:00+00,31466650.0039062,34548.076713414
473,473,22,037,78.2n,Urban,1.00917647,Los Angeles,Cerritos/Hawaiian Gardens,110027,60,29.9,82.4,1335.3,1,10460,0.095,1,2,No,2020/01/30 00:00:00+00,50620403.4609375,43841.7546827494
474,474,20,037,78.2nn,Urban,0.29857187,Los Angeles,Montebello North/Monterey Park/South San Gabriel,81952,51.5,16.9,64.1,1278.5,1,10508,0.128,2,3,No,2020/01/30 00:00:00+00,44811443.8945312,33618.5266402708
475,475,29,037,78.2nnn,Urban,0.14999355,Los Angeles,Crenshaw/Culver City East/Mid-City South/West Adams,110507,10.5,12.3,19.7,5609.5,5,28343,0.256,5,10,Yes,2020/01/30 00:00:00+00,25042290.2460938,31498.4307014294
476,476,30,037,78.2o,Urban,2.99054578,Los Angeles,Miraleste/Palo Verdes Estates/Portuguese Bend/Rancho Palos Verdes/Rolling Hills/San Pedro West,124685,94.5,13.9,104.9,1188.6,1,8290,0.066,1,2,No,2020/01/30 00:00:00+00,120282197.292969,62498.2808165807
477,477,21,037,78.2oo,Urban,0.44644197,Los Angeles,El Monte/Five Points,100309,60.8,24.9,79.5,1261.7,1,23938,0.239,4,5,Yes,2020/01/30 00:00:00+00,31195465.6757812,34393.6779534225
478,478,26,037,78.2ooo,Urban,0.26095104,Los Angeles,Paramount North/Willowbrook,140392,31,24.1,49,2865.1,4,33653,0.24,4,8,Yes,2020/01/30 00:00:00+00,40743081.9648438,69590.7433540553
479,479,32,037,78.2p,Urban,0.18690385,Los Angeles,Long Beach Port/San Pedro East/Wilmington,114570,22,22.5,38.9,2945.2,4,28546,0.249,4,8,Yes,2020/01/30 00:00:00+00,81379236.7539062,183884.110573739
480,480,25,037,78.2pp,Urban,2.41513914,Los Angeles,Hacienda Heights/Industry Central,102418,37,15,48.2,2124.9,3,10351,0.101,2,5,Yes,2020/01/30 00:00:00+00,118485358.183594,74589.6666715887
481,481,27,037,78.2ppp,Urban,0.36645284,Los Angeles,Pacoima East/Sun Valley West,104683,21,9.3,28,3738.7,5,20351,0.194,3,8,Yes,2020/01/30 00:00:00+00,56243621.3007812,57788.1220239088
482,482,25,037,78.2q,Urban,0.3796563,Los Angeles,Del Aire/Inglewood West/Los Angeles International Airport,101856,63.5,49.9,100.9,1009.5,1,15576,0.153,3,4,No,2020/01/30 00:00:00+00,73568676.59375,48980.7477090793
483,483,27,037,78.2qq,Urban,0.72693015,Los Angeles,Asuza/Charter Oak/Covina,120861,49,41.1,79.8,1514.5,2,14883,0.123,2,4,No,2020/01/30 00:00:00+00,66599003.7890625,72233.6977538172
484,484,22,037,78.2qqq,Urban,0.43810171,Los Angeles,Rosemead/San Gabriel South/South El Monte West/Temple City West,90622,90,20.3,105.2,861.4,0,17671,0.195,3,3,No,2020/01/30 00:00:00+00,33168612.3046875,35678.8150979648
485,485,20,037,78.2r,Urban,0.18949808,Los Angeles,Inglewood East/Lennox,77443,12,13,21.7,3568.8,5,16689,0.216,4,9,Yes,2020/01/30 00:00:00+00,23798529.328125,28061.6725191609
486,486,26,037,78.2rr,Urban,0.9965807,Los Angeles,Glendale Northeast/La Canada-Flintridge/La Crescenta/Montrose/Sunland/Tujunga/Verdugo City,111106,45,9.7,52.2,2128.5,3,10683,0.096,1,4,No,2020/01/30 00:00:00+00,147002641.648438,93264.8751655233
487,487,23,037,78.2rrr,Urban,0.91311944,Los Angeles,La Mirada/Santa Fe Springs South,101318,67,43.6,99.7,1016.2,1,7213,0.071,1,2,No,2020/01/30 00:00:00+00,67952051.7265625,56280.1352801874
488,488,20,037,78.2s,Urban,0.17210843,Los Angeles,South Central Southwest,91354,7,2.7,9,10150.4,5,33736,0.369,5,10,Yes,2020/01/30 00:00:00+00,18402553.390625,27076.6078691879
489,489,23,037,78.2ss,Urban,0.69817415,Los Angeles,Pomona East and South,116575,48.3,48.1,84.4,1381.2,1,26465,0.227,4,5,Yes,2020/01/30 00:00:00+00,52556771.328125,45538.7798389437
490,490,19,037,78.2sss,Urban,0.75802301,Los Angeles,Downey Southwest/Lynwood North Central/South Gate East,95508,69.5,45.3,103.5,922.8,0,15873,0.166,3,3,No,2020/01/30 00:00:00+00,34481699.1171875,50021.8968006245
491,491,20,037,78.2t,Urban,0.44714669,Los Angeles,Hermosa Beach/Lawndale North/Manhattan Beach/Redondo Beach North,95667,45,29.5,67.1,1425.7,1,6140,0.064,1,2,No,2020/01/30 00:00:00+00,33334892.4179688,41764.8895018109
492,492,24,037,78.2tt,Urban,2.18304024,Los Angeles,Claremont/La Verne/Pomona Northwest/San Dimas,113552,144,50,181.5,625.6,0,10794,0.095,1,1,No,2020/01/30 00:00:00+00,171482003.261719,78768.1799730793
493,493,31,037,78.2ttt,Urban,0.40973064,Los Angeles,Burbank North/North Hollywood South,129364,152,41.7,183.3,705.8,0,15030,0.116,2,2,No,2020/01/30 00:00:00+00,78962655.4804688,62466.6186632652
494,494,20,037,78.2u,Urban,0.18834982,Los Angeles,Redondo Beach Central and South/Torrance West Central,91412,157.5,46.5,192.4,475.1,0,5827,0.064,1,1,No,2020/01/30 00:00:00+00,36396321.8984375,37550.4336808265
495,495,19,037,78.2uu,Urban,3.83225867,Los Angeles,La Habra Heights/Whittier,85487,121.5,51.5,160.2,533.6,0,9735,0.114,2,2,No,2020/01/30 00:00:00+00,74512500.6289062,51094.3178958009
496,496,21,037,78.2uuu,Urban,0.48406647,Los Angeles,Athens/Gardena Northeast/Harbor Gateway North,87129,11,7.3,16.5,5280.5,5,19098,0.219,4,9,Yes,2020/01/30 00:00:00+00,42255150.4335938,48102.0081308529
497,497,25,037,78.2v,Urban,0.50790906,Los Angeles,Carson/Compton West/Rancho Dominguez,110216,37,39.2,66.4,1659.9,2,12988,0.118,2,4,No,2020/01/30 00:00:00+00,84954435.9023438,49546.9865665429
498,498,19,037,78.2vv,Urban,0.28978884,Los Angeles,Los Nietos/Santa Fe Springs Northeast,93085,10,4,13,7160.4,5,12238,0.131,2,7,Yes,2020/01/30 00:00:00+00,50519383.859375,45038.7654523201
499,499,28,037,78.2vvv,Urban,0.97372778,Los Angeles,Diamond Bar/Industry East/Phillips Ranch/Pomona West/Walnut,113823,72,21.2,87.9,1294.9,1,8572,0.075,1,2,No,2020/01/30 00:00:00+00,157916417.09375,73951.4980191673
500,500,32,037,78.2w,Urban,0.14805855,Los Angeles,Century City/Cheviot Hills/Rancho Park/West Los Angeles/Westwood,120985,614,152.7,728.5,166.1,0,21157,0.175,3,3,No,2020/01/30 00:00:00+00,46251634.5820312,48331.4080248693
501,501,20,037,78.2ww,Urban,0.45344954,Los Angeles,Pico Rivera/Santa Fe Springs Northwest,100417,46,19.2,60.4,1662.5,2,10957,0.109,2,4,No,2020/01/30 00:00:00+00,46110641.2226562,40893.5287077835
502,502,28,037,78.2www,Urban,0.34132143,Los Angeles,Valinda/West Covina,127444,113,55.2,154.4,825.4,0,13954,0.109,2,2,No,2020/01/30 00:00:00+00,66460312.9140625,52801.117279818
503,503,34,037,78.2x,Urban,0.3395744,Los Angeles,Hancock Park/Mid-City West/Park La Brea,126217,311.5,98.9,385.7,327.2,0,14039,0.111,2,2,No,2020/01/30 00:00:00+00,37160328.7773438,36863.2787188733
504,504,25,037,78.2xx,Urban,16.25570654,Los Angeles,Agoura Hills/Calabasas/Hidden Hills/West Hills/Westlake,118960,130.5,26.2,150.1,792.5,0,8257,0.069,1,1,No,2020/01/30 00:00:00+00,369350676.804688,135296.961221473
505,505,21,037,78.2xxx,Urban,1.82031864,Los Angeles,Arcadia Central and Northeast/Bradbury/Monrovia/Sierra Madre,102294,82.5,23.5,100.2,1020.9,1,9063,0.089,1,2,No,2020/01/30 00:00:00+00,102549461.953125,54447.1324438284
506,506,25,037,78.2y,Urban,0.27278696,Los Angeles,Culver City North/Palms,95014,50,12.3,59.2,1605,2,11022,0.116,2,4,No,2020/01/30 00:00:00+00,31107684.2851562,36189.0423325025
507,507,21,037,78.2yy,Urban,0.97082243,Los Angeles,Encino/Tarzana/Warner Center/Woodland Hills,86052,389,39.4,418.5,205.6,0,6835,0.079,1,1,No,2020/01/30 00:00:00+00,90480034.7382812,52124.972490183
508,508,27,037,78.2yyy,Urban,4.04517101,Los Angeles,Bassett/Industry West/La Puente,123348,162,24.8,180.6,683,0,17695,0.143,2,2,No,2020/01/30 00:00:00+00,88893791.1601562,74757.9066783397
509,509,21,037,78.2z,Urban,0.39126731,Los Angeles,Mar Vista/Ocean Park/Santa Monica South/Venice,78857,57,28.9,78.7,1002,1,10474,0.133,2,3,No,2020/01/30 00:00:00+00,23763245.5859375,38838.1940753999
510,510,25,037,78.2zz,Urban,0.50592433,Los Angeles,Northridge South/Reseda North,114038,313,45,346.7,328.9,0,20393,0.179,3,3,No,2020/01/30 00:00:00+00,45618002.671875,45336.8307427764
511,511,23,037,78.2zzz,Urban,0.43290906,Los Angeles,Baldwin Park/Irwindale,105414,25.5,61.7,71.8,1468.2,1,12493,0.119,2,3,No,2020/01/30 00:00:00+00,77744041.8164062,55230.7497296723
512,512,6,039,79.1,Rural,21.97457568,Madera,Oakhurst/Yosemite Lakes,26945,7.5,8.6,14,1924.6,2,4099,0.152,3,5,Yes,2020/01/30 00:00:00+00,5666837345.93359,431995.593158402
513,513,3,039,79.2,Rural,3.80786153,Madera,Chowchilla,16178,7.5,3.7,10.2,1586.1,2,4282,0.265,5,7,Yes,2020/01/30 00:00:00+00,638610362.1875,122446.265406801
514,514,9,007,8,Rural,1.47934437,Butte,Magalia/Paradise/Stirling City,41358,19,25.2,37.9,1091.2,1,6085,0.147,2,3,No,2020/01/30 00:00:00+00,1051015081.77734,248001.010631336
515,515,14,039,80,Rural,0.68167761,Madera,Madera,103051,35,43.1,67.3,1531.2,2,23863,0.232,4,6,Yes,2020/01/30 00:00:00+00,2505221707.05859,334762.533861869
516,516,5,041,81,Rural,197.98317293,Marin,Bolinas/Dillon Beach/Inverness/Point Reyes Station/Stinson Beach/Tomales,13674,12,8.7,18.5,739.1,0,1103,0.081,1,1,No,2020/01/30 00:00:00+00,1434185264.04297,458958.245608069
517,517,13,041,82,Urban,0.58880636,Marin,Angel Island/Belvedere/Marin City/Sausalito/Strawberry Manor/Tiburon,55400,54,13,63.7,869.7,0,2935,0.053,1,1,No,2020/01/30 00:00:00+00,295158524.332031,191937.991583118
518,518,17,041,83a,Urban,0.78067086,Marin,Corte Madera/Fairfax/Kentfield/Larkspur/Marinwood/Mill Valley/Ross/San Anselmo/San Rafael West/Terra Linda,83395,208,38.2,236.6,352.5,0,4505,0.054,1,1,No,2020/01/30 00:00:00+00,240603888.707031,184871.485883056
519,519,20,041,83b,Urban,0.9845711,Marin,Bel Marin Keys/Black Point/Ignacio/Novato/San Rafael East/Santa Venetia,102159,79,31.9,102.9,992.8,0,11972,0.117,2,2,No,2020/01/30 00:00:00+00,228649018.660156,139056.228727528
520,520,5,043,85,Rural,293.28555808,Mariposa,Bootjack/CatheyGÇÖs Valley/Coulterville/Don Pedro/El Portal/Fish Camp/Mariposa,15655,5,4,8,1956.9,2,2415,0.154,3,5,Yes,2020/01/30 00:00:00+00,4404688318.46484,367366.52909528
521,521,1,043,86,Frontier,395.23676675,Mariposa,Yosemite Valley,1801,0,1,0.7,2572.9,4,214,0.119,2,6,Yes,2020/01/30 00:00:00+00,1638444014.26953,268046.58225299
522,522,1,045,87.1,Rural,251.28105551,Mendocino,Boonville/Navarro/Philo/Yorkville,2897,1,1,1.8,1609.4,2,579,0.2,3,5,Yes,2020/01/30 00:00:00+00,1082431121.05469,299143.888923963
523,523,2,045,87.2,Rural,77.79378718,Mendocino,Elk/Little River/Mendocino,7518,1,0,1,7518,5,1148,0.153,3,8,Yes,2020/01/30 00:00:00+00,763695870.597656,281566.883654782
524,524,1,045,88,Rural,321.55066977,Mendocino,Anchor Bay/Gualala/Manchester/Point Arena,4094,2,2,3.5,1169.7,1,493,0.12,2,3,No,2020/01/30 00:00:00+00,1377293228.33984,232484.267202088
525,525,3,045,89,Rural,1.44477938,Mendocino,Fort Bragg/Westport,11484,8.3,9.3,15.2,755.5,0,2069,0.18,3,3,No,2020/01/30 00:00:00+00,820018561.683594,182727.28717155
526,526,4,007,9,Rural,11.50866124,Butte,Biggs/East Biggs/Gridley,14665,4.5,4,7.5,1955.3,2,2503,0.171,3,5,Yes,2020/01/30 00:00:00+00,878415151.707031,144522.420569964
527,527,1,045,90,Frontier,740.0057363,Mendocino,Laytonville/Leggett/Piercy,3596,2,1.7,3.2,1123.8,1,975,0.271,5,6,Yes,2020/01/30 00:00:00+00,3249819532.08984,314428.163599237
528,528,2,045,91,Rural,286.60722979,Mendocino,Brooktrails/Pine Mountain/Willits,12509,7.6,2.3,9.3,1345.1,1,2835,0.227,4,5,Yes,2020/01/30 00:00:00+00,1291499114.26562,282324.084277637
529,529,1,045,92,Frontier,778.41861041,Mendocino,Covelo/Dos Rios,2496,1,0.3,1.2,2080,3,689,0.276,5,8,Yes,2020/01/30 00:00:00+00,3415726959.83594,290166.627322859
530,530,5,045,93.1,Rural,2.03254889,Mendocino,Ukiah,27275,12.1,28.2,33.2,821.5,0,5499,0.202,4,4,No,2020/01/30 00:00:00+00,1054345286.74609,257187.387324824
531,531,1,045,93.2,Rural,70.49766656,Mendocino,Redwood Valley,5992,4,3.3,6.5,921.8,0,702,0.117,2,2,No,2020/01/30 00:00:00+00,305491012.707031,116029.073561909
532,532,1,045,93.3,Rural,120.32676198,Mendocino,Potter Valley,1896,0,0,0,0,5,411,0.217,4,9,Yes,2020/01/30 00:00:00+00,521981279.28125,156214.685155874
533,533,1,045,93.4,Rural,69.98439157,Mendocino,Talmage,4000,0,0,0,0,5,633,0.158,3,8,Yes,2020/01/30 00:00:00+00,301849043.105469,109629.476413965
