"GEO_ID","NAME","S1602_C01_001E","S1602_C01_001M","S1602_C01_002E","S1602_C01_002M","S1602_C01_003E","S1602_C01_003M","S1602_C01_004E","S1602_C01_004M","S1602_C01_005E","S1602_C01_005M","S1602_C02_001E","S1602_C02_001M","S1602_C02_002E","S1602_C02_002M","S1602_C02_003E","S1602_C02_003M","S1602_C02_004E","S1602_C02_004M","S1602_C02_005E","S1602_C02_005M","S1602_C03_001E","S1602_C03_001M","S1602_C03_002E","S1602_C03_002M","S1602_C03_003E","S1602_C03_003M","S1602_C03_004E","S1602_C03_004M","S1602_C03_005E","S1602_C03_005M","S1602_C04_001E","S1602_C04_001M","S1602_C04_002E","S1602_C04_002M","S1602_C04_003E","S1602_C04_003M","S1602_C04_004E","S1602_C04_004M","S1602_C04_005E","S1602_C04_005M",
"Geography","Geographic Area Name","Estimate!!Total!!All households","Margin of Error!!Total!!All households","Estimate!!Total!!All households!!Households speaking --!!Spanish","Margin of Error!!Total!!All households!!Households speaking --!!Spanish","Estimate!!Total!!All households!!Households speaking --!!Other Indo-European languages","Margin of Error!!Total!!All households!!Households speaking --!!Other Indo-European languages","Estimate!!Total!!All households!!Households speaking --!!Asian and Pacific Island languages","Margin of Error!!Total!!All households!!Households speaking --!!Asian and Pacific Island languages","Estimate!!Total!!All households!!Households speaking --!!Other languages","Margin of Error!!Total!!All households!!Households speaking --!!Other languages","Estimate!!Percent!!All households","Margin of Error!!Percent!!All households","Estimate!!Percent!!All households!!Households speaking --!!Spanish","Margin of Error!!Percent!!All households!!Households speaking --!!Spanish","Estimate!!Percent!!All households!!Households speaking --!!Other Indo-European languages","Margin of Error!!Percent!!All households!!Households speaking --!!Other Indo-European languages","Estimate!!Percent!!All households!!Households speaking --!!Asian and Pacific Island languages","Margin of Error!!Percent!!All households!!Households speaking --!!Asian and Pacific Island languages","Estimate!!Percent!!All households!!Households speaking --!!Other languages","Margin of Error!!Percent!!All households!!Households speaking --!!Other languages","Estimate!!Limited English-speaking households!!All households","Margin of Error!!Limited English-speaking households!!All households","Estimate!!Limited English-speaking households!!All households!!Households speaking --!!Spanish","Margin of Error!!Limited English-speaking households!!All households!!Households speaking --!!Spanish","Estimate!!Limited English-speaking households!!All households!!Households speaking --!!Other Indo-European languages","Margin of Error!!Limited English-speaking households!!All households!!Households speaking --!!Other Indo-European languages","Estimate!!Limited English-speaking households!!All households!!Households speaking --!!Asian and Pacific Island languages","Margin of Error!!Limited English-speaking households!!All households!!Households speaking --!!Asian and Pacific Island languages","Estimate!!Limited English-speaking households!!All households!!Households speaking --!!Other languages","Margin of Error!!Limited English-speaking households!!All households!!Households speaking --!!Other languages","Estimate!!Percent limited English-speaking households!!All households","Margin of Error!!Percent limited English-speaking households!!All households","Estimate!!Percent limited English-speaking households!!All households!!Households speaking --!!Spanish","Margin of Error!!Percent limited English-speaking households!!All households!!Households speaking --!!Spanish","Estimate!!Percent limited English-speaking households!!All households!!Households speaking --!!Other Indo-European languages","Margin of Error!!Percent limited English-speaking households!!All households!!Households speaking --!!Other Indo-European languages","Estimate!!Percent limited English-speaking households!!All households!!Households speaking --!!Asian and Pacific Island languages","Margin of Error!!Percent limited English-speaking households!!All households!!Households speaking --!!Asian and Pacific Island languages","Estimate!!Percent limited English-speaking households!!All households!!Households speaking --!!Other languages","Margin of Error!!Percent limited English-speaking households!!All households!!Households speaking --!!Other languages",
"0400000US06","California","13315822","16341","3507465","9501","810069","7191","1524115","6882","176168","3447","(X)","(X)","26.3","0.1","6.1","0.1","11.4","0.1","1.3","0.1","1115589","9705","591688","7396","119476","3072","376369","4570","28056","2038","8.4","0.1","16.9","0.2","14.7","0.4","24.7","0.3","15.9","1.0",
"0500000US06001","Alameda County, California","585818","1633","85997","1438","57087","1575","124335","1806","11352","925","(X)","(X)","14.7","0.2","9.7","0.3","21.2","0.3","1.9","0.2","46709","1332","11757","935","4490","608","28628","1107","1834","335","8.0","0.2","13.7","1.0","7.9","1.0","23.0","0.9","16.2","2.8",
"0500000US06003","Alpine County, California","435","72","45","27","5","8","2","4","19","12","(X)","(X)","10.3","5.8","1.1","1.9","0.5","0.8","4.4","2.9","2","4","1","3","0","13","0","13","1","3","0.5","1.0","2.2","5.2","0.0","100.0","0.0","100.0","5.3","16.0",
"0500000US06005","Amador County, California","15745","433","896","209","292","126","155","67","131","83","(X)","(X)","5.7","1.3","1.9","0.8","1.0","0.4","0.8","0.5","242","149","133","101","103","96","6","11","0","28","1.5","0.9","14.8","10.4","35.3","23.7","3.9","7.0","0.0","25.8",
"0500000US06007","Butte County, California","83319","903","9359","617","2360","376","2865","300","439","178","(X)","(X)","11.2","0.7","2.8","0.5","3.4","0.4","0.5","0.2","1859","320","874","201","231","137","735","167","19","20","2.2","0.4","9.3","2.1","9.8","5.5","25.7","5.6","4.3","4.7",
"0500000US06009","Calaveras County, California","17198","559","1217","245","246","141","209","94","140","85","(X)","(X)","7.1","1.4","1.4","0.8","1.2","0.5","0.8","0.5","64","52","42","46","8","12","14","23","0","28","0.4","0.3","3.5","3.8","3.3","5.3","6.7","11.7","0.0","24.5",
"0500000US06011","Colusa County, California","7432","182","3386","242","61","37","25","29","11","13","(X)","(X)","45.6","3.1","0.8","0.5","0.3","0.4","0.1","0.2","695","141","673","139","11","10","11","25","0","25","9.4","1.9","19.9","4.0","18.0","17.5","44.0","48.9","0.0","99.2",
"0500000US06013","Contra Costa County, California","408537","1056","70558","1763","30780","1350","49991","1319","6513","632","(X)","(X)","17.3","0.4","7.5","0.3","12.2","0.3","1.6","0.2","24363","1318","10253","906","3672","489","9561","727","877","363","6.0","0.3","14.5","1.2","11.9","1.5","19.1","1.3","13.5","5.4",
"0500000US06015","Del Norte County, California","9530","265","886","176","191","78","232","80","36","29","(X)","(X)","9.3","1.8","2.0","0.8","2.4","0.8","0.4","0.3","140","76","95","72","24","27","21","25","0","25","1.5","0.8","10.7","8.0","12.6","13.2","9.1","9.8","0.0","54.8",
