"GEO_ID","NAME","S1902_C01_001E","S1902_C01_001M","S1902_C02_001E","S1902_C02_001M","S1902_C01_002E","S1902_C01_002M","S1902_C02_002E","S1902_C02_002M","S1902_C01_003E","S1902_C01_003M","S1902_C02_003E","S1902_C02_003M","S1902_C01_004E","S1902_C01_004M","S1902_C02_004E","S1902_C02_004M","S1902_C01_005E","S1902_C01_005M","S1902_C02_005E","S1902_C02_005M","S1902_C01_006E","S1902_C01_006M","S1902_C02_006E","S1902_C02_006M","S1902_C01_007E","S1902_C01_007M","S1902_C02_007E","S1902_C02_007M","S1902_C01_008E","S1902_C01_008M","S1902_C02_008E","S1902_C02_008M","S1902_C01_009E","S1902_C01_009M","S1902_C02_009E","S1902_C02_009M","S1902_C01_010E","S1902_C01_010M","S1902_C02_010E","S1902_C02_010M","S1902_C01_011E","S1902_C01_011M","S1902_C02_011E","S1902_C02_011M","S1902_C01_012E","S1902_C01_012M","S1902_C02_012E","S1902_C02_012M","S1902_C01_013E","S1902_C01_013M","S1902_C02_013E","S1902_C02_013M","S1902_C01_014E","S1902_C01_014M","S1902_C02_014E","S1902_C02_014M","S1902_C01_015E","S1902_C01_015M","S1902_C02_015E","S1902_C02_015M","S1902_C01_016E","S1902_C01_016M","S1902_C02_016E","S1902_C02_016M","S1902_C01_017E","S1902_C01_017M","S1902_C02_017E","S1902_C02_017M","S1902_C01_018E","S1902_C01_018M","S1902_C02_018E","S1902_C02_018M","S1902_C01_019E","S1902_C01_019M","S1902_C02_019E","S1902_C02_019M","S1902_C01_020E","S1902_C01_020M","S1902_C02_020E","S1902_C02_020M","S1902_C01_021E","S1902_C01_021M","S1902_C02_021E","S1902_C02_021M","S1902_C01_022E","S1902_C01_022M","S1902_C02_022E","S1902_C02_022M","S1902_C01_023E","S1902_C01_023M","S1902_C02_023E","S1902_C02_023M","S1902_C01_024E","S1902_C01_024M","S1902_C02_024E","S1902_C02_024M","S1902_C01_025E","S1902_C01_025M","S1902_C02_025E","S1902_C02_025M","S1902_C01_026E","S1902_C01_026M","S1902_C02_026E","S1902_C02_026M","S1902_C01_027E","S1902_C01_027M","S1902_C02_027E","S1902_C02_027M",
"Geography","Geographic Area Name","Total!!Estimate!!All households","Total!!Margin of Error!!All households","Mean income (dollars)!!Estimate!!All households","Mean income (dollars)!!Margin of Error!!All households","Total!!Estimate!!With earnings","Total!!Margin of Error!!With earnings","Mean income (dollars)!!Estimate!!With earnings","Mean income (dollars)!!Margin of Error!!With earnings","Total!!Estimate!!With interest, dividends, or net rental income","Total!!Margin of Error!!With interest, dividends, or net rental income","Mean income (dollars)!!Estimate!!With interest, dividends, or net rental income","Mean income (dollars)!!Margin of Error!!With interest, dividends, or net rental income","Total!!Estimate!!With Social Security income","Total!!Margin of Error!!With Social Security income","Mean income (dollars)!!Estimate!!With Social Security income","Mean income (dollars)!!Margin of Error!!With Social Security income","Total!!Estimate!!With Supplemental Security Income (SSI)","Total!!Margin of Error!!With Supplemental Security Income (SSI)","Mean income (dollars)!!Estimate!!With Supplemental Security Income (SSI)","Mean income (dollars)!!Margin of Error!!With Supplemental Security Income (SSI)","Total!!Estimate!!With cash public assistance income","Total!!Margin of Error!!With cash public assistance income","Mean income (dollars)!!Estimate!!With cash public assistance income","Mean income (dollars)!!Margin of Error!!With cash public assistance income","Total!!Estimate!!With retirement income","Total!!Margin of Error!!With retirement income","Mean income (dollars)!!Estimate!!With retirement income","Mean income (dollars)!!Margin of Error!!With retirement income","Total!!Estimate!!FAMILY INCOME BY NUMBER OF WORKERS IN FAMILY!!All families","Total!!Margin of Error!!FAMILY INCOME BY NUMBER OF WORKERS IN FAMILY!!All families","Mean income (dollars)!!Estimate!!FAMILY INCOME BY NUMBER OF WORKERS IN FAMILY!!All families","Mean income (dollars)!!Margin of Error!!FAMILY INCOME BY NUMBER OF WORKERS IN FAMILY!!All families","Total!!Estimate!!FAMILY INCOME BY NUMBER OF WORKERS IN FAMILY!!No workers","Total!!Margin of Error!!FAMILY INCOME BY NUMBER OF WORKERS IN FAMILY!!No workers","Mean income (dollars)!!Estimate!!FAMILY INCOME BY NUMBER OF WORKERS IN FAMILY!!No workers","Mean income (dollars)!!Margin of Error!!FAMILY INCOME BY NUMBER OF WORKERS IN FAMILY!!No workers","Total!!Estimate!!FAMILY INCOME BY NUMBER OF WORKERS IN FAMILY!!1 worker","Total!!Margin of Error!!FAMILY INCOME BY NUMBER OF WORKERS IN FAMILY!!1 worker","Mean income (dollars)!!Estimate!!FAMILY INCOME BY NUMBER OF WORKERS IN FAMILY!!1 worker","Mean income (dollars)!!Margin of Error!!FAMILY INCOME BY NUMBER OF WORKERS IN FAMILY!!1 worker","Total!!Estimate!!FAMILY INCOME BY NUMBER OF WORKERS IN FAMILY!!2 workers, husband and wife worked","Total!!Margin of Error!!FAMILY INCOME BY NUMBER OF WORKERS IN FAMILY!!2 workers, husband and wife worked","Mean income (dollars)!!Estimate!!FAMILY INCOME BY NUMBER OF WORKERS IN FAMILY!!2 workers, husband and wife worked","Mean income (dollars)!!Margin of Error!!FAMILY INCOME BY NUMBER OF WORKERS IN FAMILY!!2 workers, husband and wife worked","Total!!Estimate!!FAMILY INCOME BY NUMBER OF WORKERS IN FAMILY!!2 workers, other","Total!!Margin of Error!!FAMILY INCOME BY NUMBER OF WORKERS IN FAMILY!!2 workers, other","Mean income (dollars)!!Estimate!!FAMILY INCOME BY NUMBER OF WORKERS IN FAMILY!!2 workers, other","Mean income (dollars)!!Margin of Error!!FAMILY INCOME BY NUMBER OF WORKERS IN FAMILY!!2 workers, other","Total!!Estimate!!FAMILY INCOME BY NUMBER OF WORKERS IN FAMILY!!3 or more workers, husband and wife worked","Total!!Margin of Error!!FAMILY INCOME BY NUMBER OF WORKERS IN FAMILY!!3 or more workers, husband and wife worked","Mean income (dollars)!!Estimate!!FAMILY INCOME BY NUMBER OF WORKERS IN FAMILY!!3 or more workers, husband and wife worked","Mean income (dollars)!!Margin of Error!!FAMILY INCOME BY NUMBER OF WORKERS IN FAMILY!!3 or more workers, husband and wife worked","Total!!Estimate!!FAMILY INCOME BY NUMBER OF WORKERS IN FAMILY!!3 or more workers, other","Total!!Margin of Error!!FAMILY INCOME BY NUMBER OF WORKERS IN FAMILY!!3 or more workers, other","Mean income (dollars)!!Estimate!!FAMILY INCOME BY NUMBER OF WORKERS IN FAMILY!!3 or more workers, other","Mean income (dollars)!!Margin of Error!!FAMILY INCOME BY NUMBER OF WORKERS IN FAMILY!!3 or more workers, other","Total!!Estimate!!PER CAPITA INCOME BY RACE AND HISPANIC OR LATINO ORIGIN!!Total population","Total!!Margin of Error!!PER CAPITA INCOME BY RACE AND HISPANIC OR LATINO ORIGIN!!Total population","Mean income (dollars)!!Estimate!!PER CAPITA INCOME BY RACE AND HISPANIC OR LATINO ORIGIN!!Total population","Mean income (dollars)!!Margin of Error!!PER CAPITA INCOME BY RACE AND HISPANIC OR LATINO ORIGIN!!Total population","Total!!Estimate!!PER CAPITA INCOME BY RACE AND HISPANIC OR LATINO ORIGIN!!One race!!White","Total!!Margin of Error!!PER CAPITA INCOME BY RACE AND HISPANIC OR LATINO ORIGIN!!One race!!White","Mean income (dollars)!!Estimate!!PER CAPITA INCOME BY RACE AND HISPANIC OR LATINO ORIGIN!!One race!!White","Mean income (dollars)!!Margin of Error!!PER CAPITA INCOME BY RACE AND HISPANIC OR LATINO ORIGIN!!One race!!White","Total!!Estimate!!PER CAPITA INCOME BY RACE AND HISPANIC OR LATINO ORIGIN!!One race!!Black or African American","Total!!Margin of Error!!PER CAPITA INCOME BY RACE AND HISPANIC OR LATINO ORIGIN!!One race!!Black or African American","Mean income (dollars)!!Estimate!!PER CAPITA INCOME BY RACE AND HISPANIC OR LATINO ORIGIN!!One race!!Black or African American","Mean income (dollars)!!Margin of Error!!PER CAPITA INCOME BY RACE AND HISPANIC OR LATINO ORIGIN!!One race!!Black or African American","Total!!Estimate!!PER CAPITA INCOME BY RACE AND HISPANIC OR LATINO ORIGIN!!One race!!American Indian and Alaska Native","Total!!Margin of Error!!PER CAPITA INCOME BY RACE AND HISPANIC OR LATINO ORIGIN!!One race!!American Indian and Alaska Native","Mean income (dollars)!!Estimate!!PER CAPITA INCOME BY RACE AND HISPANIC OR LATINO ORIGIN!!One race!!American Indian and Alaska Native","Mean income (dollars)!!Margin of Error!!PER CAPITA INCOME BY RACE AND HISPANIC OR LATINO ORIGIN!!One race!!American Indian and Alaska Native","Total!!Estimate!!PER CAPITA INCOME BY RACE AND HISPANIC OR LATINO ORIGIN!!One race!!Asian","Total!!Margin of Error!!PER CAPITA INCOME BY RACE AND HISPANIC OR LATINO ORIGIN!!One race!!Asian","Mean income (dollars)!!Estimate!!PER CAPITA INCOME BY RACE AND HISPANIC OR LATINO ORIGIN!!One race!!Asian","Mean income (dollars)!!Margin of Error!!PER CAPITA INCOME BY RACE AND HISPANIC OR LATINO ORIGIN!!One race!!Asian","Total!!Estimate!!PER CAPITA INCOME BY RACE AND HISPANIC OR LATINO ORIGIN!!One race!!Native Hawaiian and Other Pacific Islander","Total!!Margin of Error!!PER CAPITA INCOME BY RACE AND HISPANIC OR LATINO ORIGIN!!One race!!Native Hawaiian and Other Pacific Islander","Mean income (dollars)!!Estimate!!PER CAPITA INCOME BY RACE AND HISPANIC OR LATINO ORIGIN!!One race!!Native Hawaiian and Other Pacific Islander","Mean income (dollars)!!Margin of Error!!PER CAPITA INCOME BY RACE AND HISPANIC OR LATINO ORIGIN!!One race!!Native Hawaiian and Other Pacific Islander","Total!!Estimate!!PER CAPITA INCOME BY RACE AND HISPANIC OR LATINO ORIGIN!!One race!!Some other race","Total!!Margin of Error!!PER CAPITA INCOME BY RACE AND HISPANIC OR LATINO ORIGIN!!One race!!Some other race","Mean income (dollars)!!Estimate!!PER CAPITA INCOME BY RACE AND HISPANIC OR LATINO ORIGIN!!One race!!Some other race","Mean income (dollars)!!Margin of Error!!PER CAPITA INCOME BY RACE AND HISPANIC OR LATINO ORIGIN!!One race!!Some other race","Total!!Estimate!!PER CAPITA INCOME BY RACE AND HISPANIC OR LATINO ORIGIN!!Two or more races","Total!!Margin of Error!!PER CAPITA INCOME BY RACE AND HISPANIC OR LATINO ORIGIN!!Two or more races","Mean income (dollars)!!Estimate!!PER CAPITA INCOME BY RACE AND HISPANIC OR LATINO ORIGIN!!Two or more races","Mean income (dollars)!!Margin of Error!!PER CAPITA INCOME BY RACE AND HISPANIC OR LATINO ORIGIN!!Two or more races","Total!!Estimate!!Hispanic or Latino origin (of any race)","Total!!Margin of Error!!Hispanic or Latino origin (of any race)","Mean income (dollars)!!Estimate!!Hispanic or Latino origin (of any race)","Mean income (dollars)!!Margin of Error!!Hispanic or Latino origin (of any race)","Total!!Estimate!!White alone, not Hispanic or Latino","Total!!Margin of Error!!White alone, not Hispanic or Latino","Mean income (dollars)!!Estimate!!White alone, not Hispanic or Latino","Mean income (dollars)!!Margin of Error!!White alone, not Hispanic or Latino","Total!!Estimate!!PERCENT IMPUTED!!Household income in the past 12 months","Total!!Margin of Error!!PERCENT IMPUTED!!Household income in the past 12 months","Mean income (dollars)!!Estimate!!PERCENT IMPUTED!!Household income in the past 12 months","Mean income (dollars)!!Margin of Error!!PERCENT IMPUTED!!Household income in the past 12 months","Total!!Estimate!!PERCENT IMPUTED!!Family income in the past 12 months","Total!!Margin of Error!!PERCENT IMPUTED!!Family income in the past 12 months","Mean income (dollars)!!Estimate!!PERCENT IMPUTED!!Family income in the past 12 months","Mean income (dollars)!!Margin of Error!!PERCENT IMPUTED!!Family income in the past 12 months","Total!!Estimate!!PERCENT IMPUTED!!Individual income in the past 12 months","Total!!Margin of Error!!PERCENT IMPUTED!!Individual income in the past 12 months","Mean income (dollars)!!Estimate!!PERCENT IMPUTED!!Individual income in the past 12 months","Mean income (dollars)!!Margin of Error!!PERCENT IMPUTED!!Individual income in the past 12 months",
"0400000US06","California","12466331","22603","85265","198","81.1","0.1","85443","215","22.7","0.2","22317","272","24.9","0.1","16366","37","5.5","0.1","9684","51","3.8","0.1","5570","48","15.4","0.1","27239","179","8550034","24211","94829","299","12.7","0.1","49155","499","34.1","0.1","75474","384","29.6","0.2","130230","453","10.7","0.1","80840","506","8.7","0.1","131139","750","4.2","0.1","100659","917","37325068","*****","29551","90","62.3","0.1","33517","110","6.0","0.1","23588","192","0.8","0.1","20570","442","13.2","0.1","32455","183","0.4","0.1","22450","693","13.2","0.1","15072","87","4.1","0.1","17721","222","37.6","*****","15823","67","40.1","0.1","42947","154","28.9","(X)","(X)","(X)","29.5","(X)","(X)","(X)","21.4","(X)","(X)","(X)",
"0500000US06001","Alameda County, California","539179","1870","95678","651","82.1","0.3","97568","662","26.4","0.4","18307","971","22.3","0.3","16138","141","5.1","0.2","9783","235","3.8","0.2","5748","229","15.3","0.3","28930","694","348592","2564","111696","913","10.9","0.3","52423","2772","33.2","0.5","83714","1664","33.5","0.5","153749","1842","10.0","0.3","91641","2707","8.7","0.3","152328","3477","3.7","0.2","115006","4261","1515136","*****","35434","256","45.9","0.3","43211","436","12.3","0.1","26202","704","0.6","0.1","25344","3207","26.4","0.1","35429","592","0.8","0.1","22871","2667","8.4","0.3","18486","532","5.6","0.2","20179","939","22.4","*****","19525","391","34.1","0.1","50931","533","23.3","(X)","(X)","(X)","23.2","(X)","(X)","(X)","17.8","(X)","(X)","(X)",
"0500000US06003","Alpine County, California","385","78","76815","11942","81.3","8.3","68135","12647","29.9","7.9","15623","5706","36.6","10.9","15645","3026","7.8","3.9","15860","5349","2.9","2.3","4300","1957","26.8","8.9","29732","9143","250","65","98924","15934","8.0","5.6","N","N","28.0","9.5","N","N","34.0","9.9","N","N","14.8","8.5","N","N","12.0","9.4","N","N","3.2","4.8","N","N","1197","231","27135","4651","71.2","6.3","33719","5765","0.0","3.1","-","**","19.7","4.7","11570","2807","2.7","0.8","15472","14013","1.8","2.5","11909","3092","3.3","4.5","6208","1940","1.3","1.5","N","N","6.5","5.8","5083","3301","69.8","6.9","34248","5897","31.2","(X)","(X)","(X)","24.8","(X)","(X)","(X)","28.0","(X)","(X)","(X)",
"0500000US06005","Amador County, California","14236","468","70142","4474","66.0","2.1","67919","6006","28.3","2.6","10413","1879","42.5","1.8","17056","780","4.4","1.3","10513","1650","4.0","1.1","6277","1563","33.6","2.6","33074","8226","9620","430","82339","6299","28.0","2.6","53433","5044","34.2","3.7","74983","10034","25.1","2.9","113766","20493","5.3","1.3","82079","14099","6.0","1.4","120929","22210","1.4","0.8","112166","26676","37764","*****","26969","1773","88.2","0.7","29043","1904","2.6","0.3","3392","2618","2.1","0.4","25223","10193","1.3","0.2","13886","6605","0.1","0.1","6116","3084","3.3","0.5","8557","5249","2.4","0.7","11522","2929","12.4","*****","11261","2501","80.1","0.1","30665","2109","24.3","(X)","(X)","(X)","23.2","(X)","(X)","(X)","16.3","(X)","(X)","(X)",
"0500000US06007","Butte County, California","85074","844","58304","1414","71.2","0.9","55597","1524","23.9","1.1","17667","3204","34.5","0.7","16021","288","7.4","0.6","9936","519","4.2","0.5","5017","558","22.8","0.8","24566","1513","51990","897","68763","1914","20.9","1.1","48532","5274","36.2","1.6","56306","2453","28.7","1.5","93922","3429","7.2","0.7","61073","4998","5.4","0.6","101483","8087","1.7","0.4","87840","10967","220101","*****","23556","582","83.9","0.4","25287","680","1.5","0.1","14272","2658","1.0","0.2","17394","2925","4.2","0.2","16063","1703","0.2","0.1","17799","5168","3.2","0.4","13967","1647","6.0","0.5","13258","1940","14.2","*****","13320","898","75.2","0.1","26601","731","25.0","(X)","(X)","(X)","24.3","(X)","(X)","(X)","19.8","(X)","(X)","(X)",
"0500000US06009","Calaveras County, California","18618","516","69798","3177","67.4","2.4","70532","4426","27.6","2.2","14131","2813","40.7","2.0","17729","748","6.5","1.4","10774","1474","3.1","1.0","6391","2314","28.3","2.2","28789","3703","13199","569","79853","4552","25.1","2.7","52140","6285","35.2","3.6","73385","6142","28.4","3.5","105881","8312","5.9","1.7","70163","12847","4.5","1.3","131872","34958","0.9","0.6","84870","31235","45507","*****","28892","1282","90.8","0.8","29669","1391","1.0","0.1","27117","10455","1.0","0.4","21653","10419","1.4","0.4","25761","12057","0.0","0.1","N","N","2.4","0.7","22806","8717","3.3","0.6","16114","3906","10.4","*****","18093","3291","83.4","0.2","30734","1523","31.6","(X)","(X)","(X)","30.2","(X)","(X)","(X)","23.8","(X)","(X)","(X)",
"0500000US06011","Colusa County, California","6884","183","63450","3090","78.1","2.6","62773","3799","18.9","2.5","16290","4421","31.4","2.9","15882","1121","5.3","1.7","6578","1815","4.9","1.5","4103","1205","18.0","2.5","19975","2745","5120","238","68908","3874","15.4","2.9","36951","4516","31.1","4.2","56977","6346","27.6","3.3","92460","10132","9.0","2.1","57719","10295","13.2","2.5","94327","13032","3.8","1.7","62891","11737","21329","*****","21601","1058","72.4","3.3","24364","1496","0.8","0.2","16369","6903","1.2","0.9","12733","6848","1.0","0.3","31591","10046","0.2","0.1","42427","33507","18.7","3.0","13379","2040","5.6","1.2","13327","4732","55.0","*****","12670","869","40.0","0.2","33778","2349","21.4","(X)","(X)","(X)","21.8","(X)","(X)","(X)","17.2","(X)","(X)","(X)",
"0500000US06013","Contra Costa County, California","373145","1652","104900","1097","81.5","0.3","105375","1230","30.5","0.5","20524","1180","25.9","0.3","17618","205","4.2","0.2","10102","331","2.7","0.2","5793","365","18.5","0.4","30038","879","262863","2109","119734","1575","11.6","0.4","62037","3185","33.4","0.8","101667","2838","33.7","0.6","155621","2755","9.7","0.4","95494","3821","8.7","0.4","155468","4522","2.9","0.2","115274","5854","1052047","*****","38106","407","63.7","0.3","43099","580","9.1","0.1","26916","1091","0.4","0.1","27973","5061","14.5","0.2","39238","1080","0.5","0.1","24990","3803","6.7","0.3","18434","825","5.1","0.2","20258","1186","24.3","*****","19349","511","47.8","0.1","50667","703","27.1","(X)","(X)","(X)","27.4","(X)","(X)","(X)","20.2","(X)","(X)","(X)",
"0500000US06015","Del Norte County, California","9703","290","55579","4145","67.3","3.1","56916","5262","19.6","2.3","11784","4051","39.2","2.7","13764","718","10.8","1.9","9195","966","8.5","1.9","5929","1209","24.1","2.5","23041","2706","6205","360","67131","5947","22.2","3.1","38967","4281","36.5","3.7","52501","5625","25.2","3.4","101844","18271","8.2","2.5","54906","10337","4.7","1.6","136567","30762","3.2","1.6","84859","20293","28496","*****","20197","1698","74.6","1.2","22410","1757","3.8","0.3","8505","7523","5.4","1.2","29959","17052","3.0","0.4","11898","4638","0.5","0.3","19970","10600","6.6","1.1","8237","2813","6.1","1.2","8824","2504","18.0","*****","9032","2278","65.0","0.1","24179","1914","26.7","(X)","(X)","(X)","28.7","(X)","(X)","(X)","30.1","(X)","(X)","(X)",
