"GEO_ID","NAME","S1602_C01_001E","S1602_C01_001M","S1602_C02_001E","S1602_C02_001M","S1602_C03_001E","S1602_C03_001M","S1602_C04_001E","S1602_C04_001M","S1602_C01_002E","S1602_C01_002M","S1602_C02_002E","S1602_C02_002M","S1602_C03_002E","S1602_C03_002M","S1602_C04_002E","S1602_C04_002M","S1602_C01_003E","S1602_C01_003M","S1602_C02_003E","S1602_C02_003M","S1602_C03_003E","S1602_C03_003M","S1602_C04_003E","S1602_C04_003M","S1602_C01_004E","S1602_C01_004M","S1602_C02_004E","S1602_C02_004M","S1602_C03_004E","S1602_C03_004M","S1602_C04_004E","S1602_C04_004M","S1602_C01_005E","S1602_C01_005M","S1602_C02_005E","S1602_C02_005M","S1602_C03_005E","S1602_C03_005M","S1602_C04_005E","S1602_C04_005M",
"Geography","Geographic Area Name","Total!!Estimate!!All households","Total!!Margin of Error!!All households","Percent!!Estimate!!All households","Percent!!Margin of Error!!All households","Limited English-speaking households!!Estimate!!All households","Limited English-speaking households!!Margin of Error!!All households","Percent limited English-speaking households!!Estimate!!All households","Percent limited English-speaking households!!Margin of Error!!All households","Total!!Estimate!!Households speaking!!Spanish","Total!!Margin of Error!!Households speaking!!Spanish","Percent!!Estimate!!Households speaking!!Spanish","Percent!!Margin of Error!!Households speaking!!Spanish","Limited English-speaking households!!Estimate!!Households speaking!!Spanish","Limited English-speaking households!!Margin of Error!!Households speaking!!Spanish","Percent limited English-speaking households!!Estimate!!Households speaking!!Spanish","Percent limited English-speaking households!!Margin of Error!!Households speaking!!Spanish","Total!!Estimate!!Households speaking!!Other Indo-European languages","Total!!Margin of Error!!Households speaking!!Other Indo-European languages","Percent!!Estimate!!Households speaking!!Other Indo-European languages","Percent!!Margin of Error!!Households speaking!!Other Indo-European languages","Limited English-speaking households!!Estimate!!Households speaking!!Other Indo-European languages","Limited English-speaking households!!Margin of Error!!Households speaking!!Other Indo-European languages","Percent limited English-speaking households!!Estimate!!Households speaking!!Other Indo-European languages","Percent limited English-speaking households!!Margin of Error!!Households speaking!!Other Indo-European languages","Total!!Estimate!!Households speaking!!Asian and Pacific Island languages","Total!!Margin of Error!!Households speaking!!Asian and Pacific Island languages","Percent!!Estimate!!Households speaking!!Asian and Pacific Island languages","Percent!!Margin of Error!!Households speaking!!Asian and Pacific Island languages","Limited English-speaking households!!Estimate!!Households speaking!!Asian and Pacific Island languages","Limited English-speaking households!!Margin of Error!!Households speaking!!Asian and Pacific Island languages","Percent limited English-speaking households!!Estimate!!Households speaking!!Asian and Pacific Island languages","Percent limited English-speaking households!!Margin of Error!!Households speaking!!Asian and Pacific Island languages","Total!!Estimate!!Households speaking!!Other languages","Total!!Margin of Error!!Households speaking!!Other languages","Percent!!Estimate!!Households speaking!!Other languages","Percent!!Margin of Error!!Households speaking!!Other languages","Limited English-speaking households!!Estimate!!Households speaking!!Other languages","Limited English-speaking households!!Margin of Error!!Households speaking!!Other languages","Percent limited English-speaking households!!Estimate!!Households speaking!!Other languages","Percent limited English-speaking households!!Margin of Error!!Households speaking!!Other languages",
"0400000US06","California","12807387","18852","(X)","(X)","1201179","7694","9.4","0.1","3265063","7861","25.5","0.1","676795","6119","20.7","0.2","745442","5752","5.8","0.1","121713","2181","16.3","0.3","1368508","5497","10.7","0.1","374236","3786","27.3","0.2","147650","2940","1.2","0.1","28435","1158","19.3","0.8",
"0500000US06001","Alameda County, California","564293","1576","(X)","(X)","55063","1483","9.8","0.3","81266","1017","14.4","0.2","17993","770","22.1","1.0","47795","1232","8.5","0.2","5186","466","10.9","0.9","107571","1211","19.1","0.2","29991","1016","27.9","0.9","8444","543","1.5","0.1","1893","290","22.4","3.0",
"0500000US06003","Alpine County, California","343","69","(X)","(X)","4","5","1.2","1.4","14","9","4.1","2.6","2","4","14.3","34.3","6","7","1.7","1.9","0","12","0.0","100.0","0","12","0.0","9.0","0","12","-","**","17","10","5.0","2.7","2","3","11.8","15.7",
"0500000US06005","Amador County, California","14248","470","(X)","(X)","82","66","0.6","0.5","735","162","5.2","1.1","70","65","9.5","9.1","392","136","2.8","0.9","0","25","0.0","8.0","96","30","0.7","0.2","12","17","12.5","16.0","17","19","0.1","0.1","0","25","0.0","71.9",
"0500000US06007","Butte County, California","85505","991","(X)","(X)","2093","322","2.4","0.4","8643","478","10.1","0.5","1316","232","15.2","2.6","2046","294","2.4","0.3","194","106","9.5","5.0","2258","271","2.6","0.3","541","164","24.0","6.5","449","146","0.5","0.2","42","41","9.4","8.7",
"0500000US06009","Calaveras County, California","17713","499","(X)","(X)","128","61","0.7","0.3","710","179","4.0","1.0","38","36","5.4","5.2","402","150","2.3","0.9","17","17","4.2","4.3","209","90","1.2","0.5","42","28","20.1","14.4","81","66","0.5","0.4","31","39","38.3","43.6",
"0500000US06011","Colusa County, California","6962","200","(X)","(X)","518","116","7.4","1.6","2747","195","39.5","2.3","504","114","18.3","4.0","94","64","1.4","0.9","0","22","0.0","28.5","55","37","0.8","0.5","14","20","25.5","31.1","6","9","0.1","0.1","0","22","0.0","100.0",
"0500000US06013","Contra Costa County, California","387540","1199","(X)","(X)","26448","1050","6.8","0.3","61701","1086","15.9","0.3","13133","729","21.3","1.2","27086","1106","7.0","0.3","3562","454","13.2","1.5","41663","908","10.8","0.2","8934","573","21.4","1.3","4737","470","1.2","0.1","819","237","17.3","4.6",
"0500000US06015","Del Norte County, California","9443","359","(X)","(X)","200","81","2.1","0.8","620","137","6.6","1.4","157","78","25.3","10.4","153","64","1.6","0.7","31","26","20.3","15.9","198","96","2.1","1.0","12","17","6.1","10.3","126","74","1.3","0.8","0","22","0.0","22.5",
"0500000US06017","El Dorado County, California","67528","668","(X)","(X)","1229","241","1.8","0.4","4760","337","7.0","0.5","737","169","15.5","3.7","2431","335","3.6","0.5","288","140","11.8","5.2","1925","245","2.9","0.4","192","98","10.0","4.8","256","105","0.4","0.2","12","19","4.7","7.4",
"0500000US06019","Fresno County, California","299456","1243","(X)","(X)","30266","1005","10.1","0.3","103514","1369","34.6","0.4","24049","937","23.2","0.9","11849","615","4.0","0.2","1681","283","14.2","2.3","16852","631","5.6","0.2","4046","364","24.0","2.2","2229","367","0.7","0.1","490","158","22.0","7.0",
"0500000US06021","Glenn County, California","9801","261","(X)","(X)","945","217","9.6","2.2","2892","218","29.5","2.0","859","201","29.7","6.8","85","29","0.9","0.3","20","17","23.5","17.0","228","57","2.3","0.6","55","53","24.1","20.0","19","18","0.2","0.2","11","16","57.9","51.4",
"0500000US06023","Humboldt County, California","53689","634","(X)","(X)","897","213","1.7","0.4","3869","409","7.2","0.8","598","179","15.5","4.5","1605","315","3.0","0.6","61","42","3.8","2.7","1118","156","2.1","0.3","226","80","20.2","7.4","427","113","0.8","0.2","12","15","2.8","3.7",
