"GEO_ID","NAME","S1602_C01_001E","S1602_C01_001M","S1602_C02_001E","S1602_C02_001M","S1602_C03_001E","S1602_C03_001M","S1602_C04_001E","S1602_C04_001M","S1602_C01_002E","S1602_C01_002M","S1602_C02_002E","S1602_C02_002M","S1602_C03_002E","S1602_C03_002M","S1602_C04_002E","S1602_C04_002M","S1602_C01_003E","S1602_C01_003M","S1602_C02_003E","S1602_C02_003M","S1602_C03_003E","S1602_C03_003M","S1602_C04_003E","S1602_C04_003M","S1602_C01_004E","S1602_C01_004M","S1602_C02_004E","S1602_C02_004M","S1602_C03_004E","S1602_C03_004M","S1602_C04_004E","S1602_C04_004M","S1602_C01_005E","S1602_C01_005M","S1602_C02_005E","S1602_C02_005M","S1602_C03_005E","S1602_C03_005M","S1602_C04_005E","S1602_C04_005M",
"0500000US06017","El Dorado County, California","67086","889","(X)","(X)","1286","234","1.9","0.3","4851","401","7.2","0.6","887","190","18.3","3.7","2624","333","3.9","0.5","203","101","7.7","3.8","1547","215","2.3","0.3","187","94","12.1","5.8","214","108","0.3","0.2","9","15","4.2","7.2",
"0500000US06019","Fresno County, California","296305","1246","(X)","(X)","29484","957","10.0","0.3","100570","1267","33.9","0.4","23334","942","23.2","0.9","11646","737","3.9","0.2","1679","267","14.4","2.1","16696","622","5.6","0.2","4005","354","24.0","1.9","2051","328","0.7","0.1","466","163","22.7","7.0",
"0500000US06021","Glenn County, California","9497","255","(X)","(X)","835","181","8.8","1.8","2767","192","29.1","1.7","773","175","27.9","5.9","110","50","1.2","0.5","17","16","15.5","14.5","165","61","1.7","0.6","38","33","23.0","19.0","10","14","0.1","0.1","7","12","70.0","61.2",
"0500000US06023","Humboldt County, California","53036","637","(X)","(X)","922","162","1.7","0.3","3682","359","6.9","0.7","608","132","16.5","3.5","1571","305","3.0","0.6","84","54","5.3","3.5","1092","175","2.1","0.3","224","90","20.5","8.5","413","114","0.8","0.2","6","9","1.5","2.3",
"0500000US06025","Imperial County, California","46452","648","(X)","(X)","9915","620","21.3","1.3","34731","758","74.8","1.0","9759","623","28.1","1.7","259","96","0.6","0.2","0","28","0.0","11.8","468","101","1.0","0.2","148","57","31.6","10.7","136","50","0.3","0.1","8","9","5.9","6.7",
"0500000US06027","Inyo County, California","7957","211","(X)","(X)","208","83","2.6","1.0","806","117","10.1","1.4","181","77","22.5","9.1","46","25","0.6","0.3","13","17","28.3","30.1","72","34","0.9","0.4","6","9","8.3","13.9","74","37","0.9","0.5","8","10","10.8","12.8",
"0500000US06029","Kern County, California","259700","1565","(X)","(X)","22794","1032","8.8","0.4","93172","1227","35.9","0.4","20322","954","21.8","1.0","5351","446","2.1","0.2","641","158","12.0","2.7","7850","476","3.0","0.2","1487","218","18.9","2.9","1591","331","0.6","0.1","344","136","21.6","8.0",
"0500000US06031","Kings County, California","41554","561","(X)","(X)","3888","397","9.4","1.0","15222","535","36.6","1.2","3435","377","22.6","2.5","1344","246","3.2","0.6","130","54","9.7","4.0","1494","200","3.6","0.5","257","111","17.2","6.9","153","72","0.4","0.2","66","52","43.1","24.6",
"0500000US06033","Lake County, California","26993","581","(X)","(X)","576","167","2.1","0.6","3085","289","11.4","1.1","530","156","17.2","4.9","429","112","1.6","0.4","16","25","3.7","5.7","242","91","0.9","0.3","30","29","12.4","13.1","64","58","0.2","0.2","0","28","0.0","37.0",
"0500000US06035","Lassen County, California","9707","439","(X)","(X)","98","47","1.0","0.5","433","173","4.5","1.7","59","41","13.6","8.1","133","62","1.4","0.6","7","10","5.3","7.8","120","56","1.2","0.6","32","27","26.7","21.3","40","53","0.4","0.5","0","25","0.0","46.9",
"0500000US06037","Los Angeles County, California","3263069","4935","(X)","(X)","448505","4306","13.7","0.1","1122994","3958","34.4","0.1","255478","2914","22.7","0.2","237117","3082","7.3","0.1","56243","1565","23.7","0.6","399446","2242","12.2","0.1","128530","2197","32.2","0.5","44636","1452","1.4","0.1","8254","681","18.5","1.3",
"0500000US06039","Madera County, California","43159","755","(X)","(X)","4078","383","9.4","0.9","16254","581","37.7","1.2","3893","394","24.0","2.4","881","153","2.0","0.4","75","51","8.5","5.7","498","155","1.2","0.4","63","41","12.7","8.0","261","102","0.6","0.2","47","40","18.0","14.5",
"0500000US06041","Marin County, California","103670","720","(X)","(X)","4955","466","4.8","0.5","11320","558","10.9","0.5","2840","366","25.1","3.1","8985","647","8.7","0.6","1134","205","12.6","2.2","3700","335","3.6","0.3","834","160","22.5","4.1","570","157","0.5","0.2","147","104","25.8","15.6",
"0500000US06043","Mariposa County, California","7345","316","(X)","(X)","123","72","1.7","1.0","585","148","8.0","1.9","100","68","17.1","10.9","199","79","2.7","1.1","0","19","0.0","15.0","90","55","1.2","0.7","23","31","25.6","31.9","24","30","0.3","0.4","0","19","0.0","60.5",
"0500000US06045","Mendocino County, California","34017","552","(X)","(X)","1499","300","4.4","0.9","4797","364","14.1","1.0","1359","290","28.3","5.6","1018","203","3.0","0.6","87","66","8.5","6.0","327","97","1.0","0.3","41","32","12.5","8.9","72","39","0.2","0.1","12","16","16.7","19.3",
"0500000US06047","Merced County, California","77692","633","(X)","(X)","10258","664","13.2","0.9","33341","790","42.9","0.9","8501","621","25.5","1.7","4359","392","5.6","0.5","1046","224","24.0","4.9","3328","344","4.3","0.4","611","165","18.4","4.2","293","142","0.4","0.2","100","109","34.1","27.1",
"0500000US06049","Modoc County, California","3745","214","(X)","(X)","123","74","3.3","2.0","286","90","7.6","2.3","123","74","43.0","19.7","58","51","1.5","1.4","0","17","0.0","38.9","12","10","0.3","0.3","0","17","0.0","85.6","10","10","0.3","0.3","0","17","0.0","93.8",
"0500000US06051","Mono County, California","4906","405","(X)","(X)","180","117","3.7","2.3","468","190","9.5","3.6","180","117","38.5","17.9","87","83","1.8","1.7","0","19","0.0","30.2","5","6","0.1","0.1","0","19","0.0","100.0","3","7","0.1","0.1","0","19","0.0","100.0",
"0500000US06053","Monterey County, California","125402","1634","(X)","(X)","17312","794","13.8","0.6","49088","1088","39.1","0.7","15152","742","30.9","1.5","4577","321","3.6","0.3","430","127","9.4","2.7","6476","348","5.2","0.3","1504","212","23.2","3.0","983","180","0.8","0.1","226","95","23.0","8.3",
"0500000US06055","Napa County, California","49494","593","(X)","(X)","3683","374","7.4","0.8","11771","418","23.8","0.8","3205","345","27.2","2.6","1676","204","3.4","0.4","130","56","7.8","3.2","2365","196","4.8","0.4","304","96","12.9","3.9","229","82","0.5","0.2","44","38","19.2","14.7",
"0500000US06057","Nevada County, California","40993","635","(X)","(X)","544","169","1.3","0.4","2054","262","5.0","0.6","397","159","19.3","6.7","1385","255","3.4","0.6","98","52","7.1","3.4","541","151","1.3","0.4","49","43","9.1","9.0","145","87","0.4","0.2","0","28","0.0","19.9",
"0500000US06059","Orange County, California","1009353","2510","(X)","(X)","93579","1892","9.3","0.2","220171","2133","21.8","0.2","41254","1284","18.7","0.6","58259","1552","5.8","0.2","6686","624","11.5","1.0","150216","2020","14.9","0.2","43504","1304","29.0","0.8","12488","822","1.2","0.1","2135","360","17.1","2.8",
"0500000US06061","Placer County, California","135456","880","(X)","(X)","3554","428","2.6","0.3","9885","502","7.3","0.4","1744","282","17.6","2.8","6626","602","4.9","0.4","666","186","10.1","2.6","5308","336","3.9","0.2","1071","219","20.2","3.8","832","200","0.6","0.1","73","45","8.8","5.5",
"0500000US06063","Plumas County, California","8217","315","(X)","(X)","94","63","1.1","0.8","555","125","6.8","1.4","74","62","13.3","10.8","253","99","3.1","1.2","20","26","7.9","10.3","68","49","0.8","0.6","0","19","0.0","35.7","4","6","0.0","0.1","0","19","0.0","100.0",
"0500000US06065","Riverside County, California","699232","2422","(X)","(X)","47340","1470","6.8","0.2","216424","1931","31.0","0.2","37837","1391","17.5","0.6","21511","905","3.1","0.1","2132","265","9.9","1.2","32463","973","4.6","0.1","6725","495","20.7","1.5","6092","690","0.9","0.1","646","184","10.6","3.0",
"0500000US06067","Sacramento County, California","522596","1924","(X)","(X)","35188","1171","6.7","0.2","67662","1221","12.9","0.2","12858","760","19.0","1.1","38478","1198","7.4","0.2","8214","515","21.3","1.2","50844","1177","9.7","0.2","13199","686","26.0","1.2","4699","426","0.9","0.1","917","193","19.5","3.7",
"0500000US06069","San Benito County, California","17198","179","(X)","(X)","1419","196","8.3","1.1","6144","317","35.7","1.8","1245","173","20.3","2.8","423","127","2.5","0.7","98","77","23.2","14.5","336","92","2.0","0.5","62","40","18.5","12.2","24","31","0.1","0.2","14","22","58.3","45.8",
"0500000US06071","San Bernardino County, California","614325","2548","(X)","(X)","43732","1502","7.1","0.2","202495","2198","33.0","0.3","32382","1364","16.0","0.7","15264","882","2.5","0.1","1854","294","12.1","1.9","36025","863","5.9","0.1","8506","534","23.6","1.3","7279","729","1.2","0.1","990","220","13.6","2.8",
"0500000US06073","San Diego County, California","1094157","3409","(X)","(X)","82510","2004","7.5","0.2","245407","2207","22.4","0.2","49901","1632","20.3","0.6","48082","1294","4.4","0.1","6473","643","13.5","1.3","94281","1673","8.6","0.1","20860","966","22.1","1.0","17232","855","1.6","0.1","5276","541","30.6","2.8",
"0500000US06075","San Francisco County, California","353287","1742","(X)","(X)","43769","1047","12.4","0.3","35713","951","10.1","0.3","7596","552","21.3","1.5","29371","1241","8.3","0.4","5207","539","17.7","1.6","82653","1279","23.4","0.3","30477","932","36.9","1.1","4338","451","1.2","0.1","489","163","11.3","3.4",
"0500000US06077","San Joaquin County, California","219073","1110","(X)","(X)","19832","897","9.1","0.4","56265","1003","25.7","0.4","13153","747","23.4","1.4","11463","637","5.2","0.3","1633","259","14.2","2.2","20353","761","9.3","0.3","4839","453","23.8","2.1","1577","330","0.7","0.2","207","102","13.1","5.9",
"0500000US06079","San Luis Obispo County, California","103576","1306","(X)","(X)","3584","437","3.5","0.4","14504","619","14.0","0.6","2853","395","19.7","2.7","3420","457","3.3","0.4","229","93","6.7","2.6","2086","259","2.0","0.2","454","138","21.8","6.0","289","98","0.3","0.1","48","38","16.6","13.5",
"0500000US06081","San Mateo County, California","259711","1085","(X)","(X)","24579","937","9.5","0.4","44845","1004","17.3","0.4","10514","655","23.4","1.4","21155","815","8.1","0.3","2593","307","12.3","1.3","51958","886","20.0","0.3","10964","637","21.1","1.1","3332","330","1.3","0.1","508","136","15.2","3.6",
"0500000US06083","Santa Barbara County, California","142713","752","(X)","(X)","10967","655","7.7","0.5","39241","894","27.5","0.6","9023","615","23.0","1.5","6340","508","4.4","0.4","386","114","6.1","1.7","5376","305","3.8","0.2","1309","210","24.3","3.7","1055","246","0.7","0.2","249","103","23.6","8.5",
"0500000US06085","Santa Clara County, California","621463","1599","(X)","(X)","69114","1646","11.1","0.3","103154","1218","16.6","0.2","19343","1017","18.8","0.9","65240","1609","10.5","0.3","7101","512","10.9","0.7","154477","1505","24.9","0.2","41436","1116","26.8","0.7","8620","605","1.4","0.1","1234","224","14.3","2.5",
"0500000US06087","Santa Cruz County, California","94802","713","(X)","(X)","5802","591","6.1","0.6","20065","656","21.2","0.6","4920","547","24.5","2.7","4278","447","4.5","0.5","253","98","5.9","2.2","2716","266","2.9","0.3","584","151","21.5","5.5","369","118","0.4","0.1","45","36","12.2","10.1",
"0500000US06089","Shasta County, California","69375","726","(X)","(X)","911","202","1.3","0.3","3996","451","5.8","0.6","374","117","9.4","2.7","1686","229","2.4","0.3","207","101","12.3","5.6","1235","216","1.8","0.3","311","105","25.2","7.7","167","93","0.2","0.1","19","26","11.4","14.4",
"0500000US06091","Sierra County, California","1252","134","(X)","(X)","21","20","1.7","1.6","101","46","8.1","3.5","21","20","20.8","22.0","14","22","1.1","1.7","0","12","0.0","79.3","13","21","1.0","1.6","0","12","0.0","82.3","0","12","0.0","2.6","0","12","-","**",
"0500000US06093","Siskiyou County, California","19133","383","(X)","(X)","220","62","1.1","0.3","1067","130","5.6","0.7","155","53","14.5","4.5","312","74","1.6","0.4","20","12","6.4","3.8","160","51","0.8","0.3","40","31","25.0","16.4","48","21","0.3","0.1","5","6","10.4","11.2",
"0500000US06095","Solano County, California","143612","823","(X)","(X)","6789","478","4.7","0.3","22126","675","15.4","0.5","3887","421","17.6","1.8","4908","446","3.4","0.3","529","132","10.8","2.6","15963","537","11.1","0.4","2335","266","14.6","1.6","748","191","0.5","0.1","38","25","5.1","3.4",
"0500000US06097","Sonoma County, California","187782","1212","(X)","(X)","8527","617","4.5","0.3","29769","869","15.9","0.4","6552","508","22.0","1.7","8172","556","4.4","0.3","784","160","9.6","1.9","5256","382","2.8","0.2","1064","175","20.2","3.5","1137","204","0.6","0.1","127","81","11.2","6.9",
"0500000US06099","Stanislaus County, California","169196","975","(X)","(X)","14497","725","8.6","0.4","52110","992","30.8","0.6","10494","661","20.1","1.3","8102","604","4.8","0.4","1463","248","18.1","3.0","5990","458","3.5","0.3","1192","239","19.9","4.0","4134","497","2.4","0.3","1348","268","32.6","5.5",
"0500000US06101","Sutter County, California","31917","334","(X)","(X)","2381","324","7.5","1.0","6368","319","20.0","1.0","1549","247","24.3","3.9","3235","315","10.1","1.0","676","180","20.9","5.1","996","197","3.1","0.6","138","64","13.9","6.3","150","82","0.5","0.3","18","29","12.0","18.8",
"0500000US06103","Tehama County, California","23704","442","(X)","(X)","767","206","3.2","0.9","3471","348","14.6","1.5","663","208","19.1","5.7","249","75","1.1","0.3","46","36","18.5","14.1","148","52","0.6","0.2","58","55","39.2","30.2","105","80","0.4","0.3","0","28","0.0","26.1",
"0500000US06105","Trinity County, California","5484","254","(X)","(X)","12","21","0.2","0.4","387","132","7.1","2.4","2","3","0.5","0.8","122","69","2.2","1.2","0","19","0.0","23.1","60","47","1.1","0.9","10","20","16.7","31.8","16","27","0.3","0.5","0","19","0.0","74.1",
"0500000US06107","Tulare County, California","133570","781","(X)","(X)","18527","844","13.9","0.6","60873","1079","45.6","0.8","16951","803","27.8","1.2","3167","352","2.4","0.3","431","109","13.6","3.7","3630","332","2.7","0.2","1062","250","29.3","6.0","456","174","0.3","0.1","83","44","18.2","11.4",
"0500000US06109","Tuolumne County, California","22133","641","(X)","(X)","138","68","0.6","0.3","939","212","4.2","0.9","93","60","9.9","6.4","512","156","2.3","0.7","21","23","4.1","4.6","170","68","0.8","0.3","24","23","14.1","13.7","21","27","0.1","0.1","0","28","0.0","64.7",
"0500000US06111","Ventura County, California","268969","898","(X)","(X)","18052","858","6.7","0.3","71550","1116","26.6","0.4","14119","858","19.7","1.1","11742","721","4.4","0.3","1060","205","9.0","1.7","14612","539","5.4","0.2","2389","269","16.3","1.7","2437","353","0.9","0.1","484","182","19.9","6.3",
"0500000US06113","Yolo County, California","71997","602","(X)","(X)","5682","506","7.9","0.7","14867","622","20.6","0.9","3181","384","21.4","2.4","5200","461","7.2","0.6","968","215","18.6","3.8","5880","404","8.2","0.6","1448","249","24.6","3.9","418","146","0.6","0.2","85","50","20.3","11.5",
"0500000US06115","Yuba County, California","25139","409","(X)","(X)","1221","193","4.9","0.8","4298","332","17.1","1.2","848","191","19.7","4.3","482","166","1.9","0.7","104","71","21.6","13.4","1278","153","5.1","0.6","239","81","18.7","5.8","90","59","0.4","0.2","30","34","33.3","33.8",
