"GEO_ID","NAME","S1602_C01_001E","S1602_C01_001M","S1602_C01_002E","S1602_C01_002M","S1602_C01_003E","S1602_C01_003M","S1602_C01_004E","S1602_C01_004M","S1602_C01_005E","S1602_C01_005M","S1602_C02_001E","S1602_C02_001M","S1602_C02_002E","S1602_C02_002M","S1602_C02_003E","S1602_C02_003M","S1602_C02_004E","S1602_C02_004M","S1602_C02_005E","S1602_C02_005M","S1602_C03_001E","S1602_C03_001M","S1602_C03_002E","S1602_C03_002M","S1602_C03_003E","S1602_C03_003M","S1602_C03_004E","S1602_C03_004M","S1602_C03_005E","S1602_C03_005M","S1602_C04_001E","S1602_C04_001M","S1602_C04_002E","S1602_C04_002M","S1602_C04_003E","S1602_C04_003M","S1602_C04_004E","S1602_C04_004M","S1602_C04_005E","S1602_C04_005M",
"0500000US06017","El Dorado County, California","70974","770","4882","434","2516","264","2225","219","349","147","(X)","(X)","6.9","0.6","3.5","0.4","3.1","0.3","0.5","0.2","996","210","494","164","208","110","282","102","12","17","1.4","0.3","10.1","3.4","8.3","4.3","12.7","4.6","3.4","4.8",
"0500000US06019","Fresno County, California","307906","1137","109466","1603","11682","762","18545","785","2628","434","(X)","(X)","35.6","0.5","3.8","0.2","6.0","0.3","0.9","0.1","30957","1164","24025","996","2064","369","4024","394","844","256","10.1","0.4","21.9","0.9","17.7","2.8","21.7","1.9","32.1","7.3",
"0500000US06021","Glenn County, California","10085","209","3221","260","137","63","295","75","23","23","(X)","(X)","31.9","2.3","1.4","0.6","2.9","0.8","0.2","0.2","862","256","840","262","22","24","0","23","0","23","8.5","2.6","26.1","8.0","16.1","17.1","0.0","11.2","0.0","64.2",
"0500000US06023","Humboldt County, California","54679","795","4189","452","1030","238","1291","157","468","123","(X)","(X)","7.7","0.8","1.9","0.4","2.4","0.3","0.9","0.2","784","245","517","212","35","28","229","97","3","5","1.4","0.4","12.3","4.8","3.4","2.7","17.7","7.5","0.6","1.2",
"0500000US06025","Imperial County, California","44829","876","34716","845","258","115","565","128","168","111","(X)","(X)","77.4","1.0","0.6","0.3","1.3","0.3","0.4","0.2","10696","773","10281","761","27","37","286","100","102","101","23.9","1.6","29.6","2.0","10.5","13.3","50.6","13.8","60.7","32.1",
"0500000US06027","Inyo County, California","7950","252","807","147","266","115","30","27","136","44","(X)","(X)","10.2","1.8","3.3","1.4","0.4","0.3","1.7","0.5","186","96","173","94","0","19","9","12","4","5","2.3","1.2","21.4","10.5","0.0","12.3","30.0","43.2","2.9","4.0",
"0500000US06029","Kern County, California","270282","1291","102294","1463","5066","505","8333","548","2264","370","(X)","(X)","37.8","0.5","1.9","0.2","3.1","0.2","0.8","0.1","25629","1185","22647","1081","886","247","1648","294","448","195","9.5","0.4","22.1","1.0","17.5","4.2","19.8","3.3","19.8","7.9",
"0500000US06031","Kings County, California","43452","495","15598","532","1221","204","1774","210","259","110","(X)","(X)","35.9","1.2","2.8","0.5","4.1","0.5","0.6","0.3","5703","435","5225","431","115","57","265","104","98","82","13.1","1.0","33.5","2.6","9.4","4.5","14.9","5.3","37.8","22.4",
"0500000US06033","Lake County, California","25660","710","3208","257","432","110","226","105","40","51","(X)","(X)","12.5","1.0","1.7","0.4","0.9","0.4","0.2","0.2","603","164","566","161","10","16","27","36","0","29","2.3","0.6","17.6","5.0","2.3","3.6","11.9","13.7","0.0","48.7",
"0500000US06035","Lassen County, California","9280","371","431","129","130","55","153","48","37","35","(X)","(X)","4.6","1.3","1.4","0.6","1.6","0.5","0.4","0.4","76","51","25","24","0","26","51","47","0","26","0.8","0.6","5.8","5.0","0.0","23.3","33.3","25.5","0.0","50.6",
"0500000US06037","Los Angeles County, California","3316795","5782","1148951","4042","239076","3404","416369","2516","47913","1537","(X)","(X)","34.6","0.1","7.2","0.1","12.6","0.1","1.4","0.1","421603","4128","230958","2961","54463","1456","128281","2135","7901","527","12.7","0.1","20.1","0.2","22.8","0.6","30.8","0.4","16.5","1.1",
"0500000US06039","Madera County, California","44881","590","18072","689","949","217","468","146","416","220","(X)","(X)","40.3","1.4","2.1","0.5","1.0","0.3","0.9","0.5","4758","408","4480","388","122","61","73","72","83","74","10.6","0.9","24.8","2.2","12.9","6.8","15.6","14.5","20.0","16.6",
"0500000US06041","Marin County, California","105432","883","10197","490","8655","688","4331","369","953","253","(X)","(X)","9.7","0.4","8.2","0.6","4.1","0.3","0.9","0.2","4318","492","2194","415","1030","252","995","196","99","72","4.1","0.5","21.5","3.8","11.9","2.6","23.0","4.2","10.4","7.4",
"0500000US06043","Mariposa County, California","7643","346","415","131","118","57","109","73","57","45","(X)","(X)","5.4","1.6","1.5","0.7","1.4","0.9","0.7","0.6","93","56","19","21","25","29","49","41","0","19","1.2","0.7","4.6","5.1","21.2","23.4","45.0","40.1","0.0","40.8",
"0500000US06045","Mendocino County, California","34408","643","5182","388","668","179","550","134","100","57","(X)","(X)","15.1","1.1","1.9","0.5","1.6","0.4","0.3","0.2","1197","251","1094","249","82","54","20","26","1","3","3.5","0.7","21.1","4.8","12.3","7.6","3.6","4.7","1.0","2.8",
"0500000US06047","Merced County, California","80008","727","35338","810","4284","391","3593","339","311","126","(X)","(X)","44.2","0.9","5.4","0.5","4.5","0.4","0.4","0.2","10450","626","9117","654","622","207","644","150","67","87","13.1","0.8","25.8","1.8","14.5","4.6","17.9","3.8","21.5","26.1",
"0500000US06049","Modoc County, California","3616","232","362","105","15","19","41","37","0","17","(X)","(X)","10.0","2.7","0.4","0.5","1.1","1.0","0.0","1.0","148","104","148","104","0","17","0","17","0","17","4.1","2.9","40.9","23.0","0.0","79.5","0.0","48.1","-","**",
"0500000US06051","Mono County, California","4765","377","663","175","128","107","12","14","54","45","(X)","(X)","13.9","3.7","2.7","2.2","0.3","0.3","1.1","0.9","178","143","105","91","73","100","0","19","0","19","3.7","3.0","15.8","11.9","57.0","40.9","0.0","88.8","0.0","41.9",
"0500000US06053","Monterey County, California","127155","979","52860","874","4795","368","6474","436","1109","259","(X)","(X)","41.6","0.6","3.8","0.3","5.1","0.3","0.9","0.2","15798","744","13652","702","595","138","1289","225","262","115","12.4","0.6","25.8","1.3","12.4","2.8","19.9","2.9","23.6","9.1",
"0500000US06055","Napa County, California","48705","496","10569","361","2161","241","2503","191","173","63","(X)","(X)","21.7","0.7","4.4","0.5","5.1","0.4","0.4","0.1","2940","361","2338","328","256","99","342","131","4","6","6.0","0.7","22.1","3.0","11.8","4.3","13.7","4.9","2.3","3.4",
"0500000US06057","Nevada County, California","40855","701","1883","305","1381","264","371","128","144","67","(X)","(X)","4.6","0.7","3.4","0.7","0.9","0.3","0.4","0.2","331","125","198","116","58","37","57","61","18","28","0.8","0.3","10.5","6.0","4.2","2.8","15.4","15.4","12.5","19.0",
"0500000US06059","Orange County, California","1037492","2280","223948","2107","61256","1665","170090","1539","13152","936","(X)","(X)","21.6","0.2","5.9","0.2","16.4","0.1","1.3","0.1","89970","2114","34465","1278","6892","581","46743","1288","1870","322","8.7","0.2","15.4","0.5","11.3","0.9","27.5","0.7","14.2","2.2",
"0500000US06061","Placer County, California","142855","835","10278","628","7701","576","5883","423","1079","244","(X)","(X)","7.2","0.4","5.4","0.4","4.1","0.3","0.8","0.2","2777","420","1281","295","589","185","824","188","83","54","1.9","0.3","12.5","2.7","7.6","2.3","14.0","3.1","7.7","5.1",
"0500000US06063","Plumas County, California","8450","343","631","160","221","106","63","50","0","19","(X)","(X)","7.5","1.8","2.6","1.3","0.7","0.6","0.0","0.4","92","73","39","50","9","9","44","50","0","19","1.1","0.8","6.2","8.0","4.1","4.3","69.8","42.5","-","**",
"0500000US06065","Riverside County, California","724893","2905","240106","2550","20306","948","36454","994","6221","619","(X)","(X)","33.1","0.3","2.8","0.1","5.0","0.1","0.9","0.1","58891","1735","49054","1580","1776","284","7227","538","834","210","8.1","0.2","20.4","0.6","8.7","1.4","19.8","1.4","13.4","3.1",
"0500000US06067","Sacramento County, California","543025","1581","75439","1497","43132","1308","54916","1063","5894","470","(X)","(X)","13.9","0.3","7.9","0.2","10.1","0.2","1.1","0.1","35301","1242","11215","754","8962","581","14075","698","1049","202","6.5","0.2","14.9","1.0","20.8","1.3","25.6","1.2","17.8","3.3",
"0500000US06069","San Benito County, California","18135","195","6433","410","515","129","330","84","118","86","(X)","(X)","35.5","2.2","2.8","0.7","1.8","0.5","0.7","0.5","1540","281","1401","257","48","47","8","12","83","81","8.5","1.5","21.8","3.7","9.3","8.6","2.4","3.9","70.3","35.5",
"0500000US06071","San Bernardino County, California","636041","2447","219488","2061","13641","819","39602","995","7012","595","(X)","(X)","34.5","0.3","2.1","0.1","6.2","0.2","1.1","0.1","42739","1369","29990","1268","1677","281","9945","635","1127","204","6.7","0.2","13.7","0.6","12.3","1.9","25.1","1.4","16.1","2.7",
"0500000US06073","San Diego County, California","1125286","3400","259591","2930","51469","1896","101362","1665","19838","1110","(X)","(X)","23.1","0.2","4.6","0.2","9.0","0.1","1.8","0.1","71038","1691","39810","1513","6131","666","19370","779","5727","538","6.3","0.2","15.3","0.6","11.9","1.2","19.1","0.7","28.9","2.4",
"0500000US06075","San Francisco County, California","362354","1777","36678","1044","29729","982","86656","1340","4299","512","(X)","(X)","10.1","0.3","8.2","0.3","23.9","0.4","1.2","0.1","40746","1101","6603","617","4411","470","29363","882","369","133","11.2","0.3","18.0","1.6","14.8","1.5","33.9","0.9","8.6","3.0",
"0500000US06077","San Joaquin County, California","228567","1049","59884","1053","12479","665","22178","855","1823","330","(X)","(X)","26.2","0.5","5.5","0.3","9.7","0.4","0.8","0.1","18919","866","12212","702","1920","287","4490","450","297","129","8.3","0.4","20.4","1.2","15.4","2.3","20.2","1.9","16.3","6.2",
"0500000US06079","San Luis Obispo County, California","105981","939","13976","612","3099","375","2532","324","498","166","(X)","(X)","13.2","0.6","2.9","0.4","2.4","0.3","0.5","0.2","2778","376","1954","321","243","117","468","140","113","81","2.6","0.4","14.0","2.5","7.8","3.7","18.5","4.5","22.7","15.0",
"0500000US06081","San Mateo County, California","263543","1093","42726","936","23631","900","56638","1074","3268","338","(X)","(X)","16.2","0.3","9.0","0.3","21.5","0.4","1.2","0.1","21953","942","8398","674","2559","396","10766","710","230","86","8.3","0.4","19.7","1.4","10.8","1.5","19.0","1.2","7.0","2.4",
"0500000US06083","Santa Barbara County, California","145856","881","43974","1053","5721","411","5811","399","1074","255","(X)","(X)","30.1","0.7","3.9","0.3","4.0","0.3","0.7","0.2","11771","745","9871","638","478","146","1244","244","178","107","8.1","0.5","22.4","1.3","8.4","2.5","21.4","3.9","16.6","9.0",
"0500000US06085","Santa Clara County, California","640215","1602","101629","1441","73917","1821","173371","1982","9766","590","(X)","(X)","15.9","0.2","11.5","0.3","27.1","0.3","1.5","0.1","67631","1673","15360","906","6951","525","44196","1192","1124","272","10.6","0.3","15.1","0.9","9.4","0.7","25.5","0.6","11.5","2.6",
"0500000US06087","Santa Cruz County, California","95818","913","21226","710","4316","524","3248","319","600","178","(X)","(X)","22.2","0.7","4.5","0.5","3.4","0.3","0.6","0.2","5663","597","4861","544","157","95","598","192","47","45","5.9","0.6","22.9","2.5","3.6","2.1","18.4","5.7","7.8","7.2",
"0500000US06089","Shasta County, California","71181","714","3818","363","1767","275","1297","211","314","146","(X)","(X)","5.4","0.5","2.5","0.4","1.8","0.3","0.4","0.2","757","233","382","190","130","77","236","89","9","16","1.1","0.3","10.0","4.7","7.4","4.3","18.2","7.2","2.9","5.5",
"0500000US06091","Sierra County, California","1319","142","189","77","19","30","12","18","0","12","(X)","(X)","14.3","5.6","1.4","2.2","0.9","1.4","0.0","2.6","0","12","0","12","0","12","0","12","0","12","0.0","2.6","0.0","16.8","0.0","70.6","0.0","88.8","-","**",
"0500000US06093","Siskiyou County, California","19240","358","1037","149","342","93","141","39","65","35","(X)","(X)","5.4","0.8","1.8","0.5","0.7","0.2","0.3","0.2","174","63","139","59","2","4","28","20","5","7","0.9","0.3","13.4","5.5","0.6","1.2","19.9","14.4","7.7","9.3",
"0500000US06095","Solano County, California","149865","816","23742","737","4762","429","17606","459","824","148","(X)","(X)","15.8","0.5","3.2","0.3","11.7","0.3","0.5","0.1","6981","488","3887","406","414","152","2607","284","73","39","4.7","0.3","16.4","1.6","8.7","3.0","14.8","1.5","8.9","4.7",
"0500000US06097","Sonoma County, California","189374","1128","30480","822","6960","498","5795","347","1285","247","(X)","(X)","16.1","0.4","3.7","0.3","3.1","0.2","0.7","0.1","7957","602","5964","541","633","200","1207","214","153","73","4.2","0.3","19.6","1.9","9.1","2.8","20.8","3.6","11.9","5.5",
"0500000US06099","Stanislaus County, California","173898","690","58348","1081","9363","670","6560","534","4024","512","(X)","(X)","33.6","0.6","5.4","0.4","3.8","0.3","2.3","0.3","14669","836","10375","763","1617","287","1362","326","1315","254","8.4","0.5","17.8","1.4","17.3","2.8","20.8","4.6","32.7","5.1",
"0500000US06101","Sutter County, California","32636","318","6917","312","3904","290","752","154","65","53","(X)","(X)","21.2","0.9","12.0","0.9","2.3","0.5","0.2","0.2","2818","422","1782","310","853","248","177","79","6","10","8.6","1.3","25.8","4.3","21.8","5.9","23.5","9.6","9.2","17.2",
"0500000US06103","Tehama County, California","24189","400","4027","321","286","120","323","96","126","100","(X)","(X)","16.6","1.3","1.2","0.5","1.3","0.4","0.5","0.4","835","266","736","251","25","25","74","63","0","29","3.5","1.1","18.3","5.9","8.7","8.9","22.9","19.5","0.0","23.9",
"0500000US06105","Trinity County, California","5939","251","365","142","82","60","77","44","3","4","(X)","(X)","6.1","2.4","1.4","1.0","1.3","0.7","0.1","0.1","31","29","26","28","0","19","5","8","0","19","0.5","0.5","7.1","8.1","0.0","33.2","6.5","11.3","0.0","100.0",
"0500000US06107","Tulare County, California","138238","720","66136","1089","2831","385","3404","320","592","178","(X)","(X)","47.8","0.7","2.0","0.3","2.5","0.2","0.4","0.1","23386","1054","21899","1012","441","136","886","210","160","100","16.9","0.7","33.1","1.4","15.6","4.4","26.0","5.8","27.0","15.9",
"0500000US06109","Tuolumne County, California","22502","543","1018","217","564","224","161","56","22","29","(X)","(X)","4.5","1.0","2.5","1.0","0.7","0.2","0.1","0.1","223","132","113","96","54","71","56","54","0","29","1.0","0.6","11.1","8.9","9.6","11.3","34.8","28.1","0.0","65.6",
"0500000US06111","Ventura County, California","271040","1203","73375","1346","11530","624","14780","528","2727","331","(X)","(X)","27.1","0.5","4.3","0.2","5.5","0.2","1.0","0.1","16427","870","12742","782","851","164","2257","260","577","157","6.1","0.3","17.4","1.1","7.4","1.4","15.3","1.7","21.2","5.1",
"0500000US06113","Yolo County, California","74296","472","16428","677","5577","477","6661","425","531","160","(X)","(X)","22.1","0.9","7.5","0.6","9.0","0.6","0.7","0.2","4615","425","2514","415","730","198","1345","210","26","22","6.2","0.6","15.3","2.3","13.1","3.2","20.2","3.0","4.9","4.0",
"0500000US06115","Yuba County, California","26354","402","5029","335","607","171","1189","160","171","134","(X)","(X)","19.1","1.3","2.3","0.7","4.5","0.6","0.6","0.5","1070","265","813","211","49","62","139","67","69","72","4.1","1.0","16.2","4.2","8.1","10.1","11.7","5.2","40.4","39.5",
