"GEO_ID","NAME","S1602_C01_001E","S1602_C01_001M","S1602_C01_002E","S1602_C01_002M","S1602_C01_003E","S1602_C01_003M","S1602_C01_004E","S1602_C01_004M","S1602_C01_005E","S1602_C01_005M","S1602_C02_001E","S1602_C02_001M","S1602_C02_002E","S1602_C02_002M","S1602_C02_003E","S1602_C02_003M","S1602_C02_004E","S1602_C02_004M","S1602_C02_005E","S1602_C02_005M","S1602_C03_001E","S1602_C03_001M","S1602_C03_002E","S1602_C03_002M","S1602_C03_003E","S1602_C03_003M","S1602_C03_004E","S1602_C03_004M","S1602_C03_005E","S1602_C03_005M","S1602_C04_001E","S1602_C04_001M","S1602_C04_002E","S1602_C04_002M","S1602_C04_003E","S1602_C04_003M","S1602_C04_004E","S1602_C04_004M","S1602_C04_005E","S1602_C04_005M",
"Geography","Geographic Area Name","Estimate!!Total!!All households","Margin of Error!!Total!!All households","Estimate!!Total!!All households!!Households speaking --!!Spanish","Margin of Error!!Total!!All households!!Households speaking --!!Spanish","Estimate!!Total!!All households!!Households speaking --!!Other Indo-European languages","Margin of Error!!Total!!All households!!Households speaking --!!Other Indo-European languages","Estimate!!Total!!All households!!Households speaking --!!Asian and Pacific Island languages","Margin of Error!!Total!!All households!!Households speaking --!!Asian and Pacific Island languages","Estimate!!Total!!All households!!Households speaking --!!Other languages","Margin of Error!!Total!!All households!!Households speaking --!!Other languages","Estimate!!Percent!!All households","Margin of Error!!Percent!!All households","Estimate!!Percent!!All households!!Households speaking --!!Spanish","Margin of Error!!Percent!!All households!!Households speaking --!!Spanish","Estimate!!Percent!!All households!!Households speaking --!!Other Indo-European languages","Margin of Error!!Percent!!All households!!Households speaking --!!Other Indo-European languages","Estimate!!Percent!!All households!!Households speaking --!!Asian and Pacific Island languages","Margin of Error!!Percent!!All households!!Households speaking --!!Asian and Pacific Island languages","Estimate!!Percent!!All households!!Households speaking --!!Other languages","Margin of Error!!Percent!!All households!!Households speaking --!!Other languages","Estimate!!Limited English-speaking households!!All households","Margin of Error!!Limited English-speaking households!!All households","Estimate!!Limited English-speaking households!!All households!!Households speaking --!!Spanish","Margin of Error!!Limited English-speaking households!!All households!!Households speaking --!!Spanish","Estimate!!Limited English-speaking households!!All households!!Households speaking --!!Other Indo-European languages","Margin of Error!!Limited English-speaking households!!All households!!Households speaking --!!Other Indo-European languages","Estimate!!Limited English-speaking households!!All households!!Households speaking --!!Asian and Pacific Island languages","Margin of Error!!Limited English-speaking households!!All households!!Households speaking --!!Asian and Pacific Island languages","Estimate!!Limited English-speaking households!!All households!!Households speaking --!!Other languages","Margin of Error!!Limited English-speaking households!!All households!!Households speaking --!!Other languages","Estimate!!Percent limited English-speaking households!!All households","Margin of Error!!Percent limited English-speaking households!!All households","Estimate!!Percent limited English-speaking households!!All households!!Households speaking --!!Spanish","Margin of Error!!Percent limited English-speaking households!!All households!!Households speaking --!!Spanish","Estimate!!Percent limited English-speaking households!!All households!!Households speaking --!!Other Indo-European languages","Margin of Error!!Percent limited English-speaking households!!All households!!Households speaking --!!Other Indo-European languages","Estimate!!Percent limited English-speaking households!!All households!!Households speaking --!!Asian and Pacific Island languages","Margin of Error!!Percent limited English-speaking households!!All households!!Households speaking --!!Asian and Pacific Island languages","Estimate!!Percent limited English-speaking households!!All households!!Households speaking --!!Other languages","Margin of Error!!Percent limited English-speaking households!!All households!!Households speaking --!!Other languages",
"0400000US06","California","13044266","20333","3374694","8154","769349","6284","1451179","6833","159540","2774","(X)","(X)","25.9","0.1","5.9","0.1","11.1","0.1","1.2","0.1","1167365","9331","645109","7242","117399","2585","376658","4202","28199","1243","8.9","0.1","19.1","0.2","15.3","0.3","26.0","0.2","17.7","0.7",
"0500000US06001","Alameda County, California","577177","1744","84766","1335","52803","1274","116489","1582","9842","724","(X)","(X)","14.7","0.2","9.1","0.2","20.2","0.3","1.7","0.1","49920","1469","14643","757","4210","449","28987","1088","2080","363","8.6","0.2","17.3","0.9","8.0","0.8","24.9","0.9","21.1","3.2",
"0500000US06003","Alpine County, California","350","69","32","23","0","12","3","5","14","11","(X)","(X)","9.1","6.1","0.0","9.5","0.9","1.5","4.0","3.1","6","8","2","5","0","12","2","3","2","4","1.7","2.1","6.3","16.0","-","**","66.7","66.7","14.3","27.4",
"0500000US06005","Amador County, California","14594","448","865","160","293","109","117","59","78","61","(X)","(X)","5.9","1.1","2.0","0.8","0.8","0.4","0.5","0.4","70","52","37","36","5","7","28","35","0","26","0.5","0.4","4.3","4.3","1.7","2.5","23.9","25.3","0.0","34.3",
"0500000US06007","Butte County, California","85320","891","9084","466","1969","309","2682","262","704","233","(X)","(X)","10.6","0.5","2.3","0.4","3.1","0.3","0.8","0.3","1939","325","1083","228","242","137","545","169","69","64","2.3","0.4","11.9","2.4","12.3","6.3","20.3","6.0","9.8","9.3",
"0500000US06009","Calaveras County, California","16942","552","868","175","306","146","234","102","69","58","(X)","(X)","5.1","1.0","1.8","0.9","1.4","0.6","0.4","0.3","94","59","47","43","8","13","39","36","0","26","0.6","0.3","5.4","5.0","2.6","4.2","16.7","15.1","0.0","37.0",
"0500000US06011","Colusa County, California","7227","159","3197","176","78","53","32","25","1","3","(X)","(X)","44.2","2.0","1.1","0.7","0.4","0.3","0.0","0.1","750","156","730","159","0","23","20","23","0","23","10.4","2.1","22.8","4.8","0.0","34.3","62.5","41.3","0.0","100.0",
"0500000US06013","Contra Costa County, California","394769","1262","64917","1192","28910","1096","45256","1002","5718","649","(X)","(X)","16.4","0.3","7.3","0.3","11.5","0.2","1.4","0.2","24397","1125","11538","828","3581","490","8700","614","578","171","6.2","0.3","17.8","1.2","12.4","1.6","19.2","1.2","10.1","2.9",
"0500000US06015","Del Norte County, California","9945","282","745","157","295","105","216","78","121","62","(X)","(X)","7.5","1.5","3.0","1.0","2.2","0.8","1.2","0.6","131","61","47","36","58","51","26","24","0","23","1.3","0.6","6.3","4.7","19.7","16.0","12.0","12.5","0.0","24.7",
