"GEO_ID","NAME","S1602_C01_001E","S1602_C01_001M","S1602_C01_002E","S1602_C01_002M","S1602_C01_003E","S1602_C01_003M","S1602_C01_004E","S1602_C01_004M","S1602_C01_005E","S1602_C01_005M","S1602_C02_001E","S1602_C02_001M","S1602_C02_002E","S1602_C02_002M","S1602_C02_003E","S1602_C02_003M","S1602_C02_004E","S1602_C02_004M","S1602_C02_005E","S1602_C02_005M","S1602_C03_001E","S1602_C03_001M","S1602_C03_002E","S1602_C03_002M","S1602_C03_003E","S1602_C03_003M","S1602_C03_004E","S1602_C03_004M","S1602_C03_005E","S1602_C03_005M","S1602_C04_001E","S1602_C04_001M","S1602_C04_002E","S1602_C04_002M","S1602_C04_003E","S1602_C04_003M","S1602_C04_004E","S1602_C04_004M","S1602_C04_005E","S1602_C04_005M",
"Geography","Geographic Area Name","Estimate!!Total!!All households","Margin of Error!!Total MOE!!All households","Estimate!!Total!!All households!!Households speaking --!!Spanish","Margin of Error!!Total MOE!!All households!!Households speaking --!!Spanish","Estimate!!Total!!All households!!Households speaking --!!Other Indo-European languages","Margin of Error!!Total MOE!!All households!!Households speaking --!!Other Indo-European languages","Estimate!!Total!!All households!!Households speaking --!!Asian and Pacific Island languages","Margin of Error!!Total MOE!!All households!!Households speaking --!!Asian and Pacific Island languages","Estimate!!Total!!All households!!Households speaking --!!Other languages","Margin of Error!!Total MOE!!All households!!Households speaking --!!Other languages","Estimate!!Percent!!All households","Margin of Error!!Percent MOE!!All households","Estimate!!Percent!!All households!!Households speaking --!!Spanish","Margin of Error!!Percent MOE!!All households!!Households speaking --!!Spanish","Estimate!!Percent!!All households!!Households speaking --!!Other Indo-European languages","Margin of Error!!Percent MOE!!All households!!Households speaking --!!Other Indo-European languages","Estimate!!Percent!!All households!!Households speaking --!!Asian and Pacific Island languages","Margin of Error!!Percent MOE!!All households!!Households speaking --!!Asian and Pacific Island languages","Estimate!!Percent!!All households!!Households speaking --!!Other languages","Margin of Error!!Percent MOE!!All households!!Households speaking --!!Other languages","Estimate!!Limited English-speaking households!!All households","Margin of Error!!Limited English-speaking households MOE!!All households","Estimate!!Limited English-speaking households!!All households!!Households speaking --!!Spanish","Margin of Error!!Limited English-speaking households MOE!!All households!!Households speaking --!!Spanish","Estimate!!Limited English-speaking households!!All households!!Households speaking --!!Other Indo-European languages","Margin of Error!!Limited English-speaking households MOE!!All households!!Households speaking --!!Other Indo-European languages","Estimate!!Limited English-speaking households!!All households!!Households speaking --!!Asian and Pacific Island languages","Margin of Error!!Limited English-speaking households MOE!!All households!!Households speaking --!!Asian and Pacific Island languages","Estimate!!Limited English-speaking households!!All households!!Households speaking --!!Other languages","Margin of Error!!Limited English-speaking households MOE!!All households!!Households speaking --!!Other languages","Estimate!!Percent limited English-speaking households!!All households","Margin of Error!!Percent limited English-speaking households MOE!!All households","Estimate!!Percent limited English-speaking households!!All households!!Households speaking --!!Spanish","Margin of Error!!Percent limited English-speaking households MOE!!All households!!Households speaking --!!Spanish","Estimate!!Percent limited English-speaking households!!All households!!Households speaking --!!Other Indo-European languages","Margin of Error!!Percent limited English-speaking households MOE!!All households!!Households speaking --!!Other Indo-European languages","Estimate!!Percent limited English-speaking households!!All households!!Households speaking --!!Asian and Pacific Island languages","Margin of Error!!Percent limited English-speaking households MOE!!All households!!Households speaking --!!Asian and Pacific Island languages","Estimate!!Percent limited English-speaking households!!All households!!Households speaking --!!Other languages","Margin of Error!!Percent limited English-speaking households MOE!!All households!!Households speaking --!!Other languages",
"0400000US06","California","12888128","18518","3300578","7798","749350","5664","1398319","5511","150958","2701","(X)","(X)","25.6","0.1","5.8","0.1","10.8","0.1","1.2","0.1","1189745","6929","665765","5121","119133","2524","376729","3818","28118","1267","9.2","0.1","20.2","0.2","15.9","0.3","26.9","0.3","18.6","0.7",
"0500000US06001","Alameda County, California","569070","1516","81921","1244","49821","1440","111020","1463","9006","647","(X)","(X)","14.4","0.2","8.8","0.3","19.5","0.3","1.6","0.1","54695","1534","17434","815","4745","527","30487","1052","2029","337","9.6","0.3","21.3","1.0","9.5","1.0","27.5","0.9","22.5","3.2",
"0500000US06003","Alpine County, California","304","57","5","6","2","4","1","2","11","9","(X)","(X)","1.6","2.0","0.7","1.3","0.3","0.7","3.6","3.0","5","5","1","2","0","12","1","2","3","4","1.6","1.6","20.0","59.2","0.0","100.0","100.0","100.0","27.3","31.7",
"0500000US06005","Amador County, California","14185","362","882","198","386","121","130","45","30","27","(X)","(X)","6.2","1.4","2.7","0.8","0.9","0.3","0.2","0.2","67","66","55","59","0","26","12","20","0","26","0.5","0.5","6.2","6.8","0.0","8.7","9.2","15.7","0.0","56.2",
"0500000US06007","Butte County, California","86167","856","8825","470","1864","302","2511","265","576","141","(X)","(X)","10.2","0.5","2.2","0.4","2.9","0.3","0.7","0.2","2008","291","1143","236","143","93","647","174","75","60","2.3","0.3","13.0","2.6","7.7","4.9","25.8","6.8","13.0","9.8",
"0500000US06009","Calaveras County, California","17812","489","877","215","299","103","240","88","49","64","(X)","(X)","4.9","1.2","1.7","0.6","1.3","0.5","0.3","0.4","95","62","41","40","0","26","54","45","0","26","0.5","0.3","4.7","4.6","0.0","11.0","22.5","17.3","0.0","44.0",
"0500000US06011","Colusa County, California","7047","174","2841","178","109","62","33","31","4","8","(X)","(X)","40.3","2.3","1.5","0.9","0.5","0.4","0.1","0.1","636","136","623","137","0","23","13","21","0","23","9.0","1.9","21.9","4.4","0.0","26.9","39.4","45.2","0.0","100.0",
"0500000US06013","Contra Costa County, California","389597","1368","63364","1030","27192","951","43144","977","5189","431","(X)","(X)","16.3","0.3","7.0","0.2","11.1","0.2","1.3","0.1","26001","895","12681","723","3439","370","8925","605","956","243","6.7","0.2","20.0","1.1","12.6","1.3","20.7","1.3","18.4","4.5",
"0500000US06015","Del Norte County, California","9683","318","609","153","174","76","214","73","165","89","(X)","(X)","6.3","1.6","1.8","0.8","2.2","0.7","1.7","0.9","162","83","94","66","52","46","16","19","0","23","1.7","0.8","15.4","9.9","29.9","21.4","7.5","9.2","0.0","19.0",
