"GEO_ID","NAME","S1602_C01_001E","S1602_C01_001M","S1602_C01_002E","S1602_C01_002M","S1602_C01_003E","S1602_C01_003M","S1602_C01_004E","S1602_C01_004M","S1602_C01_005E","S1602_C01_005M","S1602_C02_001E","S1602_C02_001M","S1602_C03_001E","S1602_C03_001M","S1602_C04_001E","S1602_C04_001M","S1602_C02_002E","S1602_C02_002M","S1602_C03_002E","S1602_C03_002M","S1602_C04_002E","S1602_C04_002M","S1602_C02_003E","S1602_C02_003M","S1602_C03_003E","S1602_C03_003M","S1602_C04_003E","S1602_C04_003M","S1602_C02_004E","S1602_C02_004M","S1602_C03_004E","S1602_C03_004M","S1602_C04_004E","S1602_C04_004M","S1602_C02_005E","S1602_C02_005M","S1602_C03_005E","S1602_C03_005M","S1602_C04_005E","S1602_C04_005M",
"0500000US06017","El Dorado County, California","69172","735","4829","387","2402","327","2030","229","316","140","(X)","(X)","1016","235","1.5","0.3","7.0","0.5","552","195","11.4","3.9","3.5","0.5","203","109","8.5","4.2","2.9","0.3","248","114","12.2","5.5","0.5","0.2","13","20","4.1","6.8",
"0500000US06019","Fresno County, California","304624","1206","108179","1522","11714","740","17911","699","2597","415","(X)","(X)","30094","1229","9.9","0.4","35.5","0.5","23452","983","21.7","0.8","3.8","0.2","1839","333","15.7","2.5","5.9","0.2","4162","478","23.2","2.4","0.9","0.1","641","221","24.7","8.4",
"0500000US06021","Glenn County, California","10017","225","3173","246","89","44","298","99","36","23","(X)","(X)","874","241","8.7","2.4","31.7","2.2","856","243","27.0","7.4","0.9","0.4","9","11","10.1","11.7","3.0","1.0","0","23","0.0","11.1","0.4","0.2","9","13","25.0","31.1",
"0500000US06023","Humboldt County, California","54267","676","4191","391","1017","241","1248","206","546","153","(X)","(X)","911","212","1.7","0.4","7.7","0.7","599","192","14.3","4.3","1.9","0.4","48","40","4.7","3.9","2.3","0.4","262","116","21.0","9.3","1.0","0.3","2","5","0.4","1.0",
"0500000US06025","Imperial County, California","44057","845","33834","831","314","123","506","144","104","46","(X)","(X)","10151","629","23.0","1.3","76.8","0.9","9854","613","29.1","1.7","0.7","0.3","31","47","9.9","14.3","1.1","0.3","233","122","46.0","16.1","0.2","0.1","33","23","31.7","19.7",
"0500000US06027","Inyo County, California","8083","212","693","127","142","76","102","67","113","34","(X)","(X)","173","71","2.1","0.9","8.6","1.5","162","69","23.4","9.6","1.8","0.9","3","4","2.1","3.0","1.3","0.8","4","7","3.9","8.2","1.4","0.4","4","6","3.5","4.8",
"0500000US06029","Kern County, California","267913","1297","100019","1501","5167","471","8382","592","1906","334","(X)","(X)","24246","1048","9.0","0.4","37.3","0.5","21403","996","21.4","0.9","1.9","0.2","892","234","17.3","4.1","3.1","0.2","1607","310","19.2","3.2","0.7","0.1","344","164","18.0","7.2",
"0500000US06031","Kings County, California","42735","539","14831","499","1093","212","1739","207","273","125","(X)","(X)","4897","437","11.5","1.0","34.7","1.2","4302","393","29.0","2.6","2.6","0.5","109","53","10.0","4.8","4.1","0.5","365","132","21.0","7.1","0.6","0.3","121","88","44.3","18.4",
"0500000US06033","Lake County, California","25966","628","3170","316","535","136","221","91","34","49","(X)","(X)","748","211","2.9","0.8","12.2","1.2","700","207","22.1","6.0","2.1","0.5","12","18","2.2","3.4","0.9","0.4","36","35","16.3","16.3","0.1","0.2","0","29","0.0","52.8",
"0500000US06035","Lassen County, California","9493","354","435","134","130","61","123","61","20","49","(X)","(X)","80","51","0.8","0.5","4.6","1.4","19","26","4.4","5.3","1.4","0.6","4","6","3.1","5.1","1.3","0.6","57","46","46.3","26.1","0.2","0.5","0","26","0.0","68.8",
"0500000US06037","Los Angeles County, California","3306109","5533","1146595","3983","238734","3120","412924","2779","46910","1361","(X)","(X)","426291","4671","12.9","0.1","34.7","0.1","235044","3339","20.5","0.3","7.2","0.1","55318","1805","23.2","0.6","12.5","0.1","128321","2173","31.1","0.5","1.4","0.1","7608","601","16.2","1.1",
"0500000US06039","Madera County, California","44759","607","17717","649","639","147","544","122","396","147","(X)","(X)","4755","593","10.6","1.3","39.6","1.2","4573","600","25.8","3.2","1.4","0.3","54","45","8.5","6.7","1.2","0.3","42","50","7.7","8.7","0.9","0.3","86","80","21.7","17.3",
"0500000US06041","Marin County, California","105258","753","10666","509","9054","582","4370","355","866","238","(X)","(X)","4339","443","4.1","0.4","10.1","0.5","2265","371","21.2","3.3","8.6","0.5","984","209","10.9","2.2","4.2","0.3","973","195","22.3","4.1","0.8","0.2","117","71","13.5","8.0",
"0500000US06043","Mariposa County, California","7700","351","466","131","175","100","55","35","46","43","(X)","(X)","109","65","1.4","0.8","6.1","1.7","67","55","14.4","10.8","2.3","1.3","9","14","5.1","9.0","0.7","0.5","33","31","60.0","35.0","0.6","0.6","0","19","0.0","45.4",
"0500000US06045","Mendocino County, California","34090","621","5230","348","699","180","481","152","97","68","(X)","(X)","1489","305","4.4","0.9","15.3","1.0","1379","318","26.4","5.8","2.1","0.5","73","56","10.4","7.4","1.4","0.4","26","33","5.4","6.9","0.3","0.2","11","16","11.3","16.5",
"0500000US06047","Merced County, California","79606","596","34785","844","3853","381","3593","280","281","134","(X)","(X)","10281","659","12.9","0.8","43.7","1.0","9019","614","25.9","1.7","4.8","0.5","634","188","16.5","4.6","4.5","0.3","555","158","15.4","4.2","0.4","0.2","73","88","26.0","28.7",
"0500000US06049","Modoc County, California","3660","173","318","78","9","16","34","34","1","4","(X)","(X)","97","64","2.7","1.7","8.7","2.0","97","64","30.5","17.4","0.2","0.4","0","17","0.0","100.0","0.9","0.9","0","17","0.0","52.8","0.0","0.1","0","17","0.0","100.0",
"0500000US06051","Mono County, California","4847","426","532","148","111","88","14","16","16","28","(X)","(X)","136","112","2.8","2.3","11.0","2.6","78","75","14.7","12.8","2.3","1.9","58","75","52.3","42.0","0.3","0.3","0","19","0.0","82.3","0.3","0.6","0","19","0.0","76.9",
"0500000US06053","Monterey County, California","126052","906","52007","771","4647","383","6707","392","1132","202","(X)","(X)","16783","727","13.3","0.6","41.3","0.6","14485","717","27.9","1.2","3.7","0.3","527","130","11.3","2.7","5.3","0.3","1463","216","21.8","3.0","0.9","0.2","308","119","27.2","9.2",
"0500000US06055","Napa County, California","49032","491","11032","450","1971","218","2487","194","171","68","(X)","(X)","3369","353","6.9","0.7","22.5","0.9","2819","335","25.6","2.8","4.0","0.4","233","87","11.8","4.2","5.1","0.4","313","108","12.6","4.2","0.3","0.1","4","8","2.3","4.5",
"0500000US06057","Nevada County, California","40904","677","2060","247","1478","240","327","119","105","59","(X)","(X)","495","174","1.2","0.4","5.0","0.6","370","158","18.0","7.3","3.6","0.6","71","51","4.8","3.4","0.8","0.3","54","53","16.5","16.0","0.3","0.1","0","29","0.0","27.7",
"0500000US06059","Orange County, California","1032373","2799","222907","2042","59268","1700","164451","2017","13116","861","(X)","(X)","92956","2012","9.0","0.2","21.6","0.2","37337","1224","16.8","0.5","5.7","0.2","7125","520","12.0","0.8","15.9","0.2","46467","1447","28.3","0.8","1.3","0.1","2027","384","15.5","2.7",
"0500000US06061","Placer County, California","140661","914","10077","513","6985","552","5555","351","940","196","(X)","(X)","2768","336","2.0","0.2","7.2","0.4","1334","239","13.2","2.5","5.0","0.4","480","118","6.9","1.7","3.9","0.2","857","191","15.4","3.2","0.7","0.1","97","58","10.3","5.5",
"0500000US06063","Plumas County, California","8047","337","585","159","302","128","61","35","1","4","(X)","(X)","69","48","0.9","0.6","7.3","2.0","35","41","6.0","6.9","3.8","1.6","10","11","3.3","3.9","0.8","0.4","24","30","39.3","42.3","0.0","0.1","0","19","0.0","100.0",
"0500000US06065","Riverside County, California","718349","2722","234314","2456","20912","914","35118","1017","5889","475","(X)","(X)","57022","1818","7.9","0.2","32.6","0.3","47221","1676","20.2","0.7","2.9","0.1","1939","318","9.3","1.4","4.9","0.1","7170","524","20.4","1.5","0.8","0.1","692","170","11.8","3.0",
"0500000US06067","Sacramento County, California","536029","1825","73616","1281","41454","1269","54044","1136","5543","508","(X)","(X)","35425","1075","6.6","0.2","13.7","0.2","11501","731","15.6","0.9","7.7","0.2","8621","612","20.8","1.3","10.1","0.2","14170","597","26.2","1.1","1.0","0.1","1133","260","20.4","4.0",
"0500000US06069","San Benito County, California","17740","181","6461","355","477","117","341","72","47","41","(X)","(X)","1508","246","8.5","1.4","36.4","1.9","1386","248","21.5","3.5","2.7","0.7","62","49","13.0","9.9","1.9","0.4","37","45","10.9","12.9","0.3","0.2","23","37","48.9","50.9",
"0500000US06071","San Bernardino County, California","630633","2099","213773","2326","13832","831","38132","737","7096","614","(X)","(X)","42390","1491","6.7","0.2","33.9","0.3","30069","1260","14.1","0.6","2.2","0.1","1665","282","12.0","1.7","6.0","0.1","9573","624","25.1","1.5","1.1","0.1","1083","285","15.3","3.7",
"0500000US06073","San Diego County, California","1118980","3147","258484","2170","51027","1781","99956","1733","19366","863","(X)","(X)","72708","2008","6.5","0.2","23.1","0.2","41028","1662","15.9","0.6","4.6","0.2","6294","618","12.3","1.2","8.9","0.2","19859","1003","19.9","1.0","1.7","0.1","5527","477","28.5","2.3",
"0500000US06075","San Francisco County, California","359673","1844","36294","964","29620","1130","85434","1479","4319","489","(X)","(X)","41707","1284","11.6","0.4","10.1","0.3","6940","602","19.1","1.6","8.2","0.3","4518","440","15.3","1.4","23.8","0.4","29823","1002","34.9","1.0","1.2","0.1","426","168","9.9","3.7",
"0500000US06077","San Joaquin County, California","226727","913","58881","1051","12347","770","21776","768","1677","359","(X)","(X)","18921","787","8.3","0.3","26.0","0.4","12132","669","20.6","1.1","5.4","0.3","1821","337","14.7","2.6","9.6","0.3","4713","396","21.6","1.7","0.7","0.2","255","131","15.2","7.1",
"0500000US06079","San Luis Obispo County, California","105317","1020","14045","660","3083","427","2214","295","380","150","(X)","(X)","3183","436","3.0","0.4","13.3","0.6","2388","412","17.0","2.9","2.9","0.4","256","87","8.3","2.8","2.1","0.3","483","151","21.8","6.1","0.4","0.1","56","55","14.7","13.6",
"0500000US06081","San Mateo County, California","261969","1067","43234","917","23246","852","56035","891","3157","398","(X)","(X)","22279","869","8.5","0.3","16.5","0.3","8629","656","20.0","1.4","8.9","0.3","2694","290","11.6","1.2","21.4","0.3","10741","614","19.2","1.0","1.2","0.2","215","89","6.8","2.7",
"0500000US06083","Santa Barbara County, California","144962","885","42316","1002","5751","416","5668","360","962","212","(X)","(X)","11259","702","7.8","0.5","29.2","0.6","9330","590","22.0","1.3","4.0","0.3","410","134","7.1","2.3","3.9","0.2","1373","226","24.2","3.7","0.7","0.1","146","89","15.2","8.8",
"0500000US06085","Santa Clara County, California","635525","1810","101285","1453","72541","1728","168862","1604","9654","625","(X)","(X)","67814","1643","10.7","0.3","15.9","0.2","15714","853","15.5","0.9","11.4","0.3","6991","478","9.6","0.7","26.6","0.3","44054","1255","26.1","0.7","1.5","0.1","1055","211","10.9","2.1",
"0500000US06087","Santa Cruz County, California","95756","961","21297","733","4273","438","3109","326","553","151","(X)","(X)","5795","580","6.1","0.6","22.2","0.7","4972","558","23.3","2.6","4.5","0.5","205","90","4.8","2.1","3.2","0.3","575","174","18.5","4.9","0.6","0.2","43","44","7.8","7.8",
"0500000US06089","Shasta County, California","70473","580","4154","389","1707","282","1290","205","334","140","(X)","(X)","856","190","1.2","0.3","5.9","0.5","382","157","9.2","3.8","2.4","0.4","192","89","11.2","4.8","1.8","0.3","262","96","20.3","6.8","0.5","0.2","20","25","6.0","8.0",
"0500000US06091","Sierra County, California","1241","141","131","72","0","12","8","14","0","12","(X)","(X)","0","12","0.0","2.8","10.6","5.4","0","12","0.0","23.2","0.0","2.8","0","12","-","**","0.6","1.1","0","12","0.0","100.0","0.0","2.8","0","12","-","**",
"0500000US06093","Siskiyou County, California","19257","305","1081","145","322","98","148","45","72","32","(X)","(X)","222","69","1.2","0.4","5.6","0.7","174","59","16.1","5.0","1.7","0.5","8","9","2.5","2.8","0.8","0.2","31","29","20.9","17.6","0.4","0.2","9","7","12.5","10.7",
"0500000US06095","Solano County, California","149067","608","23413","699","4505","418","17877","573","817","204","(X)","(X)","6661","554","4.5","0.4","15.7","0.5","3496","406","14.9","1.7","3.0","0.3","336","94","7.5","2.0","12.0","0.4","2744","323","15.3","1.7","0.5","0.1","85","54","10.4","6.8",
"0500000US06097","Sonoma County, California","189339","918","30314","758","7168","510","5669","381","1143","242","(X)","(X)","8215","634","4.3","0.3","16.0","0.4","6237","531","20.6","1.7","3.8","0.3","675","164","9.4","2.2","3.0","0.2","1181","216","20.8","3.7","0.6","0.1","122","71","10.7","5.6",
"0500000US06099","Stanislaus County, California","172682","777","56480","1076","9160","650","6461","490","4079","515","(X)","(X)","15016","734","8.7","0.4","32.7","0.6","10929","683","19.4","1.1","5.3","0.4","1530","272","16.7","2.9","3.7","0.3","1247","259","19.3","3.8","2.4","0.3","1310","233","32.1","5.1",
"0500000US06101","Sutter County, California","32360","312","6683","389","3687","293","973","185","57","47","(X)","(X)","2587","383","8.0","1.2","20.7","1.2","1593","278","23.8","3.9","11.4","0.9","801","219","21.7","5.2","3.0","0.6","188","78","19.3","7.4","0.2","0.1","5","9","8.8","18.2",
"0500000US06103","Tehama County, California","24025","435","3962","333","270","122","264","81","96","83","(X)","(X)","810","238","3.4","1.0","16.5","1.3","712","232","18.0","5.4","1.1","0.5","22","21","8.1","8.3","1.1","0.3","76","46","28.8","18.0","0.4","0.3","0","29","0.0","29.7",
"0500000US06105","Trinity County, California","5796","216","397","152","133","59","93","64","20","27","(X)","(X)","5","9","0.1","0.2","6.8","2.6","5","9","1.3","2.5","2.3","1.0","0","19","0.0","22.9","1.6","1.1","0","19","0.0","30.4","0.3","0.5","0","19","0.0","68.8",
"0500000US06107","Tulare County, California","136106","817","64006","1005","3037","341","3496","287","420","133","(X)","(X)","23231","1049","17.1","0.8","47.0","0.7","21494","946","33.6","1.4","2.2","0.3","553","149","18.2","4.4","2.6","0.2","1053","217","30.1","5.8","0.3","0.1","131","95","31.2","18.6",
"0500000US06109","Tuolumne County, California","22427","607","1073","233","413","135","185","55","8","9","(X)","(X)","281","124","1.3","0.6","4.8","1.0","176","95","16.4","8.2","1.8","0.6","54","72","13.1","15.5","0.8","0.2","51","36","27.6","19.4","0.0","0.1","0","29","0.0","100.0",
"0500000US06111","Ventura County, California","271226","1122","73105","1165","11545","700","14897","467","2606","340","(X)","(X)","16841","777","6.2","0.3","27.0","0.4","13144","720","18.0","1.0","4.3","0.3","849","176","7.4","1.5","5.5","0.2","2273","245","15.3","1.6","1.0","0.1","575","154","22.1","5.8",
"0500000US06113","Yolo County, California","73510","592","16033","580","5628","462","6067","360","481","140","(X)","(X)","4968","437","6.8","0.6","21.8","0.8","2566","367","16.0","2.3","7.7","0.6","1001","192","17.8","3.4","8.3","0.5","1315","215","21.7","3.4","0.7","0.2","86","53","17.9","11.1",
"0500000US06115","Yuba County, California","26179","329","5148","388","575","167","1165","179","127","123","(X)","(X)","1294","262","4.9","1.0","19.7","1.5","965","198","18.7","3.8","2.2","0.6","59","40","10.3","7.3","4.5","0.7","210","138","18.0","10.6","0.5","0.5","60","58","47.2","39.1",
