"GEO_ID","NAME","S1602_C01_001E","S1602_C01_001M","S1602_C01_002E","S1602_C01_002M","S1602_C01_003E","S1602_C01_003M","S1602_C01_004E","S1602_C01_004M","S1602_C01_005E","S1602_C01_005M","S1602_C02_001E","S1602_C02_001M","S1602_C02_002E","S1602_C02_002M","S1602_C02_003E","S1602_C02_003M","S1602_C02_004E","S1602_C02_004M","S1602_C02_005E","S1602_C02_005M","S1602_C03_001E","S1602_C03_001M","S1602_C03_002E","S1602_C03_002M","S1602_C03_003E","S1602_C03_003M","S1602_C03_004E","S1602_C03_004M","S1602_C03_005E","S1602_C03_005M","S1602_C04_001E","S1602_C04_001M","S1602_C04_002E","S1602_C04_002M","S1602_C04_003E","S1602_C04_003M","S1602_C04_004E","S1602_C04_004M","S1602_C04_005E","S1602_C04_005M",
"0500000US06079","San Luis Obispo County, California","106790","1211","13242","650","2851","380","2661","349","723","180","(X)","(X)","12.4","0.6","2.7","0.4","2.5","0.3","0.7","0.2","2430","354","1716","323","124","60","489","167","101","78","2.3","0.3","13.0","2.4","4.3","2.1","18.4","5.4","14.0","10.8",
"0500000US06081","San Mateo County, California","264892","1199","42759","1217","24376","1232","58193","1311","3744","514","(X)","(X)","16.1","0.4","9.2","0.5","22.0","0.5","1.4","0.2","20615","1076","6855","646","2620","464","10719","753","421","255","7.8","0.4","16.0","1.5","10.7","1.7","18.4","1.2","11.2","6.1",
"0500000US06083","Santa Barbara County, California","147446","845","43933","1099","6044","616","5749","453","1341","330","(X)","(X)","29.8","0.7","4.1","0.4","3.9","0.3","0.9","0.2","10354","795","8784","720","465","184","896","225","209","143","7.0","0.5","20.0","1.5","7.7","2.8","15.6","3.8","15.6","9.4",
"0500000US06085","Santa Clara County, California","646847","2058","101846","1791","78982","1796","179387","2322","10526","782","(X)","(X)","15.7","0.3","12.2","0.3","27.7","0.3","1.6","0.1","65298","1932","14163","926","7275","623","42438","1402","1422","323","10.1","0.3","13.9","0.9","9.2","0.8","23.7","0.7","13.5","2.9",
"0500000US06087","Santa Cruz County, California","96476","987","22019","844","4815","641","3680","354","821","270","(X)","(X)","22.8","0.8","5.0","0.7","3.8","0.4","0.9","0.3","4845","617","3892","579","274","138","593","176","86","111","5.0","0.6","17.7","2.6","5.7","2.7","16.1","4.4","10.5","12.9",
"0500000US06089","Shasta County, California","71314","640","3621","441","1512","312","1477","236","254","106","(X)","(X)","5.1","0.6","2.1","0.4","2.1","0.3","0.4","0.1","741","188","380","157","40","29","297","108","24","31","1.0","0.3","10.5","4.1","2.6","1.9","20.1","6.4","9.4","11.7",
"0500000US06091","Sierra County, California","1151","153","135","75","16","27","0","13","0","13","(X)","(X)","11.7","6.0","1.4","2.4","0.0","3.4","0.0","3.4","0","13","0","13","0","13","0","13","0","13","0.0","3.4","0.0","25.2","0.0","82.3","-","**","-","**",
"0500000US06093","Siskiyou County, California","18598","345","1237","172","314","92","183","55","80","39","(X)","(X)","6.7","0.9","1.7","0.5","1.0","0.3","0.4","0.2","241","69","153","62","4","5","80","36","4","6","1.3","0.4","12.4","5.4","1.3","1.5","43.7","17.5","5.0","7.7",
"0500000US06095","Solano County, California","153632","844","26344","855","4861","484","17822","778","770","194","(X)","(X)","17.1","0.6","3.2","0.3","11.6","0.5","0.5","0.1","7282","586","3960","479","416","125","2746","353","160","119","4.7","0.4","15.0","1.8","8.6","2.7","15.4","2.0","20.8","14.2",
"0500000US06097","Sonoma County, California","188841","973","30372","836","7161","549","6027","407","1302","303","(X)","(X)","16.1","0.4","3.8","0.3","3.2","0.2","0.7","0.2","7657","678","5729","575","531","153","1244","229","153","78","4.1","0.4","18.9","1.8","7.4","2.0","20.6","3.6","11.8","5.8",
"0500000US06099","Stanislaus County, California","175067","752","60674","1134","9815","802","6297","475","3671","483","(X)","(X)","34.7","0.6","5.6","0.5","3.6","0.3","2.1","0.3","13013","1029","9188","869","1417","259","1483","383","925","176","7.4","0.6","15.1","1.4","14.4","2.4","23.6","5.3","25.2","4.5",
"0500000US06101","Sutter County, California","32703","347","6622","407","3649","325","936","254","129","81","(X)","(X)","20.2","1.2","11.2","1.0","2.9","0.8","0.4","0.2","2329","366","1448","295","594","158","254","140","33","45","7.1","1.1","21.9","4.3","16.3","4.1","27.1","12.7","25.6","29.6",
"0500000US06103","Tehama County, California","24551","399","3801","421","237","83","280","70","38","45","(X)","(X)","15.5","1.7","1.0","0.3","1.1","0.3","0.2","0.2","554","228","482","220","12","14","60","54","0","31","2.3","0.9","12.7","5.4","5.1","6.1","21.4","18.7","0.0","53.4",
"0500000US06105","Trinity County, California","5492","221","134","82","116","97","81","53","6","7","(X)","(X)","2.4","1.5","2.1","1.8","1.5","1.0","0.1","0.1","64","71","58","73","0","21","6","9","0","21","1.2","1.3","43.3","38.4","0.0","28.4","7.4","12.2","0.0","100.0",
"0500000US06107","Tulare County, California","139631","703","66466","1461","2814","381","3072","316","615","180","(X)","(X)","47.6","1.0","2.0","0.3","2.2","0.2","0.4","0.1","22166","955","20740","1031","508","182","840","221","78","57","15.9","0.7","31.2","1.6","18.1","5.7","27.3","6.4","12.7","8.9",
"0500000US06109","Tuolumne County, California","23103","533","906","215","609","219","220","61","71","66","(X)","(X)","3.9","0.9","2.6","0.9","1.0","0.3","0.3","0.3","157","92","88","67","23","32","46","52","0","31","0.7","0.4","9.7","6.9","3.8","5.4","20.9","23.6","0.0","39.0",
"0500000US06111","Ventura County, California","274471","963","74259","1323","11975","873","14173","602","2667","433","(X)","(X)","27.1","0.5","4.4","0.3","5.2","0.2","1.0","0.2","16007","878","12063","836","995","197","2354","351","595","179","5.8","0.3","16.2","1.1","8.3","1.6","16.6","2.4","22.3","5.5",
"0500000US06113","Yolo County, California","75471","570","16343","750","5382","483","6668","450","530","166","(X)","(X)","21.7","1.0","7.1","0.6","8.8","0.6","0.7","0.2","4769","547","2346","412","967","269","1424","243","32","38","6.3","0.7","14.4","2.4","18.0","4.7","21.4","3.5","6.0","6.9",
"0500000US06115","Yuba County, California","26888","492","4880","392","639","215","1392","244","137","122","(X)","(X)","18.1","1.4","2.4","0.8","5.2","0.9","0.5","0.5","781","200","654","186","3","5","124","84","0","31","2.9","0.8","13.4","3.9","0.5","0.9","8.9","6.3","0.0","24.9",
