"GEO_ID","NAME","S1902_C01_001E","S1902_C01_001M","S1902_C02_001E","S1902_C02_001M","S1902_C01_002E","S1902_C01_002M","S1902_C02_002E","S1902_C02_002M","S1902_C01_003E","S1902_C01_003M","S1902_C02_003E","S1902_C02_003M","S1902_C01_004E","S1902_C01_004M","S1902_C02_004E","S1902_C02_004M","S1902_C01_005E","S1902_C01_005M","S1902_C02_005E","S1902_C02_005M","S1902_C01_006E","S1902_C01_006M","S1902_C02_006E","S1902_C02_006M","S1902_C01_007E","S1902_C01_007M","S1902_C02_007E","S1902_C02_007M","S1902_C01_008E","S1902_C01_008M","S1902_C02_008E","S1902_C02_008M","S1902_C01_009E","S1902_C01_009M","S1902_C02_009E","S1902_C02_009M","S1902_C01_010E","S1902_C01_010M","S1902_C02_010E","S1902_C02_010M","S1902_C01_011E","S1902_C01_011M","S1902_C02_011E","S1902_C02_011M","S1902_C01_012E","S1902_C01_012M","S1902_C02_012E","S1902_C02_012M","S1902_C01_013E","S1902_C01_013M","S1902_C02_013E","S1902_C02_013M","S1902_C01_014E","S1902_C01_014M","S1902_C02_014E","S1902_C02_014M","S1902_C01_015E","S1902_C01_015M","S1902_C02_015E","S1902_C02_015M","S1902_C01_016E","S1902_C01_016M","S1902_C02_016E","S1902_C02_016M","S1902_C01_017E","S1902_C01_017M","S1902_C02_017E","S1902_C02_017M","S1902_C01_018E","S1902_C01_018M","S1902_C02_018E","S1902_C02_018M","S1902_C01_019E","S1902_C01_019M","S1902_C02_019E","S1902_C02_019M","S1902_C01_020E","S1902_C01_020M","S1902_C02_020E","S1902_C02_020M","S1902_C01_021E","S1902_C01_021M","S1902_C02_021E","S1902_C02_021M","S1902_C01_022E","S1902_C01_022M","S1902_C02_022E","S1902_C02_022M","S1902_C01_023E","S1902_C01_023M","S1902_C02_023E","S1902_C02_023M","S1902_C01_024E","S1902_C01_024M","S1902_C02_024E","S1902_C02_024M","S1902_C01_025E","S1902_C01_025M","S1902_C02_025E","S1902_C02_025M","S1902_C01_026E","S1902_C01_026M","S1902_C02_026E","S1902_C02_026M","S1902_C01_027E","S1902_C01_027M","S1902_C02_027E","S1902_C02_027M",
"Geography","Geographic Area Name","Total!!Estimate!!All households","Total!!Margin of Error!!All households","Mean income (dollars)!!Estimate!!All households","Mean income (dollars)!!Margin of Error!!All households","Total!!Estimate!!With earnings","Total!!Margin of Error!!With earnings","Mean income (dollars)!!Estimate!!With earnings","Mean income (dollars)!!Margin of Error!!With earnings","Total!!Estimate!!With interest, dividends, or net rental income","Total!!Margin of Error!!With interest, dividends, or net rental income","Mean income (dollars)!!Estimate!!With interest, dividends, or net rental income","Mean income (dollars)!!Margin of Error!!With interest, dividends, or net rental income","Total!!Estimate!!With Social Security income","Total!!Margin of Error!!With Social Security income","Mean income (dollars)!!Estimate!!With Social Security income","Mean income (dollars)!!Margin of Error!!With Social Security income","Total!!Estimate!!With Supplemental Security Income (SSI)","Total!!Margin of Error!!With Supplemental Security Income (SSI)","Mean income (dollars)!!Estimate!!With Supplemental Security Income (SSI)","Mean income (dollars)!!Margin of Error!!With Supplemental Security Income (SSI)","Total!!Estimate!!With cash public assistance income","Total!!Margin of Error!!With cash public assistance income","Mean income (dollars)!!Estimate!!With cash public assistance income","Mean income (dollars)!!Margin of Error!!With cash public assistance income","Total!!Estimate!!With retirement income","Total!!Margin of Error!!With retirement income","Mean income (dollars)!!Estimate!!With retirement income","Mean income (dollars)!!Margin of Error!!With retirement income","Total!!Estimate!!FAMILY INCOME BY NUMBER OF WORKERS IN FAMILY!!All families","Total!!Margin of Error!!FAMILY INCOME BY NUMBER OF WORKERS IN FAMILY!!All families","Mean income (dollars)!!Estimate!!FAMILY INCOME BY NUMBER OF WORKERS IN FAMILY!!All families","Mean income (dollars)!!Margin of Error!!FAMILY INCOME BY NUMBER OF WORKERS IN FAMILY!!All families","Total!!Estimate!!FAMILY INCOME BY NUMBER OF WORKERS IN FAMILY!!No workers","Total!!Margin of Error!!FAMILY INCOME BY NUMBER OF WORKERS IN FAMILY!!No workers","Mean income (dollars)!!Estimate!!FAMILY INCOME BY NUMBER OF WORKERS IN FAMILY!!No workers","Mean income (dollars)!!Margin of Error!!FAMILY INCOME BY NUMBER OF WORKERS IN FAMILY!!No workers","Total!!Estimate!!FAMILY INCOME BY NUMBER OF WORKERS IN FAMILY!!1 worker","Total!!Margin of Error!!FAMILY INCOME BY NUMBER OF WORKERS IN FAMILY!!1 worker","Mean income (dollars)!!Estimate!!FAMILY INCOME BY NUMBER OF WORKERS IN FAMILY!!1 worker","Mean income (dollars)!!Margin of Error!!FAMILY INCOME BY NUMBER OF WORKERS IN FAMILY!!1 worker","Total!!Estimate!!FAMILY INCOME BY NUMBER OF WORKERS IN FAMILY!!2 workers, husband and wife worked","Total!!Margin of Error!!FAMILY INCOME BY NUMBER OF WORKERS IN FAMILY!!2 workers, husband and wife worked","Mean income (dollars)!!Estimate!!FAMILY INCOME BY NUMBER OF WORKERS IN FAMILY!!2 workers, husband and wife worked","Mean income (dollars)!!Margin of Error!!FAMILY INCOME BY NUMBER OF WORKERS IN FAMILY!!2 workers, husband and wife worked","Total!!Estimate!!FAMILY INCOME BY NUMBER OF WORKERS IN FAMILY!!2 workers, other","Total!!Margin of Error!!FAMILY INCOME BY NUMBER OF WORKERS IN FAMILY!!2 workers, other","Mean income (dollars)!!Estimate!!FAMILY INCOME BY NUMBER OF WORKERS IN FAMILY!!2 workers, other","Mean income (dollars)!!Margin of Error!!FAMILY INCOME BY NUMBER OF WORKERS IN FAMILY!!2 workers, other","Total!!Estimate!!FAMILY INCOME BY NUMBER OF WORKERS IN FAMILY!!3 or more workers, husband and wife worked","Total!!Margin of Error!!FAMILY INCOME BY NUMBER OF WORKERS IN FAMILY!!3 or more workers, husband and wife worked","Mean income (dollars)!!Estimate!!FAMILY INCOME BY NUMBER OF WORKERS IN FAMILY!!3 or more workers, husband and wife worked","Mean income (dollars)!!Margin of Error!!FAMILY INCOME BY NUMBER OF WORKERS IN FAMILY!!3 or more workers, husband and wife worked","Total!!Estimate!!FAMILY INCOME BY NUMBER OF WORKERS IN FAMILY!!3 or more workers, other","Total!!Margin of Error!!FAMILY INCOME BY NUMBER OF WORKERS IN FAMILY!!3 or more workers, other","Mean income (dollars)!!Estimate!!FAMILY INCOME BY NUMBER OF WORKERS IN FAMILY!!3 or more workers, other","Mean income (dollars)!!Margin of Error!!FAMILY INCOME BY NUMBER OF WORKERS IN FAMILY!!3 or more workers, other","Total!!Estimate!!PER CAPITA INCOME BY RACE AND HISPANIC OR LATINO ORIGIN!!Total population","Total!!Margin of Error!!PER CAPITA INCOME BY RACE AND HISPANIC OR LATINO ORIGIN!!Total population","Mean income (dollars)!!Estimate!!PER CAPITA INCOME BY RACE AND HISPANIC OR LATINO ORIGIN!!Total population","Mean income (dollars)!!Margin of Error!!PER CAPITA INCOME BY RACE AND HISPANIC OR LATINO ORIGIN!!Total population","Total!!Estimate!!PER CAPITA INCOME BY RACE AND HISPANIC OR LATINO ORIGIN!!One race!!White","Total!!Margin of Error!!PER CAPITA INCOME BY RACE AND HISPANIC OR LATINO ORIGIN!!One race!!White","Mean income (dollars)!!Estimate!!PER CAPITA INCOME BY RACE AND HISPANIC OR LATINO ORIGIN!!One race!!White","Mean income (dollars)!!Margin of Error!!PER CAPITA INCOME BY RACE AND HISPANIC OR LATINO ORIGIN!!One race!!White","Total!!Estimate!!PER CAPITA INCOME BY RACE AND HISPANIC OR LATINO ORIGIN!!One race!!Black or African American","Total!!Margin of Error!!PER CAPITA INCOME BY RACE AND HISPANIC OR LATINO ORIGIN!!One race!!Black or African American","Mean income (dollars)!!Estimate!!PER CAPITA INCOME BY RACE AND HISPANIC OR LATINO ORIGIN!!One race!!Black or African American","Mean income (dollars)!!Margin of Error!!PER CAPITA INCOME BY RACE AND HISPANIC OR LATINO ORIGIN!!One race!!Black or African American","Total!!Estimate!!PER CAPITA INCOME BY RACE AND HISPANIC OR LATINO ORIGIN!!One race!!American Indian and Alaska Native","Total!!Margin of Error!!PER CAPITA INCOME BY RACE AND HISPANIC OR LATINO ORIGIN!!One race!!American Indian and Alaska Native","Mean income (dollars)!!Estimate!!PER CAPITA INCOME BY RACE AND HISPANIC OR LATINO ORIGIN!!One race!!American Indian and Alaska Native","Mean income (dollars)!!Margin of Error!!PER CAPITA INCOME BY RACE AND HISPANIC OR LATINO ORIGIN!!One race!!American Indian and Alaska Native","Total!!Estimate!!PER CAPITA INCOME BY RACE AND HISPANIC OR LATINO ORIGIN!!One race!!Asian","Total!!Margin of Error!!PER CAPITA INCOME BY RACE AND HISPANIC OR LATINO ORIGIN!!One race!!Asian","Mean income (dollars)!!Estimate!!PER CAPITA INCOME BY RACE AND HISPANIC OR LATINO ORIGIN!!One race!!Asian","Mean income (dollars)!!Margin of Error!!PER CAPITA INCOME BY RACE AND HISPANIC OR LATINO ORIGIN!!One race!!Asian","Total!!Estimate!!PER CAPITA INCOME BY RACE AND HISPANIC OR LATINO ORIGIN!!One race!!Native Hawaiian and Other Pacific Islander","Total!!Margin of Error!!PER CAPITA INCOME BY RACE AND HISPANIC OR LATINO ORIGIN!!One race!!Native Hawaiian and Other Pacific Islander","Mean income (dollars)!!Estimate!!PER CAPITA INCOME BY RACE AND HISPANIC OR LATINO ORIGIN!!One race!!Native Hawaiian and Other Pacific Islander","Mean income (dollars)!!Margin of Error!!PER CAPITA INCOME BY RACE AND HISPANIC OR LATINO ORIGIN!!One race!!Native Hawaiian and Other Pacific Islander","Total!!Estimate!!PER CAPITA INCOME BY RACE AND HISPANIC OR LATINO ORIGIN!!One race!!Some other race","Total!!Margin of Error!!PER CAPITA INCOME BY RACE AND HISPANIC OR LATINO ORIGIN!!One race!!Some other race","Mean income (dollars)!!Estimate!!PER CAPITA INCOME BY RACE AND HISPANIC OR LATINO ORIGIN!!One race!!Some other race","Mean income (dollars)!!Margin of Error!!PER CAPITA INCOME BY RACE AND HISPANIC OR LATINO ORIGIN!!One race!!Some other race","Total!!Estimate!!PER CAPITA INCOME BY RACE AND HISPANIC OR LATINO ORIGIN!!Two or more races","Total!!Margin of Error!!PER CAPITA INCOME BY RACE AND HISPANIC OR LATINO ORIGIN!!Two or more races","Mean income (dollars)!!Estimate!!PER CAPITA INCOME BY RACE AND HISPANIC OR LATINO ORIGIN!!Two or more races","Mean income (dollars)!!Margin of Error!!PER CAPITA INCOME BY RACE AND HISPANIC OR LATINO ORIGIN!!Two or more races","Total!!Estimate!!Hispanic or Latino origin (of any race)","Total!!Margin of Error!!Hispanic or Latino origin (of any race)","Mean income (dollars)!!Estimate!!Hispanic or Latino origin (of any race)","Mean income (dollars)!!Margin of Error!!Hispanic or Latino origin (of any race)","Total!!Estimate!!White alone, not Hispanic or Latino","Total!!Margin of Error!!White alone, not Hispanic or Latino","Mean income (dollars)!!Estimate!!White alone, not Hispanic or Latino","Mean income (dollars)!!Margin of Error!!White alone, not Hispanic or Latino","Total!!Estimate!!PERCENT IMPUTED!!Household income in the past 12 months","Total!!Margin of Error!!PERCENT IMPUTED!!Household income in the past 12 months","Mean income (dollars)!!Estimate!!PERCENT IMPUTED!!Household income in the past 12 months","Mean income (dollars)!!Margin of Error!!PERCENT IMPUTED!!Household income in the past 12 months","Total!!Estimate!!PERCENT IMPUTED!!Family income in the past 12 months","Total!!Margin of Error!!PERCENT IMPUTED!!Family income in the past 12 months","Mean income (dollars)!!Estimate!!PERCENT IMPUTED!!Family income in the past 12 months","Mean income (dollars)!!Margin of Error!!PERCENT IMPUTED!!Family income in the past 12 months","Total!!Estimate!!PERCENT IMPUTED!!Individual income in the past 12 months","Total!!Margin of Error!!PERCENT IMPUTED!!Individual income in the past 12 months","Mean income (dollars)!!Estimate!!PERCENT IMPUTED!!Individual income in the past 12 months","Mean income (dollars)!!Margin of Error!!PERCENT IMPUTED!!Individual income in the past 12 months",
"0400000US06","California","12433172","22372","85148","194","81.5","0.1","85219","188","23.7","0.2","21989","275","24.4","0.1","15869","34","5.2","0.1","9530","53","3.6","0.1","5607","54","15.3","0.1","26296","146","8525355","24086","94747","279","12.3","0.1","49446","523","33.6","0.1","75376","435","30.2","0.2","128349","451","10.7","0.1","80155","615","9.0","0.1","130895","733","4.2","0.1","99819","961","36969200","*****","29634","89","61.8","0.1","33817","109","6.1","0.1","23642","187","0.8","0.1","21480","542","13.1","0.1","32052","200","0.4","0.1","22764","576","13.9","0.1","15449","96","3.9","0.1","17636","268","37.2","*****","15875","68","40.7","0.1","42917","143","28.3","(X)","(X)","(X)","28.9","(X)","(X)","(X)","21.0","(X)","(X)","(X)",
"0500000US06001","Alameda County, California","536160","2120","94035","751","82.2","0.3","95896","771","27.6","0.4","17766","981","21.8","0.3","15779","158","4.9","0.2","9754","208","3.7","0.2","5830","264","15.4","0.3","27949","916","344539","2513","109550","962","11.0","0.3","50980","3240","32.7","0.6","81722","1575","33.4","0.6","150006","1885","10.1","0.4","91047","2535","9.0","0.4","149992","3131","3.7","0.2","116575","4340","1494876","*****","34937","290","46.2","0.3","42651","526","12.5","0.1","25969","623","0.5","0.1","26883","3344","26.2","0.1","34398","543","0.8","0.1","24220","2238","8.8","0.3","18462","533","5.0","0.2","20612","1221","22.2","*****","19302","372","34.6","0.1","50094","596","23.5","(X)","(X)","(X)","23.2","(X)","(X)","(X)","17.9","(X)","(X)","(X)",
"0500000US06003","Alpine County, California","357","74","81595","12919","83.2","8.0","71347","13043","33.6","7.9","14790","5869","32.5","9.9","15593","2272","3.9","3.1","19500","6802","4.8","4.4","7318","2029","31.1","9.0","30957","9286","225","59","102124","16138","11.1","7.2","N","N","33.3","10.2","N","N","34.7","8.3","N","N","9.3","5.1","N","N","8.4","8.9","N","N","3.1","5.1","N","N","1167","175","29576","4775","66.1","6.5","39208","6667","0.0","3.2","-","**","20.3","5.8","12195","4537","3.3","0.6","13097","10484","1.8","2.6","12314","2280","5.3","3.9","4965","1037","3.2","2.5","N","N","7.0","4.9","4529","1512","65.6","6.7","39432","6713","29.1","(X)","(X)","(X)","23.6","(X)","(X)","(X)","34.1","(X)","(X)","(X)",
"0500000US06005","Amador County, California","14283","439","73405","5185","68.0","2.1","70335","6449","31.2","2.4","12745","2735","41.4","2.3","16900","799","3.7","1.3","9143","1329","3.9","1.2","6699","1981","32.6","2.5","33616","8193","9647","480","85420","7354","27.0","2.7","57773","6104","30.9","3.2","73903","12906","28.8","3.2","115425","19304","7.0","2.0","81101","16287","5.5","1.6","130966","21163","0.8","0.7","109042","18387","38244","*****","28030","2176","87.5","0.9","30022","2446","2.3","0.5","2952","2863","2.3","0.8","31836","15610","1.4","0.2","18735","9049","0.2","0.3","6617","1747","3.7","0.5","9174","4843","2.6","0.9","13300","8704","12.2","*****","12008","2505","80.0","0.1","31450","2659","23.6","(X)","(X)","(X)","23.1","(X)","(X)","(X)","15.6","(X)","(X)","(X)",
"0500000US06007","Butte County, California","85219","922","57911","1391","72.1","0.9","55262","1420","24.8","1.0","17085","3060","34.1","0.9","15550","350","7.9","0.8","9470","459","4.4","0.6","5219","538","21.9","1.0","23111","1557","52550","881","68151","2070","20.1","1.0","47863","5261","35.9","1.5","55153","2775","29.4","1.4","92485","4055","7.0","0.8","60378","5781","5.6","0.7","101859","6616","2.0","0.4","80326","10137","219309","*****","23431","550","83.3","0.5","25231","623","1.5","0.1","16435","5151","1.1","0.2","16781","2908","4.2","0.2","16274","1595","0.2","0.1","15581","4468","3.9","0.4","13812","1736","5.6","0.4","12440","1550","13.9","*****","13471","877","75.5","0.1","26363","651","23.9","(X)","(X)","(X)","23.5","(X)","(X)","(X)","18.4","(X)","(X)","(X)",
"0500000US06009","Calaveras County, California","18865","536","68942","2807","68.7","2.1","69754","3969","27.4","2.4","14629","2556","40.6","2.1","16936","743","6.2","1.4","10933","1346","2.1","0.9","5915","3225","27.3","2.3","26726","3566","13084","582","79400","3581","24.3","2.5","50421","6151","35.7","3.4","71735","5390","30.3","3.2","105123","7977","4.6","1.7","85274","16519","4.6","1.5","112452","12832","0.5","0.4","117486","53707","45794","*****","28667","1109","91.0","0.8","29364","1149","1.1","0.1","27419","9777","1.2","0.4","16937","7249","1.3","0.4","24340","12550","0.0","0.1","N","N","2.4","0.7","22838","8171","2.9","0.5","19228","4297","10.2","*****","15787","2450","83.6","0.3","30695","1247","32.9","(X)","(X)","(X)","30.1","(X)","(X)","(X)","23.8","(X)","(X)","(X)",
"0500000US06011","Colusa County, California","6989","193","62210","3294","77.9","2.6","61996","3762","21.3","2.8","14632","4147","31.6","2.4","15078","1039","5.2","1.9","5809","1667","4.6","1.4","4251","1113","16.5","2.6","21276","2662","5031","240","70105","4337","14.1","2.6","35624","6527","32.0","4.2","56332","6408","28.1","4.1","95913","10480","9.2","2.9","57692","12775","13.2","2.9","94570","12593","3.4","1.7","67049","13341","21297","*****","21271","1107","68.0","2.6","24570","1531","1.0","0.2","17715","8029","1.4","1.1","15009","10461","1.2","0.4","27016","10590","0.2","0.1","50532","43918","23.0","2.7","12828","1464","5.3","1.3","15411","4213","53.8","*****","12234","743","41.0","0.1","32874","2392","20.7","(X)","(X)","(X)","22.3","(X)","(X)","(X)","17.2","(X)","(X)","(X)",
"0500000US06013","Contra Costa County, California","370925","1248","104712","1168","82.1","0.4","104454","1286","32.2","0.5","21287","1144","25.4","0.4","17109","224","4.1","0.2","9849","378","2.5","0.2","5998","398","18.3","0.4","28801","794","262415","1919","119348","1562","11.1","0.4","63060","3139","33.2","0.6","99424","2453","33.9","0.7","154390","3045","9.6","0.4","93848","3369","9.1","0.4","159245","4986","3.0","0.2","113856","5264","1037817","*****","38141","405","63.2","0.4","43556","607","9.1","0.1","26669","1032","0.4","0.1","27604","5352","14.3","0.2","38856","1207","0.5","0.1","27811","3791","7.7","0.4","18343","718","4.8","0.2","20131","1301","23.9","*****","19384","487","48.5","0.1","50560","670","26.7","(X)","(X)","(X)","26.8","(X)","(X)","(X)","19.8","(X)","(X)","(X)",
"0500000US06015","Del Norte County, California","9818","318","51726","3284","65.6","2.5","53882","3870","20.3","2.4","11778","3019","36.4","2.7","13426","873","12.1","2.2","9177","938","8.2","2.2","6067","1179","24.5","2.9","20183","2281","6196","385","62990","4633","23.5","3.1","35750","4997","36.3","4.4","51308","5388","24.6","3.7","88160","12439","6.9","2.4","63717","14697","5.0","1.7","142653","28862","3.7","1.8","73831","14865","28561","*****","19247","1341","72.8","1.5","21765","1119","3.3","0.5","5162","5173","5.5","0.9","29746","15317","3.1","0.3","8911","3807","0.9","0.4","17004","7458","8.2","1.4","6343","2264","6.1","1.2","10281","3471","17.5","*****","9217","2064","65.5","0.1","22803","1244","25.0","(X)","(X)","(X)","24.9","(X)","(X)","(X)","28.7","(X)","(X)","(X)",
