"GEO_ID","NAME","S1602_C01_001E","S1602_C01_001M","S1602_C01_002E","S1602_C01_002M","S1602_C01_003E","S1602_C01_003M","S1602_C01_004E","S1602_C01_004M","S1602_C01_005E","S1602_C01_005M","S1602_C02_001E","S1602_C02_001M","S1602_C02_002E","S1602_C02_002M","S1602_C02_003E","S1602_C02_003M","S1602_C02_004E","S1602_C02_004M","S1602_C02_005E","S1602_C02_005M","S1602_C03_001E","S1602_C03_001M","S1602_C03_002E","S1602_C03_002M","S1602_C03_003E","S1602_C03_003M","S1602_C03_004E","S1602_C03_004M","S1602_C03_005E","S1602_C03_005M","S1602_C04_001E","S1602_C04_001M","S1602_C04_002E","S1602_C04_002M","S1602_C04_003E","S1602_C04_003M","S1602_C04_004E","S1602_C04_004M","S1602_C04_005E","S1602_C04_005M",
"0500000US06017","El Dorado County, California","75719","788","5302","420","2873","419","2833","356","276","124","(X)","(X)","7.0","0.6","3.8","0.6","3.7","0.5","0.4","0.2","1131","251","518","201","139","77","458","146","16","25","1.5","0.3","9.8","3.7","4.8","2.8","16.2","5.1","5.8","8.6",
"0500000US06019","Fresno County, California","322163","1128","116493","1674","13207","870","21236","912","3126","630","(X)","(X)","36.2","0.5","4.1","0.3","6.6","0.3","1.0","0.2","30004","1439","22290","1364","1901","329","4904","544","909","337","9.3","0.4","19.1","1.1","14.4","2.3","23.1","2.5","29.1","8.2",
"0500000US06021","Glenn County, California","9763","270","2970","248","265","142","268","179","15","19","(X)","(X)","30.4","2.5","2.7","1.4","2.7","1.8","0.2","0.2","692","180","621","164","51","61","20","27","0","25","7.1","1.8","20.9","5.7","19.2","21.5","7.5","11.7","0.0","87.6",
"0500000US06023","Humboldt County, California","54878","651","4107","389","1180","243","1126","174","231","87","(X)","(X)","7.5","0.7","2.2","0.4","2.1","0.3","0.4","0.2","827","304","510","253","111","69","206","111","0","32","1.5","0.6","12.4","5.8","9.4","5.6","18.3","10.0","0.0","16.7",
"0500000US06025","Imperial County, California","48844","774","38247","887","184","92","452","105","412","203","(X)","(X)","78.3","1.1","0.4","0.2","0.9","0.2","0.8","0.4","11641","881","11474","866","0","32","109","65","58","82","23.8","1.7","30.0","2.1","0.0","20.5","24.1","12.8","14.1","19.6",
"0500000US06027","Inyo County, California","7923","216","1233","171","102","58","95","61","175","56","(X)","(X)","15.6","2.1","1.3","0.7","1.2","0.8","2.2","0.7","69","42","16","15","5","7","29","36","19","15","0.9","0.5","1.3","1.3","4.9","7.4","30.5","30.9","10.9","8.1",
"0500000US06029","Kern County, California","281416","1216","113319","1802","6155","627","10505","782","2266","362","(X)","(X)","40.3","0.6","2.2","0.2","3.7","0.3","0.8","0.1","23849","1181","21495","1113","645","248","1366","279","343","142","8.5","0.4","19.0","0.9","10.5","3.8","13.0","2.8","15.1","5.9",
"0500000US06031","Kings County, California","43736","417","17731","641","1260","272","1709","264","268","130","(X)","(X)","40.5","1.4","2.9","0.6","3.9","0.6","0.6","0.3","4966","579","4474","550","113","65","370","131","9","19","11.4","1.3","25.2","3.0","9.0","5.3","21.7","6.9","3.4","7.3",
"0500000US06033","Lake County, California","26364","620","3903","422","609","178","187","102","63","64","(X)","(X)","14.8","1.6","2.3","0.7","0.7","0.4","0.2","0.2","557","194","427","180","111","98","12","20","7","13","2.1","0.7","10.9","4.6","18.2","14.7","6.4","10.6","11.1","21.4",
"0500000US06035","Lassen County, California","9060","314","796","191","109","60","162","60","49","41","(X)","(X)","8.8","2.1","1.2","0.7","1.8","0.7","0.5","0.4","204","138","166","137","7","8","29","24","2","3","2.3","1.5","20.9","15.5","6.4","8.0","17.9","14.0","4.1","7.5",
"0500000US06037","Los Angeles County, California","3390254","6035","1169467","4907","251288","3934","431759","3492","52141","1946","(X)","(X)","34.5","0.1","7.4","0.1","12.7","0.1","1.5","0.1","411162","4942","221394","3339","53565","2041","129190","2709","7013","692","12.1","0.2","18.9","0.3","21.3","0.7","29.9","0.5","13.5","1.3",
"0500000US06039","Madera County, California","44513","569","19026","727","1238","269","454","141","415","259","(X)","(X)","42.7","1.5","2.8","0.6","1.0","0.3","0.9","0.6","4238","458","3927","441","164","70","89","65","58","61","9.5","1.0","20.6","2.1","13.2","5.5","19.6","14.2","14.0","17.6",
"0500000US06041","Marin County, California","103201","828","11412","691","7395","630","3910","422","974","247","(X)","(X)","11.1","0.7","7.2","0.6","3.8","0.4","0.9","0.2","4450","588","2616","514","915","283","798","195","121","107","4.3","0.6","22.9","4.3","12.4","3.6","20.4","4.7","12.4","10.0",
"0500000US06043","Mariposa County, California","7515","315","431","161","151","93","127","72","61","62","(X)","(X)","5.7","2.2","2.0","1.2","1.7","0.9","0.8","0.8","102","69","52","60","15","25","35","32","0","21","1.4","0.9","12.1","13.6","9.9","15.8","27.6","24.4","0.0","43.4",
"0500000US06045","Mendocino County, California","34570","618","5393","462","696","190","660","212","105","82","(X)","(X)","15.6","1.2","2.0","0.6","1.9","0.6","0.3","0.2","739","227","565","201","70","55","101","60","3","5","2.1","0.6","10.5","3.5","10.1","7.3","15.3","8.8","2.9","5.0",
"0500000US06047","Merced County, California","84605","603","39229","938","4746","634","3648","364","335","199","(X)","(X)","46.4","1.0","5.6","0.7","4.3","0.4","0.4","0.2","10535","770","8978","715","960","280","553","141","44","44","12.5","0.9","22.9","1.7","20.2","5.3","15.2","3.7","13.1","14.7",
"0500000US06049","Modoc County, California","3264","240","344","95","42","38","12","19","0","19","(X)","(X)","10.5","2.5","1.3","1.1","0.4","0.6","0.0","1.3","108","64","97","63","0","19","11","19","0","19","3.3","2.0","28.2","19.3","0.0","52.3","91.7","23.7","-","**",
"0500000US06051","Mono County, California","5521","390","869","208","118","83","37","40","81","71","(X)","(X)","15.7","3.7","2.1","1.5","0.7","0.7","1.5","1.3","181","104","94","87","13","20","27","38","47","49","3.3","1.9","10.8","9.8","11.0","19.8","73.0","44.4","58.0","38.4",
"0500000US06053","Monterey County, California","132046","784","59145","1092","4963","495","6332","422","1058","272","(X)","(X)","44.8","0.8","3.8","0.4","4.8","0.3","0.8","0.2","13615","1022","11757","1047","531","168","1142","216","185","114","10.3","0.8","19.9","1.7","10.7","3.0","18.0","2.9","17.5","9.3",
"0500000US06055","Napa County, California","49663","500","11276","474","2029","310","2157","244","128","85","(X)","(X)","22.7","0.9","4.1","0.6","4.3","0.5","0.3","0.2","2588","426","2072","405","218","99","290","115","8","14","5.2","0.8","18.4","3.3","10.7","4.7","13.4","5.2","6.3","10.5",
"0500000US06057","Nevada County, California","41873","726","2381","300","1192","307","489","160","330","283","(X)","(X)","5.7","0.7","2.8","0.7","1.2","0.4","0.8","0.7","374","199","284","184","4","5","63","51","23","37","0.9","0.5","11.9","7.8","0.3","0.4","12.9","10.0","7.0","14.2",
"0500000US06059","Orange County, California","1074654","2589","239861","2636","69445","2335","188659","2349","16799","1069","(X)","(X)","22.3","0.2","6.5","0.2","17.6","0.2","1.6","0.1","84711","2302","26206","1279","7892","837","48471","1497","2142","385","7.9","0.2","10.9","0.5","11.4","1.1","25.7","0.8","12.8","2.2",
"0500000US06061","Placer County, California","155422","928","11724","776","9503","718","7570","572","1094","255","(X)","(X)","7.5","0.5","6.1","0.5","4.9","0.4","0.7","0.2","3236","465","1124","263","1216","297","808","206","88","56","2.1","0.3","9.6","2.2","12.8","2.9","10.7","2.6","8.0","5.2",
"0500000US06063","Plumas County, California","8055","367","387","133","119","60","0","21","5","8","(X)","(X)","4.8","1.6","1.5","0.7","0.0","0.5","0.1","0.1","82","54","82","54","0","21","0","21","0","21","1.0","0.7","21.2","13.2","0.0","29.2","-","**","0.0","100.0",
"0500000US06065","Riverside County, California","762234","2214","267837","2866","22105","1358","42397","1048","7676","760","(X)","(X)","35.1","0.4","2.9","0.2","5.6","0.1","1.0","0.1","48479","1863","37682","1870","2461","396","7327","609","1009","242","6.4","0.2","14.1","0.7","11.1","1.6","17.3","1.4","13.1","3.1",
"0500000US06067","Sacramento County, California","568223","1146","77088","1344","49262","1614","60504","1354","7409","804","(X)","(X)","13.6","0.2","8.7","0.3","10.6","0.2","1.3","0.1","35300","1628","8993","824","11453","1047","14041","893","813","226","6.2","0.3","11.7","1.1","23.2","2.1","23.2","1.4","11.0","3.0",
"0500000US06069","San Benito County, California","20188","199","7906","483","428","140","556","152","63","58","(X)","(X)","39.2","2.4","2.1","0.7","2.8","0.8","0.3","0.3","1633","301","1464","285","19","21","119","86","31","47","8.1","1.5","18.5","3.5","4.4","4.7","21.4","14.1","49.2","50.2",
"0500000US06071","San Bernardino County, California","668004","1889","246098","2374","15816","1131","46531","1101","9214","811","(X)","(X)","36.8","0.3","2.4","0.2","7.0","0.2","1.4","0.1","42004","1556","27852","1397","1379","256","11437","647","1336","419","6.3","0.2","11.3","0.6","8.7","1.6","24.6","1.3","14.5","4.2",
"0500000US06073","San Diego County, California","1159822","3036","272301","2776","56224","2141","106702","1921","21529","1273","(X)","(X)","23.5","0.2","4.8","0.2","9.2","0.2","1.9","0.1","68037","2381","36818","1699","6716","638","19580","1169","4923","659","5.9","0.2","13.5","0.6","11.9","1.1","18.4","1.0","22.9","2.6",
"0500000US06075","San Francisco County, California","362650","1987","38215","1104","31586","1291","89254","1956","4536","665","(X)","(X)","10.5","0.3","8.7","0.4","24.6","0.5","1.3","0.2","39020","1165","5949","699","3475","415","28742","1066","854","378","10.8","0.3","15.6","1.8","11.0","1.2","32.2","1.2","18.8","7.4",
"0500000US06077","San Joaquin County, California","241373","1040","65194","1400","14544","1031","26079","960","2311","400","(X)","(X)","27.0","0.6","6.0","0.4","10.8","0.4","1.0","0.2","19579","1187","12370","1049","2299","494","4608","587","302","179","8.1","0.5","19.0","1.6","15.8","3.2","17.7","2.1","13.1","6.9",
"0500000US06079","San Luis Obispo County, California","108897","962","13410","813","2779","459","2869","332","822","231","(X)","(X)","12.3","0.7","2.6","0.4","2.6","0.3","0.8","0.2","2357","356","1725","323","173","79","296","101","163","104","2.2","0.3","12.9","2.2","6.2","2.7","10.3","3.6","19.8","12.0",
"0500000US06081","San Mateo County, California","264424","1312","42114","1112","24167","1291","58900","1436","3511","490","(X)","(X)","15.9","0.4","9.1","0.5","22.3","0.5","1.3","0.2","21007","1293","6891","752","2703","546","10867","726","546","260","7.9","0.5","16.4","1.7","11.2","2.1","18.4","1.2","15.6","6.2",
"0500000US06083","Santa Barbara County, California","148960","803","43897","1097","6026","539","6176","455","1589","356","(X)","(X)","29.5","0.7","4.0","0.4","4.1","0.3","1.1","0.2","9467","736","7670","710","488","157","880","220","429","161","6.4","0.5","17.5","1.6","8.1","2.5","14.2","3.6","27.0","8.3",
"0500000US06085","Santa Clara County, California","654467","1701","103836","1884","81104","1909","190183","2191","11165","882","(X)","(X)","15.9","0.3","12.4","0.3","29.1","0.3","1.7","0.1","67852","1920","15150","1078","7851","661","43446","1365","1405","324","10.4","0.3","14.6","1.0","9.7","0.8","22.8","0.7","12.6","2.8",
"0500000US06087","Santa Cruz County, California","96873","848","21679","761","4909","560","3281","340","903","290","(X)","(X)","22.4","0.8","5.1","0.6","3.4","0.4","0.9","0.3","4289","577","3354","524","308","159","537","178","90","106","4.4","0.6","15.5","2.4","6.3","3.2","16.4","5.1","10.0","11.8",
"0500000US06089","Shasta County, California","71473","636","3461","351","1532","293","1463","205","191","97","(X)","(X)","4.8","0.5","2.1","0.4","2.0","0.3","0.3","0.1","784","176","345","156","73","49","351","123","15","25","1.1","0.2","10.0","4.5","4.8","2.9","24.0","7.6","7.9","14.4",
"0500000US06091","Sierra County, California","1206","166","81","56","22","33","0","14","0","14","(X)","(X)","6.7","4.7","1.8","2.7","0.0","3.5","0.0","3.5","0","14","0","14","0","14","0","14","0","14","0.0","3.5","0.0","37.7","0.0","72.3","-","**","-","**",
"0500000US06093","Siskiyou County, California","18907","351","1129","159","331","96","243","71","102","57","(X)","(X)","6.0","0.8","1.8","0.5","1.3","0.4","0.5","0.3","205","74","126","59","2","4","77","45","0","29","1.1","0.4","11.2","5.1","0.6","1.2","31.7","14.7","0.0","32.7",
"0500000US06095","Solano County, California","155800","804","27864","1016","5055","559","18363","815","1286","274","(X)","(X)","17.9","0.6","3.2","0.4","11.8","0.5","0.8","0.2","8247","777","4604","631","537","173","2946","358","160","96","5.3","0.5","16.5","2.0","10.6","3.4","16.0","1.8","12.4","7.1",
"0500000US06097","Sonoma County, California","190498","860","32761","920","7711","549","5885","435","1295","311","(X)","(X)","17.2","0.5","4.0","0.3","3.1","0.2","0.7","0.2","7988","667","5926","646","672","195","1219","235","171","141","4.2","0.3","18.1","1.9","8.7","2.6","20.7","3.9","13.2","10.6",
"0500000US06099","Stanislaus County, California","176457","786","62541","1302","10040","846","5917","435","3611","455","(X)","(X)","35.4","0.7","5.7","0.5","3.4","0.2","2.0","0.3","13002","1044","9499","933","1390","329","1270","320","843","221","7.4","0.6","15.2","1.4","13.8","3.2","21.5","4.7","23.3","5.8",
"0500000US06101","Sutter County, California","33240","304","7045","438","3715","334","1014","296","138","83","(X)","(X)","21.2","1.3","11.2","1.0","3.1","0.9","0.4","0.2","2330","448","1325","362","734","220","248","136","23","37","7.0","1.3","18.8","4.9","19.8","5.5","24.5","10.8","16.7","24.8",
"0500000US06103","Tehama County, California","24526","462","4113","309","222","87","229","69","42","48","(X)","(X)","16.8","1.1","0.9","0.4","0.9","0.3","0.2","0.2","579","207","569","206","10","15","0","32","0","32","2.4","0.8","13.8","5.0","4.5","6.9","0.0","16.9","0.0","52.3",
"0500000US06105","Trinity County, California","5373","256","64","40","160","119","24","14","2","8","(X)","(X)","1.2","0.7","3.0","2.2","0.4","0.3","0.0","0.1","21","17","17","14","0","21","4","9","0","21","0.4","0.3","26.6","19.9","0.0","23.0","16.7","32.5","0.0","100.0",
"0500000US06107","Tulare County, California","142026","763","68557","1406","2966","391","3157","351","903","243","(X)","(X)","48.3","0.9","2.1","0.3","2.2","0.2","0.6","0.2","17847","1052","16405","1002","505","195","725","215","212","121","12.6","0.7","23.9","1.4","17.0","6.4","23.0","6.4","23.5","11.8",
"0500000US06109","Tuolumne County, California","22809","548","1110","235","586","207","207","68","85","83","(X)","(X)","4.9","1.0","2.6","0.9","0.9","0.3","0.4","0.4","116","51","49","37","35","31","32","27","0","32","0.5","0.2","4.4","3.5","6.0","5.4","15.5","13.8","0.0","36.7",
"0500000US06111","Ventura County, California","278045","1081","77249","1362","12582","848","14826","669","2837","419","(X)","(X)","27.8","0.5","4.5","0.3","5.3","0.2","1.0","0.2","16122","979","12223","876","1140","274","2211","339","548","160","5.8","0.3","15.8","1.1","9.1","2.1","14.9","2.2","19.3","5.7",
"0500000US06113","Yolo County, California","76640","527","17175","716","5386","526","7125","560","672","163","(X)","(X)","22.4","0.9","7.0","0.7","9.3","0.7","0.9","0.2","4248","527","2136","434","884","254","1200","218","28","32","5.5","0.7","12.4","2.5","16.4","4.4","16.8","2.9","4.2","4.7",
"0500000US06115","Yuba County, California","28063","356","4804","339","799","248","1508","257","154","101","(X)","(X)","17.1","1.2","2.8","0.9","5.4","0.9","0.5","0.4","881","242","606","210","42","40","188","103","45","58","3.1","0.9","12.6","4.4","5.3","5.3","12.5","6.8","29.2","33.7",
