"GEO_ID","NAME","S1602_C01_001E","S1602_C01_001M","S1602_C01_002E","S1602_C01_002M","S1602_C01_003E","S1602_C01_003M","S1602_C01_004E","S1602_C01_004M","S1602_C01_005E","S1602_C01_005M","S1602_C02_001E","S1602_C02_001M","S1602_C02_002E","S1602_C02_002M","S1602_C02_003E","S1602_C02_003M","S1602_C02_004E","S1602_C02_004M","S1602_C02_005E","S1602_C02_005M","S1602_C03_001E","S1602_C03_001M","S1602_C03_002E","S1602_C03_002M","S1602_C03_003E","S1602_C03_003M","S1602_C03_004E","S1602_C03_004M","S1602_C03_005E","S1602_C03_005M","S1602_C04_001E","S1602_C04_001M","S1602_C04_002E","S1602_C04_002M","S1602_C04_003E","S1602_C04_003M","S1602_C04_004E","S1602_C04_004M","S1602_C04_005E","S1602_C04_005M",
"0500000US06031","Kings County, California","45561","1015","19772","1502","638","437","1742","504","320","278","(X)","(X)","43.4","3.1","1.4","1.0","3.8","1.1","0.7","0.6","3911","999","3505","955","55","69","351","272","0","225","8.6","2.2","17.7","4.5","8.6","13.9","20.1","14.6","0.0","42.1",
"0500000US06033","Lake County, California","27912","1460","4140","920","679","436","358","287","62","88","(X)","(X)","14.8","3.3","2.4","1.6","1.3","1.0","0.2","0.3","942","526","942","526","0","225","0","225","0","225","3.4","1.9","22.8","12.3","0.0","26.1","0.0","39.8","0.0","95.7",
"0500000US06037","Los Angeles County, California","3485810","9476","1225709","12999","263109","10159","448910","8001","60247","5402","(X)","(X)","35.2","0.3","7.5","0.3","12.9","0.2","1.7","0.2","435593","10332","242644","7646","55871","4640","128492","5755","8586","2367","12.5","0.3","19.8","0.6","21.2","1.5","28.6","1.2","14.3","3.7",
"0500000US06039","Madera County, California","47641","1369","22809","1601","792","496","899","427","470","346","(X)","(X)","47.9","3.0","1.7","1.0","1.9","0.9","1.0","0.7","5554","1361","5217","1332","235","180","0","225","102","166","11.7","2.9","22.9","5.6","29.7","24.4","0.0","20.7","21.7","34.0",
"0500000US06041","Marin County, California","101974","1867","12783","1398","9293","1584","4653","1158","261","196","(X)","(X)","12.5","1.3","9.1","1.5","4.6","1.2","0.3","0.2","4047","1278","2804","1206","586","460","627","381","30","49","4.0","1.3","21.9","9.0","6.3","4.7","13.5","8.3","11.5","20.4",
"0500000US06045","Mendocino County, California","35865","1405","6541","1228","1661","839","893","369","40","55","(X)","(X)","18.2","3.3","4.6","2.3","2.5","1.0","0.1","0.2","1992","865","1738","817","18","37","236","194","0","225","5.6","2.4","26.6","12.3","1.1","2.5","26.4","25.4","0.0","100.0",
"0500000US06047","Merced County, California","87632","1434","43304","2365","6240","1244","2562","758","148","200","(X)","(X)","49.4","2.4","7.1","1.4","2.9","0.9","0.2","0.2","12744","1967","11442","1826","1037","514","230","201","35","64","14.5","2.2","26.4","3.9","16.6","8.3","9.0","8.3","23.6","47.9",
"0500000US06053","Monterey County, California","132591","1848","62742","2053","6412","1204","6495","886","1890","744","(X)","(X)","47.3","1.4","4.8","0.9","4.9","0.7","1.4","0.6","14733","2472","12792","2332","630","515","1108","464","203","199","11.1","1.8","20.4","3.6","9.8","7.3","17.1","6.5","10.7","11.7",
"0500000US06055","Napa County, California","49477","1365","11216","1224","1906","779","3160","550","159","148","(X)","(X)","22.7","2.3","3.9","1.6","6.4","1.1","0.3","0.3","2464","795","2013","780","211","194","240","198","0","225","5.0","1.6","17.9","6.6","11.1","10.1","7.6","6.2","0.0","59.8",
"0500000US06057","Nevada County, California","44052","1797","2879","955","1486","526","847","356","0","225","(X)","(X)","6.5","2.1","3.4","1.2","1.9","0.8","0.0","0.5","593","590","593","590","0","225","0","225","0","225","1.3","1.3","20.6","18.6","0.0","13.2","0.0","21.7","-","**",
"0500000US06059","Orange County, California","1098129","5919","256428","5376","78811","5635","202752","5382","18108","2558","(X)","(X)","23.4","0.4","7.2","0.5","18.5","0.5","1.6","0.2","90151","5661","28474","2976","9282","2569","50609","3981","1786","898","8.2","0.5","11.1","1.1","11.8","3.0","25.0","1.9","9.9","4.6",
"0500000US06061","Placer County, California","164093","2629","13461","1779","11691","1823","9014","1220","2822","1081","(X)","(X)","8.2","1.1","7.1","1.1","5.5","0.7","1.7","0.7","3311","1077","609","404","1139","701","1112","427","451","491","2.0","0.7","4.5","3.1","9.7","5.6","12.3","4.8","16.0","16.7",
"0500000US06065","Riverside County, California","797569","5613","304373","7253","22787","2687","46162","3209","10495","1912","(X)","(X)","38.2","0.8","2.9","0.3","5.8","0.4","1.3","0.2","49506","4261","34986","3727","2169","803","11150","1970","1201","684","6.2","0.5","11.5","1.2","9.5","3.3","24.2","3.8","11.4","6.4",
"0500000US06067","Sacramento County, California","578787","3224","85019","3395","59129","4078","62983","2896","7545","1519","(X)","(X)","14.7","0.6","10.2","0.7","10.9","0.5","1.3","0.3","40937","3630","11125","2078","14940","2338","13743","1702","1129","705","7.1","0.6","13.1","2.4","25.3","3.3","21.8","2.5","15.0","8.8",
"0500000US06069","San Benito County, California","N","N","N","N","N","N","N","N","N","N","(X)","(X)","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N",
"0500000US06071","San Bernardino County, California","687092","3941","273671","6298","15582","2527","50298","2839","11942","1994","(X)","(X)","39.8","0.9","2.3","0.4","7.3","0.4","1.7","0.3","43525","4004","29296","2896","1292","539","11988","2073","949","531","6.3","0.6","10.7","1.1","8.3","3.5","23.8","4.0","7.9","4.3",
"0500000US06073","San Diego County, California","1185092","6462","300296","5980","68793","4544","109560","4226","21660","2756","(X)","(X)","25.3","0.5","5.8","0.4","9.2","0.4","1.8","0.2","71060","5136","38029","3195","8067","1561","20294","2638","4670","1266","6.0","0.4","12.7","1.1","11.7","2.2","18.5","2.2","21.6","5.2",
"0500000US06075","San Francisco County, California","371841","4793","43530","3575","31424","2917","92350","3725","5580","1312","(X)","(X)","11.7","0.9","8.5","0.8","24.8","0.9","1.5","0.3","40358","3350","8162","1950","2973","820","28991","2553","232","356","10.9","0.9","18.8","4.1","9.5","2.6","31.4","2.7","4.2","6.4",
"0500000US06077","San Joaquin County, California","252693","2474","72507","2701","17231","2228","28705","2212","2836","1156","(X)","(X)","28.7","1.1","6.8","0.9","11.4","0.9","1.1","0.5","19231","2164","11980","1822","2690","941","4514","1191","47","83","7.6","0.9","16.5","2.5","15.6","5.1","15.7","3.9","1.7","2.9",
"0500000US06079","San Luis Obispo County, California","111382","2236","17456","1749","3652","998","2598","688","1430","705","(X)","(X)","15.7","1.6","3.3","0.9","2.3","0.6","1.3","0.6","1031","457","732","408","120","128","135","171","44","72","0.9","0.4","4.2","2.5","3.3","3.7","5.2","6.4","3.1","5.2",
"0500000US06081","San Mateo County, California","266249","3329","42034","2580","25039","2787","63310","2582","3056","1032","(X)","(X)","15.8","0.9","9.4","1.1","23.8","0.9","1.1","0.4","25988","2863","10805","1879","1969","808","12836","1721","378","310","9.8","1.1","25.7","4.0","7.9","3.1","20.3","2.6","12.4","8.7",
"0500000US06083","Santa Barbara County, California","150509","2418","48809","2580","5697","1245","5822","1107","2279","852","(X)","(X)","32.4","1.6","3.8","0.8","3.9","0.7","1.5","0.6","10912","1732","8390","1543","173","173","1382","646","967","688","7.3","1.1","17.2","3.1","3.0","2.9","23.7","10.1","42.4","24.2",
"0500000US06085","Santa Clara County, California","672426","3786","102240","3615","90440","4964","203739","4464","11450","1805","(X)","(X)","15.2","0.5","13.4","0.7","30.3","0.6","1.7","0.3","76830","4239","17064","2212","10360","1596","48707","4080","699","469","11.4","0.6","16.7","2.1","11.5","1.7","23.9","1.8","6.1","3.9",
"0500000US06087","Santa Cruz County, California","97918","1914","23431","1878","4186","1079","2974","808","248","188","(X)","(X)","23.9","1.8","4.3","1.1","3.0","0.8","0.3","0.2","5512","1202","4722","1188","33","53","757","408","0","225","5.6","1.2","20.2","4.5","0.8","1.2","25.5","12.8","0.0","47.9",
"0500000US06089","Shasta County, California","72380","2051","3146","842","1727","857","1782","584","18","34","(X)","(X)","4.3","1.2","2.4","1.2","2.5","0.8","0.0","0.1","926","509","393","355","103","133","430","304","0","225","1.3","0.7","12.5","10.4","6.0","8.7","24.1","17.3","0.0","100.0",
"0500000US06095","Solano County, California","160415","1865","32054","2531","6271","1387","20230","1642","501","272","(X)","(X)","20.0","1.5","3.9","0.9","12.6","1.0","0.3","0.2","8505","1791","5660","1546","564","350","2209","666","72","122","5.3","1.1","17.7","4.5","9.0","5.3","10.9","3.2","14.4","22.8",
"0500000US06097","Sonoma County, California","193185","2217","36513","2697","6179","1236","6320","966","1621","698","(X)","(X)","18.9","1.4","3.2","0.6","3.3","0.5","0.8","0.4","8309","1866","6787","1751","519","315","1003","376","0","225","4.3","1.0","18.6","4.5","8.4","4.7","15.9","6.0","0.0","12.1",
"0500000US06099","Stanislaus County, California","181365","1181","66032","2409","10551","1853","5742","1084","4192","1430","(X)","(X)","36.4","1.3","5.8","1.0","3.2","0.6","2.3","0.8","13743","2288","10234","1752","1716","830","727","592","1066","663","7.6","1.3","15.5","2.6","16.3","8.0","12.7","9.9","25.4","13.5",
"0500000US06101","Sutter County, California","32642","980","5910","1145","4352","845","1288","972","776","719","(X)","(X)","18.1","3.4","13.3","2.5","3.9","3.0","2.4","2.2","2831","1395","1183","783","253","212","619","788","776","719","8.7","4.2","20.0","11.7","5.8","4.6","48.1","40.6","100.0","23.4",
"0500000US06103","Tehama County, California","N","N","N","N","N","N","N","N","N","N","(X)","(X)","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N",
"0500000US06107","Tulare County, California","147315","2183","76145","2940","3121","776","3593","811","1544","657","(X)","(X)","51.7","1.9","2.1","0.5","2.4","0.5","1.0","0.4","11256","1800","9181","1756","458","397","1098","655","519","391","7.6","1.2","12.1","2.2","14.7","12.5","30.6","15.5","33.6","18.2",
"0500000US06111","Ventura County, California","282950","2438","80993","3264","11579","1777","14105","1200","2523","920","(X)","(X)","28.6","1.1","4.1","0.6","5.0","0.4","0.9","0.3","14366","1946","11374","1820","1038","671","1646","528","308","234","5.1","0.7","14.0","2.2","9.0","5.2","11.7","3.6","12.2","9.2",
"0500000US06113","Yolo County, California","77486","1663","17056","1958","6007","1301","6727","1305","402","348","(X)","(X)","22.0","2.5","7.8","1.7","8.7","1.7","0.5","0.5","5022","1299","2019","990","1483","621","1442","793","78","125","6.5","1.6","11.8","5.4","24.7","8.3","21.4","10.6","19.4","30.9",
"0500000US06115","Yuba County, California","30250","700","6802","930","1251","545","1324","467","162","267","(X)","(X)","22.5","3.0","4.1","1.8","4.4","1.5","0.5","0.9","1188","644","894","593","41","73","253","239","0","225","3.9","2.1","13.1","8.5","3.3","6.1","19.1","16.7","0.0","59.2",
