county,year,total_op_revenue,total_op_expense,total_net_patient_rev,total_discharges,total_patient_days,total_ed_visits,total_medi_cal_rev,n_hospitals,operating_margin,cost_per_discharge,cost_per_patient_day,ed_per_discharge,ed_per_patient_day,medi_cal_rev_share
AMADOR,2018,89184742.0,85892606.0,88392420.0,649.0,8877.0,21105.0,15404614.0,1,0.03691366848378616,132346.08012326655,9675.859637264843,32.51926040061633,2.3774923960797567,0.17427528288059088
AMADOR,2019,94617706.0,87237831.0,94133445.0,559.0,8331.0,22345.0,15354245.0,1,0.07799676521432468,156060.5205724508,10471.471732084983,39.97316636851521,2.6821510022806385,0.16311147435430629
AMADOR,2020,108780086.0,92678301.0,95033077.0,564.0,8615.0,19797.0,19036647.0,1,0.14802144024780417,164323.22872340426,10757.783052814857,35.101063829787236,2.297968659315148,0.200316012076511
AMADOR,2021,109357127.0,94914336.0,108679405.0,461.0,9739.0,22389.0,17623183.0,1,0.13206995644646005,205887.9305856833,9745.798952664545,48.566160520607376,2.298901324571311,0.16215752193343347
AMADOR,2022,109274536.0,97801211.0,108854172.0,577.0,9762.0,24977.0,21996722.0,1,0.10499541265496656,169499.49913344887,10018.562896947347,43.287694974003465,2.5585945502970704,0.20207513957296924
AMADOR,2023,106545021.0,101383846.0,106095449.0,595.0,9481.0,25109.0,20416932.0,1,0.04844125939962976,170393.01848739496,10693.370530534754,42.2,2.648349330239426,0.1924392817264009
BUTTE,2012,0.0,0.0,0.0,19996.0,0.0,0.0,0.0,5,,0.0,,0.0,,
BUTTE,2013,0.0,0.0,0.0,24805.0,0.0,0.0,0.0,6,,0.0,,0.0,,
BUTTE,2014,884821899.0,871189152.0,875573071.0,25733.0,174268.0,92120.0,218739617.0,6,0.015407334532980405,33854.93926087125,4999.134390708564,3.5798391170870087,0.5286111047352354,0.24982451407530784
BUTTE,2015,968082636.0,930273284.0,957927179.0,17513.0,145922.0,104676.0,287197479.0,5,0.03905591381767124,53119.0135328042,6375.140719014268,5.977045623251299,0.717342141692137,0.2998113899428257
BUTTE,2016,1040716828.0,1011707510.0,1032900308.0,24158.0,182836.0,109626.0,291785516.0,6,0.02787436238131051,41878.77763059856,5533.41524645037,4.537875651957943,0.5995865146907611,0.28249145995994807
BUTTE,2017,1094203976.0,1054763848.0,1087145649.0,25906.0,193408.0,107935.0,314643379.0,6,0.03604458479869388,40715.04083995985,5453.568869953673,4.166409326024859,0.5580689526803442,0.2894215501753804
BUTTE,2018,1165303555.0,1149496695.0,1156481516.0,27502.0,193174.0,109165.0,342991692.0,6,0.013564585752937139,41796.840047996506,5950.576656278795,3.969347683804814,0.5651122821911851,0.29658207870570064
BUTTE,2019,1029628027.0,1025829174.0,1023797862.0,18815.0,200618.0,88831.0,256055804.0,5,0.003689539232016263,54521.88009566835,5113.345631997129,4.721286207812915,0.44278678882253836,0.2501038666947324
BUTTE,2020,742468406.0,739870942.0,723065511.0,17961.0,149239.0,67379.0,130941752.0,4,0.0034984168740507995,41193.19314069372,4957.624628950877,3.751405823729191,0.4514838614571258,0.1810925151427946
BUTTE,2021,1256639508.0,1160076839.0,1208107713.0,19983.0,225746.0,71702.0,292591525.0,5,0.07684198084276689,58053.187159085224,5138.858890080001,3.5881499274383226,0.31762246064160604,0.24218993211576326
BUTTE,2022,1245811421.0,1232755174.0,1199589777.0,13599.0,224997.0,80409.0,272922707.0,5,0.010480115031791798,90650.42826678432,5478.984937576945,5.912861239797044,0.357378098374645,0.22751336517933662
BUTTE,2023,1330970419.0,1292112795.0,1320630425.0,20379.0,219330.0,87044.0,285182997.0,5,0.029194956886566238,63404.1314588547,5891.181302147449,4.271259630011286,0.39686317421237405,0.21594459100849506
CALAVERAS,2012,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,,,,,,
CALAVERAS,2013,0.0,0.0,0.0,5.0,0.0,0.0,0.0,1,,0.0,,0.0,,
CALAVERAS,2014,58799177.0,60120602.0,58471756.0,0.0,4449.0,16700.0,8601816.0,1,-0.022473528838677453,,13513.284333558104,,3.7536525061811643,0.14711061525157548
CALAVERAS,2015,65764168.0,66482011.0,65344670.0,70.0,4065.0,10701.0,11844134.0,1,-0.010915412173997245,949743.0142857142,16354.738253382533,152.87142857142857,2.6324723247232473,0.18125631363659805
CALAVERAS,2016,63415571.0,68794496.0,62864306.0,0.0,3715.0,11817.0,10403468.0,1,-0.08482025652658713,,18518.03391655451,,3.1808882907133245,0.16549085899397348
CALAVERAS,2017,59030659.0,64558968.0,58702101.0,4.0,3512.0,12527.0,10175490.0,1,-0.09365148710265965,16139742.0,18382.394077448746,3131.75,3.566913439635535,0.17334115519987947
CALAVERAS,2018,66459669.0,68863761.0,66048261.0,81.0,3327.0,11264.0,14127145.0,1,-0.03617369806641679,850169.8888888889,20698.45536519387,139.06172839506172,3.3856327021340547,0.21389124840092308
CALAVERAS,2019,67045124.0,69297834.0,66771606.0,0.0,3158.0,10571.0,13140122.0,1,-0.033599908026122824,,21943.582647245094,,3.3473717542748576,0.1967920615837816
CALAVERAS,2020,69061639.0,72523011.0,63674286.0,0.0,2803.0,9453.0,14974842.0,1,-0.050120038419592096,,25873.35390652872,,3.3724580806278985,0.23517879729346317
CALAVERAS,2021,72766935.0,76060468.0,70418159.0,0.0,3335.0,9494.0,15287025.0,1,-0.0452613951652629,,22806.73703148426,,2.846776611694153,0.2170892454033057
CALAVERAS,2022,71355303.0,77793764.0,69065852.0,0.0,3266.0,10437.0,9816756.0,1,-0.09023100917951396,,23819.27862829149,,3.1956521739130435,0.14213617461781258
CALAVERAS,2023,78746027.0,81144460.0,76460076.0,0.0,2928.0,10144.0,14129970.0,1,-0.030457828685122108,,27713.271857923497,,3.4644808743169397,0.18480193506477813
COLUSA,2012,0.0,0.0,0.0,2.0,0.0,0.0,0.0,1,,0.0,,0.0,,
COLUSA,2013,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,,,,,,
COLUSA,2014,21982678.0,26975191.0,19941435.0,0.0,3577.0,6705.0,1923478.0,1,-0.22711122821341423,,7541.289069052278,,1.8744758177243501,0.09645634830191509
COLUSA,2015,21054071.0,28548764.0,19564304.0,479.0,4498.0,7496.0,1764873.0,1,-0.3559735786964906,59600.759916492694,6346.990662516674,15.649269311064717,1.6665184526456203,0.09020883134917553
COLUSA,2018,14548918.0,14726663.0,14292704.0,0.0,4407.0,5902.0,6996339.0,1,-0.012217059715368524,,3341.652598139324,,1.3392330383480826,0.4895042253726097
COLUSA,2019,19537118.0,19809015.0,19456270.0,0.0,5839.0,5487.0,2725980.0,1,-0.013916945170725795,,3392.535536907005,,0.939715704743963,0.14010804743149638
COLUSA,2020,20398050.0,20272380.0,20337450.0,0.0,9347.0,4743.0,9513035.0,1,0.006160883025583328,,2168.8648764309405,,0.5074355408152348,0.467759478204003
COLUSA,2021,26094874.0,29778024.0,25968186.0,0.0,8712.0,4636.0,10036510.0,1,-0.14114457881651393,,3418.0468319559227,,0.532139577594123,0.38649253359476093
COLUSA,2022,26656230.0,33664666.0,26569061.0,920.0,7867.0,5162.0,8168290.0,1,-0.26291925002147715,36592.02826086956,4279.225371806279,5.610869565217391,0.6561586373458752,0.307436156663572
COLUSA,2023,32921186.0,30126433.0,32717530.0,724.0,6152.0,4808.0,13206365.0,1,0.08489223322634853,41611.095303867405,4897.014466840052,6.640883977900552,0.7815344603381015,0.40364798320655626
CONTRA COSTA,2012,0.0,0.0,0.0,7217.0,0.0,0.0,0.0,9,,0.0,,0.0,,
CONTRA COSTA,2013,0.0,0.0,0.0,4734.0,0.0,0.0,0.0,9,,0.0,,0.0,,
CONTRA COSTA,2014,2097402663.0,2038582089.0,1995157376.0,5946.0,331235.0,321296.0,445704791.0,9,0.028044483321036005,342849.32542885974,6154.488773831268,54.03565422132526,0.9699941129409634,0.2233933003789271
CONTRA COSTA,2015,2181432958.0,2025393209.0,2084409169.0,5772.0,334899.0,297485.0,554407158.0,8,0.0715308478437319,350899.7243589744,6047.773236109992,51.53932778932779,0.8882827359890594,0.2659780844592898
CONTRA COSTA,2016,2279845918.0,2169668642.0,2207438365.0,4932.0,323404.0,357927.0,577064372.0,8,0.048326632572017525,439916.5940794809,6708.8491236966765,72.57238442822384,1.1067488342753955,0.26141811302622714
CONTRA COSTA,2017,2419209535.0,2259436387.0,2347467301.0,4325.0,327243.0,316792.0,704268444.0,8,0.06604353433982312,522413.0374566474,6904.460559889745,73.24670520231214,0.9680634879890478,0.3000120358226025
CONTRA COSTA,2018,2491100019.0,2413905555.0,2404247681.0,4367.0,315348.0,331301.0,788877739.0,8,0.030988103011210327,552760.6033890543,7654.735577837817,75.86466681932677,1.0505885561348098,0.3281183320812778
CONTRA COSTA,2019,2567633792.0,2439298966.0,2504804314.0,5265.0,334649.0,311815.0,849895600.0,8,0.04998174833181195,463304.64691358025,7289.126714856461,59.22412155745489,0.9317673144100236,0.33930618661494366
CONTRA COSTA,2020,2600141856.0,2515561884.0,2349385907.0,22544.0,316895.0,252123.0,789112853.0,8,0.03252898368018887,111584.54063165365,7938.155805550735,11.18359652235628,0.795604222218716,0.3358804744034757
CONTRA COSTA,2021,3809164588.0,3831781622.0,3549032885.0,19923.0,348921.0,282479.0,967660607.0,8,-0.005937531308374118,192329.54986698792,10981.802820695802,14.17853736887015,0.8095786725361901,0.27265473112120797
CONTRA COSTA,2022,3976171000.0,3956450903.0,3666377309.0,20181.0,367135.0,338990.0,888055623.0,8,0.004959569646275273,196048.30796293545,10776.556043417271,16.79748278083346,0.9233388263172947,0.24221610275081484
