fips5,year,pqi_mean_rate,pqi_sum_count,pqi_sum_population
06069,2022,266.65,1185.0,49108.46153846154
06069,2023,238.15,1224.0,49574.230769230766
06069,2024,283.2,1268.0,50542.153846153844
06071,2005,397.55625,63178.0,1179064.375
06071,2006,348.17499999999995,56816.0,1201913.5
06071,2007,343.43125,57168.0,1217085.1875
06071,2008,353.6,59994.0,1229632.5625
06071,2009,338.65,58817.0,1243444.4375
06071,2010,324.8375,58216.0,1266391.0
06071,2011,312.875,57601.0,1289881.3125
06071,2012,303.08125,56600.0,1250107.9375
06071,2013,297.21875,57018.0,1265931.375
06071,2014,280.6875,54876.0,1330963.8125
06071,2015,277.2875,41946.0,962337.125
06071,2016,302.1714285714285,53942.0,1446749.5714285714
06071,2017,307.6642857142857,56185.0,1464756.4285714286
06071,2018,294.52857142857147,55474.0,1480533.7857142857
06071,2019,294.25714285714287,56666.0,1493009.142857143
06071,2020,233.47857142857146,45912.0,1501387.642857143
06071,2021,235.5142857142857,47096.0,1513725.5714285714
06071,2022,254.22857142857143,51163.0,1519063.0
06071,2023,296.2285714285714,59415.0,1524531.357142857
06071,2024,292.4642857142857,62099.0,1546194.9285714286
06073,2005,252.8625,75349.0,1937870.3125
06073,2006,240.63750000000002,72653.0,1951048.25
06073,2007,253.21875,77984.0,1975225.4375
06073,2008,248.08749999999998,78004.0,2009690.0
06073,2009,244.22500000000002,78505.0,2041017.625
06073,2010,237.2625,78026.0,2075867.875
06073,2011,231.4875,77803.0,2107121.6875
06073,2012,222.21875,75872.0,2064269.0
06073,2013,218.2875,76297.0,2095042.0
06073,2014,206.03749999999997,72487.0,2134101.1875
06073,2015,201.40625,55315.0,1600904.375
06073,2016,274.25714285714287,67585.0,2394255.5
06073,2017,259.7642857142857,64850.0,2409181.3571428573
06073,2018,249.79999999999998,64087.0,2426503.8571428573
06073,2019,259.34285714285716,67659.0,2430739.0714285714
06073,2020,204.03571428571428,53331.0,2410768.285714286
06073,2021,218.41428571428574,57744.0,2401358.1428571427
06073,2022,239.7357142857143,63993.0,2411111.8571428573
06073,2023,231.08571428571426,67808.0,2409501.714285714
06073,2024,240.89285714285714,74670.0,2439548.4285714286
06075,2005,257.7125,24397.0,573368.125
06075,2006,242.3125,23032.0,578680.25
06075,2007,240.1875,23202.0,586777.5625
06075,2008,245.6375,24027.0,596804.625
06075,2009,229.95625,22742.0,605095.75
06075,2010,218.4375,21866.0,608010.4375
06075,2011,205.98125,20859.0,613703.5625
06075,2012,198.0875,20360.0,616172.375
06075,2013,193.5375,20265.0,623896.75
06075,2014,181.25,18935.0,620445.0625
06075,2015,183.21875,14878.0,479864.25
06075,2016,255.54999999999998,18485.0,700408.4285714285
06075,2017,239.92857142857142,17469.0,705221.2142857143
06075,2018,229.70714285714286,17147.0,707403.3571428572
06075,2019,222.17857142857142,16693.0,707066.2857142857
06075,2020,189.57142857142858,14383.0,699410.2142857143
06075,2021,198.21428571428572,14944.0,648521.7142857143
06075,2022,194.15714285714284,14813.0,647898.6428571428
06075,2023,186.68571428571428,17643.0,648699.0714285715
06075,2024,198.42142857142855,17538.0,664642.6428571428
06077,2005,394.03125,23641.0,401534.8125
06077,2006,370.83125,22583.0,405617.5625
06077,2007,343.0125,21346.0,409584.375
06077,2008,353.33125,22255.0,412837.3125
06077,2009,338.86875,21834.0,418333.25
06077,2010,326.3875,21610.0,425896.5625
06077,2011,301.2125,20456.0,433757.375
06077,2012,286.89375,19682.0,421861.75
06077,2013,275.95,19419.0,425883.0625
06077,2014,263.5625,18958.0,446534.125
06077,2015,272.41875,15199.0,324593.875
06077,2016,277.49285714285713,18042.0,493123.4285714286
06077,2017,269.5785714285714,17875.0,501361.71428571426
06077,2018,275.45714285714286,18848.0,509310.28571428574
06077,2019,283.3857142857143,19894.0,517277.4285714286
06077,2020,227.95000000000002,16720.0,531616.4285714285
06077,2021,226.6214285714286,17014.0,538780.3571428572
