fips5,year,pqi_mean_rate,pqi_count,population_pqi,population,medi_cal_enrollment,ffs_share,dual_share,medi_cal_share,ed_visits_resident,ed_admit_rate_resident,poverty_pct,age65_pct,disability_pct,county_name_clean
06019,2012,307.53125,27722.0,642666.0,642666.0,79295.25,1.0884290042593976,0.4215920877984495,0.12338485309632063,299082.0,0.0107529038858908,24.8,29.8,11.6,FRESNO
06019,2013,304.725,28017.0,650435.0,650435.0,83456.3125,1.020305284476434,0.4083134314535325,0.12830845895439205,332093.0,0.0092323535876998,26.0,30.1,11.6,FRESNO
06019,2014,281.5875,26533.0,679486.0,679486.0,94214.50943396226,1.1980461821801407,0.3803952301542305,0.13865555645585378,353143.0,0.0096957889580141,27.4,30.3,11.9,FRESNO
06019,2015,289.3625,20704.0,491442.0,491442.0,93739.16666666669,1.0746948536275305,0.4017193097869087,0.1907430920976772,387810.0,0.008395863953998,26.8,30.5,12.4,FRESNO
06019,2016,321.6642857142857,28138.0,695789.0,695789.0,98642.2,0.8863490135729604,0.3986571332215488,0.14177027805843437,388423.0,0.0094330150377294,26.9,30.7,12.5,FRESNO
06019,2017,322.82857142857137,28711.0,703065.0,703065.0,98700.71666666666,0.8108629066016576,0.4080095331965675,0.1403863322262759,394101.0,0.0088378359862065,25.4,11.4,13.1,FRESNO
06019,2018,310.75714285714287,28270.0,709386.0,709386.0,97054.48333333334,0.8092155797714308,0.421989779280332,0.1368147712716819,378858.0,0.0085018661345411,24.1,11.7,13.0,FRESNO
06019,2019,314.67142857142863,29248.0,715902.0,715902.0,94860.08333333331,0.8011053121219762,0.4371596412611205,0.1325042859683774,373879.0,0.0081309728548541,22.5,12.0,13.2,FRESNO
06019,2020,279.2642857142857,26403.0,725899.0,1008654.0,98801.91379310343,0.7551296036252264,0.4252760065085528,0.09795421799061267,295840.0,0.00953893996755,20.8,12.2,13.0,FRESNO
06019,2021,276.85714285714283,26611.0,730566.0,1008686.0,85528.70833333333,0.892381651579952,0.5119372686266649,0.08479220325585299,306434.0,0.0083345842824229,20.2,12.1,13.1,FRESNO
06019,2022,310.15000000000003,29944.0,734510.0,1012350.0,90274.83333333331,0.8069589346606382,0.5057481874793456,0.08917354011293853,346570.0,0.0082580719623741,19.5,12.5,12.9,FRESNO
