fips5,age65_pct,median_age,no_vehicle_workers,total_workers,bachelors_pct,unemp_rate,year,poverty_pct,disability_pct,limited_english_pct,no_vehicle_pct
06025,31.0,67.4,2.6,57321,14.1,17.4,2015,24.0,14.0,21.3,0.004535859458139251
06027,44.5,71.8,3.8,8119,23.9,6.8,2015,11.4,12.9,2.6,0.04680379357063678
06029,30.5,64.4,2.6,319796,15.4,12.7,2015,23.5,11.1,8.8,0.0008130182991657182
06031,32.2,57.0,2.6,53665,13.4,13.0,2015,22.6,11.3,9.4,0.0048448709587254266
06033,44.4,67.3,1.9,21914,16.0,14.6,2015,24.7,21.2,2.1,0.008670256457059414
06035,34.7,36.1,2.5,8796,12.3,10.9,2015,16.4,18.1,1.0,0.028422010004547523
06037,34.4,53.8,4.5,4516714,30.3,10.0,2015,18.2,9.7,13.7,9.96299522174749e-05
06039,32.2,67.8,2.8,44208,13.3,7.5,2015,23.5,13.1,9.4,0.006333695258776692
06041,43.7,64.9,2.4,125612,55.8,5.7,2015,8.3,9.1,4.8,0.001910645479731236
06043,50.6,69.4,2.2,7047,22.1,11.6,2015,15.1,17.8,1.7,0.03121895842202356
06045,40.6,66.5,2.1,35690,23.7,12.2,2015,20.4,16.9,4.4,0.005884001120762119
06047,29.6,68.1,3.2,93126,13.1,16.2,2015,26.1,15.7,13.2,0.003436204711895711
06049,47.6,75.5,0.3,3144,18.0,8.6,2015,18.8,21.1,3.3,0.009541984732824428
06051,40.2,49.8,9.3,6989,32.3,13.4,2015,4.9,8.5,3.7,0.1330662469595078
06053,32.8,61.4,2.2,179034,23.1,8.4,2015,17.0,9.0,13.8,0.0012288168727727696
06055,39.0,62.9,1.5,67001,32.4,7.5,2015,10.3,10.7,7.4,0.002238772555633498
06057,47.5,67.8,1.6,40392,33.7,9.8,2015,12.7,14.2,1.3,0.003961180431768667
06059,35.8,56.3,2.1,1477870,37.7,7.6,2015,12.8,8.3,9.3,0.00014209639548810112
06061,39.7,68.0,1.4,159701,36.4,8.3,2015,8.9,10.9,2.6,0.0008766382176692694
06063,50.3,70.5,1.7,7058,22.0,15.2,2015,14.5,21.7,1.1,0.02408614338339473
06065,33.5,65.4,2.1,898639,20.9,12.9,2015,16.8,11.0,6.8,0.00023368671958372609
06067,34.2,58.7,2.7,616766,28.8,11.8,2015,18.2,12.8,6.7,0.0004377673218043796
06069,34.2,62.0,0.9,25301,19.0,12.2,2015,10.8,8.6,8.3,0.0035571716532943358
06071,31.4,60.4,2.2,816403,19.0,12.6,2015,19.5,10.8,7.1,0.00026947475695214253
06073,33.7,53.6,2.4,1504548,35.7,8.7,2015,14.5,9.7,7.5,0.0001595163464376012
06075,38.4,38.1,20.2,468350,53.8,6.8,2015,13.2,10.5,12.4,0.004313013771751895
06077,32.4,65.3,2.3,271491,18.4,13.7,2015,18.6,11.8,9.1,0.0008471735711312714
06079,37.1,54.4,2.0,124241,33.0,6.6,2015,14.8,11.1,3.5,0.001609774551074122
06081,38.2,56.2,2.6,378502,45.6,6.7,2015,8.0,8.1,9.5,0.0006869184310783035
06083,32.4,56.9,3.4,199985,32.2,8.0,2015,16.3,9.6,7.7,0.0017001275095632172
06085,35.9,54.4,2.2,892710,47.9,7.7,2015,9.5,7.8,11.1,0.00024644061341309046
06087,35.9,49.5,2.1,128145,38.2,7.6,2015,15.1,9.3,6.1,0.0016387685824651762
06089,40.2,68.0,2.3,67613,19.6,10.3,2015,18.0,18.1,1.3,0.003401712688388327
06091,54.4,65.9,0.6,1062,18.9,8.0,2015,14.6,18.1,1.7,0.05649717514124294
06093,45.9,73.3,3.0,15665,22.7,12.7,2015,23.1,20.1,1.1,0.019150973507819982
06095,35.9,56.8,1.9,184871,24.9,11.4,2015,13.4,11.6,4.7,0.0010277436699103698
06097,39.2,58.5,1.8,235017,32.9,8.1,2015,11.7,11.7,4.5,0.0007659020411289396
06099,32.3,64.9,2.2,202400,16.5,15.2,2015,20.3,13.4,8.6,0.0010869565217391304
06101,34.1,68.4,2.4,36590,17.6,13.2,2015,17.8,13.7,7.5,0.0065591691719048915
06103,39.3,71.0,1.6,22782,14.4,13.2,2015,19.8,19.6,3.2,0.007023088403125276
06105,50.1,68.4,0.4,4724,20.0,9.0,2015,19.5,23.9,0.2,0.00846740050804403
06107,29.6,72.0,2.7,164760,13.8,12.0,2015,28.1,11.6,13.9,0.0016387472687545523
06109,46.4,65.4,3.2,18873,20.4,12.9,2015,13.9,19.5,0.6,0.016955438986912524
06111,35.8,60.3,1.5,390135,31.7,8.6,2015,11.1,10.3,6.7,0.00038448229459033407
06113,30.5,48.9,3.0,90118,39.0,9.0,2015,19.9,10.1,7.9,0.003328968685501232
06115,31.0,64.6,2.5,26113,14.3,14.8,2015,21.9,17.3,4.9,0.009573775514111746
06001,36.3,51.2,4.7,736979,43.9,7.1,2016,12.0,9.6,9.8,0.000637738660124644
06003,39.0,78.3,4.7,401,29.7,11.8,2016,18.9,23.4,1.2,1.172069825436409
06005,48.1,67.4,1.3,12196,21.5,11.6,2016,11.2,19.1,0.6,0.010659232535257463
06007,35.3,59.6,2.9,87941,26.1,10.7,2016,21.3,17.2,2.4,0.0032976654802651774
06009,50.6,75.6,1.8,15995,20.2,9.6,2016,12.7,20.2,0.7,0.011253516723976242
06011,33.8,68.9,1.4,8944,14.4,8.7,2016,13.5,12.6,7.4,0.015652951699463326
06013,37.7,60.6,2.2,506484,40.3,7.7,2016,10.2,11.0,6.8,0.00043436712709582145
06015,37.0,57.4,3.2,8396,14.9,10.4,2016,21.7,22.5,2.1,0.038113387327298714
06017,44.2,63.6,2.1,78177,33.0,9.6,2016,9.8,13.2,1.8,0.0026862120572546913
06019,30.7,66.9,3.4,368119,19.7,11.9,2016,26.9,12.5,10.1,0.0009236143746994856
06021,35.4,71.3,3.3,10138,12.7,9.9,2016,20.3,17.7,9.6,0.032550798974156636
06023,37.1,53.6,3.0,57607,28.2,9.5,2016,21.0,16.9,1.7,0.005207700453069939
06025,31.0,68.4,2.4,57190,14.0,17.1,2016,24.1,14.3,21.4,0.004196537856268579
06027,44.2,72.9,3.7,8087,24.5,6.3,2016,10.8,13.6,2.1,0.045752442191171014
06029,30.6,64.9,2.4,323691,15.7,11.9,2016,23.1,11.0,8.8,0.0007414478623131319
06031,32.1,57.7,2.3,54567,12.8,11.7,2016,21.6,11.6,9.6,0.00421500174097898
06033,44.3,69.0,1.8,21401,16.2,13.7,2016,24.6,21.5,2.6,0.008410821924209149
06035,34.4,40.3,2.6,8760,12.5,9.4,2016,16.2,18.6,0.8,0.02968036529680365
06037,34.7,53.9,4.3,4591360,30.8,8.9,2016,17.8,9.9,13.5,9.365416782826875e-05
06039,32.0,68.5,2.6,47613,13.1,8.2,2016,22.1,12.7,9.8,0.005460693508075526
06041,44.1,66.6,2.2,127178,57.1,5.1,2016,8.1,9.0,4.6,0.0017298589378666124
06043,50.4,70.5,2.3,6966,22.6,9.8,2016,16.3,17.8,0.7,0.03301751363766867
06045,40.4,68.7,2.5,35629,24.1,11.0,2016,20.2,16.9,4.6,0.007016756013359903
06047,29.8,68.3,2.9,93760,13.7,15.7,2016,24.2,15.3,13.3,0.003093003412969283
06049,46.6,76.0,0.3,3368,18.3,6.8,2016,16.9,19.9,2.5,0.008907363420427552
06051,40.4,49.3,8.1,7522,30.6,8.0,2016,8.8,7.0,5.0,0.10768412656208455
06053,33.0,62.5,1.9,182614,23.6,6.9,2016,16.1,9.2,13.6,0.0010404459679980724
06055,39.4,63.7,1.6,68274,33.0,6.6,2016,8.8,11.1,6.8,0.0023434982570231713
06057,47.9,70.1,1.4,40067,34.4,8.8,2016,12.1,14.8,1.3,0.0034941473032670273
06059,36.0,56.7,2.0,1501853,38.4,6.8,2016,12.5,8.5,9.2,0.00013316882544430115
06061,40.1,69.0,1.4,163251,36.9,7.0,2016,8.7,11.0,2.2,0.0008575751450220825
06063,50.5,70.9,1.5,7189,21.9,11.8,2016,12.8,20.5,1.3,0.02086521073862846
06065,33.8,65.5,1.9,923845,21.2,11.3,2016,16.5,11.3,6.9,0.00020566220524005651
06067,34.5,59.2,2.6,632480,29.3,10.2,2016,17.9,12.7,6.7,0.00041108019225904373
06069,34.3,62.0,0.9,25603,19.0,10.8,2016,10.8,9.4,8.5,0.003515213060969418
06071,31.6,60.6,2.1,834181,19.3,11.0,2016,19.1,10.9,7.1,0.0002517439260783931
06073,33.9,54.0,2.3,1536747,36.5,7.8,2016,14.0,9.9,7.1,0.0001496667961609816
06075,38.2,38.6,20.3,479139,54.8,6.2,2016,12.5,10.6,12.2,0.004236766366336283
06077,32.7,65.7,2.2,277798,18.2,11.9,2016,17.8,12.2,8.6,0.0007919423465971678
06079,37.2,55.7,1.9,127442,34.1,5.5,2016,14.2,11.0,3.4,0.001490874280064657
06081,38.1,56.7,2.5,387602,47.1,5.6,2016,7.7,8.3,9.3,0.0006449915119117033
06083,32.6,57.5,3.2,202069,32.2,7.2,2016,15.9,9.7,7.7,0.0015836174771983826
06085,35.9,54.6,2.2,912304,49.1,6.6,2016,9.3,7.8,11.0,0.000241147687612901
06087,36.0,50.7,2.0,128893,39.0,7.3,2016,15.1,10.0,5.9,0.0015516746448604657
06089,40.3,69.3,2.0,69150,20.1,8.7,2016,17.5,18.3,1.1,0.0028922631959508315
06091,54.9,68.3,0.3,1186,19.8,3.9,2016,11.3,18.5,1.8,0.02529510961214165
06093,46.6,75.5,2.6,15770,22.2,11.7,2016,22.0,20.3,1.0,0.01648700063411541
06095,36.1,57.7,2.0,189124,25.1,10.0,2016,12.7,12.1,4.5,0.0010575072439246208
06097,39.5,59.7,1.8,238691,33.1,7.0,2016,11.2,11.9,4.5,0.0007541130583055079
06099,32.7,65.5,2.1,206066,16.5,13.8,2016,18.2,13.4,8.9,0.0010190909708539984
06101,34.3,69.1,1.9,37746,17.9,11.2,2016,17.5,13.5,7.9,0.0050336459492396545
06103,39.5,72.3,1.4,22690,13.8,12.6,2016,21.5,19.9,3.4,0.00617011899515205
06105,50.3,70.7,2.4,4590,20.1,9.9,2016,20.1,23.5,0.3,0.0522875816993464
06107,29.8,72.4,2.5,165799,14.0,10.6,2016,28.3,12.2,14.9,0.0015078498664045019
06109,45.9,67.0,3.2,19075,19.7,11.6,2016,14.2,20.0,0.8,0.016775884665792922
06111,36.0,60.8,1.4,395139,32.2,7.5,2016,10.6,10.5,6.6,0.0003543057000194868
06113,30.3,49.3,3.2,91743,40.0,7.9,2016,19.3,10.1,7.0,0.003488004534405895
06115,31.1,64.8,2.9,27106,15.5,12.7,2016,20.8,16.9,4.6,0.010698738286726186
06001,12.8,37.3,4.6,753329,44.7,6.0,2017,11.3,9.6,9.6,0.0006106229814596278
06003,27.5,44.9,4.4,364,25.6,14.6,2017,19.8,24.3,1.6,1.208791208791209
06005,25.6,50.6,1.1,12847,22.1,9.3,2017,10.6,17.5,0.5,0.008562310266988404
06007,17.3,36.9,2.9,90376,26.6,9.1,2017,20.5,17.2,2.3,0.00320881649995574
06009,25.7,51.6,1.4,16310,19.3,7.1,2017,12.8,20.2,0.5,0.008583690987124463
06011,13.4,34.7,1.4,9262,15.7,5.9,2017,14.0,12.1,9.0,0.01511552580436191
06013,14.6,39.2,2.0,520162,40.7,6.9,2017,9.8,11.3,6.7,0.0003844955994478643
06015,15.9,38.7,2.4,8223,14.4,9.5,2017,23.2,22.5,1.7,0.02918642831083546
06017,18.9,45.5,2.1,78495,33.3,8.1,2017,9.8,13.2,1.7,0.0026753296388304986
06019,11.4,31.8,3.1,379219,20.1,10.4,2017,25.4,13.1,10.0,0.0008174695888127968
06021,14.9,36.8,3.0,10337,13.0,9.2,2017,19.6,17.5,10.9,0.02902195994969527
06023,16.1,37.7,3.0,57251,29.4,8.9,2017,20.8,16.7,1.6,0.00524008314265253
06025,12.1,32.2,2.1,58660,14.3,16.0,2017,23.8,14.4,21.9,0.003579952267303103
06027,21.8,45.6,3.0,8078,25.3,5.2,2017,10.2,13.7,2.4,0.03713790542213419
06029,10.2,31.3,2.5,329269,15.8,10.9,2017,22.6,11.1,8.9,0.0007592576282613912
06031,9.5,31.5,3.1,55539,13.0,9.7,2017,20.9,12.1,11.3,0.005581663335674032
06033,21.2,45.8,1.9,21813,15.3,11.2,2017,22.8,21.1,2.6,0.008710402053821115
06035,12.7,36.2,2.3,8737,12.4,7.5,2017,14.6,17.0,0.7,0.026324825454961658
06037,12.5,36.0,4.2,4685201,31.2,7.8,2017,17.0,9.9,13.2,8.96439661820272e-05
06039,13.1,33.7,2.1,50407,13.8,8.3,2017,22.1,12.7,10.5,0.004166088043327316
06041,20.3,46.1,1.9,127260,57.5,4.5,2017,8.1,9.2,4.3,0.001493006443501493
06043,26.0,51.1,2.7,6789,24.4,10.0,2017,15.1,18.1,0.7,0.039770216526734424
06045,19.7,42.4,2.3,35736,24.8,10.4,2017,19.1,16.7,4.6,0.006436086859189612
06047,10.7,30.8,2.8,95151,13.8,14.6,2017,23.3,14.7,13.0,0.002942691091002722
06049,24.6,47.8,0.3,3085,16.6,7.5,2017,18.1,19.0,2.8,0.00972447325769854
06051,13.7,38.3,7.9,7781,31.5,3.6,2017,9.9,7.3,3.4,0.10152936640534638
06053,12.4,33.9,2.0,185131,23.9,6.0,2017,14.7,8.9,13.2,0.0010803161004910038
06055,17.4,40.8,1.8,69406,34.6,5.4,2017,8.2,11.6,6.4,0.0025934357260179236
06057,24.4,49.8,1.3,40996,35.8,7.3,2017,12.1,15.1,1.2,0.0031710410771782615
06059,13.5,37.5,1.8,1529381,39.1,5.8,2017,12.1,8.6,9.1,0.00011769467516596585
06061,18.2,41.6,1.3,167691,37.5,5.6,2017,8.2,10.9,2.1,0.0007752354032118599
06063,25.8,52.1,1.4,7061,22.6,9.4,2017,13.3,20.1,0.8,0.019827219940518337
06065,13.5,35.0,1.8,954390,21.5,9.9,2017,15.6,11.5,7.3,0.00018860214377770096
06067,13.0,35.9,2.6,650426,29.9,8.8,2017,16.7,12.5,6.8,0.0003997380178529149
06069,11.7,35.4,0.8,26596,19.2,8.8,2017,9.7,9.5,8.1,0.003007971123477215
06071,10.6,32.9,1.9,856541,19.8,9.9,2017,18.2,11.0,6.9,0.00022182242297800106
06073,12.9,35.4,2.2,1575008,37.4,7.1,2017,13.3,9.8,6.8,0.00013968183018752922
06075,14.9,38.3,20.3,495315,55.8,5.4,2017,11.7,10.6,11.8,0.0040984020269929245
06077,12.0,33.9,2.2,286690,18.1,10.1,2017,17.1,12.4,8.5,0.0007673793993512157
06079,18.1,39.0,1.7,128290,34.0,4.8,2017,13.8,11.1,3.2,0.0013251227687271026
06081,15.1,39.6,2.6,396443,48.5,4.7,2017,7.3,8.4,9.0,0.0006558319859349263
06083,14.3,33.7,2.9,207428,33.3,6.6,2017,15.4,9.6,7.7,0.0013980754767919472
06085,12.6,37.0,2.2,937067,50.0,5.7,2017,8.6,7.9,10.8,0.00023477510146019441
06087,14.2,37.3,2.2,130571,39.8,6.7,2017,14.7,10.5,5.7,0.0016849070620581906
06089,19.4,41.8,2.4,70647,21.4,6.8,2017,18.1,17.8,1.2,0.0033971718544311856
06091,26.4,55.0,0.0,1101,21.4,5.3,2017,12.3,13.8,0.2,0.0
06093,23.4,47.9,2.2,16073,22.7,9.1,2017,20.7,19.3,1.1,0.013687550550612831
06095,14.2,37.7,2.0,194308,25.6,8.5,2017,11.5,12.3,4.6,0.0010292936986639769
06097,17.4,41.4,1.8,243493,33.8,5.9,2017,10.7,12.0,4.2,0.000739240963805941
06099,12.3,33.9,2.2,212692,16.7,11.8,2017,17.2,13.3,8.9,0.001034359543377278
06101,14.6,35.7,2.3,37474,17.5,10.5,2017,16.7,13.8,8.1,0.006137588728184875
06103,18.5,41.1,2.2,23284,14.4,10.1,2017,20.9,20.6,3.4,0.009448548359388421
06105,25.5,51.4,2.6,4610,19.5,9.6,2017,19.9,23.2,0.7,0.05639913232104121
06107,10.7,30.6,2.4,168712,13.8,10.0,2017,27.1,12.3,16.2,0.0014225425577315187
06109,24.1,48.6,1.9,19680,20.6,7.9,2017,13.6,19.0,1.3,0.009654471544715448
06111,14.1,37.5,1.4,401262,32.6,6.6,2017,10.3,10.9,6.2,0.0003488992229515877
06113,11.5,30.9,3.1,93885,40.6,7.2,2017,19.4,9.9,6.9,0.0033019119135112105
06115,11.6,32.4,2.7,28425,16.4,9.9,2017,18.5,16.6,4.2,0.00949868073878628
06001,13.1,37.4,4.8,767292,46.0,5.1,2018,10.6,9.4,9.3,0.0006255767035235608
06003,25.6,44.3,6.0,356,30.0,17.8,2018,19.8,20.7,1.7,1.6853932584269662
06005,26.3,50.5,1.8,12863,20.3,8.6,2018,9.7,18.5,0.5,0.013993625126331339
06007,17.7,37.1,3.1,92011,26.5,8.7,2018,20.1,17.0,2.4,0.0033691623827585833
06009,27.0,52.1,0.7,16701,18.7,6.1,2018,11.7,21.4,0.5,0.004191365786479852
06011,13.8,35.1,1.8,9403,15.4,5.1,2018,13.8,12.3,10.3,0.019142826757417845
06013,15.0,39.4,2.0,532887,41.7,6.1,2018,9.1,11.2,6.5,0.0003753140909798888
06015,16.7,38.6,2.9,8474,14.3,8.3,2018,22.5,21.0,1.5,0.034222327118244036
06017,19.7,45.8,1.9,81390,33.7,6.2,2018,8.9,13.3,1.5,0.002334439120285047
06019,11.7,32.0,2.9,387400,20.7,9.4,2018,24.1,13.0,9.9,0.000748580278781621
06021,15.4,36.6,2.0,10711,13.9,6.8,2018,18.8,16.8,8.7,0.018672392867145924
06023,16.7,38.0,2.7,58275,29.8,8.0,2018,20.3,16.3,1.7,0.004633204633204634
06025,12.5,32.4,2.0,59142,14.5,15.3,2018,24.2,14.4,23.0,0.003381691522099354
06027,22.9,45.7,2.4,7901,26.1,5.2,2018,10.2,14.1,2.1,0.030375901784584228
06029,10.4,31.5,2.5,333091,16.1,10.3,2018,22.0,11.2,9.0,0.00075054564668514
06031,9.7,31.7,2.7,55612,13.5,8.4,2018,20.8,12.4,11.5,0.004855067251672301
06033,21.7,45.6,1.8,22611,15.8,9.8,2018,21.0,20.1,2.9,0.00796072707973995
06035,13.3,36.0,2.0,8478,12.0,6.1,2018,13.8,16.8,0.8,0.02359046945034206
06037,12.9,36.2,4.1,4749180,31.8,6.8,2018,16.0,9.9,12.9,8.633069287750728e-05
06039,13.4,33.9,2.1,53980,14.5,8.3,2018,20.8,13.2,10.6,0.003890329751759912
06041,21.0,46.5,1.9,128692,58.8,3.8,2018,7.6,8.9,4.1,0.0014763932489976067
06043,26.7,51.4,2.8,6777,23.4,8.7,2018,14.0,18.4,1.4,0.04131621661502139
06045,20.4,42.8,1.8,36532,24.7,9.2,2018,18.5,16.8,4.4,0.00492718712361765
06047,10.9,30.9,2.4,98647,14.0,12.7,2018,22.7,13.6,12.9,0.002432917372043752
06049,25.7,47.7,0.7,2998,15.9,8.1,2018,16.6,18.1,2.7,0.02334889926617745
06051,14.3,38.3,5.4,8235,30.6,3.1,2018,10.4,6.5,2.8,0.06557377049180328
06053,12.8,34.1,1.8,187205,24.5,5.4,2018,14.1,8.9,13.3,0.000961512780107369
06055,18.0,41.1,1.8,69074,34.9,5.0,2018,8.1,11.8,6.9,0.002605900917856212
06057,25.4,50.1,1.1,42329,36.6,6.4,2018,11.4,14.9,1.2,0.002598691204611496
06059,13.9,37.8,1.8,1546371,39.9,5.1,2018,11.5,8.6,9.0,0.0001164015621089635
06061,18.7,41.9,1.4,170441,38.6,4.9,2018,8.0,10.7,2.0,0.0008213986071426474
06063,26.7,52.2,1.5,7277,23.5,6.4,2018,11.7,18.4,0.9,0.02061288992716779
06065,13.8,35.3,1.6,984230,21.8,8.6,2018,14.7,11.4,7.9,0.00016256362842018634
06067,13.4,36.0,2.5,671083,30.4,7.4,2018,15.8,12.1,6.6,0.00037253216070143335
06069,12.1,35.5,0.7,27547,19.7,7.4,2018,9.2,9.4,8.5,0.0025411115547972554
06071,10.9,33.1,1.8,881534,20.3,8.8,2018,17.3,10.9,6.7,0.00020418951509527708
06073,13.3,35.6,2.2,1603486,38.1,6.4,2018,12.5,9.8,6.5,0.00013720107316184864
06075,15.1,38.2,21.1,504358,57.1,4.7,2018,10.9,10.3,11.6,0.004183536297629858
06077,12.2,34.1,2.1,295859,18.4,8.7,2018,15.9,12.4,8.3,0.0007097975724923021
06079,18.7,39.1,1.9,128339,34.6,4.6,2018,13.3,11.5,3.0,0.0014804541098185275
06081,15.4,39.6,2.5,401339,49.9,4.1,2018,7.0,8.5,8.5,0.0006229147927313319
06083,14.6,33.7,2.6,207593,33.8,6.1,2018,14.8,9.9,7.8,0.00125245070883893
06085,12.8,37.0,2.3,955422,51.3,4.8,2018,7.9,7.9,10.7,0.00024073132081949128
06087,15.0,37.4,2.0,131355,40.0,6.3,2018,14.3,11.1,6.1,0.0015225914506490047
06089,19.9,41.8,2.6,70789,22.2,6.2,2018,17.1,17.8,1.2,0.0036728870304708356
06091,29.1,55.5,0.0,1168,18.7,4.6,2018,8.3,13.2,0.0,0.0
06093,24.0,48.0,1.9,16309,22.5,7.9,2018,19.4,19.4,1.2,0.011650009197375681
06095,14.7,37.9,1.9,200623,26.2,7.0,2018,10.4,12.4,4.5,0.0009470499394386487
06097,18.2,41.7,1.7,247521,34.9,5.1,2018,10.3,12.1,4.3,0.0006868104120458466
06099,12.6,34.0,2.0,215593,16.9,10.5,2018,16.1,13.2,8.7,0.0009276739040692415
06101,14.8,35.7,2.1,38011,17.7,9.7,2018,16.0,13.8,8.0,0.005524716529425693
06103,18.9,40.9,2.8,23719,15.5,9.3,2018,21.5,20.1,3.4,0.011804882161979845
06105,26.3,51.8,2.6,4590,19.7,8.6,2018,19.7,21.4,0.1,0.056644880174291944
06107,10.9,30.8,2.2,172133,14.3,9.4,2018,25.5,12.1,17.1,0.0012780814835040347
06109,24.8,48.4,1.5,20024,20.0,6.8,2018,13.3,19.0,1.3,0.007491010787055533
06111,14.6,37.9,1.3,404178,33.1,5.9,2018,9.6,10.9,6.2,0.0003216404653395286
06113,11.8,31.0,3.1,95318,41.6,6.5,2018,19.6,9.3,6.8,0.003252271344342097
06115,12.0,32.5,2.5,29756,16.7,8.4,2018,18.0,15.8,4.9,0.008401666890711116
06001,13.5,37.6,4.7,781901,47.4,4.6,2019,9.9,9.2,8.6,0.0006010991161285124
06003,29.9,52.2,4.5,330,34.5,12.5,2019,19.7,16.0,1.7,1.3636363636363635
06005,26.7,50.5,1.9,13281,19.3,6.9,2019,9.9,19.0,0.5,0.014306151645207437
06007,18.0,37.1,2.8,93125,27.2,8.1,2019,19.1,17.2,2.3,0.003006711409395973
06009,27.5,52.0,0.6,16860,18.3,6.4,2019,11.4,21.1,0.6,0.0035587188612099642
06011,14.4,35.3,1.7,9469,15.0,4.3,2019,13.0,12.2,10.4,0.01795332136445242
06013,15.4,39.7,1.9,544376,42.4,5.3,2019,8.7,11.2,6.2,0.0003490234690728467
06015,17.2,39.5,2.2,8838,14.8,7.7,2019,19.5,20.0,1.3,0.024892509617560534
06017,20.5,45.9,1.7,83461,34.3,5.5,2019,8.4,13.2,1.4,0.002036879500605073
06019,12.0,32.2,2.7,395689,21.2,8.7,2019,22.5,13.2,10.1,0.0006823540710002048
06021,15.9,36.4,1.7,10994,14.2,5.3,2019,17.5,15.2,8.5,0.015462979807167546
06023,17.3,38.4,2.9,59460,30.4,7.8,2019,20.1,16.5,1.4,0.004877228388832829
06025,12.6,32.4,2.0,59343,15.2,14.2,2019,24.1,14.4,23.9,0.0033702374332271706
06027,22.8,45.8,1.3,8053,27.2,4.1,2019,9.3,14.2,2.3,0.016143052278653917
06029,10.7,31.6,2.5,337438,16.4,9.8,2019,21.0,11.1,9.5,0.0007408768425607075
06031,10.0,31.8,2.3,56799,14.7,7.6,2019,18.2,12.2,13.1,0.0040493670663215905
06033,22.3,45.6,1.8,23281,15.5,8.7,2019,18.6,20.0,2.3,0.007731626648339847
06035,14.2,36.6,2.4,8340,12.9,6.5,2019,13.5,18.4,0.8,0.028776978417266185
06037,13.3,36.5,3.9,4811408,32.5,6.1,2019,14.9,9.9,12.7,8.10573536893982e-05
06039,13.8,34.1,1.5,54942,14.6,8.7,2019,19.9,13.0,10.6,0.002730151796439882
06041,21.6,46.8,1.7,128161,59.5,3.7,2019,7.2,9.1,4.1,0.0013264565663501375
06043,27.5,51.7,4.0,6785,24.6,8.3,2019,15.2,20.4,1.2,0.058953574060427415
06045,21.2,43.1,1.8,36446,24.4,8.7,2019,17.8,17.0,3.5,0.004938813587224936
06047,11.0,31.1,2.3,100895,13.8,11.9,2019,21.2,13.0,13.1,0.0022795976014668715
06049,27.0,47.8,1.3,2921,15.2,8.6,2019,18.8,18.3,4.1,0.044505306401917154
06051,14.3,37.7,6.2,8302,28.8,3.4,2019,12.1,5.3,3.7,0.07468079980727536
06053,13.2,34.4,1.7,189872,24.7,4.9,2019,13.1,8.8,12.4,0.0008953400185388052
06055,18.6,41.3,1.8,69238,35.7,4.5,2019,7.8,11.8,6.0,0.0025997284728039517
06057,26.5,50.5,1.1,42907,37.2,4.6,2019,11.0,14.3,0.8,0.0025636842473256115
06059,14.4,38.1,1.8,1562046,40.6,4.6,2019,10.9,8.5,8.7,0.00011523348224059984
06061,19.1,42.0,1.3,175805,39.7,4.2,2019,7.7,10.6,1.9,0.000739455646881488
06063,27.1,52.3,1.2,7485,23.7,5.4,2019,12.1,16.5,1.1,0.01603206412825651
06065,14.1,35.6,1.5,1009081,22.3,7.5,2019,13.7,11.6,8.1,0.00014865010836592898
06067,13.7,36.2,2.3,689904,30.9,6.5,2019,14.7,11.8,6.5,0.0003333797165982513
06069,12.5,35.7,0.7,28376,19.7,6.9,2019,8.4,9.0,8.5,0.002466873414152805
06071,11.3,33.3,1.7,904677,21.0,7.7,2019,16.0,11.0,6.7,0.00018791237093459875
06073,13.7,35.8,2.2,1627544,38.8,6.0,2019,11.6,9.9,6.3,0.0001351729968590711
06075,15.4,38.2,21.4,512455,58.1,4.2,2019,10.3,10.2,11.2,0.0041759764271984854
06077,12.5,34.3,1.9,303147,18.8,7.8,2019,14.5,12.5,8.3,0.0006267586352495653
06079,19.4,39.2,2.0,130710,35.4,4.0,2019,12.5,11.6,2.6,0.0015301048121796343
06081,15.8,39.7,2.4,406128,51.0,3.7,2019,6.7,8.2,8.3,0.0005909466966079659
06083,15.0,33.8,2.5,209569,34.2,5.8,2019,13.5,9.9,8.1,0.0011929245260510859
06085,13.2,37.1,2.5,966853,52.4,4.3,2019,7.5,8.0,10.6,0.0002585708478951816
06087,15.8,37.8,1.9,132921,40.8,5.7,2019,13.1,12.0,5.9,0.0014294204828431926
06089,20.2,41.5,2.6,72331,22.2,5.5,2019,16.7,18.3,1.1,0.0035945860004700614
06091,29.3,54.8,0.0,1195,17.9,5.3,2019,9.7,15.6,0.0,0.0
06093,24.7,47.8,1.8,16123,23.2,7.1,2019,18.8,18.6,0.9,0.0111641754016002
06095,15.2,38.1,1.9,205287,26.9,6.0,2019,9.5,12.3,4.7,0.0009255335213627751
06097,19.0,42.1,1.7,249638,35.5,4.4,2019,9.2,11.9,4.2,0.0006809860678262124
06099,12.8,34.1,1.7,221055,17.1,9.1,2019,15.1,13.1,8.4,0.0007690393793399832
06101,15.0,35.7,2.0,38584,18.2,8.3,2019,15.5,13.6,8.6,0.005183495749533485
06103,19.3,41.0,2.9,24008,15.7,8.6,2019,22.1,18.9,3.5,0.012079306897700766
06105,26.9,52.5,2.4,4257,19.5,8.8,2019,19.0,20.9,0.5,0.05637773079633545
06107,11.2,31.0,1.9,173640,14.6,9.5,2019,23.8,12.1,16.9,0.0010942179221377563
06109,25.6,48.4,1.7,20071,20.5,5.2,2019,12.8,19.6,1.0,0.008469931742314783
