year,county_name,ed_admissions,ed_visits,ed_facility_count,ed_admit_rate,ed_visits_per_facility,county_clean,fips5
2015,FRESNO,47757.0,278770.0,6,0.1713132690031208,46461.666666666664,FRESNO,06019
2015,GLENN,206.0,5588.0,1,0.0368647100930565,5588.0,GLENN,06021
2015,HUMBOLDT,6668.0,58277.0,4,0.114419067556669,14569.25,HUMBOLDT,06023
2015,IMPERIAL,6462.0,90727.0,2,0.0712246629999889,45363.5,IMPERIAL,06025
2015,INYO,635.0,9362.0,2,0.0678273873104037,4681.0,INYO,06027
2015,KERN,37951.0,318630.0,9,0.1191068009917459,35403.333333333336,KERN,06029
2015,KINGS,7351.0,114601.0,2,0.0641442919346253,57300.5,KINGS,06031
2015,LAKE,2272.0,38870.0,2,0.0584512477489066,19435.0,LAKE,06033
2015,LASSEN,790.0,10917.0,1,0.0723642026197673,10917.0,LASSEN,06035
2015,LOS ANGELES,544261.0,3010220.0,76,0.1808043930343961,39608.15789473684,LOS ANGELES,06037
2015,MADERA,10985.0,149922.0,2,0.0732714344792625,74961.0,MADERA,06039
2015,MARIN,9440.0,68929.0,3,0.1369525163574112,22976.333333333332,MARIN,06041
2015,MARIPOSA,159.0,5844.0,1,0.0272073921971252,5844.0,MARIPOSA,06043
2015,MENDOCINO,3528.0,46394.0,4,0.0760443160753545,11598.5,MENDOCINO,06045
2015,MERCED,7461.0,97736.0,2,0.0763382990914299,48868.0,MERCED,06047
2015,MODOC,163.0,4670.0,2,0.0349036402569593,2335.0,MODOC,06049
2015,MONO,319.0,8149.0,1,0.0391459074733096,8149.0,MONO,06051
2015,MONTEREY,18856.0,157135.0,4,0.1199987272090877,39283.75,MONTEREY,06053
2015,NAPA,4731.0,34733.0,2,0.136210520254513,17366.5,NAPA,06055
2015,NEVADA,4814.0,39114.0,2,0.1230761364217415,19557.0,NEVADA,06057
2015,ORANGE,149975.0,815438.0,24,0.1839195622475283,33976.583333333336,ORANGE,06059
2015,PLACER,22766.0,176873.0,3,0.1287138229124852,58957.666666666664,PLACER,06061
2015,PLUMAS,672.0,10256.0,3,0.0655226209048362,3418.6666666666665,PLUMAS,06063
2015,RIVERSIDE,112504.0,743201.0,16,0.1513776219353849,46450.0625,RIVERSIDE,06065
2015,SACRAMENTO,77975.0,536549.0,9,0.1453268946545422,59616.555555555555,SACRAMENTO,06067
2015,SAN BENITO,1303.0,17156.0,1,0.0759501049195616,17156.0,SAN BENITO,06069
2015,SAN BERNARDINO,109096.0,762508.0,17,0.143075220194411,44853.41176470588,SAN BERNARDINO,06071
2015,SAN DIEGO,156323.0,857147.0,17,0.182375951849566,50420.41176470588,SAN DIEGO,06073
2015,SAN FRANCISCO,45126.0,245771.0,9,0.1836099458438953,27307.88888888889,SAN FRANCISCO,06075
2015,SAN JOAQUIN,37846.0,306002.0,7,0.1236789302030705,43714.57142857143,SAN JOAQUIN,06077
2015,SAN LUIS OBISPO,9770.0,95697.0,4,0.1020930645683772,23924.25,SAN LUIS OBISPO,06079
2015,SAN MATEO,24604.0,187617.0,7,0.1311395022839081,26802.428571428572,SAN MATEO,06081
2015,SANTA BARBARA,17817.0,159228.0,5,0.1118961489185319,31845.6,SANTA BARBARA,06083
2015,SANTA CLARA,80305.0,499681.0,9,0.1607125345970729,55520.11111111111,SANTA CLARA,06085
2015,SANTA CRUZ,10702.0,72680.0,2,0.1472482113373693,36340.0,SANTA CRUZ,06087
2015,SHASTA,13273.0,94383.0,3,0.1406291387220156,31461.0,SHASTA,06089
2015,SISKIYOU,1651.0,21350.0,2,0.0773302107728337,10675.0,SISKIYOU,06093
2015,SOLANO,18085.0,191177.0,4,0.0945981995742165,47794.25,SOLANO,06095
2015,SONOMA,18969.0,152098.0,7,0.1247156438611947,21728.285714285714,SONOMA,06097
2015,STANISLAUS,33538.0,239370.0,4,0.140109453983373,59842.5,STANISLAUS,06099
2015,TEHAMA,1921.0,30568.0,1,0.0628434964668934,30568.0,TEHAMA,06103
2015,TRINITY,307.0,5048.0,1,0.0608161648177496,5048.0,TRINITY,06105
2015,TULARE,19472.0,144199.0,3,0.1350356105104751,48066.333333333336,TULARE,06107
2015,TUOLUMNE,3397.0,30146.0,1,0.1126849333244875,30146.0,TUOLUMNE,06109
2015,VENTURA,36038.0,237117.0,7,0.1519840416334552,33873.857142857145,VENTURA,06111
2015,YOLO,4123.0,47730.0,2,0.086381730567777,23865.0,YOLO,06113
2015,YUBA,7543.0,52146.0,1,0.1446515552487247,52146.0,YUBA,06115
2016,ALAMEDA,73192.0,574350.0,13,0.1274344911639244,44180.769230769234,ALAMEDA,06001
2016,AMADOR,1860.0,22002.0,1,0.0845377692937005,22002.0,AMADOR,06005
2016,BUTTE,25763.0,105393.0,4,0.2444469746567608,26348.25,BUTTE,06007
2016,CALAVERAS,845.0,12469.0,1,0.0677680648007057,12469.0,CALAVERAS,06009
2016,COLUSA,86.0,2118.0,1,0.040604343720491,2118.0,COLUSA,06011
2016,CONTRA COSTA,43877.0,316931.0,7,0.1384433835756048,45275.857142857145,CONTRA COSTA,06013
2016,DEL NORTE,1632.0,19705.0,1,0.0828216188784572,19705.0,DEL NORTE,06015
2016,EL DORADO,5359.0,43225.0,2,0.1239791787160208,21612.5,EL DORADO,06017
2016,FRESNO,49502.0,276939.0,6,0.1787469442729265,46156.5,FRESNO,06019
