fips5,year,ed_visits,ed_admissions,ed_total,ed_admit_rate,county_name_clean
06009,2018,10856.0,768.0,11624.0,0.0707442888725129,CALAVERAS
06011,2018,6308.0,570.0,6878.0,0.09036144578313253,COLUSA
06013,2018,312575.0,45686.0,358261.0,0.146160121570823,CONTRA COSTA
06015,2018,17334.0,1789.0,19123.0,0.10320756893965617,DEL NORTE
06017,2018,44374.0,5431.0,49805.0,0.12239149051246226,EL DORADO
06019,2018,291371.0,56677.0,348048.0,0.19451832886594753,FRESNO
06021,2018,5748.0,171.0,5919.0,0.029749478079331943,GLENN
06023,2018,54930.0,7341.0,62271.0,0.13364281813216822,HUMBOLDT
06025,2018,84262.0,7161.0,91423.0,0.08498492796278274,IMPERIAL
06027,2018,10105.0,680.0,10785.0,0.06729341909945571,INYO
06029,2018,332771.0,38670.0,371441.0,0.11620603958878628,KERN
06031,2018,106876.0,6476.0,113352.0,0.060593585089262325,KINGS
06033,2018,40316.0,2607.0,42923.0,0.06466415318980058,LAKE
06035,2018,10325.0,647.0,10972.0,0.0626634382566586,LASSEN
06037,2018,3238050.0,547210.0,3785260.0,0.16899368447059188,LOS ANGELES
06039,2018,135995.0,10119.0,146114.0,0.0744071473215927,MADERA
06041,2018,68284.0,10119.0,78403.0,0.1481899127174741,MARIN
06043,2018,6630.0,251.0,6881.0,0.037858220211161385,MARIPOSA
06045,2018,50780.0,3963.0,54743.0,0.078042536431666,MENDOCINO
06047,2018,89511.0,9948.0,99459.0,0.1111371786707779,MERCED
06049,2018,5023.0,174.0,5197.0,0.0346406529962174,MODOC
06051,2018,10045.0,403.0,10448.0,0.04011946241911399,MONO
06053,2018,148464.0,21065.0,169529.0,0.14188624851815929,MONTEREY
06055,2018,32246.0,5208.0,37454.0,0.16150840414314954,NAPA
06057,2018,34687.0,5117.0,39804.0,0.1475192435206273,NEVADA
06059,2018,840358.0,154945.0,995303.0,0.18437975243884155,ORANGE
06061,2018,204456.0,27572.0,232028.0,0.13485542121532262,PLACER
06063,2018,11090.0,665.0,11755.0,0.059963931469792606,PLUMAS
06065,2018,788667.0,123468.0,912135.0,0.15655276561590634,RIVERSIDE
06067,2018,545956.0,80458.0,626414.0,0.14737085039820058,SACRAMENTO
06069,2018,18590.0,1319.0,19909.0,0.07095212479827864,SAN BENITO
06071,2018,775904.0,122630.0,898534.0,0.15804790283334022,SAN BERNARDINO
06073,2018,858742.0,154304.0,1013046.0,0.17968609896802532,SAN DIEGO
06075,2018,251320.0,47847.0,299167.0,0.19038277892726405,SAN FRANCISCO
06077,2018,334990.0,42070.0,377060.0,0.1255858383832353,SAN JOAQUIN
06079,2018,90535.0,10922.0,101457.0,0.1206384271276302,SAN LUIS OBISPO
06081,2018,185666.0,23670.0,209336.0,0.12748699277196687,SAN MATEO
06083,2018,150414.0,19076.0,169490.0,0.12682330102251121,SANTA BARBARA
06085,2018,492839.0,84970.0,577809.0,0.17240924520989614,SANTA CLARA
