county,year,discharges_total.1,total_operating_revenue,total_operating_expenses,net_patient_revenue,patient_days_total_total,outpatient_visits_total_emergency_svcs.__(incl._psych_er),net_patient_revenue_total_medi-cal_-_traditional,net_patient_revenue_total_medi-cal_-_managed_care,outpatient_visits_total_emergency_svcs._(incl._psych_er),n_hospitals,cost_per_discharge,operating_margin,total_medi_cal_rev,medi_cal_rev_share
MARIN,2022,14561.0,896048561.0,903609774.0,839607151.0,95276.0,0.0,19489143.0,81881350.0,63824.0,4,62056.84870544606,-0.008438396454274312,101370493.0,0.12073562365359129
MARIN,2023,15247.0,942016698.0,966900170.0,877000642.0,101463.0,0.0,13165276.0,86637558.0,71683.0,4,63415.76506853807,-0.026415107134332347,99802834.0,0.1138001835122944
MARIN,2024,17156.0,1039517899.0,1040670879.0,967580177.0,105454.0,0.0,9986536.0,107072306.0,77805.0,4,60659.295814875266,-0.001109148770895767,117058842.0,0.12098102543082587
MARIPOSA,2013,226.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0.0,,0.0,
MARIPOSA,2014,198.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0.0,,0.0,
MARIPOSA,2015,222.0,15726295.0,18445610.0,14922313.0,8741.0,5377.0,4598512.0,0.0,0.0,1,83088.33333333333,-0.17291517169174303,4598512.0,0.30816348645146363
MARIPOSA,2016,260.0,17323619.0,18816897.0,16678703.0,9447.0,0.0,3672555.0,1658587.0,5907.0,1,72372.68076923076,-0.08619896339211801,5331142.0,0.31963768405732745
MARIPOSA,2017,230.0,19033574.0,19974459.0,18317693.0,10064.0,0.0,3832485.0,2518295.0,6117.0,1,86845.47391304348,-0.049432912599599005,6350780.0,0.34670195640903034
MARIPOSA,2018,281.0,21315214.0,22624653.0,19944321.0,9807.0,0.0,5343192.0,2784445.0,6824.0,1,80514.7793594306,-0.06143213012076726,8127637.0,0.4075163551569392
MARIPOSA,2019,317.0,25196752.0,24605416.0,23139024.0,10214.0,0.0,3672399.0,5321691.0,7129.0,1,77619.60883280757,0.023468739145426364,8994090.0,0.38869789840746954
MARIPOSA,2020,401.0,25301596.0,25532842.0,23728726.0,10503.0,0.0,2261792.0,6037748.0,6639.0,1,63672.92269326683,-0.009139581550507724,8299540.0,0.34976761921394345
MARIPOSA,2021,386.0,24232163.0,27969155.0,23225310.0,9639.0,0.0,1369119.0,5032903.0,5876.0,1,72458.95077720207,-0.15421619605315465,6402022.0,0.275648505875702
MARIPOSA,2022,340.0,21525585.0,28894518.0,20524796.0,7913.0,0.0,2124580.0,4011488.0,5384.0,1,84983.87647058823,-0.34233369267316077,6136068.0,0.29895878136864307
MARIPOSA,2023,203.0,21382865.0,29999873.0,20958722.0,7555.0,0.0,2794799.0,3102749.0,6257.0,1,147782.62561576354,-0.4029865969784685,5897548.0,0.28138872207952376
MARIPOSA,2024,261.0,24402203.0,31341054.0,24256395.0,8430.0,0.0,5489254.0,6208925.0,6657.0,1,120080.66666666667,-0.2843534659555123,11698179.0,0.48227195343743373
MENDOCINO,2013,6746.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3,0.0,,0.0,
MENDOCINO,2014,6503.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3,0.0,,0.0,
MENDOCINO,2015,6349.0,229850926.0,212101880.0,225984840.0,22326.0,42495.0,29111024.0,38808224.0,0.0,3,33407.131831784536,0.07721981507266149,67919248.0,0.30054780665818115
MENDOCINO,2016,6317.0,250418023.0,232229005.0,247820148.0,23458.0,0.0,25801869.0,54324598.0,50257.0,3,36762.54630362514,0.07263462023258606,80126467.0,0.3233250712125311
MENDOCINO,2017,5943.0,277259697.0,257201979.0,274743630.0,22568.0,0.0,27457627.0,61407654.0,53301.0,3,43278.138818778396,0.07234271052384508,88865281.0,0.3234480122432684
MENDOCINO,2018,6196.0,292115766.0,269061289.0,289443925.0,23706.0,0.0,12533741.0,89922808.0,50099.0,3,43424.998224661074,0.07892239886839932,102456549.0,0.35397719610111006
MENDOCINO,2019,6035.0,319307404.0,304069555.0,314845995.0,22782.0,0.0,13786632.0,99508622.0,53843.0,3,50384.35045567523,0.047721564890490294,113295254.0,0.35984340216873334
MENDOCINO,2020,6344.0,334848663.0,329002409.0,330797701.0,24859.0,0.0,14752502.0,97410640.0,52200.0,3,51860.40494955864,0.0174593917969444,112163142.0,0.339068686574699
MENDOCINO,2021,6659.0,378154806.0,361717569.0,349822890.0,27556.0,0.0,13133348.0,105262420.0,46803.0,4,54320.103468989335,0.043466952526315376,118395768.0,0.3384448856391301
MENDOCINO,2022,6066.0,383752445.0,365062771.0,364895613.0,28212.0,0.0,15236567.0,103065863.0,44100.0,3,60181.7954170788,0.048702423251010166,118302430.0,0.3242089676753664
MENDOCINO,2023,5957.0,398613882.0,415752340.0,384821469.0,26114.0,0.0,13022435.0,104744439.0,58438.0,3,69792.2343461474,-0.04299513582921329,117766874.0,0.3060298956449335
MENDOCINO,2024,5633.0,426692504.0,429486427.0,420381503.0,24236.0,0.0,9568383.0,113862071.0,52287.0,3,76244.70566305699,-0.006547860517371545,123430454.0,0.29361533064407924
MERCED,2013,13065.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3,0.0,,0.0,
MERCED,2014,11656.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3,0.0,,0.0,
MERCED,2015,12829.0,294458064.0,295966727.0,287549634.0,47944.0,86930.0,34684121.0,45323601.0,0.0,3,23070.13227843168,-0.005123524142982887,80007722.0,0.27823969339498444
MERCED,2016,12861.0,377375025.0,332075102.0,372045173.0,47817.0,0.0,34078470.0,136032413.0,95442.0,3,25820.317393670786,0.12003953626766901,170110883.0,0.45723179695708616
MERCED,2017,15907.0,376315751.0,343762499.0,371809182.0,51324.0,0.0,29122836.0,139386007.0,94480.0,3,21610.768781039795,0.08650515401891855,168508843.0,0.45321323721370604
MERCED,2018,14902.0,404513684.0,365106455.0,401708471.0,53952.0,0.0,21718172.0,138403648.0,96869.0,3,24500.500268420346,0.09741877854495523,160121820.0,0.39860204989304293
MERCED,2019,14933.0,425919921.0,378888508.0,422216152.0,53721.0,0.0,30596271.0,154099545.0,92158.0,3,25372.56465546106,0.11042313515079752,184695816.0,0.4374437480070634
MERCED,2020,13936.0,421464290.0,382244539.0,418459351.0,51325.0,0.0,25402276.0,138897096.0,90888.0,3,27428.569101607347,0.09305592889020325,164299372.0,0.39262922816127965
MERCED,2021,13113.0,427163313.0,390038395.0,410209425.0,46008.0,0.0,20008376.0,123825604.0,77930.0,3,29744.405933043545,0.08691036161150853,143833980.0,0.35063548332659594
MERCED,2022,12677.0,463746541.0,417575913.0,453340913.0,48904.0,0.0,28814337.0,134836822.0,71347.0,3,32939.647629565356,0.09956004825489362,163651159.0,0.36098916799066844
MERCED,2023,13478.0,476760972.0,435779979.0,469668755.0,56590.0,0.0,18379837.0,143795974.0,84185.0,3,32332.68875204036,0.08595710514660164,162175811.0,0.3452982751641633
MERCED,2024,12848.0,521827805.0,450774686.0,508253293.0,54170.0,0.0,14705542.0,153380753.0,91056.0,3,35085.202833125775,0.1361620027127531,168086295.0,0.3307136369109565
MODOC,2013,324.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0.0,,0.0,
MODOC,2014,289.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0.0,,0.0,
MODOC,2015,255.0,10942915.0,14102552.0,10815862.0,17608.0,3664.0,6287280.0,0.0,0.0,1,55304.12549019608,-0.2887381470111026,6287280.0,0.5813017954556003
MODOC,2016,233.0,14338548.0,14836230.0,13655728.0,15994.0,0.0,453146.0,6482810.0,4367.0,1,63674.80686695279,-0.03470937224606006,6935956.0,0.5079155062256658
MODOC,2017,207.0,13883843.0,15884103.0,13612440.0,13121.0,0.0,470706.0,5338644.0,4399.0,1,76734.79710144928,-0.14407106159296096,5809350.0,0.4267677212902316
MODOC,2018,217.0,15873154.0,17019241.0,15538804.0,13467.0,0.0,554602.0,7014136.0,4391.0,1,78429.68202764977,-0.07220285269077588,7568738.0,0.487086264811629
MODOC,2019,251.0,19605011.0,19555013.0,18147774.0,12206.0,0.0,537541.0,7557135.0,4835.0,1,77908.41832669322,0.002550266357922472,8094676.0,0.44604236310194295
MODOC,2020,306.0,24841347.0,21926215.0,22672024.0,12604.0,0.0,1453860.0,12570546.0,4875.0,1,71654.29738562091,0.11734999716400242,14024406.0,0.6185775914845538
MODOC,2021,448.0,49433270.0,41395004.0,44191137.0,24662.0,0.0,2205398.0,25843240.0,6324.0,2,92399.5625,0.16260842141335177,28048638.0,0.6347118427842217
MODOC,2022,150.0,18505756.0,17890408.0,16666367.0,8779.0,0.0,323275.0,8294779.0,2248.0,1,119269.38666666667,0.0332517082793051,8618054.0,0.5170925373238211
MODOC,2023,309.0,33998971.0,39116456.0,30777872.0,16711.0,0.0,1067853.0,14710452.0,5519.0,1,126590.47249190939,-0.15051882011370285,15778305.0,0.5126509396101199
MODOC,2024,313.0,41812437.0,42319508.0,37807256.0,18028.0,0.0,1194096.0,20940236.0,5827.0,1,135206.09584664536,-0.0121272768674067,22134332.0,0.585451956629701
MONO,2013,625.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0.0,,0.0,
MONO,2014,631.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0.0,,0.0,
MONO,2015,574.0,55341713.0,56785724.0,54738073.0,1171.0,7705.0,4561388.0,2153737.0,0.0,1,98929.83275261323,-0.02609263287531414,6715125.0,0.12267740956098326
MONO,2016,685.0,59008732.0,56777501.0,58480391.0,1101.0,0.0,4547729.0,6307941.0,8836.0,1,82886.86277372263,0.037811878418265284,10855670.0,0.1856292308305531
MONO,2017,675.0,67716221.0,62161558.0,67117986.0,1396.0,0.0,5367526.0,8864687.0,9451.0,1,92091.19703703704,0.08202854379602784,14232213.0,0.21204767675835803
MONO,2018,671.0,66552920.0,65122665.0,66147919.0,1335.0,0.0,3033373.0,6134508.0,9178.0,1,97053.1520119225,0.02149049207758277,9167881.0,0.13859666545216637
MONO,2019,660.0,71370106.0,70403696.0,71021362.0,1437.0,0.0,6292496.0,9291459.0,9320.0,1,106672.26666666666,0.013540823380590187,15583955.0,0.2194263044406273
MONO,2020,751.0,80599526.0,73589722.0,80023199.0,1836.0,0.0,3451270.0,9427380.0,9522.0,1,97988.97736351531,0.086970784418757,12878650.0,0.1609364554396282
MONO,2021,694.0,79113466.0,78735486.0,78567874.0,1591.0,0.0,4315456.0,9718554.0,8542.0,1,113451.70893371759,0.004777694861706603,14034010.0,0.17862275362064653
MONO,2022,702.0,88876666.0,79325814.0,88397162.0,1687.0,0.0,4581391.0,9893853.0,7900.0,1,112999.73504273505,0.10746186181196311,14475244.0,0.1637523611900572
MONO,2023,560.0,94637355.0,91815469.0,94067881.0,1409.0,0.0,4986732.0,7768608.0,9215.0,1,163956.19464285715,0.029817887450468157,12755340.0,0.1355971864615511
MONO,2024,464.0,99857142.0,94092999.0,99121206.0,1200.0,0.0,3946919.0,8052996.0,10276.0,1,202786.63577586206,0.057723893199346725,11999915.0,0.12106304477368848
MONTEREY,2013,31584.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4,0.0,,0.0,
MONTEREY,2014,31089.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4,0.0,,0.0,
MONTEREY,2015,29920.0,1027007344.0,969630088.0,985504009.0,153814.0,163100.0,95448380.0,73409215.0,0.0,4,32407.422727272726,0.055868398931332275,168857595.0,0.17134135778031118
MONTEREY,2016,30507.0,1141185823.0,1044103656.0,1101006070.0,153384.0,0.0,97118039.0,86861751.0,200449.0,4,34225.0518241715,0.08507130481588536,183979790.0,0.16710152197435205
MONTEREY,2017,31664.0,1237886630.0,1110043870.0,1206525888.0,160851.0,0.0,101171615.0,105006755.0,160457.0,4,35056.969113188476,0.10327501477255635,206178370.0,0.17088598931082363
MONTEREY,2018,31871.0,1275733485.0,1168845612.0,1233657460.0,162920.0,0.0,78688905.0,101983216.0,173928.0,4,36674.268519971134,0.0837854256055684,180672121.0,0.14645242043119489
MONTEREY,2019,34063.0,1454975175.0,1271703377.0,1394086084.0,172158.0,0.0,103181501.0,183955145.0,177838.0,4,37333.86304788187,0.12596214777341477,287136646.0,0.20596765816364035
MONTEREY,2020,35603.0,1662713081.0,1454756948.0,1613484338.0,175725.0,0.0,98438983.0,236683487.0,180004.0,4,40860.515911580485,0.12507036564295845,335122470.0,0.2077010988624793
MONTEREY,2021,33170.0,1665892807.0,1446574933.0,1590097359.0,165922.0,0.0,102644659.0,203870436.0,162461.0,4,43610.94160385891,0.13165185243518493,306515095.0,0.1927649859080107
MONTEREY,2022,32534.0,1778528716.0,1547797758.0,1721513042.0,169659.0,0.0,114302387.0,189618155.0,148463.0,4,47574.77586524867,0.12973136498966711,303920542.0,0.1765426892420836
MONTEREY,2023,34553.0,1903720249.0,1676551435.0,1863974169.0,174825.0,0.0,121429287.0,307232556.0,155486.0,4,48521.154024252595,0.11932888465063546,428661843.0,0.22997198680600386
MONTEREY,2024,36273.0,2040589290.0,1853596795.0,2005541885.0,184360.0,0.0,104049050.0,328722643.0,174166.0,4,51101.28180740496,0.09163651692007067,432771693.0,0.21578791060751146
NAPA,2013,14250.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3,0.0,,0.0,
NAPA,2014,13662.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3,0.0,,0.0,
NAPA,2015,12818.0,715690485.0,726526291.0,697667003.0,474916.0,32026.0,26309354.0,83947082.0,0.0,3,56680.16000936183,-0.015140352187300633,110256436.0,0.15803590470223228
NAPA,2016,11890.0,734675854.0,742716775.0,713999110.0,480174.0,0.0,30527724.0,68497606.0,35029.0,3,62465.66652649285,-0.01094485541646779,99025330.0,0.13869111125362607
NAPA,2017,13047.0,800414281.0,794178830.0,780158909.0,493738.0,0.0,27252228.0,67794785.0,33222.0,3,60870.6085690197,0.00779027954400029,95047013.0,0.12183032444227333
NAPA,2018,15080.0,847080878.0,847261479.0,834416100.0,491444.0,0.0,38778365.0,94691303.0,32771.0,3,56184.448209549075,-0.00021320396279798917,133469668.0,0.15995576787168897
NAPA,2019,14107.0,839633125.0,845832291.0,825593603.0,500475.0,0.0,28214880.0,64887630.0,32537.0,3,59958.33919330829,-0.0073831841734448,93102510.0,0.11277038686066466
NAPA,2020,14181.0,915009263.0,891664835.0,905502918.0,513913.0,0.0,17640795.0,126755724.0,32076.0,3,62877.43001198787,0.02551277778703755,144396519.0,0.1594655479619338
NAPA,2021,11079.0,859970825.0,878355636.0,821462232.0,489808.0,0.0,16983513.0,99914585.0,27440.0,3,79281.12970484702,-0.021378412459515706,116898098.0,0.14230489661757206
NAPA,2022,9642.0,942437155.0,936056296.0,920510737.0,439131.0,0.0,27129917.0,103393641.0,26194.0,3,97081.13420452188,0.006770593631784392,130523558.0,0.14179471542655128
NAPA,2023,10126.0,987466136.0,1004804583.0,969244234.0,512668.0,0.0,15795603.0,103558772.0,30255.0,3,99230.15830535255,-0.01755852314109129,119354375.0,0.12314169206602678
NAPA,2024,10282.0,1039504790.0,1059147331.0,1017650408.0,438256.0,0.0,16194200.0,100910309.0,35124.0,3,103009.85518381638,-0.018896056265406917,117104509.0,0.11507341625317759
NEVADA,2013,7192.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2,0.0,,0.0,
NEVADA,2014,6956.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2,0.0,,0.0,
NEVADA,2015,6969.0,233377138.0,243535829.0,229245957.0,33584.0,40288.0,17424608.0,4242293.0,0.0,2,34945.59176352418,-0.04352907524300859,21666901.0,0.0945137758743549
NEVADA,2016,6726.0,260038313.0,272837264.0,256656161.0,35858.0,0.0,28613747.0,17125225.0,41991.0,2,40564.56497175141,-0.049219481746137925,45738972.0,0.1782110814008474
NEVADA,2017,6403.0,275188207.0,287125359.0,271051462.0,34383.0,0.0,21450975.0,20202335.0,40019.0,2,44842.3175074184,-0.043378137930162104,41653310.0,0.15367306891707525
NEVADA,2018,6413.0,306289223.0,303292625.0,300100120.0,33713.0,0.0,16318789.0,29441217.0,40168.0,2,47293.407921409635,0.009783556765887253,45760006.0,0.15248246485206338
NEVADA,2019,6496.0,323833423.0,320889055.0,319855746.0,35937.0,0.0,23398551.0,34036217.0,39284.0,2,49397.94565886699,0.00909223011239331,57434768.0,0.17956459659786758
NEVADA,2020,6699.0,349161087.0,350499683.0,345202863.0,37057.0,0.0,20060907.0,34334665.0,38853.0,2,52321.19465591879,-0.003833749091289775,54395572.0,0.15757566877421872
NEVADA,2021,5740.0,381132371.0,369894731.0,359840354.0,31058.0,0.0,17040800.0,45211468.0,37403.0,2,64441.59076655052,0.029484874167248314,62252268.0,0.17299968529933138
NEVADA,2022,5694.0,405027174.0,395984287.0,398745852.0,30994.0,0.0,18339339.0,50375346.0,34495.0,2,69544.13189322094,0.02232661801600502,68714685.0,0.1723270214733168
NEVADA,2023,5770.0,437610087.0,425300334.0,428658024.0,32030.0,0.0,19836886.0,43209036.0,36369.0,2,73708.89670710571,0.028129500131929087,63045922.0,0.14707743345543905
NEVADA,2024,5854.0,465433174.0,457492261.0,455706670.0,32327.0,0.0,18475381.0,47891951.0,38546.0,2,78150.36914929963,0.01706133864880031,66367332.0,0.1456360776988408
ORANGE,2013,243486.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,29,0.0,,0.0,
ORANGE,2014,237808.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,28,0.0,,0.0,
ORANGE,2015,226576.0,5720009498.0,5382660855.0,5537011370.0,1223189.0,670859.0,626621428.0,440103664.0,0.0,27,23756.535798142788,0.05897693755892431,1066725092.0,0.1926535852499071
ORANGE,2016,245135.0,6553279240.0,6105518395.0,6361358142.0,1294666.0,0.0,787202774.0,753931721.0,760719.0,28,24906.75911232586,0.0683262270081444,1541134495.0,0.2422650101752438
ORANGE,2017,246825.0,6787594825.0,6369148869.0,6597443219.0,1327958.0,0.0,675488380.0,750260025.0,815918.0,29,25804.310215739897,0.06164863501557048,1425748405.0,0.2161062032173285
ORANGE,2018,268299.0,7893831203.0,7216766039.0,7659137861.0,1383219.0,0.0,578221748.0,1118787227.0,881648.0,31,26898.2219054115,0.08577142664802431,1697008975.0,0.22156657913694133
ORANGE,2019,249261.0,7611814929.0,7045085509.0,7389998326.0,1288365.0,0.0,745560796.0,896847663.0,803644.0,29,28263.89009512118,0.07445391477410157,1642408459.0,0.22224747375402856
ORANGE,2020,253550.0,8322525593.0,7612182131.0,7988669562.0,1315966.0,0.0,767858516.0,1237469476.0,813773.0,30,30022.410297771643,0.0853519107946587,2005327992.0,0.2510215219739239
ORANGE,2021,229425.0,8226137061.0,8018502382.0,7736262898.0,1227604.0,0.0,665744195.0,1196640569.0,714923.0,29,34950.4299095565,0.02524084846390332,1862384764.0,0.24073442029503275
ORANGE,2022,227056.0,10039549865.0,9557585707.0,9405471998.0,1243570.0,0.0,618206159.0,1374094698.0,682309.0,28,42093.51748907758,0.048006550540699966,1992300857.0,0.2118235913544421
ORANGE,2023,237038.0,10604188768.0,10159421635.0,10054505929.0,1278109.0,0.0,650764621.0,1431833232.0,795356.0,29,42859.88590436977,0.04194258917213572,2082597853.0,0.20713079963414283
ORANGE,2024,251315.0,11917995226.0,11348991722.0,11315796041.0,1408209.0,0.0,736592113.0,1753462556.0,868201.0,31,45158.43352764459,0.047743223017800526,2490054669.0,0.22005121513129966
PLACER,2013,42616.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4,0.0,,0.0,
PLACER,2014,41630.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4,0.0,,0.0,
PLACER,2015,41170.0,672342854.0,582465697.0,664359827.0,163220.0,169688.0,32957335.0,54639002.0,0.0,4,14147.818727228565,0.13367756713005832,87596337.0,0.13185074328704105
PLACER,2016,43237.0,709175489.0,624878332.0,703578297.0,171198.0,0.0,55061553.0,41816235.0,179624.0,4,14452.39799246016,0.11886642771433968,96877788.0,0.13769297377858147
PLACER,2017,44867.0,803080339.0,695712171.0,796570524.0,182047.0,0.0,52624614.0,56346069.0,189598.0,4,15506.099605500702,0.13369542595663023,108970683.0,0.13679979325973654
PLACER,2018,45440.0,848836986.0,737036764.0,840438837.0,183459.0,0.0,50412389.0,73124034.0,211638.0,4,16219.99920774648,0.13170988522406352,123536423.0,0.14699037878945614
PLACER,2019,45571.0,903708471.0,774277981.0,898103819.0,184371.0,0.0,60515434.0,75533766.0,208609.0,5,16990.58570143293,0.14322150799004738,136049200.0,0.15148493650932798
PLACER,2020,47363.0,951757350.0,832699292.0,946281645.0,194163.0,0.0,25901477.0,110351246.0,216777.0,4,17581.21934843654,0.12509286952183768,136252723.0,0.14398749433631886
PLACER,2021,51341.0,1024157382.0,928525296.0,977998831.0,199193.0,0.0,42915164.0,92385814.0,176000.0,4,18085.454042578058,0.0933763576582803,135300978.0,0.1383447236451758
PLACER,2022,49869.0,2494422145.0,2159861071.0,2360921885.0,232579.0,0.0,67438069.0,199062885.0,207717.0,4,43310.69544205819,0.13412367857245752,266500954.0,0.11288003880738308
PLACER,2023,51490.0,2623108995.0,2314912475.0,2435424867.0,238518.0,0.0,74106627.0,192235187.0,229177.0,4,44958.486599339674,0.11749283792151381,266341814.0,0.10936153999613407
PLACER,2024,54362.0,2655438983.0,2414218030.0,2442622495.0,247263.0,0.0,62189656.0,212545283.0,238420.0,4,44410.02961627608,0.09084032980772129,274734939.0,0.11247539870052659
PLUMAS,2013,1160.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3,0.0,,0.0,
PLUMAS,2014,936.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3,0.0,,0.0,
PLUMAS,2015,841.0,54690560.0,56057992.0,51233269.0,23901.0,10177.0,9927703.0,1089002.0,0.0,3,66656.35196195006,-0.02500307182811805,11016705.0,0.2150302960367413
PLUMAS,2016,900.0,57065841.0,56970520.0,56382002.0,25833.0,0.0,13072726.0,1622283.0,11370.0,3,63300.57777777778,0.0016703687938288687,14695009.0,0.26063297645940275
PLUMAS,2017,977.0,59586123.0,60985310.0,57583249.0,26295.0,0.0,11436886.0,6718491.0,11818.0,3,62420.99283520983,-0.023481759335139157,18155377.0,0.31528920849881187
PLUMAS,2018,774.0,64842977.0,64335575.0,60847153.0,26151.0,0.0,8728604.0,10609205.0,11658.0,3,83120.89793281654,0.007825087981386172,19337809.0,0.31780959414814364
PLUMAS,2019,884.0,77285264.0,69081594.0,72188525.0,26810.0,0.0,10207519.0,20024852.0,11511.0,3,78146.59954751132,0.1061479197379723,30232371.0,0.41879746123085354
PLUMAS,2020,875.0,85291860.0,74881724.0,80940523.0,27180.0,0.0,10171659.0,22590532.0,11686.0,3,85579.11314285714,0.12205310096414827,32762191.0,0.4047687089938868
PLUMAS,2021,703.0,93830526.0,80613965.0,85565870.0,27926.0,0.0,13226289.0,21658293.0,10033.0,3,114671.35846372688,0.1408556635396033,34884582.0,0.4076927167339034
PLUMAS,2022,580.0,99863604.0,86813876.0,87421638.0,25464.0,0.0,12379172.0,22105159.0,9211.0,3,149679.09655172413,0.13067551617704484,34484331.0,0.39445990476636916
PLUMAS,2023,627.0,86660692.0,92470821.0,85471696.0,25970.0,0.0,13377325.0,19158150.0,10289.0,3,147481.37320574163,-0.06704457194964471,32535475.0,0.38065788468734724
PLUMAS,2024,537.0,95664024.0,100914629.0,92440048.0,28076.0,0.0,11888421.0,22138399.0,11107.0,3,187922.95903165734,-0.05488588897326753,34026820.0,0.3680960875312397
RIVERSIDE,2013,170142.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,19,0.0,,0.0,
RIVERSIDE,2014,167763.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20,0.0,,0.0,
RIVERSIDE,2015,171139.0,3059656826.0,3068270766.0,2918000442.0,793362.0,721366.0,416124200.0,270480421.0,0.0,21,17928.530410952502,-0.0028153288064208543,686604621.0,0.23529969739463116
RIVERSIDE,2016,175021.0,3500916210.0,3305915635.0,3358234008.0,797651.0,0.0,449113591.0,461987045.0,782554.0,20,18888.67984413299,0.05569986920652408,911100636.0,0.27130349875249077
RIVERSIDE,2017,173342.0,3723877374.0,3552682847.0,3597084597.0,802414.0,0.0,355619563.0,504384086.0,780829.0,20,20495.222433109113,0.045972117179602916,860003649.0,0.23908352050359075
RIVERSIDE,2018,166517.0,3596260706.0,3551245722.0,3483296402.0,759126.0,0.0,295903966.0,661550824.0,816180.0,19,21326.62564182636,0.012517163709765819,957454790.0,0.274870318084404
RIVERSIDE,2019,175514.0,4005013387.0,3948605870.0,3901068936.0,808503.0,0.0,414703105.0,722229029.0,829082.0,21,22497.384083320987,0.014084226830076261,1136932134.0,0.29144118000789926
RIVERSIDE,2020,172842.0,4087956965.0,4037358981.0,4026415251.0,836495.0,0.0,294690067.0,661252311.0,857166.0,21,23358.668500711632,0.01237732794968403,955942378.0,0.2374177322526737
RIVERSIDE,2021,168456.0,4316438111.0,4303203647.0,4126366536.0,854911.0,0.0,409297964.0,761506910.0,699659.0,22,25544.971072564942,0.0030660613356816874,1170804874.0,0.2837374876384467
RIVERSIDE,2022,172997.0,5747072675.0,5522210541.0,5405576050.0,915626.0,0.0,434369209.0,915458731.0,729653.0,22,31920.845685185293,0.03912637732565301,1349827940.0,0.2497102857335621
RIVERSIDE,2023,182220.0,6022581312.0,5960572182.0,5773610007.0,945018.0,0.0,510623613.0,1022042916.0,853825.0,22,32710.856009219624,0.0102961050731597,1532666529.0,0.2654606956725125
RIVERSIDE,2024,185980.0,6430293102.0,6465141691.0,6148502589.0,942695.0,0.0,339556749.0,1077792761.0,882690.0,22,34762.56420582858,-0.005419440210145494,1417349510.0,0.2305194621753456
SACRAMENTO,2013,154407.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16,0.0,,0.0,
SACRAMENTO,2014,150344.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17,0.0,,0.0,
SACRAMENTO,2015,160207.0,4395365488.0,3991090958.0,4314531932.0,818891.0,483921.0,570428244.0,448825228.0,0.0,16,24912.088473038006,0.0919774546857888,1019253472.0,0.23623732262598537
SACRAMENTO,2016,159164.0,4863479720.0,4582774917.0,4783755138.0,844816.0,0.0,721636048.0,565130436.0,554471.0,16,28792.785535673895,0.057716865117307406,1286766484.0,0.2689866949456726
SACRAMENTO,2017,157174.0,5160359303.0,4859276983.0,5080922462.0,854799.0,0.0,738709124.0,597223033.0,565258.0,16,30916.5446129767,0.05834522410580293,1335932157.0,0.26293102620466635
SACRAMENTO,2018,155946.0,5519367255.0,5095653910.0,5434606984.0,862878.0,0.0,686351945.0,732112520.0,583735.0,16,32675.758980672796,0.07676846374304186,1418464465.0,0.26100589595091134
SACRAMENTO,2019,152488.0,5866670759.0,5329603478.0,5777248286.0,871632.0,0.0,732775823.0,837844384.0,579301.0,16,34950.969768112904,0.09154549540317915,1570620207.0,0.27186302704110576
SACRAMENTO,2020,153233.0,6048788330.0,5705856504.0,5949218467.0,871231.0,0.0,658751651.0,892847359.0,577670.0,16,37236.473240098414,0.05669430095597344,1551599010.0,0.2608071999047669
SACRAMENTO,2021,146913.0,6280572345.0,6128906795.0,6007594666.0,835910.0,0.0,663935908.0,933556578.0,482675.0,16,41717.93370906591,0.024148364459290375,1597492486.0,0.26591216199072376
SACRAMENTO,2022,141425.0,8520515469.0,7988751925.0,8103374247.0,874783.0,0.0,751811810.0,1143046305.0,476136.0,18,56487.55117553473,0.0624097856443901,1894858115.0,0.233835690817502
