fips5,year,pqi_mean_rate,pqi_sum_count,pqi_sum_population,population,medi_cal_enrollment,medi_cal_share,pcp_supply,pcp_per_100k,shortage_flag,shortage_score,age65_pct,hispanic_pct,bachelors_pct,poverty_pct,unemp_pct,high_medi_cal_q,low_pcp_q,high_medi_cal_thr,low_pcp_thr,desert_q_def1,desert_thr_def1,desert_q_def2,desert_thr_def2,operating_margin,cost_per_discharge,cost_per_patient_day,ed_per_discharge,medi_cal_rev_share,total_op_expense,n_hospitals,log_cost_per_discharge,log_ed_per_discharge,small_county
6065,2020,234.34285714285716,47700.0,1696399.7142857143,2418185.0,856624.0833333334,0.3542425758712974,1956,79.6680173436785,1,10,15.1,3.1,25.1,11.1,6.6,False,False,True,False,0,0,0,1,0.0076439188288379,77569.90549885364,4973.770388970495,12.186949929738924,0.281661967984447,4195290769.0,20.0,11.258947706729323,2.5792276988773453,0
6067,2020,211.9,32710.0,1131990.7857142857,1585055.0,544086.8333333334,0.3432605388035957,2132,134.24859981921776,1,8,14.9,3.1,33.3,12.6,6.4,False,False,True,False,0,0,0,1,0.0241483644592903,292256.2965523819,7332.017555717721,23.016308235181917,0.2659121619907237,6128906795.0,16.0,12.585389845840037,3.1787331093849396,0
6069,2020,218.75714285714284,917.0,46613.0,64209.0,10642.666666666666,0.1657503880556723,21,32.03026097036438,0,4,13.5,4.5,22.4,7.8,6.0,False,True,False,True,0,0,0,0,,,,,,,,,,1
6071,2020,233.47857142857143,45912.0,1501387.642857143,2181654.0,860833.9166666666,0.394578570509653,2103,96.06542864229812,1,10,12.3,3.0,22.9,13.6,7.1,True,False,True,False,0,0,1,1,0.0100610481952675,125410.58628690297,4709.712484964541,16.90284556097821,0.4691445784707991,4702520754.0,17.0,11.739356297545235,2.8849596700993865,0
6073,2020,204.03571428571428,53331.0,2410768.285714286,3298634.0,848916.25,0.2573538773928844,4483,135.7236259673235,1,8,15.0,2.5,42.1,10.4,6.2,False,False,False,False,0,0,0,0,0.0547247978518473,250145.01705833848,6272.682043985412,21.158240568954856,0.270949068076021,9707627822.0,21.0,12.429800094576272,3.0982094620191845,0
6075,2020,189.57142857142856,14383.0,699410.2142857143,873965.0,209027.5,0.2391714771186489,2389,280.6551203993628,1,8,17.2,1.8,60.1,10.6,5.6,False,False,False,False,0,0,0,0,-0.1575482799481629,201744.80849729935,8424.595546426215,5.150245949074074,0.2240211038532681,8366760698.0,11.0,12.214763810190476,1.8164920727381406,0
6077,2020,227.95,16720.0,531616.4285714285,779233.0,285013.3333333333,0.3657613747535503,649,82.14111987836195,1,7,13.3,6.1,21.6,12.6,7.4,False,False,True,False,0,0,0,1,0.0472496953186538,199823.56571879936,5703.452467591027,43.166666666666664,0.2521356566198059,1264883171.0,8.0,12.20519508918421,3.787970356758167,0
6079,2020,149.60714285714286,4280.0,225631.6923076923,282424.0,55731.666666666664,0.1973333238912651,251,89.603069113358,1,5,21.6,2.6,39.2,12.8,5.1,False,False,False,False,0,0,0,0,0.0781537837357247,,1382.420062012019,,0.0660552246122831,627318723.0,4.0,,,0
6081,2020,164.84285714285716,8510.0,592843.0769230769,764442.0,140027.75,0.183176421494371,963,128.05206830241474,1,8,17.3,2.2,53.1,6.5,4.5,False,False,False,False,0,0,0,0,-0.1245699973822956,259762.8331378299,4759.977005935252,24.68856304985337,0.2651471440495163,1771582522.0,6.0,12.467528163127007,3.2460458753360597,0
6083,2020,156.7642857142857,5725.0,324359.28571428574,448229.0,148561.33333333334,0.3314406995828769,462,103.917369945837,1,8,16.2,3.6,35.9,13.8,6.1,False,False,True,False,0,0,0,1,0.0270761817783473,185502.4685405151,7003.931911227943,18.02293308244149,0.2265723915345681,1577327490.0,6.0,12.130828859186433,2.9456452556613444,0
6085,2020,216.79285714285712,25609.0,1412090.642857143,1936259.0,393855.8333333333,0.2034107179531939,3242,169.09621498134047,1,6,14.4,1.9,55.9,6.9,4.5,False,False,False,False,0,0,0,0,0.0445004666911294,113249.42381337902,9066.2013957239,7.054487601905372,0.3344610209776081,6015016647.0,11.0,11.63735678561977,2.0862294021791845,0
6087,2020,140.82142857142858,3470.0,212978.15384615384,270861.0,74121.58333333333,0.2736517377301765,341,128.43497649752922,1,7,18.3,3.0,43.6,11.2,5.6,False,False,False,False,0,0,0,0,0.0569017965169534,2708387.965811966,9171.808332971534,259.1666666666667,0.2323852118338622,633762784.0,4.0,14.811864538523878,5.561322451287377,0
6089,2020,226.53571428571428,5130.0,138986.38461538462,182155.0,60972.75,0.3347300376053361,182,100.65842779278744,1,10,21.2,5.1,23.3,13.0,6.2,False,False,True,False,0,0,0,1,0.0763896612867047,344222.8040275049,5833.410705664963,43.423379174852656,0.2822615531970405,700837629.0,5.0,12.749047317914803,3.7937658888473424,0
6093,2020,153.27142857142854,925.0,34305.61538461538,44076.0,15454.583333333334,0.3506348882233717,33,75.60801444953165,1,10,27.2,7.6,23.1,16.6,7.7,False,False,True,False,0,0,0,1,0.0178262749435943,111736.79151061171,20523.08415501032,14.431960049937578,0.2020745353066662,89501170.0,1.0,11.623910258280604,2.736440686819464,1
6095,2020,223.72142857142856,8163.0,342838.76923076925,453491.0,117537.33333333331,0.2591833869543901,501,111.37887491774416,1,7,16.9,2.8,28.4,9.7,5.9,False,False,False,False,0,0,0,0,0.0027284909808314,87472.01185185186,5448.730197024527,16.397989417989418,0.3013706882977315,826610512.0,6.0,11.37908558879071,2.8563546488537246,0
6097,2020,177.82857142857142,7277.0,365845.0714285714,488863.0,114064.33333333331,0.2333257647507242,649,134.25229847588818,1,6,21.0,3.7,37.8,8.6,5.2,False,False,False,False,0,0,0,0,0.0644478159997029,186829.15581955924,6223.13832398518,23.289256198347108,0.2456254154087553,1085103737.0,6.0,12.137955225471408,3.190034120822176,0
6099,2020,306.85,13757.0,375673.0714285714,552878.0,236740.83333333337,0.428197239415085,475,86.05919544013089,1,8,13.6,3.3,19.1,13.1,7.8,True,False,True,False,0,0,1,1,0.0626261699038412,250306.8925559756,5246.669979337709,28.1948240767665,0.2995320943342729,1721610807.0,8.0,12.430447009307771,3.3739914359172603,0
6101,2020,318.92857142857144,2725.0,71883.15384615384,99633.0,39168.916666666664,0.3931319609634023,75,75.42691634652131,1,9,16.1,4.3,20.2,14.8,7.0,True,False,True,False,0,0,1,1,0.0084321136670934,,5556.208342200468,,0.0106473056511468,52217246.0,3.0,,,1
6103,2020,246.92142857142855,1678.0,48777.692307692305,65829.0,25299.083333333332,0.3843151701124631,37,56.77226649208768,1,9,20.0,5.0,18.8,15.4,6.7,True,True,True,True,1,1,1,1,0.0647185044141767,,10095.80269669368,,0.2750300841599125,140765777.0,2.0,,,1
6105,2020,51.364285714285714,159.0,12465.46153846154,16112.0,3767.75,0.233847442899702,5,31.296292432556488,1,8,29.3,5.6,18.0,18.0,5.9,False,True,False,True,0,0,0,0,0.2442966694505124,277165.8888888889,3277.914586070959,53.513888888888886,0.5571277593099834,19955944.0,1.0,12.532375090710568,3.9984555112004534,1
6107,2020,230.97142857142856,9790.0,306889.14285714284,473117.0,251401.16666666663,0.5313720848472294,316,66.05408700953708,1,10,11.7,3.3,15.8,17.8,8.8,True,False,True,False,0,0,1,1,-0.0190208203638237,76429.84953655307,3980.920736731679,10.533904801728344,0.2931921973402238,1096691911.0,4.0,11.244141683398931,2.445290941450848,0
6109,2020,167.57857142857142,1295.0,44847.84615384616,55620.0,11761.0,0.2114527148507731,37,67.62993629991135,1,8,27.7,4.4,23.9,10.7,7.9,False,False,False,False,0,0,0,0,0.0628014784967034,,6944.900351508216,,0.2156689858529683,254870898.0,1.0,,,1
6111,2020,210.99285714285716,14453.0,608142.7857142857,843843.0,224744.08333333337,0.2663340020991266,922,110.55334828561374,1,7,16.9,3.3,35.7,9.0,5.5,False,False,False,False,0,0,0,0,0.002346024103875,271069.26988120197,6249.075691280617,26.704122990915444,0.2602777133884406,1939500626.0,7.0,12.510133364704423,3.321581246554439,0
6113,2020,136.57857142857145,2737.0,165146.23076923078,216403.0,53941.25,0.2492629492197428,242,109.79762301757442,1,7,13.3,2.8,44.1,16.3,5.3,False,False,False,False,0,0,0,0,0.0003909366433585,593731.1900684931,11266.539348843256,75.67123287671232,0.2025414724334177,346739015.0,2.0,13.294183638206992,4.339526577742968,0
6115,2020,317.45714285714286,2424.0,57729.07692307692,81575.0,28603.083333333332,0.3506354070895903,29,34.897783589618115,1,8,13.1,5.7,17.9,15.3,7.3,False,True,True,True,0,1,0,1,-0.0289713169868014,,7890.882676012136,,0.2559469410428186,452573685.0,1.0,,,1
