county,year,total_op_exp,patient_days,medi_cal_revenue,gross_revenue,discharges,cost_per_patient_day,medi_cal_revenue_pct
TRINITY,2016,15038124.0,4100.0,5288670.0,0.0,0.0,3667.8351219512197,
TRINITY,2017,15313610.0,3925.0,6532023.0,0.0,0.0,3901.556687898089,
TRINITY,2018,15874859.0,5780.0,7984734.0,0.0,0.0,2746.5153979238753,
TRINITY,2019,17289231.0,6726.0,6951472.0,0.0,0.0,2570.507136485281,
TRINITY,2020,17625410.0,6088.0,13959187.0,0.0,0.0,2895.106767411301,
TRINITY,2021,19955944.0,7343.0,16662746.0,0.0,0.0,2717.6826909982296,
TRINITY,2022,21834813.0,7232.0,10848561.0,0.0,0.0,3019.194275442478,
TRINITY,2023,25099506.0,6277.0,17686320.0,0.0,0.0,3998.6468057989487,
TULARE,2012,0.0,0.0,0.0,0.0,0.0,,
TULARE,2013,0.0,0.0,0.0,0.0,0.0,,
TULARE,2014,795578136.0,326633.0,222034805.0,0.0,0.0,2435.6942991063365,
TULARE,2015,819665287.0,321287.0,273912406.0,0.0,0.0,2551.193440755462,
TULARE,2016,854932086.0,320358.0,270587620.0,0.0,0.0,2668.677186147997,
TULARE,2017,1029456902.0,311574.0,284003222.0,0.0,0.0,3304.0526552279716,
TULARE,2018,932210568.0,283885.0,266159612.0,0.0,0.0,3283.761269528154,
TULARE,2019,991120845.0,279071.0,295479878.0,0.0,0.0,3551.50067545535,
TULARE,2020,1048853085.0,269393.0,297038012.0,0.0,0.0,3893.393982026259,
TULARE,2021,1096691911.0,262636.0,356941493.0,0.0,0.0,4175.71053092493,
TULARE,2022,1173218207.0,272560.0,372067154.0,0.0,0.0,4304.440148958028,
TULARE,2023,1264698807.0,248713.0,416232697.0,0.0,0.0,5084.972667291215,
TUOLUMNE,2012,0.0,0.0,0.0,0.0,0.0,,
TUOLUMNE,2013,0.0,0.0,0.0,0.0,0.0,,
TUOLUMNE,2014,190056986.0,43875.0,44661917.0,0.0,0.0,4331.783156695156,
TUOLUMNE,2015,208230487.0,44981.0,53335302.0,0.0,0.0,4629.298748360419,
TUOLUMNE,2016,217988560.0,43926.0,56909231.0,0.0,0.0,4962.631698766107,
TUOLUMNE,2017,227166056.0,42158.0,48009772.0,0.0,0.0,5388.444802884387,
TUOLUMNE,2018,240086241.0,39689.0,57004620.0,0.0,0.0,6049.188465317846,
TUOLUMNE,2019,247246219.0,39024.0,56278496.0,0.0,0.0,6335.747719352194,
TUOLUMNE,2020,261643296.0,36699.0,54900691.0,0.0,0.0,7129.439385269354,
TUOLUMNE,2021,254870898.0,35760.0,65574867.0,0.0,0.0,7127.262248322148,
TUOLUMNE,2022,276524916.0,33212.0,58522531.0,0.0,0.0,8326.054317716487,
TUOLUMNE,2023,302405081.0,33226.0,45566109.0,0.0,0.0,9101.459128393426,
VENTURA,2012,0.0,0.0,0.0,0.0,0.0,,
VENTURA,2013,0.0,0.0,0.0,0.0,0.0,,
VENTURA,2014,1426110681.0,313335.0,269660676.0,0.0,0.0,4551.3928574848005,
VENTURA,2015,1484534296.0,315830.0,386257893.0,0.0,0.0,4700.422049836938,
VENTURA,2016,1594171787.0,316873.0,420849281.0,0.0,0.0,5030.948635573242,
VENTURA,2017,1693716356.0,309201.0,286343721.0,0.0,0.0,5477.7195287208,
VENTURA,2018,1737585692.0,305017.0,485330683.0,0.0,0.0,5696.684748718924,
VENTURA,2019,1993528650.0,346288.0,447423298.0,0.0,0.0,5756.851666820681,
VENTURA,2020,1898666902.0,288847.0,479022189.0,0.0,0.0,6573.261629859407,
VENTURA,2021,1939500626.0,331766.0,573892934.0,0.0,0.0,5845.989721671299,
VENTURA,2022,2142449518.0,334724.0,613975654.0,0.0,0.0,6400.645062798007,
VENTURA,2023,2260431126.0,344734.0,659727919.0,0.0,0.0,6557.029843299471,
YOLO,2012,0.0,0.0,0.0,0.0,0.0,,
YOLO,2013,0.0,0.0,0.0,0.0,0.0,,
YOLO,2014,221910612.0,27634.0,38592474.0,0.0,0.0,8030.3471086342915,
YOLO,2015,223992373.0,31135.0,59790350.0,0.0,0.0,7194.230704994379,
YOLO,2016,263959894.0,31332.0,70105367.0,0.0,0.0,8424.610430231074,
YOLO,2017,279900611.0,31900.0,79316724.0,0.0,0.0,8774.31382445141,
YOLO,2018,296520344.0,32615.0,74206379.0,0.0,0.0,9091.532852981756,
YOLO,2019,308827532.0,33633.0,74805619.0,0.0,0.0,9182.277287188179,
YOLO,2020,325218730.0,30655.0,68480433.0,0.0,0.0,10608.994617517534,
YOLO,2021,346739015.0,31564.0,75539767.0,0.0,0.0,10985.26850209099,
YOLO,2022,356937490.0,32738.0,73978914.0,0.0,0.0,10902.849593744273,
YOLO,2023,363119953.0,34850.0,82333512.0,0.0,0.0,10419.510846484936,
YUBA,2012,0.0,0.0,0.0,0.0,0.0,,
YUBA,2013,0.0,0.0,0.0,0.0,0.0,,
YUBA,2014,288035545.0,51387.0,58391186.0,0.0,0.0,5605.222040593924,
YUBA,2015,276310581.0,49576.0,92852404.0,0.0,0.0,5573.474685331612,
YUBA,2016,337250164.0,51297.0,101188292.0,0.0,0.0,6574.46174240209,
YUBA,2017,351694645.0,52663.0,78998905.0,0.0,0.0,6678.211362816399,
YUBA,2018,349019534.0,53744.0,80206825.0,0.0,0.0,6494.111603155701,
YUBA,2019,807863179.0,81836.0,178321576.0,0.0,0.0,9871.733454714307,
YUBA,2020,235721959.0,56417.0,103815779.0,0.0,0.0,4178.207969229133,
YUBA,2021,452573685.0,64941.0,119525198.0,0.0,0.0,6968.99778260267,
YUBA,2022,493137952.0,54473.0,98531157.0,0.0,0.0,9052.88770583592,
YUBA,2023,473152071.0,54147.0,91556581.0,0.0,0.0,8738.287827580476,
