n_desert,desert_names,desert_pop,desert_pqi,non_desert_pqi,excess_pqi,excess_hosp,excess_hosp_cost,desert_ed,non_desert_ed,excess_ed_rate,excess_ed,excess_ed_cost,total_excess,cost_per_resident,pqi_reduction,savings_per_100k,total_savings,ffs_beta,ffs_p,shortage_beta,shortage_p,gap_change
8,"COLUSA, GLENN, IMPERIAL, LAKE, MERCED, MONTEREY, SANTA BARBARA, TULARE",1940204.0,275.7855357142857,217.45239130434783,58.33314440993786,1131.7820011673907,28294550.029184766,378.9899584011493,337.84664443480943,41.14331396633986,79826.42233074846,143687560.19534725,171982110.224532,88.64125124189621,7.013278546003042,175331.96365007604,3401797.772017321,19.116862177590725,0.0028963900860913484,11.95135267010031,0.0001624112376628569,3.53253348214281
