n_desert,desert_counties,desert_pop,n_non_desert,non_desert_pop,desert_pcp,non_desert_pcp,desert_mc_share,non_desert_mc_share,desert_access_gap,non_desert_access_gap,desert_pqi,non_desert_pqi,excess_pqi,pqi_beta,pqi_p,desert_ed,non_desert_ed,excess_ed,ed_beta,ed_p,excess_hosp_count,excess_hosp_cost,excess_ed_count,excess_ed_cost,total_excess_cost,cost_per_resident,pqi_reduction_per_10pcp,savings_per_100k,total_savings,ffs_beta,ffs_p,shortage_beta,shortage_p,did_beta,did_p,gap_2015,gap_2021,gap_change
8,"COLUSA, GLENN, IMPERIAL, LAKE, MERCED, MONTEREY, SANTA BARBARA, TULARE",1940204.0,48,37593579.0,55.4845328256938,99.20837569995683,0.1324025758860562,0.07681060055032857,-32.39196748495874,5.398661247493108,275.7855357142857,217.45239130434783,58.33314440993786,-0.7013278546003041,0.02799181773482568,378.9899584011493,337.84664443480943,41.14331396633986,-0.4156902293398354,0.15435651967343364,1131.7820011673907,28294550.029184766,79826.42233074846,143687560.19534725,171982110.224532,88.64125124189621,7.013278546003042,175331.96365007604,3401797.772017321,19.116862177590725,0.0028963900860913484,11.95135267010031,0.0001624112376628569,-17.52105654761896,0.08550156002339851,48.07252604166669,51.6050595238095,3.53253348214281
