county,year,Acute Care,Childrens_or_Cancer,Court/Law Enforcement,Critical Access Hospital,Died,Disaster_Care_Site,Home Health Service,Hospice_Care,Invalid or Blank,Invalid/Blank,Left Against Medical Advice,Not_Defined_Elsewhere,Other,Prison/Jail,Psychiatric_Care,Rehab,Residential Care facility,Routine (Home),Skilled Nursing/Intermediate Care (SN/IC),total_ed,routine_home_rate,admitted_rate,left_ama_rate,psych_rate,admission_rate,county_upper
Alameda,2008,5073.0,337.0,,80.0,660.0,,115.0,37.0,194.0,,5109.0,718.0,526.0,,4052.0,92.0,102.0,374292.0,1775.0,395170.0,94.7167042032543,1.2837512969101905,1.2928613001999139,1.025381481387757,1.2837512969101905,ALAMEDA
Alameda,2009,5108.0,254.0,67.0,58.0,661.0,,168.0,102.0,103.0,,5440.0,567.0,373.0,,4629.0,107.0,127.0,413845.0,1758.0,435376.0,95.05461945536732,1.1732387637352542,1.249494689647569,1.063218918819595,1.1732387637352542,ALAMEDA
Alameda,2010,5068.0,423.0,1237.0,66.0,659.0,,302.0,130.0,87.0,,5046.0,431.0,197.0,,5102.0,105.0,175.0,409862.0,1997.0,432897.0,94.67887280346133,1.1707172837880606,1.1656352434874808,1.1785713460707745,1.1707172837880606,ALAMEDA
Alameda,2011,5152.0,369.0,1573.0,36.0,695.0,,358.0,137.0,47.0,,5465.0,624.0,214.0,,5437.0,158.0,205.0,416975.0,2291.0,441747.0,94.39226525590439,1.166278435394015,1.23713347232692,1.230795002569344,1.166278435394015,ALAMEDA
Alameda,2012,5271.0,353.0,,32.0,722.0,,442.0,181.0,53.0,,5436.0,634.0,371.0,1704.0,5617.0,162.0,232.0,424814.0,2494.0,450530.0,94.29205602290635,1.1699553858788538,1.2065789181630524,1.2467538232748097,1.1699553858788538,ALAMEDA
Alameda,2013,4933.0,327.0,,136.0,733.0,,1053.0,294.0,82.0,,4687.0,904.0,565.0,1736.0,5789.0,157.0,305.0,430713.0,2882.0,457309.0,94.1842386657599,1.078701709347509,1.0249087597226383,1.2658836803999045,1.078701709347509,ALAMEDA
Alameda,2014,4043.0,375.0,,139.0,685.0,,1464.0,292.0,195.0,,4477.0,1052.0,846.0,1713.0,7197.0,179.0,311.0,441845.0,2741.0,469568.0,94.09606276407251,0.8610041570124028,0.9534295352323838,1.5326853618645224,0.8610041570124028,ALAMEDA
Alameda,2015,3728.0,404.0,,135.0,719.0,,1882.0,363.0,585.0,,5270.0,1500.0,614.0,2081.0,6503.0,204.0,266.0,463887.0,3081.0,493237.0,94.04951372261206,0.7558232654890042,1.068451880130647,1.3184331264686144,0.7558232654890042,ALAMEDA
Alameda,2016,4267.0,422.0,,111.0,690.0,,2185.0,363.0,252.0,,6290.0,1738.0,141.0,2649.0,6446.0,177.0,361.0,464980.0,3422.0,496510.0,93.6496747296127,0.8593986022436608,1.2668425610763125,1.2982618678375057,0.8593986022436608,ALAMEDA
Alameda,2017,5567.0,460.0,,82.0,693.0,,2335.0,339.0,293.0,,6913.0,1005.0,20.0,2535.0,6348.0,248.0,548.0,457089.0,3576.0,490068.0,93.2705257229609,1.1359648048842201,1.4106205669417304,1.2953304439383921,1.1359648048842201,ALAMEDA
Alameda,2018,5294.0,544.0,,22.0,679.0,,2589.0,325.0,,394.0,8596.0,874.0,24.0,2645.0,6501.0,207.0,824.0,446043.0,3646.0,481225.0,92.68907475713024,1.1001090965764455,1.7862746116681385,1.350927320899787,1.1001090965764455,ALAMEDA
Alameda,2019,5246.0,584.0,,18.0,657.0,,2370.0,330.0,,227.0,9473.0,1258.0,52.0,2315.0,5958.0,169.0,701.0,438362.0,3794.0,473533.0,92.57264013278905,1.107842536845373,2.0004941577461337,1.258201645925416,1.107842536845373,ALAMEDA
Alameda,2020,3589.0,384.0,,9.0,761.0,,1994.0,266.0,,18.0,5514.0,2618.0,16.0,1589.0,5282.0,81.0,307.0,337028.0,3018.0,364494.0,92.46462218856826,0.9846526966150335,1.5127821034091096,1.449132221655226,0.9846526966150335,ALAMEDA
Alameda,2021,4192.0,459.0,,9.0,719.0,,2020.0,306.0,,16.0,5763.0,2720.0,14.0,1763.0,4903.0,78.0,349.0,361417.0,3016.0,389765.0,92.72689954203173,1.0755198645337576,1.4785832488807358,1.2579374751452799,1.0755198645337576,ALAMEDA
Alameda,2022,4209.0,486.0,,22.0,718.0,,2316.0,299.0,,21.0,8394.0,2722.0,10.0,2113.0,4550.0,89.0,375.0,413200.0,2964.0,444510.0,92.95628894738026,0.946885334413174,1.8883714652088817,1.0235990191446762,0.946885334413174,ALAMEDA
Alameda,2023,4030.0,533.0,,24.0,619.0,1.0,2883.0,289.0,,59.0,8001.0,2820.0,9.0,2643.0,4589.0,106.0,329.0,446413.0,4072.0,479443.0,93.11075560598444,0.8405587316949042,1.668811516697501,0.9571523622203265,0.8405587316949042,ALAMEDA
Alameda,2024,4962.0,511.0,,14.0,657.0,,3288.0,323.0,,64.0,7014.0,2737.0,,2941.0,4576.0,123.0,213.0,462417.0,4683.0,496547.0,93.12653182880976,0.9993011739070018,1.4125551055589904,0.9215643232161307,0.9993011739070018,ALAMEDA
Alpine,2008,,3.0,,,,,,,,,1.0,,,,,,,56.0,,2068.0,2.7079303675048356,,0.04835589941972921,,,ALPINE
Alpine,2009,1.0,2.0,,,,,1.0,,,,,,,,,,,76.0,,2089.0,3.6381043561512687,0.04786979415988511,,,0.04786979415988511,ALPINE
Alpine,2010,1.0,,,,,,,,,,1.0,,,,,,,78.0,,2090.0,3.732057416267943,0.04784688995215311,0.04784688995215311,,0.04784688995215311,ALPINE
Alpine,2011,3.0,,,,,,,,,,1.0,,,,,,,69.0,,2084.0,3.3109404990403073,0.14395393474088292,0.04798464491362764,,0.14395393474088292,ALPINE
Alpine,2012,,,,1.0,,,,,,,1.0,,,1.0,,,,65.0,1.0,2081.0,3.1234983181162903,,0.04805382027871216,,,ALPINE
Alpine,2013,3.0,3.0,,,,,,,,,,,,,,,,67.0,,2086.0,3.211888782358581,0.14381591562799617,,,0.14381591562799617,ALPINE
Alpine,2014,1.0,,,1.0,,,,,,,,,,,,,,64.0,,2080.0,3.076923076923077,0.04807692307692308,,,0.04807692307692308,ALPINE
Alpine,2015,,1.0,,,,,,,,,2.0,1.0,,,3.0,,,89.0,,2111.0,4.216011369019422,,0.09474182851729039,0.14211274277593558,,ALPINE
Alpine,2016,2.0,,,,,,,,,,1.0,,,1.0,1.0,,,89.0,,2110.0,4.218009478672986,0.09478672985781991,0.047393364928909956,0.047393364928909956,0.09478672985781991,ALPINE
Alpine,2017,4.0,1.0,,,,,,,,,,,,4.0,4.0,,,72.0,,2102.0,3.425309229305423,0.19029495718363465,,0.19029495718363465,0.19029495718363465,ALPINE
Alpine,2018,2.0,,,1.0,,,,,,,1.0,,,3.0,2.0,,,77.0,,2104.0,3.6596958174904946,0.09505703422053231,0.04752851711026616,0.09505703422053231,0.09505703422053231,ALPINE
Alpine,2019,3.0,,,,,,,,,,2.0,,,5.0,2.0,,,105.0,,2136.0,4.915730337078652,0.1404494382022472,0.09363295880149813,0.09363295880149813,0.1404494382022472,ALPINE
Alpine,2020,3.0,2.0,,,,,,,,,,,,3.0,5.0,,,72.0,1.0,2106.0,3.418803418803419,0.14245014245014245,,0.23741690408357075,0.14245014245014245,ALPINE
Alpine,2021,1.0,,,,,,,,,,1.0,,,2.0,5.0,,,88.0,,2118.0,4.1548630783758265,0.047214353163361665,0.047214353163361665,0.2360717658168083,0.047214353163361665,ALPINE
Alpine,2022,1.0,,,,,,2.0,,,,3.0,,,1.0,2.0,,,111.0,,2142.0,5.182072829131653,0.04668534080298786,0.1400560224089636,0.09337068160597572,0.04668534080298786,ALPINE
Alpine,2023,,,,,,,,,,,7.0,,,,1.0,,,164.0,1.0,2196.0,7.468123861566485,,0.31876138433515483,0.04553734061930783,,ALPINE
Alpine,2024,,,,,,,,,,,,,,,,,,280.0,,2304.0,12.152777777777777,,,,,ALPINE
Amador,2008,423.0,2.0,,,25.0,,,2.0,1.0,,99.0,11.0,4.0,,47.0,,1.0,13128.0,16.0,15767.0,83.26251030633601,2.682818545062472,0.6278937020358978,0.2980909494513858,2.682818545062472,AMADOR
Amador,2009,450.0,7.0,17.0,,24.0,,2.0,2.0,1.0,,78.0,5.0,6.0,,50.0,3.0,1.0,13452.0,11.0,16118.0,83.45948628862142,2.7919096662116885,0.4839310088100261,0.3102121851346321,2.7919096662116885,AMADOR
Amador,2010,511.0,4.0,203.0,1.0,23.0,,3.0,1.0,,,97.0,3.0,1.0,,55.0,,1.0,12324.0,14.0,15251.0,80.80781588092584,3.3505999606583172,0.636023867287391,0.36063208969903615,3.3505999606583172,AMADOR
Amador,2011,551.0,1.0,293.0,,33.0,,6.0,2.0,,,88.0,2.0,8.0,,70.0,1.0,3.0,13392.0,18.0,16479.0,81.26706717640634,3.343649493294496,0.5340129862248923,0.4247830572243461,3.343649493294496,AMADOR
Amador,2012,548.0,,,,30.0,,25.0,2.0,,,93.0,7.0,27.0,201.0,57.0,2.0,,14239.0,20.0,17263.0,82.48276661067023,3.174419278225106,0.5387244395528008,0.3301859468226843,3.174419278225106,AMADOR
Amador,2013,461.0,3.0,,,25.0,,27.0,7.0,,,100.0,1.0,14.0,152.0,52.0,2.0,,15063.0,22.0,17942.0,83.9538512986289,2.5693902574963774,0.5573514658343551,0.2898227622338647,2.5693902574963774,AMADOR
Amador,2014,415.0,4.0,,,25.0,,23.0,8.0,1.0,,134.0,3.0,14.0,273.0,61.0,1.0,3.0,15850.0,23.0,18852.0,84.07596011033313,2.201357946106514,0.7107999151283684,0.3235730956927647,2.201357946106514,AMADOR
Amador,2015,269.0,3.0,,32.0,17.0,,140.0,32.0,48.0,,131.0,188.0,41.0,230.0,91.0,5.0,9.0,16940.0,75.0,20266.0,83.58827593012929,1.3273462942859962,0.6464028421987565,0.44902792855028123,1.3273462942859962,AMADOR
Amador,2016,349.0,2.0,,12.0,19.0,,57.0,11.0,1.0,,172.0,321.0,,367.0,136.0,1.0,29.0,18426.0,69.0,21988.0,83.8002546843733,1.5872293978533747,0.7822448608331818,0.6185191922867018,1.5872293978533747,AMADOR
Amador,2017,535.0,4.0,,9.0,24.0,,58.0,7.0,,,137.0,87.0,,560.0,114.0,2.0,5.0,18319.0,63.0,21941.0,83.49209242969783,2.4383574130623034,0.6244018048402534,0.5195752244656123,2.4383574130623034,AMADOR
Amador,2018,604.0,4.0,,2.0,19.0,,36.0,11.0,,1.0,149.0,43.0,,774.0,59.0,,13.0,17027.0,81.0,20841.0,81.69953457127777,2.8981334868768296,0.7149369032196152,0.28309582073796846,2.8981334868768296,AMADOR
Amador,2019,583.0,1.0,,,19.0,,28.0,9.0,,,186.0,19.0,1.0,738.0,102.0,1.0,25.0,17732.0,106.0,21569.0,82.21057999907273,2.7029533126246,0.8623487412490147,0.47290092262042743,2.7029533126246,AMADOR
Amador,2020,525.0,3.0,,1.0,26.0,,12.0,6.0,,1.0,159.0,32.0,,580.0,107.0,,23.0,15578.0,96.0,19169.0,81.26662841045437,2.7387970160154413,0.8294642391361051,0.5581929156450519,2.7387970160154413,AMADOR
Amador,2021,641.0,3.0,,,25.0,,28.0,12.0,,,209.0,30.0,,522.0,99.0,2.0,17.0,17375.0,106.0,21090.0,82.38501659554291,3.0393551446183027,0.990990990990991,0.4694167852062589,3.0393551446183027,AMADOR
Amador,2022,575.0,3.0,,1.0,26.0,,87.0,6.0,,1.0,242.0,60.0,,641.0,101.0,3.0,20.0,19777.0,106.0,23671.0,83.54949093827891,2.429132694013772,1.0223480207849267,0.42668243842676695,2.429132694013772,AMADOR
Amador,2023,621.0,3.0,,1.0,24.0,,79.0,5.0,,13.0,260.0,83.0,3.0,775.0,99.0,2.0,18.0,20108.0,144.0,24261.0,82.88199167387988,2.5596636577222704,1.0716788260995012,0.40806232224557937,2.5596636577222704,AMADOR
Amador,2024,657.0,,,,20.0,,113.0,,,,356.0,106.0,,817.0,102.0,,,20027.0,144.0,24366.0,82.19239924484938,2.6963802019207095,1.4610522859722566,0.41861610440778135,2.6963802019207095,AMADOR
Butte,2008,521.0,124.0,,2.0,134.0,,29.0,1.0,,,834.0,63.0,24.0,,509.0,14.0,42.0,57873.0,286.0,62464.0,92.65016649590164,0.8340804303278689,1.3351690573770492,0.8148693647540983,0.8340804303278689,BUTTE
Butte,2009,608.0,199.0,103.0,4.0,138.0,,41.0,2.0,13.0,,1259.0,2.0,13.0,,676.0,12.0,8.0,64724.0,320.0,70131.0,92.2901427328856,0.8669489954513696,1.7952118178836747,0.9639103962584307,0.8669489954513696,BUTTE
Butte,2010,579.0,180.0,569.0,1.0,129.0,,16.0,5.0,,,1131.0,4.0,11.0,,674.0,6.0,18.0,63773.0,414.0,69520.0,91.73331415420023,0.8328538550057538,1.6268699654775602,0.9695051783659379,0.8328538550057538,BUTTE
Butte,2011,607.0,220.0,718.0,1.0,136.0,,18.0,36.0,,,1346.0,6.0,9.0,,687.0,3.0,21.0,68855.0,336.0,75010.0,91.79442740967872,0.8092254366084523,1.7944274096787096,0.9158778829489402,0.8092254366084523,BUTTE
Butte,2012,811.0,241.0,,3.0,126.0,,23.0,5.0,4.0,,1556.0,7.0,19.0,725.0,825.0,3.0,48.0,69968.0,434.0,76810.0,91.09230568936336,1.0558521025908085,2.02577789350345,1.0740788959770864,1.0558521025908085,BUTTE
Butte,2013,978.0,198.0,,1.0,137.0,,22.0,9.0,8.0,,1658.0,5.0,30.0,540.0,848.0,4.0,18.0,73279.0,368.0,80116.0,91.46612412002597,1.2207299415847022,2.069499226122123,1.0584652254231366,1.2207299415847022,BUTTE
Butte,2014,895.0,267.0,,5.0,133.0,,31.0,9.0,3.0,,1526.0,3.0,12.0,518.0,899.0,3.0,45.0,73263.0,320.0,79946.0,91.64060741000175,1.1195056663247693,1.9087884321917294,1.124509043604433,1.1195056663247693,BUTTE
Butte,2015,1048.0,24.0,,9.0,148.0,,80.0,19.0,3.0,,1875.0,24.0,14.0,505.0,960.0,3.0,83.0,83198.0,323.0,90331.0,92.10348606790582,1.160177569162303,2.0756993723085095,1.062758078621957,1.160177569162303,BUTTE
Butte,2016,1021.0,14.0,,2.0,144.0,,46.0,14.0,5.0,,2084.0,14.0,4.0,633.0,970.0,3.0,163.0,85296.0,247.0,92676.0,92.03677327463421,1.101687599810091,2.2486943761060036,1.0466571712201649,1.101687599810091,BUTTE
Butte,2017,1093.0,27.0,,9.0,135.0,,38.0,9.0,4.0,,2131.0,12.0,5.0,607.0,932.0,5.0,129.0,82334.0,209.0,89696.0,91.79227613271495,1.21856047092401,2.3758027113806635,1.039065287192294,1.21856047092401,BUTTE
Butte,2018,1120.0,31.0,,6.0,135.0,,84.0,12.0,,11.0,2324.0,264.0,33.0,502.0,609.0,8.0,91.0,79163.0,297.0,86708.0,91.29838077224707,1.2916916547492734,2.6802601836047426,0.7023573372699174,1.2916916547492734,BUTTE
Butte,2019,933.0,20.0,,22.0,96.0,,29.0,3.0,,,1881.0,11.0,13.0,452.0,516.0,6.0,60.0,61108.0,220.0,67389.0,90.6794877502263,1.3844989538351957,2.7912567332947513,0.765703601477986,1.3844989538351957,BUTTE
Butte,2020,844.0,10.0,,12.0,131.0,,17.0,2.0,,,1769.0,5.0,13.0,453.0,473.0,8.0,34.0,49181.0,147.0,55119.0,89.22694533645385,1.5312324243908633,3.2094196193690014,0.8581432899726047,1.5312324243908633,BUTTE
Butte,2021,851.0,10.0,,17.0,128.0,,11.0,1.0,,2.0,1847.0,4.0,3.0,407.0,405.0,6.0,35.0,50506.0,144.0,56398.0,89.55282102202206,1.5089187559842547,3.2749388276180005,0.7181105712968544,1.5089187559842547,BUTTE
Butte,2022,877.0,9.0,,39.0,116.0,,26.0,3.0,,1.0,1769.0,10.0,9.0,399.0,357.0,7.0,50.0,56122.0,181.0,61997.0,90.52373501943643,1.414584576673065,2.853363872445441,0.575834314563608,1.414584576673065,BUTTE
Butte,2023,825.0,12.0,,37.0,96.0,,9.0,4.0,,2.0,2219.0,10.0,12.0,606.0,447.0,13.0,40.0,60859.0,171.0,67385.0,90.31535208132374,1.2243080804333308,3.293017733917044,0.6633523781256956,1.2243080804333308,BUTTE
Butte,2024,972.0,,,61.0,101.0,,29.0,,,,2912.0,,18.0,690.0,494.0,11.0,51.0,65930.0,158.0,73451.0,89.7605206191883,1.3233312003920983,3.9645477937672737,0.672557215014091,1.3233312003920983,BUTTE
Calaveras,2008,305.0,5.0,,2.0,34.0,,19.0,2.0,2.0,,214.0,3.0,6.0,,95.0,3.0,6.0,12499.0,12.0,15215.0,82.14919487348011,2.0046007229707525,1.4065067367729214,0.6243838317449885,2.0046007229707525,CALAVERAS
Calaveras,2009,278.0,4.0,1.0,11.0,28.0,,24.0,1.0,1.0,,180.0,2.0,10.0,,90.0,3.0,6.0,13486.0,21.0,16155.0,83.47879913339523,1.7208294645620552,1.1142061281337048,0.5571030640668524,1.7208294645620552,CALAVERAS
Calaveras,2010,353.0,9.0,8.0,22.0,29.0,,19.0,1.0,1.0,,245.0,3.0,6.0,,75.0,2.0,7.0,12731.0,20.0,15541.0,81.9187954443086,2.271411106106428,1.5764751303004956,0.48259442764300886,2.271411106106428,CALAVERAS
Calaveras,2011,445.0,15.0,15.0,8.0,29.0,,26.0,2.0,1.0,,329.0,7.0,3.0,,61.0,2.0,3.0,12294.0,48.0,15299.0,80.35819334597034,2.908686842277273,2.1504673508072423,0.39871887051441274,2.908686842277273,CALAVERAS
Calaveras,2012,573.0,13.0,,1.0,33.0,,20.0,1.0,1.0,,129.0,4.0,5.0,118.0,102.0,2.0,6.0,12024.0,47.0,15091.0,79.67662845404546,3.7969650785236233,0.8548141276257372,0.6758995427738388,3.7969650785236233,CALAVERAS
Calaveras,2013,558.0,13.0,,4.0,31.0,,24.0,4.0,,,264.0,9.0,7.0,118.0,118.0,3.0,4.0,12969.0,41.0,16180.0,80.15451174289247,3.4487021013597032,1.6316440049443757,0.7292954264524104,3.4487021013597032,CALAVERAS
Calaveras,2014,585.0,17.0,,,22.0,,30.0,4.0,,,255.0,8.0,3.0,117.0,98.0,,1.0,14883.0,47.0,18084.0,82.2992700729927,3.2349037823490376,1.4100862641008627,0.5419155054191551,3.2349037823490376,CALAVERAS
Calaveras,2015,659.0,3.0,,6.0,19.0,,53.0,11.0,3.0,,348.0,33.0,3.0,99.0,129.0,2.0,2.0,16843.0,69.0,20297.0,82.98270680396118,3.246785239197911,1.7145390944474554,0.6355619057003498,3.246785239197911,CALAVERAS
Calaveras,2016,635.0,2.0,,4.0,19.0,,34.0,5.0,1.0,,430.0,52.0,1.0,109.0,112.0,4.0,2.0,18136.0,64.0,21626.0,83.86201794136687,2.9362804032183485,1.9883473596596688,0.517895126236937,2.9362804032183485,CALAVERAS
Calaveras,2017,692.0,2.0,,,25.0,,40.0,5.0,3.0,,521.0,22.0,1.0,106.0,102.0,5.0,1.0,18718.0,86.0,22346.0,83.76443211312987,3.09675109639309,2.3315134699722546,0.45645753154927055,3.09675109639309,CALAVERAS
Calaveras,2018,660.0,2.0,,1.0,28.0,,38.0,8.0,,7.0,353.0,12.0,,119.0,112.0,2.0,8.0,18070.0,97.0,21535.0,83.90991409333643,3.0647782679359183,1.6391920130020898,0.5200835848618528,3.0647782679359183,CALAVERAS
Calaveras,2019,821.0,3.0,,2.0,30.0,,43.0,10.0,,,344.0,20.0,,123.0,103.0,4.0,9.0,17547.0,83.0,21161.0,82.92141203156751,3.8797788384291856,1.625632058976419,0.4867444827749161,3.8797788384291856,CALAVERAS
Calaveras,2020,694.0,1.0,,,28.0,,31.0,4.0,,,322.0,14.0,,87.0,131.0,,17.0,15416.0,93.0,18858.0,81.74779934245413,3.6801357514052393,1.7074981440237564,0.6946653939972425,3.6801357514052393,CALAVERAS
Calaveras,2021,693.0,6.0,,,31.0,,39.0,7.0,,5.0,385.0,20.0,,96.0,175.0,3.0,4.0,16996.0,109.0,20590.0,82.54492472073822,3.365711510441962,1.8698397280233123,0.8499271491015056,3.365711510441962,CALAVERAS
Calaveras,2022,672.0,4.0,,1.0,24.0,,46.0,9.0,,16.0,413.0,28.0,7.0,103.0,178.0,6.0,3.0,18138.0,147.0,21817.0,83.13700325434294,3.080166842370628,1.8930192052069486,0.8158775266993629,3.080166842370628,CALAVERAS
Calaveras,2023,803.0,6.0,,,28.0,,55.0,3.0,,15.0,419.0,26.0,6.0,101.0,219.0,10.0,2.0,18256.0,150.0,22122.0,82.52418407015641,3.629870716933369,1.8940421300063286,0.9899647409818281,3.629870716933369,CALAVERAS
Calaveras,2024,721.0,,,,26.0,,77.0,11.0,,19.0,410.0,55.0,,137.0,159.0,14.0,,19015.0,161.0,22829.0,83.29317972753954,3.158263612072364,1.7959612773227034,0.6964825441324631,3.158263612072364,CALAVERAS
Colusa,2008,204.0,1.0,,,8.0,,3.0,1.0,,,46.0,2.0,4.0,,31.0,,13.0,5504.0,18.0,7843.0,70.17722810149178,2.60104551829657,0.5865102639296188,0.3952569169960474,2.60104551829657,COLUSA
Colusa,2009,192.0,9.0,1.0,,8.0,,4.0,,,,31.0,1.0,2.0,,38.0,,1.0,5691.0,33.0,8020.0,70.96009975062344,2.3940149625935163,0.3865336658354115,0.4738154613466334,2.3940149625935163,COLUSA
Colusa,2010,187.0,7.0,25.0,,4.0,,4.0,1.0,,,40.0,1.0,,,40.0,,,5493.0,44.0,7856.0,69.92107942973523,2.380346232179226,0.5091649694501018,0.5091649694501018,2.380346232179226,COLUSA
Colusa,2011,168.0,4.0,58.0,,10.0,,9.0,1.0,,,45.0,,,,23.0,,1.0,5403.0,40.0,7773.0,69.50984175993825,2.1613276727132384,0.5789270551910459,0.295896050430979,2.1613276727132384,COLUSA
Colusa,2012,231.0,1.0,,,12.0,,5.0,3.0,,,65.0,,1.0,45.0,40.0,,,5671.0,34.0,8120.0,69.83990147783251,2.844827586206897,0.8004926108374385,0.49261083743842365,2.844827586206897,COLUSA
Colusa,2013,246.0,2.0,,1.0,13.0,,7.0,1.0,2.0,,86.0,1.0,2.0,53.0,38.0,,,5917.0,24.0,8406.0,70.3901974779919,2.9264810849393292,1.023078753271473,0.45205805377111585,2.9264810849393292,COLUSA
Colusa,2014,270.0,2.0,,1.0,8.0,,10.0,3.0,1.0,,143.0,,3.0,69.0,38.0,2.0,,6718.0,44.0,9326.0,72.03517049110016,2.8951318893416254,1.533347630280935,0.4074630066480806,2.8951318893416254,COLUSA
Colusa,2015,287.0,3.0,,,15.0,,12.0,,,,220.0,5.0,1.0,83.0,27.0,,,7162.0,34.0,9864.0,72.60746147607462,2.9095701540957015,2.2303325223033252,0.2737226277372263,2.9095701540957015,COLUSA
Colusa,2016,209.0,17.0,,,10.0,,20.0,1.0,2.0,,136.0,4.0,3.0,85.0,20.0,,4.0,6363.0,28.0,8918.0,71.35007849293564,2.343574792554384,1.5250056066382598,0.2242655303879794,2.343574792554384,COLUSA
Colusa,2017,155.0,16.0,,,5.0,,26.0,,,,110.0,8.0,3.0,62.0,8.0,2.0,,6152.0,29.0,8593.0,71.59315722099383,1.8037937856394741,1.280111718840917,0.09309903409752124,1.8037937856394741,COLUSA
Colusa,2018,246.0,16.0,,5.0,8.0,,8.0,,,,177.0,5.0,6.0,102.0,21.0,1.0,6.0,8562.0,25.0,11206.0,76.40549705514903,2.1952525432803855,1.5795109762627164,0.18739960735320363,2.1952525432803855,COLUSA
Colusa,2019,250.0,8.0,,,8.0,,12.0,3.0,,,193.0,6.0,,92.0,33.0,,1.0,8433.0,21.0,11079.0,76.1169780666125,2.25652134669194,1.7420344796461775,0.29786081776333606,2.25652134669194,COLUSA
Colusa,2020,266.0,2.0,,,12.0,,3.0,,,,130.0,2.0,7.0,75.0,26.0,,,6316.0,8.0,8867.0,71.2304048719973,2.9998872222848765,1.4661102966053907,0.29322205932107814,2.9998872222848765,COLUSA
Colusa,2021,251.0,,,3.0,7.0,,4.0,,,,182.0,5.0,4.0,79.0,39.0,,,7118.0,12.0,9725.0,73.19280205655528,2.5809768637532136,1.8714652956298201,0.40102827763496146,2.5809768637532136,COLUSA
Colusa,2022,253.0,,,,16.0,,6.0,,,,222.0,7.0,,74.0,34.0,,3.0,8429.0,24.0,11090.0,76.0054102795311,2.2813345356176735,2.0018034265103695,0.3065825067628494,2.2813345356176735,COLUSA
Colusa,2023,269.0,,,,7.0,,7.0,3.0,,,227.0,8.0,3.0,70.0,48.0,2.0,4.0,8485.0,22.0,11178.0,75.90803363750224,2.406512792986223,2.0307747360887456,0.4294149221685454,2.406512792986223,COLUSA
Colusa,2024,241.0,,,,10.0,,,,,,260.0,19.0,,79.0,47.0,,,8862.0,28.0,11570.0,76.59464131374244,2.0829732065687123,2.247191011235955,0.4062229904926534,2.0829732065687123,COLUSA
Contra Costa,2008,3527.0,369.0,,51.0,418.0,,152.0,82.0,54.0,,3428.0,664.0,409.0,,7622.0,34.0,48.0,268143.0,1204.0,288213.0,93.0364001623799,1.2237477143640294,1.1893981187524505,2.6445718964793397,1.2237477143640294,CONTRA COSTA
Contra Costa,2009,3774.0,170.0,4.0,33.0,463.0,,151.0,112.0,29.0,,3909.0,592.0,369.0,,7824.0,48.0,38.0,298020.0,1428.0,318973.0,93.43110545406664,1.183172243418722,1.225495574860568,2.452872186674107,1.183172243418722,CONTRA COSTA
Contra Costa,2010,3863.0,212.0,177.0,48.0,450.0,,207.0,155.0,20.0,,4033.0,518.0,169.0,,5037.0,38.0,45.0,307969.0,1421.0,326372.0,94.36134227200863,1.1836186927800179,1.2357064944296692,1.5433309229958452,1.1836186927800179,CONTRA COSTA
Contra Costa,2011,3668.0,211.0,299.0,34.0,463.0,,296.0,167.0,44.0,,4377.0,586.0,49.0,,3116.0,44.0,32.0,317476.0,1590.0,334463.0,94.92111235024502,1.0966833401601972,1.3086649345368546,0.9316426630150421,1.0966833401601972,CONTRA COSTA
Contra Costa,2012,3798.0,223.0,,40.0,430.0,,1156.0,187.0,45.0,,4818.0,727.0,55.0,750.0,2624.0,57.0,97.0,343642.0,2598.0,363259.0,94.5997208603228,1.0455350039503495,1.326326395216636,0.7223496183164079,1.0455350039503495,CONTRA COSTA
Contra Costa,2013,3296.0,168.0,,70.0,414.0,,2140.0,178.0,54.0,,4295.0,888.0,192.0,1023.0,1962.0,44.0,159.0,333156.0,3103.0,353155.0,94.33704747207317,0.9333012416644251,1.2161798643655053,0.5555634211606801,0.9333012416644251,CONTRA COSTA
Contra Costa,2014,2816.0,270.0,,68.0,419.0,1.0,1910.0,268.0,134.0,,3861.0,1117.0,530.0,1005.0,2305.0,63.0,187.0,346419.0,3502.0,366889.0,94.42065583868691,0.7675345949319822,1.0523618860200223,0.6282554123999357,0.7675345949319822,CONTRA COSTA
Contra Costa,2015,3201.0,215.0,,93.0,440.0,,1801.0,318.0,482.0,,4379.0,1181.0,893.0,1054.0,2296.0,61.0,181.0,364816.0,3251.0,386677.0,94.34644418985356,0.827822704738063,1.1324697357225797,0.5937772352635403,0.827822704738063,CONTRA COSTA
Contra Costa,2016,3888.0,147.0,,84.0,427.0,,2258.0,371.0,253.0,,5628.0,884.0,201.0,1216.0,2273.0,87.0,265.0,365149.0,3878.0,389025.0,93.86260523102628,0.9994216310005783,1.446693657219973,0.5842812158601632,0.9994216310005783,CONTRA COSTA
Contra Costa,2017,4451.0,186.0,,74.0,470.0,,2247.0,384.0,231.0,,5678.0,347.0,163.0,1274.0,2524.0,104.0,337.0,362966.0,3790.0,387243.0,93.73080985324461,1.149407477991855,1.4662627858992932,0.6517871207484707,1.149407477991855,CONTRA COSTA
