fips5,nhsc_sites,nhsc_pcp_sites,nhsc_fte,nhsc_pcp_fte,fqhc_count,rhc_count,cmhc_count,chc_grants,county_type,access_gap,pcp_per_100k,pqi_mean_rate,population,ahrf_pcp_count,nhsc_per_100k,fqhc_per_100k,rhc_per_100k,cmhc_per_100k,pcp_per_100k_ahrf,true_desert
06093,18.0,4.0,12.2,5.9,9.0,6.0,0.0,17.0,Well-Served,21.01658297095262,75.60801444953165,148.6675824175824,43713.2,30.0,27.909189901448535,20.588746648609575,13.72583109907305,0.0,68.62915549536525,0
06095,17.0,6.0,14.1,9.1,17.0,0.0,0.0,22.0,Underserved,-1.357878891927072,111.37887491774416,229.6942857142857,449811.4,392.0,3.1346470987618367,3.7793617502802284,0.0,0.0,87.14763565352055,0
06097,29.0,9.0,25.6,14.6,29.0,0.0,0.0,47.0,Well-Served,24.036145061633704,134.25229847588818,193.90714285714284,483532.2,488.0,5.294373363345812,5.997532325665178,0.0,0.0,100.92399223877953,0
06099,31.0,4.0,8.0,6.0,32.0,13.0,0.0,39.0,Underserved,-14.017173515983856,86.05919544013089,301.1228571428572,551181.8,366.0,1.451426734337019,5.805706937348076,2.358568443297656,0.0,66.40277309591862,0
06101,8.0,2.0,4.0,2.0,7.0,0.0,0.0,12.0,Underserved,-24.64948899394041,75.42691634652131,318.79604395604395,99269.4,75.0,4.029439081932599,7.051518393382049,0.0,0.0,75.55198278623625,0
06103,11.0,1.0,4.0,2.0,5.0,7.0,0.0,5.0,Adequate,2.422897258199427,56.77226649208768,232.5926373626374,65241.8,36.0,6.131038689919652,7.663798362399565,10.729317707359392,0.0,55.179348209276874,0
06105,5.0,1.0,2.9,0.9,1.0,2.0,0.0,1.0,Underserved,-4.878710388023389,31.296292432556488,76.5442857142857,15994.8,2.0,18.130892540075525,6.252031910370871,12.504063820741742,0.0,12.504063820741742,0
06107,84.0,24.0,57.65,42.65,54.0,28.0,0.0,70.0,TRUE DESERT,-16.755678269066593,66.05408700953708,234.86142857142858,476633.2,231.0,12.095254799707615,11.329466768156308,5.8745383242291975,0.0,48.46494117489088,1
06109,13.0,0.0,3.0,0.0,4.0,1.0,0.0,0.0,Adequate,2.209448103075829,67.62993629991135,181.28516483516484,54780.0,33.0,5.47645125958379,7.301935012778387,1.8254837531945967,0.0,60.24096385542169,0
06111,52.0,16.0,22.4,17.8,33.0,5.0,0.0,56.0,Underserved,-6.908196385520057,110.55334828561374,223.83571428571432,834982.8,698.0,2.6826899907399286,3.952177218500788,0.598814730075877,0.0,83.59453631859243,0
06113,25.0,5.0,12.5,5.5,9.0,0.0,0.0,20.0,Adequate,13.614911916241226,109.79762301757442,147.5442857142857,219400.0,264.0,5.697356426618049,4.102096627164996,0.0,0.0,120.32816773017319,0
06115,7.0,2.0,2.0,2.0,10.0,3.0,0.0,14.0,Underserved,-52.88713990298115,34.897783589618115,341.0003296703297,82715.2,20.0,2.4179352767085134,12.089676383542566,3.62690291506277,0.0,24.17935276708513,0
