Month of Eligibility,County,Dual Status,Total Eligibles,Annotation Code,Annotation Description,Status,Date of Data
2013-12,Calaveras,Non-Dual,"6,041",,,F,
2013-12,Colusa,Dual,719,,,F,
2013-12,Colusa,Non-Dual,"5,524",,,F,
2013-12,Contra Costa,Dual,"25,326",,,F,
2013-12,Contra Costa,Non-Dual,"140,054",,,F,
2013-12,Del Norte,Dual,"1,445",,,F,
2013-12,Del Norte,Non-Dual,"6,769",,,F,
2013-12,El Dorado,Dual,"3,587",,,F,
2013-12,El Dorado,Non-Dual,"18,390",,,F,
2013-12,Fresno,Dual,"34,608",,,F,
2013-12,Fresno,Non-Dual,"305,396",,,F,
2013-12,Glenn,Dual,"1,132",,,F,
2013-12,Glenn,Non-Dual,"7,471",,,F,
2013-12,Humboldt,Dual,"5,395",,,F,
2013-12,Humboldt,Non-Dual,"24,457",,,F,
2013-12,Imperial,Dual,"11,956",,,F,
2013-12,Imperial,Non-Dual,"51,579",,,F,
2013-12,Inyo,Dual,638,,,F,
2013-12,Inyo,Non-Dual,"3,110",,,F,
2013-12,Kern,Dual,"26,697",,,F,
2013-12,Kern,Non-Dual,"238,765",,,F,
2013-12,Kings,Dual,"4,162",,,F,
2013-12,Kings,Non-Dual,"35,557",,,F,
2013-12,Lake,Dual,"3,966",,,F,
2013-12,Lake,Non-Dual,"15,785",,,F,
2013-12,Lassen,Dual,847,,,F,
2013-12,Lassen,Non-Dual,"4,319",,,F,
2013-12,Los Angeles,Dual,"401,570",,,F,
2013-12,Los Angeles,Non-Dual,"2,230,299",,,F,
2013-12,Madera,Dual,"4,532",,,F,
2013-12,Madera,Non-Dual,"46,202",,,F,
2013-12,Marin,Dual,"4,698",,,F,
2013-12,Marin,Non-Dual,"21,468",,,F,
2013-12,Mariposa,Dual,558,,,F,
2013-12,Mariposa,Non-Dual,"2,532",,,F,
2013-12,Mendocino,Dual,"3,987",,,F,
2013-12,Mendocino,Non-Dual,"22,341",,,F,
2013-12,Merced,Dual,"9,628",,,F,
2013-12,Merced,Non-Dual,"85,611",,,F,
2013-12,Modoc,Dual,472,,,F,
2013-12,Modoc,Non-Dual,"1,618",,,F,
2013-12,Mono,Dual,135,,,F,
2013-12,Mono,Non-Dual,"1,861",,,F,
2013-12,Monterey,Dual,"10,463",,,F,
2013-12,Monterey,Non-Dual,"108,149",,,F,
2013-12,Napa,Dual,"3,292",,,F,
2013-12,Napa,Non-Dual,"17,779",,,F,
2013-12,Nevada,Dual,"2,434",,,F,
2013-12,Nevada,Non-Dual,"11,680",,,F,
2013-12,Orange,Dual,"80,502",,,F,
2013-12,Orange,Non-Dual,"475,660",,,F,
2013-12,Placer,Dual,"6,293",,,F,
2013-12,Placer,Non-Dual,"30,319",,,F,
2013-12,Plumas,Dual,781,,,F,
2013-12,Plumas,Non-Dual,"2,682",,,F,
2013-12,Riverside,Dual,"56,339",,,F,
2013-12,Riverside,Non-Dual,"443,875",,,F,
2013-12,STATEWIDE,STATEWIDE,"8,605,680",,Statewide Total by MOE,F,
2013-12,Sacramento,Dual,"51,488",,,F,
2013-12,Sacramento,Non-Dual,"310,174",,,F,
2013-12,San Benito,Dual,"1,324",,,F,
2013-12,San Benito,Non-Dual,"11,270",,,F,
2013-12,San Bernardino,Dual,"60,866",,,F,
2013-12,San Bernardino,Non-Dual,"503,215",,,F,
2013-12,San Diego,Dual,"81,588",,,F,
2013-12,San Diego,Non-Dual,"442,138",,,F,
2013-12,San Francisco,Dual,"46,835",,,F,
2013-12,San Francisco,Non-Dual,"98,246",,,F,
2013-12,San Joaquin,Dual,"23,083",,,F,
2013-12,San Joaquin,Non-Dual,"180,139",,,F,
2013-12,San Luis Obispo,Dual,"6,053",,,F,
2013-12,San Luis Obispo,Non-Dual,"32,469",,,F,
2013-12,San Mateo,Dual,"17,343",,,F,
2013-12,San Mateo,Non-Dual,"77,533",,,F,
2013-12,Santa Barbara,Dual,"10,610",,,F,
2013-12,Santa Barbara,Non-Dual,"84,957",,,F,
2013-12,Santa Clara,Dual,"53,226",,,F,
2013-12,Santa Clara,Non-Dual,"241,459",,,F,
2013-12,Santa Cruz,Dual,"6,957",,,F,
2013-12,Santa Cruz,Non-Dual,"43,048",,,F,
2013-12,Shasta,Dual,"8,564",,,F,
2013-12,Shasta,Non-Dual,"35,064",,,F,
2013-12,Sierra,Dual,144,,,F,
2013-12,Sierra,Non-Dual,389,,,F,
2013-12,Siskiyou,Dual,"2,294",,,F,
2013-12,Siskiyou,Non-Dual,"9,293",,,F,
2013-12,Solano,Dual,"11,658",,,F,
2013-12,Solano,Non-Dual,"65,074",,,F,
2013-12,Sonoma,Dual,"12,602",,,F,
2013-12,Sonoma,Non-Dual,"65,577",,,F,
2013-12,Stanislaus,Dual,"19,210",,,F,
2013-12,Stanislaus,Non-Dual,"133,064",,,F,
2013-12,Sutter,Dual,"4,111",,,F,
2013-12,Sutter,Non-Dual,"23,527",,,F,
2013-12,Tehama,Dual,"3,053",,,F,
2013-12,Tehama,Non-Dual,"16,163",,,F,
2013-12,Trinity,Dual,639,,,F,
2013-12,Trinity,Non-Dual,"2,346",,,F,
2013-12,Tulare,Dual,"17,708",,,F,
2013-12,Tulare,Non-Dual,"169,878",,,F,
2013-12,Tuolumne,Dual,"1,847",,,F,
2013-12,Tuolumne,Non-Dual,"7,296",,,F,
2013-12,Ventura,Dual,"19,162",,,F,
2013-12,Ventura,Non-Dual,"125,712",,,F,
2013-12,Yolo,Dual,"5,491",,,F,
2013-12,Yolo,Non-Dual,"30,769",,,F,
2013-12,Yuba,Dual,"2,924",,,F,
2013-12,Yuba,Non-Dual,"18,702",,,F,
2013-11,Alameda,Dual,"50,571",,,F,
2013-11,Alameda,Non-Dual,"226,261",,,F,
2013-11,Alpine,Dual,46,,,F,
2013-11,Alpine,Non-Dual,156,,,F,
2013-11,Amador,Dual,867,,,F,
2013-11,Amador,Non-Dual,"4,065",,,F,
2013-11,Butte,Dual,"10,190",,,F,
2013-11,Butte,Non-Dual,"44,263",,,F,
2013-11,Calaveras,Dual,"1,165",,,F,
2013-11,Calaveras,Non-Dual,"6,051",,,F,
2013-11,Colusa,Dual,716,,,F,
2013-11,Colusa,Non-Dual,"5,522",,,F,
2013-11,Contra Costa,Dual,"25,216",,,F,
2013-11,Contra Costa,Non-Dual,"139,251",,,F,
2013-11,Del Norte,Dual,"1,447",,,F,
2013-11,Del Norte,Non-Dual,"6,780",,,F,
2013-11,El Dorado,Dual,"3,595",,,F,
2013-11,El Dorado,Non-Dual,"18,356",,,F,
2013-11,Fresno,Dual,"34,488",,,F,
2013-11,Fresno,Non-Dual,"304,543",,,F,
2013-11,Glenn,Dual,"1,128",,,F,
2013-11,Glenn,Non-Dual,"7,436",,,F,
2013-11,Humboldt,Dual,"5,393",,,F,
2013-11,Humboldt,Non-Dual,"24,590",,,F,
2013-11,Imperial,Dual,"11,953",,,F,
2013-11,Imperial,Non-Dual,"51,689",,,F,
2013-11,Inyo,Dual,640,,,F,
2013-11,Inyo,Non-Dual,"3,123",,,F,
2013-11,Kern,Dual,"26,613",,,F,
2013-11,Kern,Non-Dual,"239,542",,,F,
2013-11,Kings,Dual,"4,149",,,F,
2013-11,Kings,Non-Dual,"35,682",,,F,
2013-11,Lake,Dual,"3,979",,,F,
2013-11,Lake,Non-Dual,"15,691",,,F,
2013-11,Lassen,Dual,844,,,F,
2013-11,Lassen,Non-Dual,"4,283",,,F,
2013-11,Los Angeles,Dual,"400,863",,,F,
2013-11,Los Angeles,Non-Dual,"2,249,398",,,F,
2013-11,Madera,Dual,"4,524",,,F,
2013-11,Madera,Non-Dual,"45,860",,,F,
2013-11,Marin,Dual,"4,693",,,F,
2013-11,Marin,Non-Dual,"21,511",,,F,
2013-11,Mariposa,Dual,558,,,F,
2013-11,Mariposa,Non-Dual,"2,518",,,F,
2013-11,Mendocino,Dual,"3,975",,,F,
2013-11,Mendocino,Non-Dual,"22,257",,,F,
2013-11,Merced,Dual,"9,635",,,F,
2013-11,Merced,Non-Dual,"85,717",,,F,
2013-11,Modoc,Dual,472,,,F,
2013-11,Modoc,Non-Dual,"1,637",,,F,
2013-11,Mono,Dual,131,,,F,
2013-11,Mono,Non-Dual,"1,837",,,F,
2013-11,Monterey,Dual,"10,437",,,F,
2013-11,Monterey,Non-Dual,"107,135",,,F,
2013-11,Napa,Dual,"3,292",,,F,
2013-11,Napa,Non-Dual,"17,814",,,F,
2013-11,Nevada,Dual,"2,418",,,F,
2013-11,Nevada,Non-Dual,"11,675",,,F,
2013-11,Orange,Dual,"80,241",,,F,
2013-11,Orange,Non-Dual,"474,618",,,F,
2013-11,Placer,Dual,"6,285",,,F,
2013-11,Placer,Non-Dual,"30,345",,,F,
2013-11,Plumas,Dual,774,,,F,
2013-11,Plumas,Non-Dual,"2,650",,,F,
2013-11,Riverside,Dual,"56,128",,,F,
2013-11,Riverside,Non-Dual,"444,956",,,F,
2013-11,STATEWIDE,STATEWIDE,"8,621,949",,Statewide Total by MOE,F,
2013-11,Sacramento,Dual,"51,332",,,F,
2013-11,Sacramento,Non-Dual,"310,235",,,F,
2013-11,San Benito,Dual,"1,306",,,F,
2013-11,San Benito,Non-Dual,"11,213",,,F,
2013-11,San Bernardino,Dual,"60,636",,,F,
2013-11,San Bernardino,Non-Dual,"503,839",,,F,
2013-11,San Diego,Dual,"81,406",,,F,
2013-11,San Diego,Non-Dual,"443,519",,,F,
2013-11,San Francisco,Dual,"46,798",,,F,
2013-11,San Francisco,Non-Dual,"98,393",,,F,
2013-11,San Joaquin,Dual,"23,016",,,F,
2013-11,San Joaquin,Non-Dual,"180,285",,,F,
2013-11,San Luis Obispo,Dual,"6,047",,,F,
2013-11,San Luis Obispo,Non-Dual,"32,584",,,F,
2013-11,San Mateo,Dual,"17,349",,,F,
2013-11,San Mateo,Non-Dual,"77,309",,,F,
2013-11,Santa Barbara,Dual,"10,590",,,F,
2013-11,Santa Barbara,Non-Dual,"84,503",,,F,
2013-11,Santa Clara,Dual,"53,410",,,F,
2013-11,Santa Clara,Non-Dual,"242,510",,,F,
2013-11,Santa Cruz,Dual,"6,956",,,F,
2013-11,Santa Cruz,Non-Dual,"42,853",,,F,
2013-11,Shasta,Dual,"8,536",,,F,
2013-11,Shasta,Non-Dual,"34,949",,,F,
2013-11,Sierra,Dual,143,,,F,
2013-11,Sierra,Non-Dual,397,,,F,
2013-11,Siskiyou,Dual,"2,272",,,F,
2013-11,Siskiyou,Non-Dual,"9,320",,,F,
2013-11,Solano,Dual,"11,604",,,F,
2013-11,Solano,Non-Dual,"65,016",,,F,
2013-11,Sonoma,Dual,"12,573",,,F,
2013-11,Sonoma,Non-Dual,"65,696",,,F,
2013-11,Stanislaus,Dual,"19,197",,,F,
2013-11,Stanislaus,Non-Dual,"133,328",,,F,
2013-11,Sutter,Dual,"4,081",,,F,
2013-11,Sutter,Non-Dual,"23,445",,,F,
2013-11,Tehama,Dual,"3,049",,,F,
2013-11,Tehama,Non-Dual,"16,023",,,F,
2013-11,Trinity,Dual,642,,,F,
2013-11,Trinity,Non-Dual,"2,352",,,F,
2013-11,Tulare,Dual,"17,655",,,F,
2013-11,Tulare,Non-Dual,"169,272",,,F,
2013-11,Tuolumne,Dual,"1,838",,,F,
2013-11,Tuolumne,Non-Dual,"7,296",,,F,
2013-11,Ventura,Dual,"19,129",,,F,
2013-11,Ventura,Non-Dual,"125,586",,,F,
2013-11,Yolo,Dual,"5,466",,,F,
2013-11,Yolo,Non-Dual,"30,679",,,F,
2013-11,Yuba,Dual,"2,944",,,F,
2013-11,Yuba,Non-Dual,"18,734",,,F,
2013-10,Alameda,Dual,"50,503",,,F,
2013-10,Alameda,Non-Dual,"226,828",,,F,
2013-10,Alpine,Dual,47,,,F,
2013-10,Alpine,Non-Dual,154,,,F,
2013-10,Amador,Dual,862,,,F,
2013-10,Amador,Non-Dual,"3,875",,,F,
2013-10,Butte,Dual,"10,220",,,F,
2013-10,Butte,Non-Dual,"42,979",,,F,
2013-10,Calaveras,Dual,"1,155",,,F,
2013-10,Calaveras,Non-Dual,"5,817",,,F,
2013-10,Colusa,Dual,725,,,F,
2013-10,Colusa,Non-Dual,"4,379",,,F,
2013-10,Contra Costa,Dual,"25,121",,,F,
2013-10,Contra Costa,Non-Dual,"139,106",,,F,
2013-10,Del Norte,Dual,"1,439",,,F,
2013-10,Del Norte,Non-Dual,"6,846",,,F,
2013-10,El Dorado,Dual,"3,585",,,F,
2013-10,El Dorado,Non-Dual,"16,826",,,F,
2013-10,Fresno,Dual,"34,369",,,F,
2013-10,Fresno,Non-Dual,"304,696",,,F,
2013-10,Glenn,Dual,"1,115",,,F,
2013-10,Glenn,Non-Dual,"6,723",,,F,
2013-10,Humboldt,Dual,"5,392",,,F,
2013-10,Humboldt,Non-Dual,"24,798",,,F,
2013-10,Imperial,Dual,"11,947",,,F,
2013-10,Imperial,Non-Dual,"49,296",,,F,
2013-10,Inyo,Dual,637,,,F,
2013-10,Inyo,Non-Dual,"2,969",,,F,
2013-10,Kern,Dual,"26,560",,,F,
2013-10,Kern,Non-Dual,"239,671",,,F,
2013-10,Kings,Dual,"4,145",,,F,
2013-10,Kings,Non-Dual,"35,635",,,F,
2013-10,Lake,Dual,"3,988",,,F,
2013-10,Lake,Non-Dual,"15,721",,,F,
2013-10,Lassen,Dual,837,,,F,
2013-10,Lassen,Non-Dual,"4,307",,,F,
2013-10,Los Angeles,Dual,"400,232",,,F,
2013-10,Los Angeles,Non-Dual,"2,244,247",,,F,
2013-10,Madera,Dual,"4,522",,,F,
2013-10,Madera,Non-Dual,"46,100",,,F,
2013-10,Marin,Dual,"4,690",,,F,
2013-10,Marin,Non-Dual,"21,500",,,F,
2013-10,Mariposa,Dual,560,,,F,
2013-10,Mariposa,Non-Dual,"2,459",,,F,
2013-10,Mendocino,Dual,"3,972",,,F,
2013-10,Mendocino,Non-Dual,"22,167",,,F,
2013-10,Merced,Dual,"9,642",,,F,
2013-10,Merced,Non-Dual,"85,541",,,F,
2013-10,Modoc,Dual,469,,,F,
2013-10,Modoc,Non-Dual,"1,698",,,F,
2013-10,Mono,Dual,133,,,F,
2013-10,Mono,Non-Dual,"1,565",,,F,
2013-10,Monterey,Dual,"10,452",,,F,
2013-10,Monterey,Non-Dual,"107,360",,,F,
2013-10,Napa,Dual,"3,281",,,F,
2013-10,Napa,Non-Dual,"17,754",,,F,
2013-10,Nevada,Dual,"2,416",,,F,
2013-10,Nevada,Non-Dual,"10,380",,,F,
2013-10,Orange,Dual,"80,135",,,F,
2013-10,Orange,Non-Dual,"475,143",,,F,
2013-10,Placer,Dual,"6,252",,,F,
2013-10,Placer,Non-Dual,"27,617",,,F,
2013-10,Plumas,Dual,771,,,F,
2013-10,Plumas,Non-Dual,"2,542",,,F,
2013-10,Riverside,Dual,"56,040",,,F,
2013-10,Riverside,Non-Dual,"444,992",,,F,
2013-10,STATEWIDE,STATEWIDE,"8,602,257",,Statewide Total by MOE,F,
2013-10,Sacramento,Dual,"51,249",,,F,
2013-10,Sacramento,Non-Dual,"309,986",,,F,
2013-10,San Benito,Dual,"1,306",,,F,
2013-10,San Benito,Non-Dual,"10,128",,,F,
2013-10,San Bernardino,Dual,"60,506",,,F,
2013-10,San Bernardino,Non-Dual,"503,761",,,F,
2013-10,San Diego,Dual,"81,210",,,F,
2013-10,San Diego,Non-Dual,"442,827",,,F,
2013-10,San Francisco,Dual,"46,865",,,F,
2013-10,San Francisco,Non-Dual,"98,907",,,F,
2013-10,San Joaquin,Dual,"22,945",,,F,
2013-10,San Joaquin,Non-Dual,"181,298",,,F,
2013-10,San Luis Obispo,Dual,"6,028",,,F,
2013-10,San Luis Obispo,Non-Dual,"32,681",,,F,
2013-10,San Mateo,Dual,"17,383",,,F,
2013-10,San Mateo,Non-Dual,"77,564",,,F,
2013-10,Santa Barbara,Dual,"10,559",,,F,
2013-10,Santa Barbara,Non-Dual,"84,583",,,F,
2013-10,Santa Clara,Dual,"53,354",,,F,
2013-10,Santa Clara,Non-Dual,"242,531",,,F,
2013-10,Santa Cruz,Dual,"6,963",,,F,
2013-10,Santa Cruz,Non-Dual,"42,861",,,F,
2013-10,Shasta,Dual,"8,546",,,F,
2013-10,Shasta,Non-Dual,"35,008",,,F,
2013-10,Sierra,Dual,139,,,F,
2013-10,Sierra,Non-Dual,394,,,F,
2013-10,Siskiyou,Dual,"2,265",,,F,
2013-10,Siskiyou,Non-Dual,"9,304",,,F,
2013-10,Solano,Dual,"11,556",,,F,
2013-10,Solano,Non-Dual,"65,276",,,F,
2013-10,Sonoma,Dual,"12,522",,,F,
2013-10,Sonoma,Non-Dual,"65,750",,,F,
2013-10,Stanislaus,Dual,"19,130",,,F,
2013-10,Stanislaus,Non-Dual,"133,569",,,F,
2013-10,Sutter,Dual,"4,059",,,F,
2013-10,Sutter,Non-Dual,"21,506",,,F,
2013-10,Tehama,Dual,"3,043",,,F,
2013-10,Tehama,Non-Dual,"15,222",,,F,
2013-10,Trinity,Dual,640,,,F,
2013-10,Trinity,Non-Dual,"2,379",,,F,
2013-10,Tulare,Dual,"17,655",,,F,
2013-10,Tulare,Non-Dual,"169,716",,,F,
2013-10,Tuolumne,Dual,"1,818",,,F,
2013-10,Tuolumne,Non-Dual,"6,842",,,F,
2013-10,Ventura,Dual,"19,096",,,F,
2013-10,Ventura,Non-Dual,"126,244",,,F,
2013-10,Yolo,Dual,"5,448",,,F,
2013-10,Yolo,Non-Dual,"30,830",,,F,
2013-10,Yuba,Dual,"2,961",,,F,
2013-10,Yuba,Non-Dual,"17,939",,,F,
2013-09,Alameda,Dual,"50,349",,,F,
2013-09,Alameda,Non-Dual,"227,274",,,F,
2013-09,Alpine,Dual,45,,,F,
2013-09,Alpine,Non-Dual,159,,,F,
2013-09,Amador,Dual,865,,,F,
2013-09,Amador,Non-Dual,"3,901",,,F,
2013-09,Butte,Dual,"10,169",,,F,
2013-09,Butte,Non-Dual,"42,752",,,F,
2013-09,Calaveras,Dual,"1,160",,,F,
2013-09,Calaveras,Non-Dual,"5,772",,,F,
2013-09,Colusa,Dual,725,,,F,
2013-09,Colusa,Non-Dual,"4,310",,,F,
2013-09,Contra Costa,Dual,"25,037",,,F,
2013-09,Contra Costa,Non-Dual,"138,067",,,F,
2013-09,Del Norte,Dual,"1,432",,,F,
2013-09,Del Norte,Non-Dual,"6,803",,,F,
2013-09,El Dorado,Dual,"3,574",,,F,
2013-09,El Dorado,Non-Dual,"16,666",,,F,
2013-09,Fresno,Dual,"34,258",,,F,
2013-09,Fresno,Non-Dual,"305,372",,,F,
2013-09,Glenn,Dual,"1,127",,,F,
2013-09,Glenn,Non-Dual,"6,717",,,F,
2013-09,Humboldt,Dual,"5,376",,,F,
2013-09,Humboldt,Non-Dual,"24,856",,,F,
2013-09,Imperial,Dual,"11,921",,,F,
2013-09,Imperial,Non-Dual,"49,098",,,F,
2013-09,Inyo,Dual,644,,,F,
2013-09,Inyo,Non-Dual,"2,998",,,F,
2013-09,Kern,Dual,"26,491",,,F,
2013-09,Kern,Non-Dual,"239,552",,,F,
2013-09,Kings,Dual,"4,136",,,F,
2013-09,Kings,Non-Dual,"35,921",,,F,
2013-09,Lake,Dual,"3,986",,,F,
2013-09,Lake,Non-Dual,"15,703",,,F,
2013-09,Lassen,Dual,834,,,F,
2013-09,Lassen,Non-Dual,"4,265",,,F,
2013-09,Los Angeles,Dual,"398,941",,,F,
2013-09,Los Angeles,Non-Dual,"2,252,053",,,F,
2013-09,Madera,Dual,"4,498",,,F,
2013-09,Madera,Non-Dual,"46,235",,,F,
2013-09,Marin,Dual,"4,684",,,F,
2013-09,Marin,Non-Dual,"21,431",,,F,
2013-09,Mariposa,Dual,559,,,F,
2013-09,Mariposa,Non-Dual,"2,404",,,F,
2013-09,Mendocino,Dual,"3,946",,,F,
2013-09,Mendocino,Non-Dual,"22,180",,,F,
2013-09,Merced,Dual,"9,627",,,F,
2013-09,Merced,Non-Dual,"85,657",,,F,
2013-09,Modoc,Dual,464,,,F,
2013-09,Modoc,Non-Dual,"1,640",,,F,
2013-09,Mono,Dual,126,,,F,
2013-09,Mono,Non-Dual,"1,537",,,F,
2013-09,Monterey,Dual,"10,414",,,F,
2013-09,Monterey,Non-Dual,"107,939",,,F,
2013-09,Napa,Dual,"3,250",,,F,
2013-09,Napa,Non-Dual,"17,788",,,F,
2013-09,Nevada,Dual,"2,396",,,F,
2013-09,Nevada,Non-Dual,"10,240",,,F,
2013-09,Orange,Dual,"79,778",,,F,
2013-09,Orange,Non-Dual,"475,912",,,F,
2013-09,Placer,Dual,"6,258",,,F,
2013-09,Placer,Non-Dual,"27,242",,,F,
2013-09,Plumas,Dual,770,,,F,
2013-09,Plumas,Non-Dual,"2,528",,,F,
2013-09,Riverside,Dual,"55,797",,,F,
2013-09,Riverside,Non-Dual,"444,353",,,F,
2013-09,STATEWIDE,STATEWIDE,"8,603,889",,Statewide Total by MOE,F,
2013-09,Sacramento,Dual,"51,035",,,F,
2013-09,Sacramento,Non-Dual,"309,903",,,F,
2013-09,San Benito,Dual,"1,289",,,F,
2013-09,San Benito,Non-Dual,"10,022",,,F,
2013-09,San Bernardino,Dual,"60,127",,,F,
2013-09,San Bernardino,Non-Dual,"502,620",,,F,
2013-09,San Diego,Dual,"80,884",,,F,
2013-09,San Diego,Non-Dual,"443,210",,,F,
2013-09,San Francisco,Dual,"46,731",,,F,
2013-09,San Francisco,Non-Dual,"98,813",,,F,
2013-09,San Joaquin,Dual,"22,898",,,F,
2013-09,San Joaquin,Non-Dual,"181,429",,,F,
2013-09,San Luis Obispo,Dual,"6,013",,,F,
2013-09,San Luis Obispo,Non-Dual,"32,785",,,F,
2013-09,San Mateo,Dual,"17,224",,,F,
2013-09,San Mateo,Non-Dual,"77,152",,,F,
2013-09,Santa Barbara,Dual,"10,528",,,F,
2013-09,Santa Barbara,Non-Dual,"84,628",,,F,
2013-09,Santa Clara,Dual,"53,230",,,F,
2013-09,Santa Clara,Non-Dual,"243,113",,,F,
2013-09,Santa Cruz,Dual,"6,929",,,F,
2013-09,Santa Cruz,Non-Dual,"42,841",,,F,
2013-09,Shasta,Dual,"8,499",,,F,
2013-09,Shasta,Non-Dual,"35,093",,,F,
2013-09,Sierra,Dual,135,,,F,
2013-09,Sierra,Non-Dual,391,,,F,
2013-09,Siskiyou,Dual,"2,269",,,F,
2013-09,Siskiyou,Non-Dual,"9,302",,,F,
2013-09,Solano,Dual,"11,488",,,F,
2013-09,Solano,Non-Dual,"65,130",,,F,
2013-09,Sonoma,Dual,"12,486",,,F,
2013-09,Sonoma,Non-Dual,"65,565",,,F,
2013-09,Stanislaus,Dual,"19,074",,,F,
2013-09,Stanislaus,Non-Dual,"133,320",,,F,
2013-09,Sutter,Dual,"4,034",,,F,
2013-09,Sutter,Non-Dual,"21,297",,,F,
2013-09,Tehama,Dual,"3,030",,,F,
2013-09,Tehama,Non-Dual,"15,175",,,F,
2013-09,Trinity,Dual,636,,,F,
2013-09,Trinity,Non-Dual,"2,352",,,F,
2013-09,Tulare,Dual,"17,590",,,F,
2013-09,Tulare,Non-Dual,"169,839",,,F,
2013-09,Tuolumne,Dual,"1,793",,,F,
2013-09,Tuolumne,Non-Dual,"6,800",,,F,
2013-09,Ventura,Dual,"19,045",,,F,
2013-09,Ventura,Non-Dual,"126,121",,,F,
2013-09,Yolo,Dual,"5,402",,,F,
2013-09,Yolo,Non-Dual,"30,745",,,F,
2013-09,Yuba,Dual,"2,960",,,F,
2013-09,Yuba,Non-Dual,"17,952",,,F,
2013-08,Alameda,Dual,"50,185",,,F,
2013-08,Alameda,Non-Dual,"226,977",,,F,
2013-08,Alpine,Dual,46,,,F,
2013-08,Alpine,Non-Dual,161,,,F,
2013-08,Amador,Dual,859,,,F,
2013-08,Amador,Non-Dual,"3,827",,,F,
2013-08,Butte,Dual,"10,173",,,F,
2013-08,Butte,Non-Dual,"42,802",,,F,
2013-08,Calaveras,Dual,"1,165",,,F,
2013-08,Calaveras,Non-Dual,"5,828",,,F,
2013-08,Colusa,Dual,722,,,F,
2013-08,Colusa,Non-Dual,"4,342",,,F,
2013-08,Contra Costa,Dual,"24,926",,,F,
2013-08,Contra Costa,Non-Dual,"137,148",,,F,
2013-08,Del Norte,Dual,"1,434",,,F,
2013-08,Del Norte,Non-Dual,"6,526",,,F,
2013-08,El Dorado,Dual,"3,563",,,F,
2013-08,El Dorado,Non-Dual,"16,554",,,F,
2013-08,Fresno,Dual,"34,180",,,F,
2013-08,Fresno,Non-Dual,"305,166",,,F,
2013-08,Glenn,Dual,"1,129",,,F,
2013-08,Glenn,Non-Dual,"6,718",,,F,
2013-08,Humboldt,Dual,"5,400",,,F,
2013-08,Humboldt,Non-Dual,"23,269",,,F,
2013-08,Imperial,Dual,"11,879",,,F,
2013-08,Imperial,Non-Dual,"49,059",,,F,
2013-08,Inyo,Dual,633,,,F,
2013-08,Inyo,Non-Dual,"3,032",,,F,
2013-08,Kern,Dual,"26,504",,,F,
2013-08,Kern,Non-Dual,"241,194",,,F,
2013-08,Kings,Dual,"4,161",,,F,
2013-08,Kings,Non-Dual,"36,122",,,F,
2013-08,Lake,Dual,"3,985",,,F,
2013-08,Lake,Non-Dual,"14,882",,,F,
2013-08,Lassen,Dual,837,,,F,
2013-08,Lassen,Non-Dual,"4,140",,,F,
2013-08,Los Angeles,Dual,"398,271",,,F,
2013-08,Los Angeles,Non-Dual,"2,255,756",,,F,
2013-08,Madera,Dual,"4,492",,,F,
2013-08,Madera,Non-Dual,"46,214",,,F,
2013-08,Marin,Dual,"4,654",,,F,
2013-08,Marin,Non-Dual,"21,462",,,F,
2013-08,Mariposa,Dual,569,,,F,
2013-08,Mariposa,Non-Dual,"2,399",,,F,
2013-08,Mendocino,Dual,"3,942",,,F,
2013-08,Mendocino,Non-Dual,"22,088",,,F,
2013-08,Merced,Dual,"9,614",,,F,
2013-08,Merced,Non-Dual,"85,912",,,F,
2013-08,Modoc,Dual,473,,,F,
2013-08,Modoc,Non-Dual,"1,594",,,F,
2013-08,Mono,Dual,126,,,F,
2013-08,Mono,Non-Dual,"1,520",,,F,
2013-08,Monterey,Dual,"10,374",,,F,
2013-08,Monterey,Non-Dual,"108,277",,,F,
2013-08,Napa,Dual,"3,260",,,F,
2013-08,Napa,Non-Dual,"17,692",,,F,
2013-08,Nevada,Dual,"2,378",,,F,
2013-08,Nevada,Non-Dual,"10,162",,,F,
2013-08,Orange,Dual,"79,535",,,F,
2013-08,Orange,Non-Dual,"474,534",,,F,
2013-08,Placer,Dual,"6,268",,,F,
2013-08,Placer,Non-Dual,"27,179",,,F,
2013-08,Plumas,Dual,767,,,F,
2013-08,Plumas,Non-Dual,"2,491",,,F,
2013-08,Riverside,Dual,"55,664",,,F,
2013-08,Riverside,Non-Dual,"444,923",,,F,
2013-08,STATEWIDE,STATEWIDE,"8,602,232",,Statewide Total by MOE,F,
2013-08,Sacramento,Dual,"50,868",,,F,
2013-08,Sacramento,Non-Dual,"310,816",,,F,
2013-08,San Benito,Dual,"1,281",,,F,
2013-08,San Benito,Non-Dual,"9,892",,,F,
2013-08,San Bernardino,Dual,"60,040",,,F,
2013-08,San Bernardino,Non-Dual,"503,385",,,F,
2013-08,San Diego,Dual,"80,749",,,F,
2013-08,San Diego,Non-Dual,"443,873",,,F,
2013-08,San Francisco,Dual,"46,646",,,F,
2013-08,San Francisco,Non-Dual,"98,965",,,F,
2013-08,San Joaquin,Dual,"22,850",,,F,
2013-08,San Joaquin,Non-Dual,"181,645",,,F,
2013-08,San Luis Obispo,Dual,"6,030",,,F,
2013-08,San Luis Obispo,Non-Dual,"32,877",,,F,
2013-08,San Mateo,Dual,"17,124",,,F,
2013-08,San Mateo,Non-Dual,"76,893",,,F,
