fips5,year,new_providers,new_physicians,new_pcps,population,medi_cal_share,county_type,access_gap,high_mc,post_prop56,treat_x_post,new_providers_per100k,new_physicians_per100k,new_pcps_per100k,true_desert,desert_x_post,event_time
06001,2023,682,256,48,1302530.85,0.04855035798199162,Adequate,13.968451205880244,0,1,0,52.359604380963404,19.654045046226734,3.6851334461675127,0,0,6
06001,2024,828,294,87,1302530.85,0.04855035798199162,Adequate,13.968451205880244,0,1,0,63.56855194638959,22.571442357776014,6.679304371178617,0,0,7
06003,2010,1,0,0,1357.8,0.07257212408944141,,,0,0,0,73.64854912358227,0.0,0.0,0,0,-7
06003,2015,1,1,0,1357.8,0.07257212408944141,,,0,0,0,73.64854912358227,73.64854912358227,0.0,0,0,-2
06003,2019,1,0,0,1357.8,0.07257212408944141,,,0,1,0,73.64854912358227,0.0,0.0,0,0,2
06003,2024,1,0,0,1357.8,0.07257212408944141,,,0,1,0,73.64854912358227,0.0,0.0,0,0,7
06005,2010,2,1,0,33801.65,0.05403336856227968,Adequate,17.05638122665637,0,0,0,5.916870921981619,2.9584354609908097,0.0,0,0,-7
06005,2011,4,3,2,33801.65,0.05403336856227968,Adequate,17.05638122665637,0,0,0,11.833741843963239,8.875306382972429,5.916870921981619,0,0,-6
06005,2012,12,0,0,33801.65,0.05403336856227968,Adequate,17.05638122665637,0,0,0,35.501225531889716,0.0,0.0,0,0,-5
06005,2013,7,5,2,33801.65,0.05403336856227968,Adequate,17.05638122665637,0,0,0,20.709048226935668,14.792177304954047,5.916870921981619,0,0,-4
06005,2014,10,4,4,33801.65,0.05403336856227968,Adequate,17.05638122665637,0,0,0,29.584354609908093,11.833741843963239,11.833741843963239,0,0,-3
06005,2015,16,7,3,33801.65,0.05403336856227968,Adequate,17.05638122665637,0,0,0,47.334967375852955,20.709048226935668,8.875306382972429,0,0,-2
06005,2016,3,2,0,33801.65,0.05403336856227968,Adequate,17.05638122665637,0,0,0,8.875306382972429,5.916870921981619,0.0,0,0,-1
06005,2017,2,0,0,33801.65,0.05403336856227968,Adequate,17.05638122665637,0,0,0,5.916870921981619,0.0,0.0,0,0,0
06005,2018,7,1,0,33801.65,0.05403336856227968,Adequate,17.05638122665637,0,1,0,20.709048226935668,2.9584354609908097,0.0,0,0,1
06005,2019,7,1,1,33801.65,0.05403336856227968,Adequate,17.05638122665637,0,1,0,20.709048226935668,2.9584354609908097,2.9584354609908097,0,0,2
06005,2020,5,3,2,33801.65,0.05403336856227968,Adequate,17.05638122665637,0,1,0,14.792177304954047,8.875306382972429,5.916870921981619,0,0,3
06005,2021,10,1,0,33801.65,0.05403336856227968,Adequate,17.05638122665637,0,1,0,29.584354609908093,2.9584354609908097,0.0,0,0,4
06005,2022,14,1,0,33801.65,0.05403336856227968,Adequate,17.05638122665637,0,1,0,41.418096453871335,2.9584354609908097,0.0,0,0,5
06005,2023,31,0,0,33801.65,0.05403336856227968,Adequate,17.05638122665637,0,1,0,91.7114992907151,0.0,0.0,0,0,6
06005,2024,42,9,3,33801.65,0.05403336856227968,Adequate,17.05638122665637,0,1,0,124.254289361614,26.625919148917284,8.875306382972429,0,0,7
06007,2010,23,10,3,179723.45,0.12511629225480675,Adequate,1.8936659571071175,1,0,0,12.797439621818965,5.564104183399551,1.6692312550198651,0,0,-7
06007,2011,24,13,1,179723.45,0.12511629225480675,Adequate,1.8936659571071175,1,0,0,13.353850040158921,7.233335438419415,0.5564104183399551,0,0,-6
06007,2012,39,22,4,179723.45,0.12511629225480675,Adequate,1.8936659571071175,1,0,0,21.700006315258246,12.24102920347901,2.2256416733598203,0,0,-5
06007,2013,34,23,8,179723.45,0.12511629225480675,Adequate,1.8936659571071175,1,0,0,18.91795422355847,12.797439621818965,4.451283346719641,0,0,-4
06007,2014,25,16,5,179723.45,0.12511629225480675,Adequate,1.8936659571071175,1,0,0,13.910260458498875,8.902566693439281,2.7820520916997755,0,0,-3
06007,2015,87,62,17,179723.45,0.12511629225480675,Adequate,1.8936659571071175,1,0,0,48.40770639557609,34.49744593707721,9.458977111779236,0,0,-2
06007,2016,71,39,6,179723.45,0.12511629225480675,Adequate,1.8936659571071175,1,0,0,39.50513970213681,21.700006315258246,3.3384625100397303,0,0,-1
06007,2017,31,20,9,179723.45,0.12511629225480675,Adequate,1.8936659571071175,1,0,0,17.248722968538605,11.128208366799102,5.007693765059595,0,0,0
06007,2018,97,17,6,179723.45,0.12511629225480675,Adequate,1.8936659571071175,1,1,1,53.97181057897564,9.458977111779236,3.3384625100397303,0,0,1
06007,2019,76,10,4,179723.45,0.12511629225480675,Adequate,1.8936659571071175,1,1,1,42.287191793836584,5.564104183399551,2.2256416733598203,0,0,2
06007,2020,100,16,5,179723.45,0.12511629225480675,Adequate,1.8936659571071175,1,1,1,55.6410418339955,8.902566693439281,2.7820520916997755,0,0,3
06007,2021,113,39,3,179723.45,0.12511629225480675,Adequate,1.8936659571071175,1,1,1,62.87437727241492,21.700006315258246,1.6692312550198651,0,0,4
06007,2022,79,19,2,179723.45,0.12511629225480675,Adequate,1.8936659571071175,1,1,1,43.95642304885644,10.571797948459146,1.1128208366799102,0,0,5
06007,2023,99,27,1,179723.45,0.12511629225480675,Adequate,1.8936659571071175,1,1,1,55.08463141565555,15.023081295178788,0.5564104183399551,0,0,6
06007,2024,115,45,11,179723.45,0.12511629225480675,Adequate,1.8936659571071175,1,1,1,63.98719810909483,25.038468825297976,6.120514601739505,0,0,7
06009,2011,5,0,0,38834.35,0.08131532195285004,Underserved,-25.977623572815645,0,0,0,12.875199404650779,0.0,0.0,0,0,-6
06009,2012,9,4,3,38834.35,0.08131532195285004,Underserved,-25.977623572815645,0,0,0,23.175358928371406,10.300159523720625,7.725119642790468,0,0,-5
06009,2013,1,0,0,38834.35,0.08131532195285004,Underserved,-25.977623572815645,0,0,0,2.5750398809301562,0.0,0.0,0,0,-4
06009,2014,2,2,0,38834.35,0.08131532195285004,Underserved,-25.977623572815645,0,0,0,5.1500797618603125,5.1500797618603125,0.0,0,0,-3
06009,2015,8,7,7,38834.35,0.08131532195285004,Underserved,-25.977623572815645,0,0,0,20.60031904744125,18.025279166511094,18.025279166511094,0,0,-2
06009,2016,1,0,0,38834.35,0.08131532195285004,Underserved,-25.977623572815645,0,0,0,2.5750398809301562,0.0,0.0,0,0,-1
06009,2017,2,0,0,38834.35,0.08131532195285004,Underserved,-25.977623572815645,0,0,0,5.1500797618603125,0.0,0.0,0,0,0
06009,2018,10,0,0,38834.35,0.08131532195285004,Underserved,-25.977623572815645,0,1,0,25.750398809301558,0.0,0.0,0,0,1
06009,2019,7,0,0,38834.35,0.08131532195285004,Underserved,-25.977623572815645,0,1,0,18.025279166511094,0.0,0.0,0,0,2
06009,2020,7,3,2,38834.35,0.08131532195285004,Underserved,-25.977623572815645,0,1,0,18.025279166511094,7.725119642790468,5.1500797618603125,0,0,3
06009,2021,6,0,0,38834.35,0.08131532195285004,Underserved,-25.977623572815645,0,1,0,15.450239285580937,0.0,0.0,0,0,4
06009,2022,3,1,0,38834.35,0.08131532195285004,Underserved,-25.977623572815645,0,1,0,7.725119642790468,2.5750398809301562,0.0,0,0,5
06009,2023,6,2,0,38834.35,0.08131532195285004,Underserved,-25.977623572815645,0,1,0,15.450239285580937,5.1500797618603125,0.0,0,0,6
06009,2024,17,0,0,38834.35,0.08131532195285004,Underserved,-25.977623572815645,0,1,0,43.775677975812656,0.0,0.0,0,0,7
06011,2010,2,0,0,16960.65,0.1448769177584375,TRUE DESERT,-73.87968425750378,1,0,0,11.792000896192066,0.0,0.0,1,0,-7
06011,2011,3,3,3,16960.65,0.1448769177584375,TRUE DESERT,-73.87968425750378,1,0,0,17.6880013442881,17.6880013442881,17.6880013442881,1,0,-6
06011,2013,1,0,0,16960.65,0.1448769177584375,TRUE DESERT,-73.87968425750378,1,0,0,5.896000448096033,0.0,0.0,1,0,-4
06011,2014,3,3,2,16960.65,0.1448769177584375,TRUE DESERT,-73.87968425750378,1,0,0,17.6880013442881,17.6880013442881,11.792000896192066,1,0,-3
06011,2015,2,0,0,16960.65,0.1448769177584375,TRUE DESERT,-73.87968425750378,1,0,0,11.792000896192066,0.0,0.0,1,0,-2
06011,2017,5,0,0,16960.65,0.1448769177584375,TRUE DESERT,-73.87968425750378,1,0,0,29.480002240480164,0.0,0.0,1,0,0
06011,2018,13,0,0,16960.65,0.1448769177584375,TRUE DESERT,-73.87968425750378,1,1,1,76.64800582524843,0.0,0.0,1,1,1
06011,2019,7,0,0,16960.65,0.1448769177584375,TRUE DESERT,-73.87968425750378,1,1,1,41.27200313667224,0.0,0.0,1,1,2
06011,2020,5,1,0,16960.65,0.1448769177584375,TRUE DESERT,-73.87968425750378,1,1,1,29.480002240480164,5.896000448096033,0.0,1,1,3
06011,2022,1,0,0,16960.65,0.1448769177584375,TRUE DESERT,-73.87968425750378,1,1,1,5.896000448096033,0.0,0.0,1,1,5
06011,2023,5,0,0,16960.65,0.1448769177584375,TRUE DESERT,-73.87968425750378,1,1,1,29.480002240480164,0.0,0.0,1,1,6
06011,2024,6,0,0,16960.65,0.1448769177584375,TRUE DESERT,-73.87968425750378,1,1,1,35.3760026885762,0.0,0.0,1,1,7
06013,2010,114,86,48,888742.95,0.053272709561576564,Adequate,15.545984140021917,0,0,0,12.827105970292086,9.67658871443087,5.4008867243335095,0,0,-7
06013,2011,116,92,42,888742.95,0.053272709561576564,Adequate,15.545984140021917,0,0,0,13.052142917139314,10.35169955497256,4.725775883791821,0,0,-6
06013,2012,238,124,57,888742.95,0.053272709561576564,Adequate,15.545984140021917,0,0,0,26.77939667482032,13.952290704528233,6.413552985146043,0,0,-5
06013,2013,249,130,72,888742.95,0.053272709561576564,Adequate,15.545984140021917,0,0,0,28.017099882480082,14.627401545069924,8.101330086500266,0,0,-4
06013,2014,268,146,79,888742.95,0.053272709561576564,Adequate,15.545984140021917,0,0,0,30.15495087752876,16.427697119847757,8.888959400465568,0,0,-3
06013,2015,313,193,87,888742.95,0.053272709561576564,Adequate,15.545984140021917,0,0,0,35.21828218159143,21.716065370757654,9.789107187854487,0,0,-2
06013,2016,373,153,78,888742.95,0.053272709561576564,Adequate,15.545984140021917,0,0,0,41.96939058700832,17.21532643381306,8.776440927041953,0,0,-1
06013,2017,276,100,52,888742.95,0.053272709561576564,Adequate,15.545984140021917,0,0,0,31.05509866491768,11.25184734236148,5.850960618027969,0,0,0
06013,2018,404,120,57,888742.95,0.053272709561576564,Adequate,15.545984140021917,0,1,0,45.45746326314037,13.502216810833774,6.413552985146043,0,0,1
06013,2019,423,112,54,888742.95,0.053272709561576564,Adequate,15.545984140021917,0,1,0,47.595314258189056,12.602069023444855,6.075997564875198,0,0,2
06013,2020,436,137,63,888742.95,0.053272709561576564,Adequate,15.545984140021917,0,1,0,49.05805441269605,15.415030859035225,7.088663825687732,0,0,3
06013,2021,370,112,17,888742.95,0.053272709561576564,Adequate,15.545984140021917,0,1,0,41.63183516673747,12.602069023444855,1.9128140482014513,0,0,4
06013,2022,509,125,26,888742.95,0.053272709561576564,Adequate,15.545984140021917,0,1,0,57.27190297261992,14.064809177951847,2.9254803090139845,0,0,5
06013,2023,412,127,19,888742.95,0.053272709561576564,Adequate,15.545984140021917,0,1,0,46.35761105052929,14.289846124799078,2.137850995048681,0,0,6
06013,2024,504,165,75,888742.95,0.053272709561576564,Adequate,15.545984140021917,0,1,0,56.709310605501855,18.56554811489644,8.43888550677111,0,0,7
06015,2010,5,4,2,23342.85,0.17079786438647104,High MC but OK Access,10.652562084583082,1,0,0,21.419835195788004,17.1358681566304,8.5679340783152,0,0,-7
06015,2011,7,1,1,23342.85,0.17079786438647104,High MC but OK Access,10.652562084583082,1,0,0,29.987769274103208,4.2839670391576,4.2839670391576,0,0,-6
06015,2012,5,5,0,23342.85,0.17079786438647104,High MC but OK Access,10.652562084583082,1,0,0,21.419835195788004,21.419835195788004,0.0,0,0,-5
06015,2013,1,0,0,23342.85,0.17079786438647104,High MC but OK Access,10.652562084583082,1,0,0,4.2839670391576,0.0,0.0,0,0,-4
06015,2014,1,1,1,23342.85,0.17079786438647104,High MC but OK Access,10.652562084583082,1,0,0,4.2839670391576,4.2839670391576,4.2839670391576,0,0,-3
06015,2015,9,6,5,23342.85,0.17079786438647104,High MC but OK Access,10.652562084583082,1,0,0,38.55570335241841,25.703802234945606,21.419835195788004,0,0,-2
06015,2016,4,1,1,23342.85,0.17079786438647104,High MC but OK Access,10.652562084583082,1,0,0,17.1358681566304,4.2839670391576,4.2839670391576,0,0,-1
06015,2017,8,2,0,23342.85,0.17079786438647104,High MC but OK Access,10.652562084583082,1,0,0,34.2717363132608,8.5679340783152,0.0,0,0,0
06015,2018,2,1,0,23342.85,0.17079786438647104,High MC but OK Access,10.652562084583082,1,1,1,8.5679340783152,4.2839670391576,0.0,0,0,1
06015,2019,9,2,0,23342.85,0.17079786438647104,High MC but OK Access,10.652562084583082,1,1,1,38.55570335241841,8.5679340783152,0.0,0,0,2
06015,2020,15,0,0,23342.85,0.17079786438647104,High MC but OK Access,10.652562084583082,1,1,1,64.25950558736402,0.0,0.0,0,0,3
06015,2021,6,2,1,23342.85,0.17079786438647104,High MC but OK Access,10.652562084583082,1,1,1,25.703802234945606,8.5679340783152,4.2839670391576,0,0,4
06015,2022,3,0,0,23342.85,0.17079786438647104,High MC but OK Access,10.652562084583082,1,1,1,12.851901117472803,0.0,0.0,0,0,5
06015,2023,10,1,0,23342.85,0.17079786438647104,High MC but OK Access,10.652562084583082,1,1,1,42.83967039157601,4.2839670391576,0.0,0,0,6
06015,2024,7,0,0,23342.85,0.17079786438647104,High MC but OK Access,10.652562084583082,1,1,1,29.987769274103208,0.0,0.0,0,0,7
06017,2010,17,4,2,152690.95,0.05403857869811211,Underserved,-33.59759395122039,0,0,0,11.133600255941822,2.619670648456899,1.3098353242284495,0,0,-7
06017,2011,21,8,1,152690.95,0.05403857869811211,Underserved,-33.59759395122039,0,0,0,13.75327090439872,5.239341296913798,0.6549176621142248,0,0,-6
06017,2012,30,17,11,152690.95,0.05403857869811211,Underserved,-33.59759395122039,0,0,0,19.647529863426744,11.133600255941822,7.204094283256473,0,0,-5
06017,2013,18,14,4,152690.95,0.05403857869811211,Underserved,-33.59759395122039,0,0,0,11.788517918056046,9.168847269599148,2.619670648456899,0,0,-4
06017,2014,14,9,4,152690.95,0.05403857869811211,Underserved,-33.59759395122039,0,0,0,9.168847269599148,5.894258959028023,2.619670648456899,0,0,-3
06017,2015,42,28,14,152690.95,0.05403857869811211,Underserved,-33.59759395122039,0,0,0,27.50654180879744,18.337694539198296,9.168847269599148,0,0,-2
06017,2016,22,10,3,152690.95,0.05403857869811211,Underserved,-33.59759395122039,0,0,0,14.408188566512946,6.549176621142248,1.9647529863426745,0,0,-1
06017,2017,22,18,6,152690.95,0.05403857869811211,Underserved,-33.59759395122039,0,0,0,14.408188566512946,11.788517918056046,3.929505972685349,0,0,0
06017,2018,73,14,2,152690.95,0.05403857869811211,Underserved,-33.59759395122039,0,1,0,47.808989334338406,9.168847269599148,1.3098353242284495,0,0,1
06017,2019,35,7,2,152690.95,0.05403857869811211,Underserved,-33.59759395122039,0,1,0,22.92211817399787,4.584423634799574,1.3098353242284495,0,0,2
06017,2020,31,13,5,152690.95,0.05403857869811211,Underserved,-33.59759395122039,0,1,0,20.302447525540966,8.513929607484922,3.274588310571124,0,0,3
06017,2021,50,10,2,152690.95,0.05403857869811211,Underserved,-33.59759395122039,0,1,0,32.745883105711236,6.549176621142248,1.3098353242284495,0,0,4
06017,2022,42,11,1,152690.95,0.05403857869811211,Underserved,-33.59759395122039,0,1,0,27.50654180879744,7.204094283256473,0.6549176621142248,0,0,5
06017,2023,52,12,2,152690.95,0.05403857869811211,Underserved,-33.59759395122039,0,1,0,34.05571842993969,7.859011945370698,1.3098353242284495,0,0,6
06017,2024,60,17,4,152690.95,0.05403857869811211,Underserved,-33.59759395122039,0,1,0,39.29505972685349,11.133600255941822,2.619670648456899,0,0,7
06019,2010,101,67,30,740207.6,0.12051812002428659,Well-Served,29.333013616648387,1,0,0,13.644820723267365,9.051514737216966,4.052917046515059,0,0,-7
06019,2011,104,68,29,740207.6,0.12051812002428659,Well-Served,29.333013616648387,1,0,0,14.05011242791887,9.1866119721008,3.9178198116312237,0,0,-6
06019,2012,114,57,27,740207.6,0.12051812002428659,Well-Served,29.333013616648387,1,0,0,15.401084776757223,7.7005423883786115,3.647625341863553,0,0,-5
06019,2013,156,78,30,740207.6,0.12051812002428659,Well-Served,29.333013616648387,1,0,0,21.075168641878307,10.537584320939153,4.052917046515059,0,0,-4
06019,2014,190,108,56,740207.6,0.12051812002428659,Well-Served,29.333013616648387,1,0,0,25.668474627928703,14.590501367454213,7.565445153494777,0,0,-3
06019,2015,334,172,82,740207.6,0.12051812002428659,Well-Served,29.333013616648387,1,0,0,45.12247645120099,23.23672440001967,11.077973260474494,0,0,-2
06019,2016,246,120,55,740207.6,0.12051812002428659,Well-Served,29.333013616648387,1,0,0,33.23391978142349,16.211668186060237,7.4303479186109405,0,0,-1
06019,2017,241,102,48,740207.6,0.12051812002428659,Well-Served,29.333013616648387,1,0,0,32.558433607004304,13.779917958151202,6.484667274424094,0,0,0
06019,2018,333,91,47,740207.6,0.12051812002428659,Well-Served,29.333013616648387,1,1,1,44.98737921631715,12.293848374429013,6.349570039540259,0,0,1
06019,2019,288,91,41,740207.6,0.12051812002428659,Well-Served,29.333013616648387,1,1,1,38.908003646544564,12.293848374429013,5.538986630237247,0,0,2
06019,2020,467,107,41,740207.6,0.12051812002428659,Well-Served,29.333013616648387,1,1,1,63.09040869075109,14.455404132570376,5.538986630237247,0,0,3
06019,2021,369,102,28,740207.6,0.12051812002428659,Well-Served,29.333013616648387,1,1,1,49.85087967213522,13.779917958151202,3.7827225767473887,0,0,4
06019,2022,403,130,18,740207.6,0.12051812002428659,Well-Served,29.333013616648387,1,1,1,54.444185658185624,17.562640534898588,2.4317502279090353,0,0,5
06019,2023,451,147,34,740207.6,0.12051812002428659,Well-Served,29.333013616648387,1,1,1,60.92885293260972,19.85929352792379,4.5933059860504,0,0,6
06019,2024,488,163,68,740207.6,0.12051812002428659,Well-Served,29.333013616648387,1,1,1,65.92745062331163,22.020849286065154,9.1866119721008,0,0,7
06021,2010,1,0,0,22395.15,0.15049061139412948,TRUE DESERT,-52.09966426673632,1,0,0,4.465252521193205,0.0,0.0,1,0,-7
06021,2011,2,1,0,22395.15,0.15049061139412948,TRUE DESERT,-52.09966426673632,1,0,0,8.93050504238641,4.465252521193205,0.0,1,0,-6
06021,2012,1,0,0,22395.15,0.15049061139412948,TRUE DESERT,-52.09966426673632,1,0,0,4.465252521193205,0.0,0.0,1,0,-5
06021,2013,3,1,1,22395.15,0.15049061139412948,TRUE DESERT,-52.09966426673632,1,0,0,13.395757563579615,4.465252521193205,4.465252521193205,1,0,-4
06021,2014,4,3,2,22395.15,0.15049061139412948,TRUE DESERT,-52.09966426673632,1,0,0,17.86101008477282,13.395757563579615,8.93050504238641,1,0,-3
06021,2015,4,3,1,22395.15,0.15049061139412948,TRUE DESERT,-52.09966426673632,1,0,0,17.86101008477282,13.395757563579615,4.465252521193205,1,0,-2
06021,2016,1,1,1,22395.15,0.15049061139412948,TRUE DESERT,-52.09966426673632,1,0,0,4.465252521193205,4.465252521193205,4.465252521193205,1,0,-1
06021,2017,3,1,1,22395.15,0.15049061139412948,TRUE DESERT,-52.09966426673632,1,0,0,13.395757563579615,4.465252521193205,4.465252521193205,1,0,0
06021,2018,4,3,1,22395.15,0.15049061139412948,TRUE DESERT,-52.09966426673632,1,1,1,17.86101008477282,13.395757563579615,4.465252521193205,1,1,1
06021,2019,1,0,0,22395.15,0.15049061139412948,TRUE DESERT,-52.09966426673632,1,1,1,4.465252521193205,0.0,0.0,1,1,2
06021,2020,3,0,0,22395.15,0.15049061139412948,TRUE DESERT,-52.09966426673632,1,1,1,13.395757563579615,0.0,0.0,1,1,3
06021,2021,9,0,0,22395.15,0.15049061139412948,TRUE DESERT,-52.09966426673632,1,1,1,40.18727269073884,0.0,0.0,1,1,4
06021,2022,3,0,0,22395.15,0.15049061139412948,TRUE DESERT,-52.09966426673632,1,1,1,13.395757563579615,0.0,0.0,1,1,5
06021,2023,1,0,0,22395.15,0.15049061139412948,TRUE DESERT,-52.09966426673632,1,1,1,4.465252521193205,0.0,0.0,1,1,6
06021,2024,9,0,0,22395.15,0.15049061139412948,TRUE DESERT,-52.09966426673632,1,1,1,40.18727269073884,0.0,0.0,1,1,7
06023,2010,23,11,6,112459.35,0.1239658705549353,Well-Served,42.286980367259254,1,0,0,20.451834373931558,9.78131209188031,5.335261141025624,0,0,-7
06023,2011,18,9,2,112459.35,0.1239658705549353,Well-Served,42.286980367259254,1,0,0,16.00578342307687,8.002891711538435,1.7784203803418746,0,0,-6
06023,2012,16,9,3,112459.35,0.1239658705549353,Well-Served,42.286980367259254,1,0,0,14.227363042734996,8.002891711538435,2.667630570512812,0,0,-5
06023,2013,20,13,4,112459.35,0.1239658705549353,Well-Served,42.286980367259254,1,0,0,17.784203803418745,11.559732472222185,3.556840760683749,0,0,-4
06023,2014,25,13,3,112459.35,0.1239658705549353,Well-Served,42.286980367259254,1,0,0,22.23025475427343,11.559732472222185,2.667630570512812,0,0,-3
06023,2015,59,41,19,112459.35,0.1239658705549353,Well-Served,42.286980367259254,1,0,0,52.4634012200853,36.45761779700843,16.89499361324781,0,0,-2
06023,2016,38,23,14,112459.35,0.1239658705549353,Well-Served,42.286980367259254,1,0,0,33.78998722649562,20.451834373931558,12.448942662393122,0,0,-1
06023,2017,38,25,15,112459.35,0.1239658705549353,Well-Served,42.286980367259254,1,0,0,33.78998722649562,22.23025475427343,13.33815285256406,0,0,0
06023,2018,87,20,9,112459.35,0.1239658705549353,Well-Served,42.286980367259254,1,1,1,77.36128654487155,17.784203803418745,8.002891711538435,0,0,1
06023,2019,58,18,7,112459.35,0.1239658705549353,Well-Served,42.286980367259254,1,1,1,51.57419102991436,16.00578342307687,6.224471331196561,0,0,2
06023,2020,42,17,6,112459.35,0.1239658705549353,Well-Served,42.286980367259254,1,1,1,37.34682798717937,15.116573232905933,5.335261141025624,0,0,3
06023,2021,33,15,3,112459.35,0.1239658705549353,Well-Served,42.286980367259254,1,1,1,29.34393627564093,13.33815285256406,2.667630570512812,0,0,4
06023,2022,40,7,1,112459.35,0.1239658705549353,Well-Served,42.286980367259254,1,1,1,35.56840760683749,6.224471331196561,0.8892101901709373,0,0,5
06023,2023,56,18,4,112459.35,0.1239658705549353,Well-Served,42.286980367259254,1,1,1,49.79577064957249,16.00578342307687,3.556840760683749,0,0,6
06023,2024,112,14,6,112459.35,0.1239658705549353,Well-Served,42.286980367259254,1,1,1,99.59154129914498,12.448942662393122,5.335261141025624,0,0,7
06025,2010,21,12,5,135920.2,0.18751428172423096,TRUE DESERT,-41.25401762615601,1,0,0,15.45024212736591,8.828709787066234,3.6786290779442643,1,0,-7
06025,2011,17,12,4,135920.2,0.18751428172423096,TRUE DESERT,-41.25401762615601,1,0,0,12.507338865010498,8.828709787066234,2.942903262355411,1,0,-6
06025,2012,27,21,6,135920.2,0.18751428172423096,TRUE DESERT,-41.25401762615601,1,0,0,19.864597020899026,15.45024212736591,4.414354893533117,1,0,-5
06025,2013,22,16,2,135920.2,0.18751428172423096,TRUE DESERT,-41.25401762615601,1,0,0,16.18596794295476,11.771613049421644,1.4714516311777055,1,0,-4
06025,2014,27,12,5,135920.2,0.18751428172423096,TRUE DESERT,-41.25401762615601,1,0,0,19.864597020899026,8.828709787066234,3.6786290779442643,1,0,-3
06025,2015,33,21,7,135920.2,0.18751428172423096,TRUE DESERT,-41.25401762615601,1,0,0,24.27895191443214,15.45024212736591,5.150080709121969,1,0,-2
06025,2016,23,8,0,135920.2,0.18751428172423096,TRUE DESERT,-41.25401762615601,1,0,0,16.921693758543615,5.885806524710822,0.0,1,0,-1
06025,2017,24,8,2,135920.2,0.18751428172423096,TRUE DESERT,-41.25401762615601,1,0,0,17.65741957413247,5.885806524710822,1.4714516311777055,1,0,0
06025,2018,46,20,6,135920.2,0.18751428172423096,TRUE DESERT,-41.25401762615601,1,1,1,33.84338751708723,14.714516311777057,4.414354893533117,1,1,1
06025,2019,39,21,7,135920.2,0.18751428172423096,TRUE DESERT,-41.25401762615601,1,1,1,28.69330680796526,15.45024212736591,5.150080709121969,1,1,2
06025,2020,38,11,5,135920.2,0.18751428172423096,TRUE DESERT,-41.25401762615601,1,1,1,27.957580992376407,8.09298397147738,3.6786290779442643,1,1,3
06025,2021,37,17,1,135920.2,0.18751428172423096,TRUE DESERT,-41.25401762615601,1,1,1,27.221855176787553,12.507338865010498,0.7357258155888527,1,1,4
06025,2022,33,15,2,135920.2,0.18751428172423096,TRUE DESERT,-41.25401762615601,1,1,1,24.27895191443214,11.035887233832792,1.4714516311777055,1,1,5
06025,2023,56,22,2,135920.2,0.18751428172423096,TRUE DESERT,-41.25401762615601,1,1,1,41.20064567297575,16.18596794295476,1.4714516311777055,1,1,6
06025,2024,80,26,10,135920.2,0.18751428172423096,TRUE DESERT,-41.25401762615601,1,1,1,58.85806524710823,19.128871205310173,7.357258155888529,1,1,7
06027,2010,3,1,0,15728.6,0.09489648795862186,Underserved,-4.374156447544934,0,0,0,19.073534834632454,6.357844944877484,0.0,0,0,-7
06027,2011,2,0,0,15728.6,0.09489648795862186,Underserved,-4.374156447544934,0,0,0,12.715689889754968,0.0,0.0,0,0,-6
06027,2012,2,0,0,15728.6,0.09489648795862186,Underserved,-4.374156447544934,0,0,0,12.715689889754968,0.0,0.0,0,0,-5
06027,2013,1,0,0,15728.6,0.09489648795862186,Underserved,-4.374156447544934,0,0,0,6.357844944877484,0.0,0.0,0,0,-4
06027,2014,7,6,2,15728.6,0.09489648795862186,Underserved,-4.374156447544934,0,0,0,44.504914614142386,38.14706966926491,12.715689889754968,0,0,-3
06027,2015,16,12,5,15728.6,0.09489648795862186,Underserved,-4.374156447544934,0,0,0,101.72551911803974,76.29413933852982,31.78922472438742,0,0,-2
06027,2016,2,1,1,15728.6,0.09489648795862186,Underserved,-4.374156447544934,0,0,0,12.715689889754968,6.357844944877484,6.357844944877484,0,0,-1
06027,2017,3,2,2,15728.6,0.09489648795862186,Underserved,-4.374156447544934,0,0,0,19.073534834632454,12.715689889754968,12.715689889754968,0,0,0
06027,2018,7,7,3,15728.6,0.09489648795862186,Underserved,-4.374156447544934,0,1,0,44.504914614142386,44.504914614142386,19.073534834632454,0,0,1
06027,2019,2,0,0,15728.6,0.09489648795862186,Underserved,-4.374156447544934,0,1,0,12.715689889754968,0.0,0.0,0,0,2
06027,2020,3,0,0,15728.6,0.09489648795862186,Underserved,-4.374156447544934,0,1,0,19.073534834632454,0.0,0.0,0,0,3
06027,2021,21,6,2,15728.6,0.09489648795862186,Underserved,-4.374156447544934,0,1,0,133.51474384242718,38.14706966926491,12.715689889754968,0,0,4
06027,2022,15,5,1,15728.6,0.09489648795862186,Underserved,-4.374156447544934,0,1,0,95.36767417316226,31.78922472438742,6.357844944877484,0,0,5
06027,2023,17,16,0,15728.6,0.09489648795862186,Underserved,-4.374156447544934,0,1,0,108.08336406291723,101.72551911803974,0.0,0,0,6
06027,2024,17,10,2,15728.6,0.09489648795862186,Underserved,-4.374156447544934,0,1,0,108.08336406291723,63.57844944877484,12.715689889754968,0,0,7
06029,2010,72,36,13,663282.1,0.1283080217135322,Underserved,-23.275775182433406,1,0,0,10.855109764005391,5.4275548820026955,1.959950374056529,0,0,-7
06029,2011,91,53,22,663282.1,0.1283080217135322,Underserved,-23.275775182433406,1,0,0,13.719652618395703,7.99056690961508,3.316839094557203,0,0,-6
